country_id,mine_id,year_id,panamax
country_4,Mine_53,Y_21,34.92334012
country_4,Mine_53,Y_22,34.92334012
country_4,Mine_53,Y_23,34.92334012
country_4,Mine_53,Y_24,34.92334012
country_4,Mine_53,Y_25,34.92334012
country_4,Mine_53,Y_26,34.92334012
country_4,Mine_84,Y_10,27.74626902
country_4,Mine_84,Y_11,20.82450486
country_4,Mine_84,Y_12,19.23060857
country_4,Mine_84,Y_13,28.18356701
country_4,Mine_84,Y_14,33.57683333
country_4,Mine_84,Y_15,31.01221076
country_4,Mine_84,Y_16,35.19610592
country_4,Mine_84,Y_17,34.11599598
country_4,Mine_84,Y_18,33.64080172
country_4,Mine_84,Y_19,34.73861307
country_4,Mine_84,Y_20,34.73861307
country_4,Mine_84,Y_21,34.73861307
country_4,Mine_84,Y_22,34.73861307
country_4,Mine_84,Y_23,34.73861307
country_4,Mine_84,Y_24,34.73861307
country_4,Mine_84,Y_25,34.73861307
country_4,Mine_84,Y_26,34.73861307
country_4,Mine_85,Y_10,27.74626902
country_4,Mine_85,Y_11,23.47347805
country_4,Mine_85,Y_12,20.23811647
country_4,Mine_85,Y_13,27.78111257
country_4,Mine_85,Y_14,34.58637464
country_4,Mine_85,Y_15,31.92572223
country_4,Mine_85,Y_16,35.63136067
country_4,Mine_85,Y_17,34.563434
country_4,Mine_85,Y_18,34.05111619
country_4,Mine_85,Y_19,35.16584397
country_4,Mine_85,Y_20,35.16584397
country_4,Mine_85,Y_21,35.16584397
country_4,Mine_85,Y_22,35.16584397
country_4,Mine_85,Y_23,35.16584397
country_4,Mine_85,Y_24,35.16584397
country_4,Mine_85,Y_25,35.16584397
country_4,Mine_85,Y_26,35.16584397
country_4,Mine_86,Y_10,27.74626902
country_4,Mine_86,Y_11,23.5708945
country_4,Mine_86,Y_12,20.31916636
country_4,Mine_86,Y_13,27.90207436
country_4,Mine_86,Y_14,34.74318039
country_4,Mine_86,Y_15,32.05911573
country_4,Mine_86,Y_16,35.78375872
country_4,Mine_86,Y_17,34.71014119
country_4,Mine_86,Y_18,34.19508575
country_4,Mine_86,Y_19,35.3148825
country_4,Mine_86,Y_20,35.3148825
country_4,Mine_86,Y_21,35.3148825
country_4,Mine_86,Y_22,35.3148825
country_4,Mine_86,Y_23,35.3148825
country_4,Mine_86,Y_24,35.3148825
country_4,Mine_86,Y_25,35.3148825
country_4,Mine_86,Y_26,35.3148825
country_44,Mine_87,Y_10,12.2857737
country_44,Mine_87,Y_11,12.2857737
country_44,Mine_87,Y_12,15.35141618
country_44,Mine_87,Y_13,22.2106231
country_44,Mine_87,Y_14,26.28841864
country_44,Mine_87,Y_15,23.97787762
country_44,Mine_87,Y_16,27.04334789
country_44,Mine_87,Y_17,26.34505545
country_44,Mine_87,Y_18,26.05334639
country_44,Mine_87,Y_19,26.82795599
