mine_id,country_id,year_id,cost_spec,Field
Mine_104,country_46,Y_15,Moderate,Total Organic Carbon
Mine_104,country_46,Y_15,Capesize,Vessel size
Mine_104,country_46,Y_15,15,Capital cost of mine (inc. all infrasturure for export)
Mine_104,country_46,Y_15,20,Life of mine
Mine_104,country_46,Y_15,1,constructiuon period for mine & infrastructure
Mine_104,country_46,Y_15,0.04,IRR
Mine_93,country_46,Y_15,0,Other penalties - extra processing costs
Mine_93,country_46,Y_15,0.405,LT Avail AA
Mine_93,country_46,Y_15,0.44,Total Alumina
Mine_93,country_46,Y_15,0.015,LT React. Silica
Mine_93,country_46,Y_15,0.02,Total Silica
Mine_93,country_46,Y_15,0.02,Monhydrate
Mine_93,country_46,Y_15,0.1,Moisture
Mine_93,country_46,Y_15,LT,Bauxite style
Mine_93,country_46,Y_15,Moderate,Total Organic Carbon
Mine_93,country_46,Y_15,Capesize,Vessel size
Mine_93,country_46,Y_15,15,Capital cost of mine (inc. all infrasturure for export)
Mine_93,country_46,Y_15,20,Life of mine
Mine_93,country_46,Y_15,1,constructiuon period for mine & infrastructure
Mine_93,country_46,Y_15,0.04,IRR
Mine_106,country_46,Y_15,0,Other penalties - extra processing costs
Mine_106,country_46,Y_15,0.415,LT Avail AA
Mine_106,country_46,Y_15,0.45,Total Alumina
Mine_106,country_46,Y_15,0.015,LT React. Silica
Mine_106,country_46,Y_15,0.02,Total Silica
Mine_106,country_46,Y_15,0.02,Monhydrate
Mine_106,country_46,Y_15,0.1,Moisture
Mine_106,country_46,Y_15,LT,Bauxite style
Mine_106,country_46,Y_15,Moderate,Total Organic Carbon
Mine_106,country_46,Y_15,Capesize,Vessel size
Mine_106,country_46,Y_15,15,Capital cost of mine (inc. all infrasturure for export)
Mine_106,country_46,Y_15,20,Life of mine
Mine_106,country_46,Y_15,1,constructiuon period for mine & infrastructure
Mine_106,country_46,Y_15,0.08,IRR
Mine_94,country_46,Y_15,0,Other penalties - extra processing costs
Mine_94,country_46,Y_15,0.385,LT Avail AA
Mine_94,country_46,Y_15,0.42,Total Alumina
Mine_94,country_46,Y_15,0.015,LT React. Silica
Mine_94,country_46,Y_15,0.02,Total Silica
Mine_94,country_46,Y_15,0.02,Monhydrate
Mine_94,country_46,Y_15,0.1,Moisture
Mine_94,country_46,Y_15,LT,Bauxite style
Mine_94,country_46,Y_15,Moderate,Total Organic Carbon
Mine_94,country_46,Y_15,Capesize,Vessel size
Mine_94,country_46,Y_15,15,Capital cost of mine (inc. all infrasturure for export)
Mine_94,country_46,Y_15,20,Life of mine
Mine_94,country_46,Y_15,1,constructiuon period for mine & infrastructure
Mine_94,country_46,Y_15,0.04,IRR
Mine_95,country_46,Y_15,0,Other penalties - extra processing costs
Mine_95,country_46,Y_15,0.405,LT Avail AA
Mine_95,country_46,Y_15,0.44,Total Alumina
Mine_95,country_46,Y_15,0.015,LT React. Silica
Mine_95,country_46,Y_15,0.02,Total Silica
Mine_95,country_46,Y_15,0.02,Monhydrate
Mine_95,country_46,Y_15,0.1,Moisture
Mine_95,country_46,Y_15,LT,Bauxite style
Mine_95,country_46,Y_15,Moderate,Total Organic Carbon
Mine_95,country_46,Y_15,Capesize,Vessel size
Mine_95,country_46,Y_15,15,Capital cost of mine (inc. all infrasturure for export)
Mine_95,country_46,Y_15,20,Life of mine
Mine_95,country_46,Y_15,1,constructiuon period for mine & infrastructure
Mine_95,country_46,Y_15,0.04,IRR
Mine_107,country_46,Y_15,0,Other penalties - extra processing costs
Mine_107,country_46,Y_15,0.425,LT Avail AA
Mine_107,country_46,Y_15,0.46,Total Alumina
Mine_107,country_46,Y_15,0.015,LT React. Silica
Mine_107,country_46,Y_15,0.02,Total Silica
Mine_107,country_46,Y_15,0.02,Monhydrate
Mine_107,country_46,Y_15,0.1,Moisture
Mine_107,country_46,Y_15,LT,Bauxite style
Mine_107,country_46,Y_15,Moderate,Total Organic Carbon
Mine_107,country_46,Y_15,Capesize,Vessel size
Mine_107,country_46,Y_15,15,Capital cost of mine (inc. all infrasturure for export)
Mine_107,country_46,Y_15,20,Life of mine
Mine_107,country_46,Y_15,1,constructiuon period for mine & infrastructure
Mine_107,country_46,Y_15,0.04,IRR
Mine_110,country_46,Y_15,0,Other penalties - extra processing costs
Mine_110,country_46,Y_15,0.415,LT Avail AA
Mine_110,country_46,Y_15,0.45,Total Alumina
Mine_110,country_46,Y_15,0.015,LT React. Silica
Mine_110,country_46,Y_15,0.04,Total Silica
Mine_110,country_46,Y_15,0.02,Monhydrate
Mine_110,country_46,Y_15,0.1,Moisture
Mine_110,country_46,Y_15,LT,Bauxite style
Mine_110,country_46,Y_15,Moderate,Total Organic Carbon
Mine_110,country_46,Y_15,Capesize,Vessel size
Mine_110,country_46,Y_15,15,Capital cost of mine (inc. all infrasturure for export)
Mine_110,country_46,Y_15,20,Life of mine
Mine_110,country_46,Y_15,1,constructiuon period for mine & infrastructure
Mine_110,country_46,Y_15,0.15,IRR
Mine_60,country_46,Y_15,0,Other penalties - extra processing costs
Mine_60,country_46,Y_15,0.392,LT Avail AA
Mine_60,country_46,Y_15,0.434,Total Alumina
Mine_60,country_46,Y_15,0.012,LT React. Silica
Mine_60,country_46,Y_15,0.015,Total Silica
Mine_60,country_46,Y_15,0.03,Monhydrate
Mine_60,country_46,Y_15,0.1,Moisture
Mine_60,country_46,Y_15,LT,Bauxite style
Mine_60,country_46,Y_15,Moderate,Total Organic Carbon
Mine_60,country_46,Y_15,Capesize,Vessel size
Mine_60,country_46,Y_15,33,Capital cost of mine (inc. all infrasturure for export)
Mine_60,country_46,Y_15,25,Life of mine
Mine_60,country_46,Y_15,1,constructiuon period for mine & infrastructure
Mine_60,country_46,Y_15,0.04,IRR
Mine_109,country_46,Y_15,0,Other penalties - extra processing costs
Mine_109,country_46,Y_15,0.405,LT Avail AA
Mine_109,country_46,Y_15,0.44,Total Alumina
Mine_109,country_46,Y_15,0.015,LT React. Silica
Mine_109,country_46,Y_15,0.02,Total Silica
Mine_109,country_46,Y_15,0.02,Monhydrate
Mine_109,country_46,Y_15,0.1,Moisture
Mine_109,country_46,Y_15,LT,Bauxite style
Mine_109,country_46,Y_15,Moderate,Total Organic Carbon
Mine_109,country_46,Y_15,Capesize,Vessel size
Mine_109,country_46,Y_15,20,Capital cost of mine (inc. all infrasturure for export)
Mine_109,country_46,Y_15,15,Life of mine
Mine_109,country_46,Y_15,1,constructiuon period for mine & infrastructure
Mine_109,country_46,Y_15,0.04,IRR
Mine_153,country_46,Y_15,0,Other penalties - extra processing costs
Mine_153,country_46,Y_15,0.392,LT Avail AA
Mine_153,country_46,Y_15,0.434,Total Alumina
Mine_153,country_46,Y_15,0.012,LT React. Silica
Mine_153,country_46,Y_15,0.015,Total Silica
Mine_153,country_46,Y_15,0.03,Monhydrate
Mine_153,country_46,Y_15,0.1,Moisture
Mine_153,country_46,Y_15,LT,Bauxite style
Mine_153,country_46,Y_15,Moderate,Total Organic Carbon
Mine_153,country_46,Y_15,Capesize,Vessel size
Mine_153,country_46,Y_15,33,Capital cost of mine (inc. all infrasturure for export)
Mine_153,country_46,Y_15,25,Life of mine
Mine_153,country_46,Y_15,2,constructiuon period for mine & infrastructure
Mine_153,country_46,Y_15,0.04,IRR
Mine_69,country_17,Y_15,0,Other penalties - extra processing costs
Mine_69,country_17,Y_15,0.405369747,LT Avail AA
Mine_69,country_17,Y_15,0.5134,Total Alumina
Mine_69,country_17,Y_15,0.051264363,LT React. Silica
Mine_69,country_17,Y_15,0.0951,Total Silica
Mine_69,country_17,Y_15,0.051923287,Monhydrate
Mine_69,country_17,Y_15,0.1,Moisture
Mine_69,country_17,Y_15,LT,Bauxite style
Mine_69,country_17,Y_15,High,Total Organic Carbon
Mine_69,country_17,Y_15,Panamax,Vessel size
Mine_69,country_17,Y_15,10.275,Capital cost of mine (inc. all infrasturure for export)
Mine_69,country_17,Y_15,21,Life of mine
Mine_69,country_17,Y_15,1,constructiuon period for mine & infrastructure
Mine_69,country_17,Y_15,0.08,IRR
Mine_71,country_17,Y_15,0,Other penalties - extra processing costs
Mine_71,country_17,Y_15,0.413214606,LT Avail AA
Mine_71,country_17,Y_15,0.525865828,Total Alumina
Mine_71,country_17,Y_15,0.059768563,LT React. Silica
Mine_71,country_17,Y_15,0.104040296,Total Silica
Mine_71,country_17,Y_15,0.050582367,Monhydrate
Mine_71,country_17,Y_15,0.1,Moisture
Mine_71,country_17,Y_15,LT,Bauxite style
Mine_71,country_17,Y_15,High,Total Organic Carbon
Mine_71,country_17,Y_15,Panamax,Vessel size
Mine_71,country_17,Y_15,10.275,Capital cost of mine (inc. all infrasturure for export)
Mine_71,country_17,Y_15,21,Life of mine
Mine_71,country_17,Y_15,1,constructiuon period for mine & infrastructure
Mine_71,country_17,Y_15,0.08,IRR
Mine_70,country_17,Y_15,0,Other penalties - extra processing costs
Mine_70,country_17,Y_15,0.407264915,LT Avail AA
Mine_70,country_17,Y_15,0.49,Total Alumina
Mine_70,country_17,Y_15,0.053436582,LT React. Silica
Mine_70,country_17,Y_15,0.147,Total Silica
Mine_70,country_17,Y_15,0.02353969,Monhydrate
Mine_70,country_17,Y_15,0.1,Moisture
Mine_70,country_17,Y_15,LT,Bauxite style
Mine_70,country_17,Y_15,High,Total Organic Carbon
Mine_70,country_17,Y_15,Panamax,Vessel size
Mine_70,country_17,Y_15,10.275,Capital cost of mine (inc. all infrasturure for export)
Mine_70,country_17,Y_15,21,Life of mine
Mine_70,country_17,Y_15,1,constructiuon period for mine & infrastructure
Mine_70,country_17,Y_15,0.08,IRR
Mine_134,country_37,Y_15,1,Other penalties - extra processing costs
Mine_134,country_37,Y_15,0.388,LT Avail AA
Mine_134,country_37,Y_15,0.43,Total Alumina
Mine_134,country_37,Y_15,0.037,LT React. Silica
Mine_134,country_37,Y_15,0.042,Total Silica
Mine_134,country_37,Y_15,0.005,Monhydrate
Mine_134,country_37,Y_15,0.17,Moisture
Mine_134,country_37,Y_15,LT,Bauxite style
Mine_134,country_37,Y_15,Low,Total Organic Carbon
Mine_134,country_37,Y_15,Panamax,Vessel size
Mine_134,country_37,Y_15,0,Capital cost of mine (inc. all infrasturure for export)
Mine_134,country_37,Y_15,10,Life of mine
Mine_134,country_37,Y_15,1,constructiuon period for mine & infrastructure
Mine_134,country_37,Y_15,0.15,IRR
Mine_77,country_17,Y_15,0,Other penalties - extra processing costs
Mine_77,country_17,Y_15,0.365,LT Avail AA
Mine_77,country_17,Y_15,0.425,Total Alumina
Mine_77,country_17,Y_15,0.029,LT React. Silica
Mine_77,country_17,Y_15,0.033,Total Silica
Mine_77,country_17,Y_15,0.031,Monhydrate
Mine_77,country_17,Y_15,0.1,Moisture
Mine_77,country_17,Y_15,LT,Bauxite style
Mine_77,country_17,Y_15,High,Total Organic Carbon
Mine_77,country_17,Y_15,Panamax,Vessel size
Mine_77,country_17,Y_15,15,Capital cost of mine (inc. all infrasturure for export)
Mine_77,country_17,Y_15,7,Life of mine
Mine_77,country_17,Y_15,2,constructiuon period for mine & infrastructure
Mine_77,country_17,Y_15,0.08,IRR
Mine_117,country_24,Y_15,1,Other penalties - extra processing costs
Mine_117,country_24,Y_15,0.405,LT Avail AA
Mine_117,country_24,Y_15,0.48,Total Alumina
Mine_117,country_24,Y_15,0.0525,LT React. Silica
Mine_117,country_24,Y_15,0.07,Total Silica
Mine_117,country_24,Y_15,0.0225,Monhydrate
Mine_117,country_24,Y_15,0.07,Moisture
Mine_117,country_24,Y_15,LT,Bauxite style
Mine_117,country_24,Y_15,Moderate,Total Organic Carbon
Mine_117,country_24,Y_15,Panamax,Vessel size
Mine_117,country_24,Y_15,5,Capital cost of mine (inc. all infrasturure for export)
Mine_117,country_24,Y_15,20,Life of mine
Mine_117,country_24,Y_15,1,constructiuon period for mine & infrastructure
Mine_117,country_24,Y_15,0.08,IRR
Mine_118,country_24,Y_15,1,Other penalties - extra processing costs
Mine_118,country_24,Y_15,0.405,LT Avail AA
Mine_118,country_24,Y_15,0.48,Total Alumina
Mine_118,country_24,Y_15,0.0525,LT React. Silica
Mine_118,country_24,Y_15,0.07,Total Silica
Mine_118,country_24,Y_15,0.0225,Monhydrate
Mine_118,country_24,Y_15,0.07,Moisture
Mine_118,country_24,Y_15,LT,Bauxite style
Mine_118,country_24,Y_15,Moderate,Total Organic Carbon
Mine_118,country_24,Y_15,Panamax,Vessel size
Mine_118,country_24,Y_15,5,Capital cost of mine (inc. all infrasturure for export)
Mine_118,country_24,Y_15,20,Life of mine
Mine_118,country_24,Y_15,1,constructiuon period for mine & infrastructure
Mine_118,country_24,Y_15,0.08,IRR
Mine_126,country_26,Y_15,0,Other penalties - extra processing costs
Mine_126,country_26,Y_15,0.44,LT Avail AA
Mine_126,country_26,Y_15,0.49,Total Alumina
Mine_126,country_26,Y_15,0.04,LT React. Silica
Mine_126,country_26,Y_15,0.125,Total Silica
Mine_126,country_26,Y_15,0.01,Monhydrate
Mine_126,country_26,Y_15,0.14,Moisture
Mine_126,country_26,Y_15,LT,Bauxite style
Mine_126,country_26,Y_15,Low,Total Organic Carbon
Mine_126,country_26,Y_15,Panamax,Vessel size
Mine_126,country_26,Y_15,6.094827451,Capital cost of mine (inc. all infrasturure for export)
Mine_126,country_26,Y_15,5,Life of mine
Mine_126,country_26,Y_15,1,constructiuon period for mine & infrastructure
Mine_126,country_26,Y_15,0.15,IRR
Mine_125,country_26,Y_15,0,Other penalties - extra processing costs
Mine_125,country_26,Y_15,0.4,LT Avail AA
Mine_125,country_26,Y_15,0.49,Total Alumina
Mine_125,country_26,Y_15,0.065,LT React. Silica
Mine_125,country_26,Y_15,0.13,Total Silica
Mine_125,country_26,Y_15,0.025,Monhydrate
Mine_125,country_26,Y_15,0.13,Moisture
Mine_125,country_26,Y_15,LT,Bauxite style
Mine_125,country_26,Y_15,Low,Total Organic Carbon
Mine_125,country_26,Y_15,Panamax,Vessel size
Mine_125,country_26,Y_15,8,Capital cost of mine (inc. all infrasturure for export)
Mine_125,country_26,Y_15,5,Life of mine
Mine_125,country_26,Y_15,2,constructiuon period for mine & infrastructure
Mine_125,country_26,Y_15,0.15,IRR
Mine_88,country_45,Y_15,0,Other penalties - extra processing costs
Mine_88,country_45,Y_15,0.365,LT Avail AA
Mine_88,country_45,Y_15,0.4,Total Alumina
Mine_88,country_45,Y_15,0.035,LT React. Silica
Mine_88,country_45,Y_15,0.04,Total Silica
Mine_88,country_45,Y_15,0,Monhydrate
Mine_88,country_45,Y_15,0.17,Moisture
Mine_88,country_45,Y_15,LT,Bauxite style
Mine_88,country_45,Y_15,Moderate,Total Organic Carbon
Mine_88,country_45,Y_15,Panamax,Vessel size
Mine_88,country_45,Y_15,30,Capital cost of mine (inc. all infrasturure for export)
Mine_88,country_45,Y_15,30,Life of mine
Mine_88,country_45,Y_15,2,constructiuon period for mine & infrastructure
Mine_88,country_45,Y_15,0.08,IRR
Mine_87,country_44,Y_15,0,Other penalties - extra processing costs
Mine_87,country_44,Y_15,0.35,LT Avail AA
Mine_87,country_44,Y_15,0.465,Total Alumina
Mine_87,country_44,Y_15,0.04,LT React. Silica
Mine_87,country_44,Y_15,0.05,Total Silica
Mine_87,country_44,Y_15,0.075,Monhydrate
Mine_87,country_44,Y_15,0.16,Moisture
Mine_87,country_44,Y_15,HT-D,Bauxite style
Mine_87,country_44,Y_15,Low,Total Organic Carbon
Mine_87,country_44,Y_15,Capesize,Vessel size
Mine_87,country_44,Y_15,10,Capital cost of mine (inc. all infrasturure for export)
Mine_87,country_44,Y_15,5,Life of mine
Mine_87,country_44,Y_15,1,constructiuon period for mine & infrastructure
Mine_87,country_44,Y_15,0.12,IRR
Mine_129,country_51,Y_15,0,Other penalties - extra processing costs
Mine_129,country_51,Y_15,0.43,LT Avail AA
Mine_129,country_51,Y_15,0.49,Total Alumina
Mine_129,country_51,Y_15,0.01,LT React. Silica
Mine_129,country_51,Y_15,0.015,Total Silica
Mine_129,country_51,Y_15,0.05,Monhydrate
Mine_129,country_51,Y_15,0.17,Moisture
Mine_129,country_51,Y_15,HT-D,Bauxite style
Mine_129,country_51,Y_15,Low,Total Organic Carbon
Mine_129,country_51,Y_15,Panamax,Vessel size
Mine_129,country_51,Y_15,20,Capital cost of mine (inc. all infrasturure for export)
Mine_129,country_51,Y_15,25,Life of mine
Mine_129,country_51,Y_15,2,constructiuon period for mine & infrastructure
Mine_129,country_51,Y_15,0.1,IRR
Mine_89,country_43,Y_15,0,Other penalties - extra processing costs
Mine_89,country_43,Y_15,0.495,LT Avail AA
Mine_89,country_43,Y_15,0.515,Total Alumina
Mine_89,country_43,Y_15,0.02,LT React. Silica
Mine_89,country_43,Y_15,0.02,Total Silica
Mine_89,country_43,Y_15,0,Monhydrate
Mine_89,country_43,Y_15,0.11,Moisture
Mine_89,country_43,Y_15,LT,Bauxite style
Mine_89,country_43,Y_15,Moderate,Total Organic Carbon
Mine_89,country_43,Y_15,Panamax,Vessel size
Mine_89,country_43,Y_15,20,Capital cost of mine (inc. all infrasturure for export)
Mine_89,country_43,Y_15,25,Life of mine
Mine_89,country_43,Y_15,2,constructiuon period for mine & infrastructure
Mine_89,country_43,Y_15,0.1,IRR
Mine_146,country_55,Y_15,2,Other penalties - extra processing costs
Mine_146,country_55,Y_15,0.47,LT Avail AA
Mine_146,country_55,Y_15,0.48,Total Alumina
Mine_146,country_55,Y_15,0.01,LT React. Silica
Mine_146,country_55,Y_15,0.011,Total Silica
Mine_146,country_55,Y_15,0,Monhydrate
Mine_146,country_55,Y_15,0.15,Moisture
Mine_146,country_55,Y_15,HT-D,Bauxite style
Mine_146,country_55,Y_15,High,Total Organic Carbon
Mine_146,country_55,Y_15,Panamax,Vessel size
Mine_146,country_55,Y_15,20,Capital cost of mine (inc. all infrasturure for export)
Mine_146,country_55,Y_15,20,Life of mine
Mine_146,country_55,Y_15,2,constructiuon period for mine & infrastructure
Mine_146,country_55,Y_15,0.12,IRR
Mine_72,country_17,Y_15,0,Other penalties - extra processing costs
Mine_72,country_17,Y_15,0.39,LT Avail AA
Mine_72,country_17,Y_15,0.5,Total Alumina
Mine_72,country_17,Y_15,0.09,LT React. Silica
Mine_72,country_17,Y_15,0.115,Total Silica
Mine_72,country_17,Y_15,0.02,Monhydrate
Mine_72,country_17,Y_15,0.13,Moisture
Mine_72,country_17,Y_15,LT,Bauxite style
Mine_72,country_17,Y_15,High,Total Organic Carbon
Mine_72,country_17,Y_15,Panamax,Vessel size
Mine_72,country_17,Y_15,10,Capital cost of mine (inc. all infrasturure for export)
Mine_72,country_17,Y_15,5,Life of mine
Mine_72,country_17,Y_15,1,constructiuon period for mine & infrastructure
Mine_72,country_17,Y_15,0.08,IRR
Mine_74,country_17,Y_15,0,Other penalties - extra processing costs
Mine_74,country_17,Y_15,0.38,LT Avail AA
Mine_74,country_17,Y_15,0.53,Total Alumina
Mine_74,country_17,Y_15,0.075,LT React. Silica
Mine_74,country_17,Y_15,0.11,Total Silica
Mine_74,country_17,Y_15,0.075,Monhydrate
Mine_74,country_17,Y_15,0.13,Moisture
Mine_74,country_17,Y_15,HT-D,Bauxite style
Mine_74,country_17,Y_15,High,Total Organic Carbon
Mine_74,country_17,Y_15,Panamax,Vessel size
Mine_74,country_17,Y_15,45,Capital cost of mine (inc. all infrasturure for export)
Mine_74,country_17,Y_15,25,Life of mine
Mine_74,country_17,Y_15,4,constructiuon period for mine & infrastructure
Mine_74,country_17,Y_15,0.08,IRR
Mine_135,country_37,Y_15,0,Other penalties - extra processing costs
Mine_135,country_37,Y_15,0.35,LT Avail AA
Mine_135,country_37,Y_15,0.395,Total Alumina
Mine_135,country_37,Y_15,0.04,LT React. Silica
Mine_135,country_37,Y_15,0.045,Total Silica
Mine_135,country_37,Y_15,0.005,Monhydrate
Mine_135,country_37,Y_15,0.17,Moisture
Mine_135,country_37,Y_15,LT,Bauxite style
Mine_135,country_37,Y_15,Low,Total Organic Carbon
Mine_135,country_37,Y_15,Panamax,Vessel size
Mine_135,country_37,Y_15,8,Capital cost of mine (inc. all infrasturure for export)
Mine_135,country_37,Y_15,10,Life of mine
Mine_135,country_37,Y_15,1,constructiuon period for mine & infrastructure
Mine_135,country_37,Y_15,0.15,IRR
Mine_52,country_4,Y_15,0,Other penalties - extra processing costs
Mine_52,country_4,Y_15,0.5,LT Avail AA
Mine_52,country_4,Y_15,0.55,Total Alumina
Mine_52,country_4,Y_15,0.045,LT React. Silica
Mine_52,country_4,Y_15,0.05,Total Silica
Mine_52,country_4,Y_15,0.005,Monhydrate
Mine_52,country_4,Y_15,0.07,Moisture
Mine_52,country_4,Y_15,LT,Bauxite style
Mine_52,country_4,Y_15,Low,Total Organic Carbon
Mine_52,country_4,Y_15,Panamax,Vessel size
Mine_52,country_4,Y_15,50,Capital cost of mine (inc. all infrasturure for export)
Mine_52,country_4,Y_15,25,Life of mine
Mine_52,country_4,Y_15,3,constructiuon period for mine & infrastructure
Mine_52,country_4,Y_15,0.08,IRR
Mine_53,country_4,Y_15,0,Other penalties - extra processing costs
Mine_53,country_4,Y_15,0.475,LT Avail AA
Mine_53,country_4,Y_15,0.52,Total Alumina
Mine_53,country_4,Y_15,0.041,LT React. Silica
Mine_53,country_4,Y_15,0.045,Total Silica
Mine_53,country_4,Y_15,0.004,Monhydrate
Mine_53,country_4,Y_15,0.13,Moisture
Mine_53,country_4,Y_15,LT,Bauxite style
Mine_53,country_4,Y_15,Low,Total Organic Carbon
Mine_53,country_4,Y_15,Capesize,Vessel size
Mine_53,country_4,Y_15,50,Capital cost of mine (inc. all infrasturure for export)
Mine_53,country_4,Y_15,25,Life of mine
Mine_53,country_4,Y_15,3,constructiuon period for mine & infrastructure
Mine_53,country_4,Y_15,0.08,IRR
Mine_81,country_4,Y_15,0,Other penalties - extra processing costs
Mine_81,country_4,Y_15,0.43,LT Avail AA
Mine_81,country_4,Y_15,0.48,Total Alumina
Mine_81,country_4,Y_15,0.03,LT React. Silica
Mine_81,country_4,Y_15,0.08,Total Silica
Mine_81,country_4,Y_15,0.02,Monhydrate
Mine_81,country_4,Y_15,0.13,Moisture
Mine_81,country_4,Y_15,LT,Bauxite style
Mine_81,country_4,Y_15,Low,Total Organic Carbon
Mine_81,country_4,Y_15,Panamax,Vessel size
Mine_81,country_4,Y_15,15,Capital cost of mine (inc. all infrasturure for export)
Mine_81,country_4,Y_15,25,Life of mine
Mine_81,country_4,Y_15,4,constructiuon period for mine & infrastructure
Mine_81,country_4,Y_15,0.08,IRR
Mine_75,country_17,Y_15,0,Other penalties - extra processing costs
Mine_75,country_17,Y_15,0.3645,LT Avail AA
Mine_75,country_17,Y_15,0.54,Total Alumina
Mine_75,country_17,Y_15,0.0675,LT React. Silica
Mine_75,country_17,Y_15,0.09,Total Silica
Mine_75,country_17,Y_15,0.108,Monhydrate
Mine_75,country_17,Y_15,0.13,Moisture
Mine_75,country_17,Y_15,HT-D,Bauxite style
Mine_75,country_17,Y_15,High,Total Organic Carbon
Mine_75,country_17,Y_15,Panamax,Vessel size
Mine_75,country_17,Y_15,83,Capital cost of mine (inc. all infrasturure for export)
Mine_75,country_17,Y_15,24,Life of mine
Mine_75,country_17,Y_15,3,constructiuon period for mine & infrastructure
Mine_75,country_17,Y_15,0.08,IRR
Mine_76,country_17,Y_15,0,Other penalties - extra processing costs
Mine_76,country_17,Y_15,0.3645,LT Avail AA
Mine_76,country_17,Y_15,0.54,Total Alumina
Mine_76,country_17,Y_15,0.0675,LT React. Silica
Mine_76,country_17,Y_15,0.09,Total Silica
Mine_76,country_17,Y_15,0.108,Monhydrate
Mine_76,country_17,Y_15,0.13,Moisture
Mine_76,country_17,Y_15,HT-D,Bauxite style
Mine_76,country_17,Y_15,High,Total Organic Carbon
Mine_76,country_17,Y_15,Panamax,Vessel size
Mine_76,country_17,Y_15,0,Capital cost of mine (inc. all infrasturure for export)
Mine_76,country_17,Y_15,24,Life of mine
Mine_76,country_17,Y_15,3,constructiuon period for mine & infrastructure
Mine_76,country_17,Y_15,0.08,IRR
Mine_82,country_4,Y_15,0,Other penalties - extra processing costs
Mine_82,country_4,Y_15,0.428,LT Avail AA
Mine_82,country_4,Y_15,0.47,Total Alumina
Mine_82,country_4,Y_15,0.039,LT React. Silica
Mine_82,country_4,Y_15,0.05,Total Silica
Mine_82,country_4,Y_15,0.003,Monhydrate
Mine_82,country_4,Y_15,0.13,Moisture
Mine_82,country_4,Y_15,LT,Bauxite style
Mine_82,country_4,Y_15,Low,Total Organic Carbon
Mine_82,country_4,Y_15,Panamax,Vessel size
Mine_82,country_4,Y_15,29.5,Capital cost of mine (inc. all infrasturure for export)
Mine_82,country_4,Y_15,40,Life of mine
Mine_82,country_4,Y_15,4,constructiuon period for mine & infrastructure
Mine_82,country_4,Y_15,0.08,IRR
Mine_67,country_17,Y_15,0,Other penalties - extra processing costs
Mine_67,country_17,Y_15,0.33,LT Avail AA
Mine_67,country_17,Y_15,0.35,Total Alumina
Mine_67,country_17,Y_15,0.011,LT React. Silica
Mine_67,country_17,Y_15,0.2,Total Silica
Mine_67,country_17,Y_15,0.009,Monhydrate
Mine_67,country_17,Y_15,0.08,Moisture
Mine_67,country_17,Y_15,LT,Bauxite style
Mine_67,country_17,Y_15,High,Total Organic Carbon
Mine_67,country_17,Y_15,Panamax,Vessel size
Mine_67,country_17,Y_15,60,Capital cost of mine (inc. all infrasturure for export)
Mine_67,country_17,Y_15,30,Life of mine
Mine_67,country_17,Y_15,3,constructiuon period for mine & infrastructure
Mine_67,country_17,Y_15,0.08,IRR
Mine_152,country_57,Y_15,0,Other penalties - extra processing costs
Mine_152,country_57,Y_15,0.033,LT Avail AA
Mine_152,country_57,Y_15,0.5651,Total Alumina
Mine_152,country_57,Y_15,0.032,LT React. Silica
Mine_152,country_57,Y_15,0.0447,Total Silica
Mine_152,country_57,Y_15,0.5001,Monhydrate
Mine_152,country_57,Y_15,0.05,Moisture
Mine_152,country_57,Y_15,HT-D,Bauxite style
Mine_152,country_57,Y_15,Low,Total Organic Carbon
Mine_152,country_57,Y_15,Panamax,Vessel size
Mine_152,country_57,Y_15,20,Capital cost of mine (inc. all infrasturure for export)
Mine_152,country_57,Y_15,30,Life of mine
Mine_152,country_57,Y_15,4,constructiuon period for mine & infrastructure
Mine_152,country_57,Y_15,0.08,IRR
Mine_50,country_17,Y_15,0,Other penalties - extra processing costs
Mine_50,country_17,Y_15,0.39,LT Avail AA
Mine_50,country_17,Y_15,0.54,Total Alumina
Mine_50,country_17,Y_15,0.06,LT React. Silica
Mine_50,country_17,Y_15,0.09,Total Silica
Mine_50,country_17,Y_15,0.09,Monhydrate
Mine_50,country_17,Y_15,0.13,Moisture
Mine_50,country_17,Y_15,HT-D,Bauxite style
Mine_50,country_17,Y_15,High,Total Organic Carbon
Mine_50,country_17,Y_15,Panamax,Vessel size
Mine_50,country_17,Y_15,60,Capital cost of mine (inc. all infrasturure for export)
Mine_50,country_17,Y_15,40,Life of mine
Mine_50,country_17,Y_15,4,constructiuon period for mine & infrastructure
Mine_50,country_17,Y_15,0.08,IRR
Mine_56,country_17,Y_15,0,Other penalties - extra processing costs
Mine_56,country_17,Y_15,0.425,LT Avail AA
Mine_56,country_17,Y_15,0.495,Total Alumina
Mine_56,country_17,Y_15,0.042,LT React. Silica
Mine_56,country_17,Y_15,0.05,Total Silica
Mine_56,country_17,Y_15,0.028,Monhydrate
Mine_56,country_17,Y_15,0.095,Moisture
Mine_56,country_17,Y_15,LT,Bauxite style
Mine_56,country_17,Y_15,High,Total Organic Carbon
Mine_56,country_17,Y_15,Panamax,Vessel size
Mine_56,country_17,Y_15,60,Capital cost of mine (inc. all infrasturure for export)
Mine_56,country_17,Y_15,40,Life of mine
Mine_56,country_17,Y_15,4,constructiuon period for mine & infrastructure
