Mine,Handysize,Supramax loading rates,Panamax loading rates,NeoPanamax loading rate,Suezmax loading rate,Capesize loading rates,VLOC loading rates
Juruti,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
Juruti,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
Juruti,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
Juruti,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
Juruti,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
Juruti,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
Juruti,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
Juruti,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
