Mine,HSFO(180 / 380),VLSFO,LNG,MDO/MGO Regular,MDO/MGO Low Sulphur
Juruti,0,0,0,0,0
Juruti,0,0,0,0,0
Juruti,0,0,0,0,0
Juruti,0,0,0,0,0
Juruti,0,0,0,0,0
Juruti,0,0,0,0,0
Juruti,0,0,0,0,0
Juruti,0,0,0,0,0
