Mine,Handysize,Supramax loading rates,Panamax loading rates,NeoPanamax loading rate,Suezmax loading rate,Capesize loading rates,VLOC loading rates
Juruti,0,0,0,0,0,0,0
Juruti,0,0,0,0,0,0,0
Juruti,0,0,0,0,0,0,0
Juruti,0,0,0,0,0,0,0
Juruti,0,0,0,0,0,0,0
Juruti,0,0,0,0,0,0,0
Juruti,0,0,0,0,0,0,0
Juruti,0,0,0,0,0,0,0
