"frieght,data,id",week,"indonesia,panamax","indonesia,capesize","australia,panamax","india,supramax","india,panamax","india,capesize","malaysia,superamax","malaysia,panamax","guinea,capesize","brazil,capesize",weekbeforecbx
300,42818.0,5.39,4.77,6.6,14.68,10.88,9.24,8.43,6.75,15.9,30.63106677,0
301,42825.0,5.67,5.03,6.9,14.96,11.47,9.78,8.59,7.14,16.8,31.95059457,0
302,42832.0,5.79,4.76,7,15.92,11.75,9.25,9.12,7.28,16,30.93158408,0
303,42839.0,5.96,4.63,7.3,15.96,12.13,9,9.13,7.5,15.7,30.5719096,0
304,42846.0,6.031174589,4.585627878,7.330832896,15.65973899,12.2719244,8.903134272,8.962652036,7.610948979,15.49874478,30.24082077,0
305,42853.0,5.64,4.32,6.9,15.08,11.42,8.34,8.64,7.08,14.5,28.6294985,0
306,42860.0,5.16,4.08,6.3,14.38,10.42,7.86,8.24,6.39,13.7,27.49610168,0
307,42867.0,4.9,4.27,6,13.76,9.86,8.25,7.89,6.03,14.4,28.36084967,0
308,42874.0,4.64,4.07,5.7,13.44,9.28,7.81,7.73,5.71,13.5,26.87377307,0
309,42881.0,4.930122853,4.391206615,6.076265703,13.0197976,9.955918277,8.511234262,7.431847577,6.041616717,14.88132781,29.34161607,0
310,42888.0,4.54,4.15,5.6,13.24,9.11,8,7.58,5.51,14,27.85236289,0
311,42895.0,4.39,4.01,5.4,12.73,8.78,7.7,7.29,5.29,13.5,27.09017781,0
312,42902.0,4.53,3.98,5.6,13.01,9.08,7.65,7.45,5.51,13.4,26.90355329,0
313,42909.0,4.78,3.46,5.9,13.78,9.6,6.58,7.9,5.87,11.6,24.22534602,0
314,42916.0,5.02,3.52,6.1,14.2,10.11,6.71,8.14,6.21,11.9,24.5962178,0
315,42923.0,5.03,3.42,6.2,14.19,10.15,6.52,8.13,6.21,11.6,24.29265833,0
316,42930.0,5.07,3.34,6.2,13.86,10.2,6.33,7.95,6.27,11.2,23.62008553,0
317,42937.0,5.31078926,3.688468497,6.480319802,14.48203128,10.72151817,7.044808794,8.304970339,6.607146927,12.42088772,25.48014653,0
318,42944.0,5.195294979,3.901177416,6.348613988,14.76833182,10.4768173,7.477264955,8.470541031,6.441285063,13.12057307,26.53674635,0
319,42951.0,5.067406867,4.405285747,6.215510705,14.53431327,10.21480981,8.511573681,8.325659008,6.243055434,14.83038636,29.18353598,0
320,42958.0,5.235157188,4.55358158,6.412418109,14.27238285,10.56945389,8.814815192,8.171150864,6.474213964,15.33286722,29.96651141,0
321,42965.0,5.475415351,5.053741749,6.677013157,14.22898951,11.06440241,9.824402905,8.155415496,6.825126921,16.92779122,32.30658437,0
322,42972.0,5.67,5.35,6.9,14.95,11.48,10.43,8.57,7.09,17.9,33.86307931,0
323,42979.0,5.423462782,5.027167483,6.623863605,15.5236282,10.95230672,9.767317593,8.901036756,6.739333887,16.85460185,32.23599443,0
324,42986.0,5.751112978,5.334236535,7.018533702,16.02408404,11.6491264,10.3982092,9.177286776,7.17623817,17.93266089,33.97326629,0
325,42993.0,6.248414337,5.650841176,7.595014149,16.70824565,12.7030485,11.04882949,9.566793754,7.873777644,19.00554677,35.62915473,0
326,43000.0,6.624858389,5.811654139,8.036496797,17.7060124,13.510946,11.38989321,10.13325136,8.400261584,19.59008947,36.56555602,0
327,43007.0,6.281207616,5.625077627,7.649245105,17.62453283,12.79758112,11.0195599,10.07969727,7.910075833,19.01197227,35.72561741,0
328,43014.0,5.978946104,5.46740204,7.292917776,16.77370477,12.15468145,10.69314502,9.595689969,7.494733733,18.45221269,34.82176873,0
329,43021.0,6.420849268,5.632441242,7.797096245,17.18358989,13.08003343,11.02400257,9.835366421,8.121095847,18.97934197,35.60673173,0
330,43028.0,6.809666582,6.137947763,8.256682954,17.99594867,13.91095368,12.06480971,10.29305587,8.656024954,20.70479477,38.286027,0
331,43035.0,6.941333223,6.015950188,8.406761886,18.35905291,14.19094679,11.81846624,10.50278644,8.846275873,20.30465252,37.67703522,0
332,43042.0,6.447370467,5.711855611,7.870408531,17.80157506,13.17273936,11.21865788,10.15742089,8.11280889,19.42661089,36.51858678,0
333,43049.0,6.299587949,5.753626278,7.726712652,17.00205218,12.88291672,11.32315148,9.674171894,7.875071344,19.67449402,37.03489914,0
334,43056.0,5.787908266,5.661115301,7.137386111,15.7435961,11.80096501,11.13144795,8.950045325,7.152872842,19.35282825,36.52852208,0
335,43063.0,5.753379279,5.928124445,7.099598638,15.71634604,11.7271666,11.67479859,8.933897285,7.100960374,20.23377128,37.86198947,0
336,43070.0,5.909369931,6.654157938,7.273730216,16.41747556,12.04998671,13.14979416,9.343588627,7.325942049,22.59898636,41.39414656,0
337,43077.0,6.192327968,6.916792354,7.590514699,16.29942305,12.64240037,13.68191841,9.280614134,7.736867995,23.43537622,42.61057874,0
338,43084.0,6.362829285,6.996257239,7.788304213,15.88931313,13.00287526,13.84474686,9.041922903,7.975693247,23.70646263,43.03289513,0
339,43091.0,6.211741693,6.138081621,7.623102589,15.69206779,12.68801919,12.09781954,8.922011516,7.749839023,20.91355421,38.88187401,0
340,43098.0,6.295282374,6.199114749,7.735888336,15.88705709,12.87317863,12.2298704,9.02218293,7.845822014,21.18062654,39.3843594,0
341,43105.0,6.014522793,4.729710028,7.417055082,15.83424321,12.27704271,9.229042395,8.991614423,7.440166587,16.34860206,32.13738664,0
342,43112.0,6.153067932,4.764972764,7.573242666,16.00016816,12.56726804,9.299309333,9.08941262,7.639500598,16.45520982,32.28493192,0
343,43119.0,6.005226803,4.294366308,7.404775118,16.06270755,12.24697158,8.331288057,9.127609513,7.422353002,14.89549088,29.94986064,0
344,43126.0,6.255606553,4.577108114,7.694814372,16.19711283,12.76836353,8.90153677,9.205154227,7.767853851,15.82516227,31.37247484,0
345,43133.0,6.33068704,5.010152523,7.784576884,16.37830731,12.92141893,9.779503879,9.31013123,7.867345273,17.24709808,33.52649233,0
346,43140.0,5.870715231,4.801666853,7.228930466,15.77851669,11.93193563,9.336978386,8.986054078,7.249288348,16.44263792,32.1497056,0
347,43161.0,6.38356698,4.7406454,7.796260432,17.39598848,12.99923841,9.20058531,9.936029831,8.000141322,16.16284334,31.61978997,0
348,43168.0,6.773849825,4.754109111,8.238339644,18.16483643,13.81914665,9.225591884,10.38412402,8.560497645,16.18925633,31.63226972,0
349,43175.0,6.903040486,4.497684429,8.395409242,18.7694562,14.09786708,8.708279521,10.72627876,8.73245657,15.38435935,30.47663393,0
350,43182.0,7.018445888,4.457994871,8.546254781,19.7521001,14.35488198,8.639414629,11.27994551,8.875578897,15.32995851,30.49768708,0
351,43189.0,6.78095267,4.432576862,8.272967484,19.73753787,13.84763328,8.58127955,11.27456558,8.536933636,15.23015135,30.34016131,0
352,43196.0,6.205065192,4.523640201,7.622228603,16.20084665,12.64141713,8.773892121,9.222981925,7.710315502,15.56644969,30.8923905,0
353,43203.0,6.310008806,4.557826512,7.762335913,19.19121353,12.87832461,8.85735301,10.93558901,7.836546998,15.76461043,31.30465297,0
354,43210.0,6.214958233,5.186813588,7.672870053,19.32777275,12.69425154,10.15448794,10.99840333,7.679827206,17.91749245,34.65210519,0
355,43217.0,6.349295217,5.504533097,7.845362321,19.60997001,12.99838404,10.82132465,11.14502353,7.854476078,19.05111611,36.45616153,0
356,43224.0,6.504863551,5.574803088,8.024016264,19.74914802,13.32815097,10.96637283,11.22476825,8.076139619,19.2862353,36.81050599,0
357,43231.0,6.654100491,6.019463122,8.212811313,20.02393984,13.65711366,11.88581297,11.36921011,8.268150053,20.82518171,39.22522566,0
358,43238.0,7.059487815,5.751076628,8.72903982,21.19043744,14.55744154,11.37926839,11.99995602,8.787289468,20.17318362,38.5407663,0
359,43245.0,6.958960323,5.182121994,8.615692425,21.17617952,14.34851678,10.22181648,11.98971156,8.643310874,18.31233332,35.75308444,0
360,43252.0,6.638725715,5.31660146,8.238276939,20.83132148,13.66753221,10.49101371,11.79825261,8.202414077,18.71266468,36.29224556,0
361,43259.0,6.770302571,6.040738088,8.378648754,20.52725475,13.93680735,11.96072482,11.63014028,8.399709377,21.05137411,39.75360015,0
362,43266.0,6.982597389,5.698844279,8.623226021,20.53694323,14.38927433,11.26821343,11.63341659,8.701997294,19.93971374,38.08886703,0
363,43273.0,6.69999318,5.284038137,8.282963842,20.30360289,13.78597821,10.41620511,11.51058798,8.324267235,18.51113984,35.83913581,0
364,43280.0,6.715637162,5.352817917,8.363487699,20.46580968,13.88748661,10.61848045,11.54768387,8.286857197,19.03677181,36.97903029,0
365,43287.0,6.582501828,6.117218602,8.202569609,19.649003,13.6018911,12.17300505,11.08186956,8.108649016,21.51741997,40.6590965,0
366,43294.0,6.558585582,6.106970732,8.165151104,19.16405203,13.54782257,12.14913372,10.80828774,8.088507694,21.44924777,40.49902638,0
367,43301.0,6.411498636,6.111713306,7.983196005,19.19034746,13.23774968,12.15960917,10.83111732,7.901686204,21.42538634,40.38173668,0
368,43308.0,6.481682759,6.57142792,8.093955326,19.57547882,13.41376958,13.12214845,11.02789983,7.969222953,23.07400849,43.03217357,0
369,43315.0,6.281279798,6.851450041,7.858836379,19.31175176,12.9911224,13.69333503,10.8786937,7.693772233,23.97777769,44.35663712,0
370,43322.0,6.207180597,6.608929254,7.783923712,19.27933581,12.84335453,13.20617447,10.85199247,7.578040033,23.22339495,43.27764155,0
371,43329.0,6.452350252,6.658530569,8.027044479,18.89793224,13.33387748,13.28430295,10.66130423,7.972131203,23.23163068,43.07161137,0
372,43336.0,6.85287403,6.65403732,8.502665984,19.52184146,14.19050722,13.28598675,11.00824481,8.520099061,23.28879799,43.25773644,0
373,43343.0,6.89052902,6.211990944,8.559617864,20.37008463,14.27483475,12.38828009,11.48976035,8.554977124,21.88369189,41.22422487,0
374,43350.0,6.692661989,5.882359007,8.313613063,20.14835635,13.84341121,11.70407519,11.37638811,8.296449546,20.71487946,39.35425099,0
375,43357.0,6.999352976,5.398652216,8.685444358,20.35910086,14.50948817,10.73549007,11.48013971,8.71009737,19.2168028,37.21884277,0
376,43364.0,7.337706424,5.347957872,9.085091404,20.79083893,15.23084956,10.63870375,11.72085505,9.176086752,19.10265205,37.11858174,0
377,43371.0,7.609225956,5.573166114,9.422177682,21.26403142,15.82731742,11.11898824,11.97293013,9.534850187,19.9634241,38.5600727,0
378,43378.0,7.609225956,5.573166114,9.422177682,21.26403142,15.82731742,11.11898824,11.97293013,9.534850187,19.9634241,38.55901592,0
379,43385.0,7.814250541,6.152652479,9.673509149,21.6667094,16.24193195,12.28311155,12.20219882,9.789728932,21.88268164,41.50530736,0
380,43392.0,7.685174976,6.235938697,9.533592329,21.08569017,16.01398285,12.49467111,11.84801927,9.620249038,22.25759253,42.14201739,0
381,43399.0,7.210199395,6.206907391,8.988436234,20.00748859,15.01199132,12.43492108,11.22563699,8.947456939,22.15561653,41.98006173,0
382,43406.0,7.170986258,6.134120151,8.946295199,19.45008829,14.93407515,12.29102717,10.90010755,8.889812238,21.9319101,41.65917236,0
383,43413.0,7.030363948,5.225979228,8.797067936,19.01731334,14.64478807,10.44553293,10.64022019,8.673662656,18.99215573,37.3120025,0
384,43420.0,6.483095354,4.174751976,8.086097782,17.82003476,13.42493235,8.243248905,10.01647789,7.99316401,15.17623587,31.09334755,0
385,43427.0,6.044115206,4.286130415,7.562234943,17.01798136,12.48238129,8.455403088,9.569547037,7.39271906,15.45057428,31.38691277,0
386,43434.0,5.90755063,5.381562764,7.324271595,16.16066934,12.12869121,10.63102818,9.140270028,7.290671601,18.70343569,35.81359029,0
387,43441.0,6.033356932,5.837816036,7.479986938,16.39627476,12.39628638,11.56289042,9.269299553,7.451910853,20.2428419,38.1974393,0
388,43448.0,5.994669681,5.838476634,7.409543203,16.38589139,12.29344766,11.54545691,9.284843127,7.427036447,20.13105595,37.87803687,0
389,43455.0,5.936055164,4.846634311,7.279528288,16.12011378,12.11753088,9.476351474,9.183264783,7.414477758,16.59611737,32.20405246,0
390,43462.0,5.937014359,4.646767738,7.283580366,16.23314123,12.11943871,9.068151702,9.248067555,7.413065765,15.946368,31.23911708,0
391,43469.0,5.915206442,4.804503971,7.284933541,16.40772787,12.09184104,9.405871649,9.328489089,7.350775213,16.57259896,32.33079213,0
392,43476.0,5.95348206,4.713278589,7.370707653,16.68149675,12.20654291,9.250329192,9.451435622,7.355834915,16.45319743,32.39543844,0
393,43483.0,5.701826466,4.602227524,7.078835095,15.96389364,11.66533674,9.013858212,9.041892651,6.997610231,16.05839883,31.78412796,0
394,43490.0,5.219872836,4.501537774,6.546826706,15.71244613,10.66843124,8.825619971,8.879794886,6.293695884,15.81521979,31.52614542,0
395,43511.0,5.31381553,3.914471741,6.698100951,14.65735379,10.89758821,7.655666094,8.235630553,6.375265258,14.06494564,29.14502899,0
396,43518.0,5.460851083,4.059771678,6.864795873,15.50638626,11.20445553,7.948823649,8.728936117,6.585823141,14.53345564,29.83869888,0
397,43525.0,5.86177336,3.650566184,7.319489831,16.90052645,12.04069638,7.106196117,9.539828688,7.156300126,13.16020814,27.75288983,0
398,43532.0,6.11669286,3.510302924,7.630597032,17.67205723,12.59625163,6.83673695,9.969078943,7.498179834,12.78449922,27.29571713,0
399,43539.0,5.86990091,4.027545515,7.34497946,17.64417153,12.07369843,7.889409259,9.955524143,7.151488048,14.47244571,29.81516527,0
400,43546.0,5.88654942,3.677284788,7.337625969,17.44670605,12.08543979,7.154232864,9.863552447,7.203511687,13.20476726,27.76086022,0
401,43553.0,5.685550506,3.602442742,7.115248269,16.93269536,11.67036332,7.009477462,9.55930934,6.910781197,12.99529558,27.4887326,0
402,43560.0,5.693354402,3.474475274,7.128943185,16.67751401,11.69042178,6.751688125,9.407986868,6.916301923,12.59459337,26.91369184,0
403,43567.0,5.556087336,3.711090325,6.970873404,15.96343474,11.39947241,7.232509131,8.996540519,6.72227953,13.36808972,28.07113243,0
404,43574.0,5.760675025,3.902796988,7.197292485,15.9243355,11.82336723,7.61683391,8.980449551,7.020463717,13.96432416,28.92547991,0
405,43581.0,5.95658866,4.468935686,7.45066625,16.66834843,12.26233897,8.79463047,9.386121356,7.267855589,15.95393692,32.07928776,0
406,43588.0,5.888783077,4.892076828,7.338479835,15.9367943,12.09013285,9.631406545,8.992160757,7.210450733,17.19449335,33.74490873,0
407,43595.0,5.871637448,4.670365204,7.318139626,16.31129352,12.05802244,9.183193455,9.207902968,7.190025568,16.46985284,32.64987239,0
408,43602.0,6.009365632,4.674407993,7.480460503,16.32355688,12.36118825,9.203262445,9.208714975,7.386389767,16.51986779,32.74777387,0
409,43609.0,6.069074492,4.934532052,7.527614135,15.93947111,12.47440498,9.722861419,9.002957041,7.498936298,17.29060407,33.78047932,0
410,43616.0,6.316846276,5.202480714,7.806033927,15.53721184,12.99286994,10.26599595,8.774186998,7.856146154,18.15098242,35.04669846,0
411,43623.0,6.052528935,5.290024665,7.45373781,14.75249139,12.39547035,10.40906049,8.360552768,7.535779346,18.22582799,34.87919372,0
412,43630.0,5.863908124,5.000494352,7.229067038,14.25281403,11.99105172,9.81270455,8.078677202,7.277909614,17.23587834,33.34065119,0
413,43637.0,5.786547147,5.357012443,7.16674755,14.81983272,11.84779591,10.55717568,8.385817323,7.138479865,18.51696221,35.41322529,0
414,43644.0,6.109958925,5.283865183,7.579063624,15.71424625,12.56226653,10.43675887,8.868905489,7.549042769,18.45662298,35.56486307,0
415,43651.0,6.567195668,6.433763424,8.138586618,16.15361508,13.55789542,12.81037002,9.091688725,8.157589512,22.39808613,41.69946753,0
416,43658.0,7.339111222,6.835338589,9.139270134,17.42092522,15.28383904,13.71732304,9.727230234,9.124061469,24.22702362,45.11365949,0
417,43665.0,7.471424857,7.523599979,9.200930494,17.61849232,15.48788776,15.05424749,9.91524177,9.411249141,26.10374168,47.42805876,0
418,43672.0,7.40051041,6.691078935,9.102194129,18.59575561,15.32362254,13.34324683,10.4951455,9.330816086,23.28938872,43.09506123,0
419,43679.0,6.951090518,6.810487573,8.631069969,18.74048274,14.41266015,13.61915171,10.54350942,8.645981713,23.86698359,44.20369885,0
420,43686.0,6.082694265,5.895882296,7.44705264,16.66121684,12.43323741,11.62211953,9.496065838,7.631813462,20.05233677,0,0
421,43693.0,6.790351682,6.821705124,8.234082675,17.43899736,13.90969212,13.49656442,9.963793957,8.665252737,23.00620129,0,0
422,43700.0,7.310909567,7.132921167,8.896663743,19.57251407,15.06510596,14.18324627,11.14090911,9.331088527,24.32257214,0,0
423,43707.0,7.793563676,7.400154966,9.527246951,21.08266136,16.15239228,14.7910437,11.94732028,9.931568153,25.54655543,0,0
424,43714.0,7.703791472,7.870769637,9.428149213,20.98873546,15.96651255,15.7535863,11.89009828,9.800376904,27.11133781,0,0
425,43721.0,7.666604762,7.73037858,9.467750822,21.22446552,15.95792285,15.52969424,11.95732273,9.655100244,27.00803165,0,0
426,43728.0,7.630876476,7.002180371,9.483586394,21.47174479,15.92782195,14.0847497,12.05435808,9.54037213,24.85437123,0,0
427,43735.0,7.342812116,6.369170987,9.15191337,21.45228154,15.31472637,12.7876158,12.04792611,9.134068364,22.75701607,0,0
428,43742.0,7.342812116,6.369170987,9.15191337,21.45228154,15.31472637,12.7876158,12.04792611,9.134068364,22.75701607,0,0
429,43749.0,6.697087088,6.266140583,8.147644026,19.44757439,13.73348987,12.38181901,11.10755504,8.513139946,21.27299132,0,0
430,43756.0,6.823594087,6.143535323,8.331185438,20.0227861,14.03303073,12.16117474,11.40760563,8.649350645,21.03862794,0,0
431,43763.0,6.536429354,6.253887194,8.028893453,20.03753898,13.44997267,12.40602594,11.39401553,8.211632112,21.51686455,0,0
432,43770.0,6.451853425,6.229541831,7.977385916,19.78765044,13.30983951,12.39070002,11.21132872,8.040173275,21.63231756,0,0
433,43777.0,5.903943188,5.794538071,7.288536443,17.0044058,12.09774524,11.4520785,9.655642318,7.327986996,19.9259411,0,0
434,43784.0,5.216086256,6.017028171,6.43854776,15.02356706,10.59350418,11.85724438,8.56339698,6.420771021,20.38181055,0,0
435,43791.0,5.726033475,6.233106933,7.132985083,15.89685168,11.7622623,12.38187241,8.975644008,7.021542035,21.57255008,0,0
436,43798.0,5.566954041,6.66766222,6.859288714,15.52254678,11.3518942,13.20094142,8.835375555,6.900031686,22.60866018,0,0
437,43805.0,5.723457011,7.03321717,7.030088795,15.47960714,11.6742124,13.93942791,8.817815329,7.131284485,23.77499433,0,0
438,43812.0,6.011596161,5.748792543,7.387097845,15.56092646,12.30492134,11.34115618,8.84173713,7.509688278,19.67001987,0,0
439,43819.0,5.38623147,4.376417646,6.644449318,14.69864046,10.95790031,8.515934067,8.368602838,6.649303016,15.03036118,0,0
440,43826.0,5.38623147,4.376417646,6.644449318,14.69864046,10.95790031,8.515934067,8.368602838,6.649303016,15.03036118,0,0
441,43833.0,4.91482761,4.411171525,6.115059566,14.58640064,9.966975888,8.588156098,8.298013415,5.965803563,15.18207477,0,0
442,43840.0,6.287054323,5.074343757,8.273661227,16.86313654,13.35490654,10.38343603,9.123986491,7.258101606,19.90797186,0,0
443,43847.0,6.69686026,4.568571809,8.659579271,16.08414622,14.14409827,9.285522626,8.743539486,7.928839685,17.87551119,0,0
444,43854.0,6.292378964,4.534102302,8.137754318,17.13025401,13.24120867,9.170640414,9.396987741,7.419188037,17.50393263,0,0
445,43861.0,5.696657487,4.179770947,7.37669576,16.13593159,11.92636196,8.396085904,8.885689265,6.666742208,16.00546926,0,0
446,43868.0,5.283357859,3.745450102,6.81925558,14.95119473,10.98472196,7.447946373,8.270177103,6.173412256,14.21101163,0,0
447,43875.0,5.362650546,3.616718417,6.880255592,14.4019957,11.13375796,7.169896262,7.975027719,6.323162595,13.67019777,0,0
448,43882.0,5.518520644,3.793419781,7.041961685,14.45710154,11.45036447,7.519808698,8.019955859,6.564262152,14.18225088,0,0
449,43889.0,5.56918867,3.647100326,7.040520307,13.15230166,11.50964416,7.179369841,7.314366746,6.704543776,13.44588875,0,0
450,43896.0,5.474687622,3.38216642,6.876601222,13.56225738,11.25764711,6.591889473,7.599112551,6.628404116,12.32153032,0,0
451,43903.0,4.975009548,2.937322961,6.144895726,12.89204551,10.07371888,5.569058496,7.34235765,6.098196754,10.16988101,0,0
452,43910.0,4.423895342,2.68749009,5.433223309,12.34489897,8.851161012,5.006256037,7.092690107,5.415622346,8.998301981,0,0
453,43917.0,3.935174525,2.663842667,4.851743324,12.03293334,7.805970175,4.944972247,6.929918729,4.749505109,8.828390746,0,0
454,43924.0,3.994123816,3.287320987,4.892689265,10.67853637,7.910734717,6.199183719,6.166949388,4.861406642,10.77359765,0,0
455,43931.0,4.292248161,3.0378757,5.250243577,10.42713011,8.550067185,5.700010031,6.008883048,5.264573306,10.01999505,0,0
456,43938.0,4.362626659,3.04237003,5.305499336,9.976250525,8.678451021,5.691483611,5.767662325,5.390450567,9.931945327,0,0
457,43945.0,4.030093838,3.074314967,4.886151818,9.38278455,7.949127926,5.731795099,5.455100305,4.963490076,9.875639074,0,0
458,43952.0,3.743905622,2.840370121,4.541796585,9.229876401,7.331884262,5.24236234,5.379870966,4.57412968,9.03549794,0,0
459,43959.0,3.93206308,2.965661398,4.806260601,9.840152511,7.770058447,5.534775563,5.69220055,4.787480131,9.660922473,0,0
460,43966.0,3.947118332,2.431510412,4.817090658,10.06765994,7.797538792,4.441782308,5.828519648,4.816186906,7.879379727,0,0
461,43973.0,4.168563624,2.951535023,6.037034898,10.92354954,8.306384029,5.539361352,6.281579555,5.07363332,9.647394234,0,0
462,43980.0,4.190956299,2.812837547,6.667011545,12.30341755,8.360473639,5.262741804,7.074376187,5.101589367,9.447690105,0,0
463,43987.0,4.688684613,3.235920651,6.965043753,12.06220768,9.430986314,6.144282696,6.912656558,5.776357532,11.36377682,0,0
464,43994.0,4.830468419,3.975997255,7.118299462,12.6588637,9.755199157,7.675575678,7.22971557,5.935559262,14.73429338,0,0
465,44001.0,5.053010579,5.139290124,7.559627865,13.33527842,10.22647417,10.04970176,7.61928139,6.250545181,20.14232229,0,0
466,44008.0,5.444537715,6.562474252,8.308214467,13.67106161,11.05683116,12.95610375,7.806587124,6.794450602,26.73248775,0,0
467,44015.0,5.383728157,7.131080877,8.169728675,13.51472817,10.92431912,14.11173497,7.720904414,6.71490709,28.787447,0,0
468,44022.0,5.78979781,6.863334964,8.900777438,13.75121679,11.78703656,13.57141177,7.847498828,7.272662955,27.56949214,0,0
469,44029.0,6.064446019,5.701860962,9.411749292,14.77465888,12.36422896,11.20114992,8.438851786,7.659194948,22.36691582,0,0
470,44036.0,5.9463081,4.897822251,9.142280461,15.70435969,12.13187043,9.576399525,8.959098511,7.467377987,18.79616416,0,0
471,44043.0,5.784855106,4.57075571,8.844188524,15.39759329,11.78849742,8.906762277,8.785197423,7.243338216,17.33710097,0,0
472,44050.0,6.093024429,5.572959963,9.442198391,14.61881804,12.43055193,10.94360892,8.340656146,7.685901634,21.79510671,0,0
473,44057.0,6.646792736,5.641877281,10.46807414,15.06092534,13.60947029,11.09452128,8.583849738,8.454530178,22.11401937,0,0
