cmaaxdata2_id,date,wacif,usdrmb,australia,wacifrmb
520,20-02-2013,451.1625527,6.2804,,2833.481296
521,21-02-2013,449.3969117,6.2846,,2824.279831
522,22-02-2013,449.3905845,6.2871,,2825.363544
523,25-02-2013,447.0452735,6.2892,,2811.557134
524,26-02-2013,447.0543802,6.2856,,2810.005012
525,27-02-2013,448.2279245,6.2842,,2816.753923
526,28-02-2013,445.3188934,6.2779,,2795.667481
527,01-03-2013,445.314074,6.2798,,2796.483322
528,04-03-2013,445.3079905,6.2822,,2797.513858
529,05-03-2013,439.4643276,6.2797,,2759.704138
530,06-03-2013,439.4775249,6.2745,,2757.50173
531,07-03-2013,439.4673712,6.2785,,2759.19589
532,08-03-2013,438.3141318,6.2719,,2749.062403
533,11-03-2013,438.3014311,6.2769,,2751.174253
534,12-03-2013,438.3027003,6.2764,,2750.963068
535,13-03-2013,437.1423525,6.2726,,2742.01912
536,14-03-2013,434.7957471,6.2752,,2728.430272
537,15-03-2013,434.803115,6.2723,,2727.215578
538,18-03-2013,432.458541,6.2741,,2713.288132
539,19-03-2013,432.4542235,6.2758,,2713.996216
540,20-03-2013,432.4648944,6.2716,,2712.246832
541,21-03-2013,431.2910818,6.2731,,2705.532085
542,22-03-2013,431.2961657,6.2711,,2704.701385
543,25-03-2013,431.3009985,6.2692,,2703.91222
544,26-03-2013,431.2951487,6.2715,,2704.867525
545,27-03-2013,425.4420983,6.2727,,2668.67065
546,28-03-2013,423.683287,6.2742,,2658.273679
547,29-03-2013,423.6967619,6.2689,,2656.112631
548,01-04-2013,423.7005797,6.2674,,2655.501013
549,02-04-2013,423.7230143,6.2586,,2651.912857
550,03-04-2013,420.7921446,6.2609,,2634.537538
551,08-04-2013,414.9316919,6.265,,2599.54705
552,09-04-2013,418.444495,6.2639,,2621.094472
553,10-04-2013,418.4677214,6.2548,,2617.431904
554,11-04-2013,418.4600569,6.2578,,2618.639344
555,12-04-2013,418.4784641,6.2506,,2615.741488
556,15-04-2013,418.4917847,6.2454,,2613.648592
557,16-04-2013,418.5035867,6.2408,,2611.797184
558,17-04-2013,418.5205505,6.2342,,2609.140816
559,18-04-2013,423.7665329,6.2416,,2644.981192
560,19-04-2013,423.7719252,6.2395,,2644.124928
561,22-04-2013,423.7667896,6.2415,,2644.940418
562,23-04-2013,423.7809205,6.236,,2642.69782
563,24-04-2013,423.7747512,6.2384,,2643.676408
564,25-04-2013,422.0413644,6.23,,2629.3177
565,26-04-2013,422.0651029,6.2208,,2625.582592
566,02-05-2013,425.0227285,6.2082,,2638.626103
567,03-05-2013,425.0045868,6.2152,,2641.488508
568,06-05-2013,425.0144301,6.2114,,2639.934631
569,07-05-2013,425.022469,6.2083,,2638.666995
570,08-05-2013,425.0492369,6.198,,2634.45517
571,09-05-2013,425.0635668,6.1925,,2632.206138
572,10-05-2013,425.039871,6.2016,,2635.927264
573,13-05-2013,425.0253235,6.2072,,2638.217188
574,14-05-2013,424.4499323,6.2035,,2633.075155
575,15-05-2013,424.4408426,6.207,,2634.50431
576,16-05-2013,424.4340969,6.2096,,2635.565968
577,17-05-2013,425.6298127,6.1997,,2638.77715
578,20-05-2013,428.5545526,6.1998,,2656.952515
579,21-05-2013,428.5772185,6.1911,,2653.364418
580,22-05-2013,428.579045,6.1904,,2653.07572
581,23-05-2013,428.5678318,6.1947,,2654.849148
582,24-05-2013,428.588706,6.1867,,2651.549748
583,27-05-2013,432.6983501,6.1811,,2674.551772
584,28-05-2013,430.3565182,6.1818,,2660.377924
585,29-05-2013,430.3465804,6.1856,,2661.951808
586,30-05-2013,429.1859948,6.182,,2653.22782
587,31-05-2013,428.0222772,6.1796,,2645.006464
588,03-06-2013,426.8496589,6.1806,,2638.187002
589,04-06-2013,426.8682668,6.1735,,2635.271245
590,05-06-2013,426.8624964,6.1757,,2636.174719
591,06-06-2013,425.697742,6.1737,,2628.13015
592,07-06-2013,425.7284972,6.162,,2623.339
593,13-06-2013,425.7306044,6.1612,,2623.0114
594,14-06-2013,422.2219217,6.1607,,2601.182593
595,17-06-2013,422.2242933,6.1598,,2600.817202
596,18-06-2013,422.2103371,6.1651,,2602.968949
597,19-06-2013,422.2034994,6.1677,,2604.024523
598,20-06-2013,422.1979808,6.1698,,2604.877102
599,21-06-2013,422.180137,6.1766,,2607.637834
600,24-06-2013,420.9993972,6.1807,,2602.070974
601,25-06-2013,419.8398749,6.1767,,2593.224955
602,26-06-2013,419.8367301,6.1779,,2593.709335
603,27-06-2013,419.8320153,6.1797,,2594.435905
604,28-06-2013,418.0796343,6.1787,,2583.188637
605,01-07-2013,415.7349207,6.1805,,2569.449678
606,02-07-2013,415.7433023,6.1773,,2568.171102
607,03-07-2013,415.1504443,6.1803,,2565.754291
608,04-07-2013,418.0880208,6.1755,,2581.902573
609,05-07-2013,418.0788485,6.179,,2583.309205
610,08-07-2013,418.6593972,6.1807,,2587.608136
611,09-07-2013,417.5095788,6.173,,2577.28663
612,10-07-2013,417.530074,6.1652,,2574.156412
613,11-07-2013,417.5440298,6.1599,,2572.029469
614,12-07-2013,417.5356008,6.1631,,2573.313661
615,15-07-2013,417.5271805,6.1663,,2574.597853
616,16-07-2013,417.5195572,6.1692,,2575.761652
617,17-07-2013,417.530074,6.1652,,2574.156412
618,18-07-2013,417.5122035,6.172,,2576.88532
619,19-07-2013,412.8240697,6.1751,,2549.229913
620,22-07-2013,412.831941,6.1721,,2548.040023
621,23-07-2013,412.8369301,6.1702,,2547.286426
622,24-07-2013,412.8387689,6.1695,,2547.008785
623,25-07-2013,412.821972,6.1759,,2549.547217
624,26-07-2013,412.8322035,6.172,,2548.00036
625,29-07-2013,412.8361421,6.1705,,2547.405415
626,30-07-2013,412.8190886,6.177,,2549.98351
627,31-07-2013,412.8143724,6.1788,,2550.697444
628,01-08-2013,412.8169921,6.1778,,2550.300814
629,02-08-2013,412.8067799,6.1817,,2551.847671
630,05-08-2013,412.8198749,6.1767,,2549.864521
631,06-08-2013,412.8235453,6.1753,,2549.309239
632,07-08-2013,412.8306286,6.1726,,2548.238338
633,08-08-2013,412.8366674,6.1703,,2547.326089
634,09-08-2013,412.8458656,6.1668,,2545.937884
635,12-08-2013,412.8466545,6.1665,,2545.818895
636,13-08-2013,412.8361421,6.1705,,2547.405415
637,14-08-2013,412.8322035,6.172,,2548.00036
638,15-08-2013,415.1785062,6.1696,,2561.485312
639,16-08-2013,414.6013915,6.1666,,2556.680941
640,19-08-2013,414.5950827,6.169,,2557.637065
641,20-08-2013,414.5932435,6.1697,,2557.915935
642,21-08-2013,416.3540251,6.1675,,2567.86345
643,22-08-2013,416.3479808,6.1698,,2568.783772
644,23-08-2013,416.344829,6.171,,2569.26394
645,26-08-2013,416.3527108,6.168,,2568.06352
646,27-08-2013,415.1806082,6.1688,,2561.166136
647,28-08-2013,414.0161286,6.1667,,2553.11326
648,29-08-2013,410.5000827,6.169,,2532.37501
649,30-08-2013,410.4950916,6.1709,,2533.124161
650,02-09-2013,410.4969301,6.1702,,2532.848158
651,03-09-2013,407.5677285,6.1718,,2515.426507
652,04-09-2013,407.5648412,6.1729,,2515.857009
653,05-09-2013,407.5735062,6.1696,,2514.565504
654,06-09-2013,407.5651037,6.1728,,2515.817872
655,09-09-2013,407.5877053,6.1642,,2512.452133
656,10-09-2013,407.5956044,6.1612,,2511.278038
657,11-09-2013,407.5985027,6.1601,,2510.847537
658,12-09-2013,407.6053573,6.1575,,2509.829988
659,13-09-2013,408.7745661,6.1578,,2517.152023
660,16-09-2013,408.7808979,6.1554,,2516.209939
661,17-09-2013,409.3614124,6.1571,,2520.479152
662,18-09-2013,410.5351062,6.1557,,2527.130953
663,23-09-2013,411.7267751,6.1475,,2531.09035
664,24-09-2013,411.7241295,6.1485,,2531.48581
665,25-09-2013,412.3059558,6.1497,,2535.557937
666,26-09-2013,412.8962459,6.1477,,2538.362251
667,27-09-2013,413.4764847,6.1495,,2542.673643
668,30-09-2013,413.4804522,6.148,,2542.07782
669,08-10-2013,414.0826671,6.1415,,2543.0887
670,09-10-2013,415.2486912,6.143,,2550.87271
671,10-10-2013,415.2428634,6.1452,,2551.750444
672,14-10-2013,415.8262747,6.1458,,2555.585119
673,15-10-2013,417.5950536,6.1406,,2564.284186
674,16-10-2013,417.5934625,6.1412,,2564.524972
675,17-10-2013,419.3495232,6.1408,,2575.141552
676,18-10-2013,419.9284262,6.1431,,2579.662315
677,21-10-2013,421.6990755,6.1372,,2588.051566
678,22-10-2013,421.7043871,6.1352,,2587.240756
679,23-10-2013,421.710234,6.133,,2586.348865
680,24-10-2013,420.5389048,6.1335,,2579.375373
681,25-10-2013,418.7844364,6.1333,,2568.530584
682,28-10-2013,421.708639,6.1336,,2586.592108
683,29-10-2013,421.69881,6.1373,,2588.092107
684,30-10-2013,421.6884625,6.1412,,2589.673186
685,31-10-2013,421.6850163,6.1425,,2590.200213
686,01-11-2013,421.6778634,6.1452,,2591.294806
687,04-11-2013,421.6699231,6.1482,,2592.511021
688,05-11-2013,421.6791875,6.1447,,2591.092104
689,06-11-2013,421.6717751,6.1475,,2592.227238
690,07-11-2013,421.678393,6.145,,2591.213725
691,08-11-2013,421.7035902,6.1355,,2587.362378
692,11-11-2013,423.4492979,6.139,,2599.55524
693,12-11-2013,422.2872621,6.136,,2591.15464
694,13-11-2013,424.0470443,6.1342,,2601.189379
695,14-11-2013,425.2242229,6.1315,,2607.262323
696,15-11-2013,425.2146528,6.1351,,2608.734417
697,18-11-2013,424.0497023,6.1332,,2600.781634
698,19-11-2013,424.6386909,6.1317,,2603.757061
699,20-11-2013,423.4718832,6.1305,,2596.09438
700,21-11-2013,422.8706686,6.1366,,2594.988145
701,22-11-2013,422.8669518,6.138,,2595.55735
702,25-11-2013,424.0470443,6.1342,,2601.189379
703,26-11-2013,424.0430589,6.1357,,2601.800997
704,27-11-2013,424.050234,6.133,,2600.700085
705,28-11-2013,424.6317785,6.1343,,2604.818719
706,29-11-2013,424.6365634,6.1325,,2604.083725
707,02-12-2013,423.4654998,6.1329,,2597.071564
708,03-12-2013,425.2143871,6.1352,,2608.775308
709,04-12-2013,427.5682137,6.13,,2620.99315
710,05-12-2013,427.5655529,6.131,,2621.404405
711,06-12-2013,427.58633,6.1232,,2618.196616
712,09-12-2013,427.6135801,6.113,,2614.001815
713,10-12-2013,427.6178628,6.1114,,2613.343807
714,11-12-2013,427.6216121,6.11,,2612.76805
715,12-12-2013,427.6175951,6.1115,,2613.384933
716,13-12-2013,427.6087646,6.1148,,2614.742074
717,16-12-2013,428.7851859,6.1124,,2620.90657
718,17-12-2013,429.9594695,6.1108,,2627.396326
719,18-12-2013,432.8852729,6.1105,,2645.14546
720,19-12-2013,431.6944094,6.1183,,2641.235905
721,20-12-2013,431.6909373,6.1196,,2641.77586
722,23-12-2013,431.7002886,6.1161,,2640.322135
723,24-12-2013,432.874567,6.1145,,2646.81154
724,25-12-2013,432.8705559,6.116,,2647.43632
725,26-12-2013,432.8716254,6.1156,,2647.269712
726,27-12-2013,434.0700164,6.105,,2649.99745
727,30-12-2013,432.9069953,6.1024,,2641.771648
728,31-12-2013,434.676778,6.0969,,2650.180848
729,02-01-2014,434.6711305,6.099,,2651.059225
730,03-01-2014,435.8279683,6.1039,,2660.250336
731,06-01-2014,435.822602,6.1059,,2661.089226
732,07-01-2014,435.8271631,6.1042,,2660.376169
733,08-01-2014,435.8172392,6.1079,,2661.928116
734,09-01-2014,435.8092017,6.1109,,2663.186451
735,10-01-2014,435.8362929,6.1008,,2658.950056
736,13-01-2014,438.7768909,6.095,,2674.34515
737,14-01-2014,439.9522764,6.093,,2680.62922
738,15-01-2014,439.932099,6.1005,,2683.80577
739,16-01-2014,439.9159928,6.1065,,2686.34701
740,17-01-2014,439.9224315,6.1041,,2685.330514
741,20-01-2014,439.3261671,6.1083,,2683.536027
742,21-01-2014,438.7457246,6.1066,,2679.244642
743,22-01-2014,436.4000951,6.1087,,2665.837261
744,23-01-2014,436.3947373,6.1107,,2666.677321
745,24-01-2014,436.4140419,6.1035,,2663.653105
746,27-01-2014,435.8325324,6.1022,,2659.537279
747,28-01-2014,436.9942115,6.1053,,2667.98076
748,29-01-2014,436.9888477,6.1073,,2668.82199
749,30-01-2014,436.9950164,6.105,,2667.854575
750,07-02-2014,435.8145592,6.1089,,2662.347561
751,10-02-2014,434.0611671,6.1083,,2651.375827
752,11-02-2014,434.0649202,6.1069,,2650.791061
753,12-02-2014,434.0625073,6.1078,,2651.166982
754,13-02-2014,433.7641121,6.11,,2650.298725
755,14-02-2014,434.357152,6.107,,2652.619128
756,17-02-2014,431.1442115,6.1053,,2632.264755
757,18-02-2014,430.5538477,6.1073,,2629.521514
758,19-02-2014,430.5458086,6.1103,,2630.764054
759,20-02-2014,429.3642995,6.1146,,2625.390946
760,21-02-2014,428.7712796,6.1176,,2623.05118
761,24-02-2014,427.5978067,6.1189,,2616.42822
762,25-02-2014,428.7691423,6.1184,,2623.38112
763,26-02-2014,423.5020055,6.1192,,2591.493472
764,27-02-2014,421.153464,6.1224,,2578.469968
765,28-02-2014,421.1561323,6.1214,,2578.065148
766,03-03-2014,418.8225396,6.119,,2562.77512
767,04-03-2014,419.9802632,6.1236,,2571.79114
768,05-03-2014,419.9746649,6.1257,,2572.638805
769,06-03-2014,419.9767972,6.1249,,2572.315885
770,07-03-2014,422.3296023,6.1201,,2584.699399
771,10-03-2014,422.3000209,6.1312,,2589.205888
772,11-03-2014,422.2960316,6.1327,,2589.814873
773,12-03-2014,422.2917785,6.1343,,2590.464457
774,13-03-2014,422.297893,6.132,,2589.53068
775,14-03-2014,423.4609813,6.1346,,2597.763736
776,17-03-2014,423.4676271,6.1321,,2596.745836
777,18-03-2014,420.53731,6.1341,,2579.617914
778,19-03-2014,420.5346528,6.1351,,2580.022149
779,20-03-2014,420.5057452,6.146,,2584.42831
780,21-03-2014,419.3317751,6.1475,,2577.842088
781,24-03-2014,419.3378634,6.1452,,2576.915038
782,25-03-2014,419.3447512,6.1426,,2575.867069
783,26-03-2014,419.3410417,6.144,,2576.43136
784,27-03-2014,419.3344216,6.1465,,2577.439023
785,28-03-2014,419.327807,6.149,,2578.446685
786,31-03-2014,419.9046122,6.1521,,2583.295165
787,01-04-2014,419.9093695,6.1503,,2582.568595
788,02-04-2014,419.9120136,6.1493,,2582.164945
789,03-04-2014,418.7348765,6.152,,2576.05696
790,04-04-2014,418.7251062,6.1557,,2577.546136
791,08-04-2014,420.4880271,6.1527,,2587.136685
792,09-04-2014,420.497807,6.149,,2585.641015
793,10-04-2014,420.4925191,6.151,,2586.449485
794,11-04-2014,422.8364847,6.1495,,2600.232963
795,14-04-2014,422.8269706,6.1531,,2601.696633
796,15-04-2014,422.8164124,6.1571,,2603.322933
797,16-04-2014,422.8116656,6.1589,,2604.054768
798,17-04-2014,422.8153573,6.1575,,2603.485563
799,18-04-2014,422.8124566,6.1586,,2603.932795
800,21-04-2014,422.8111384,6.1591,,2604.136083
801,22-04-2014,422.8061313,6.161,,2604.908575
802,23-04-2014,423.9790298,6.1599,,2611.668426
803,24-04-2014,423.9816656,6.1589,,2611.260681
804,25-04-2014,423.9850935,6.1576,,2610.730612
805,28-04-2014,423.9879952,6.1565,,2610.282093
806,29-04-2014,423.9903701,6.1556,,2609.915122
807,30-04-2014,423.9840386,6.158,,2610.89371
808,05-05-2014,423.9893145,6.156,,2610.07822
809,06-05-2014,418.1379952,6.1565,,2574.266568
810,07-05-2014,418.1440657,6.1542,,2573.342209
811,08-05-2014,418.7251062,6.1557,,2577.546136
812,09-05-2014,419.8887749,6.1581,,2585.717065
813,12-05-2014,419.8771805,6.1625,,2587.493125
814,13-05-2014,419.8742845,6.1636,,2587.93714
815,14-05-2014,419.8698109,6.1653,,2588.623345
816,15-05-2014,414.0232317,6.164,,2552.0392
817,16-05-2014,412.8563906,6.1628,,2544.351364
818,19-05-2014,412.8542845,6.1636,,2544.668668
819,20-05-2014,412.2719172,6.1626,,2540.666917
820,21-05-2014,412.2669158,6.1645,,2541.419403
821,22-05-2014,409.9234956,6.1658,,2527.506289
822,23-05-2014,409.9174479,6.1681,,2528.411811
823,26-05-2014,406.9877181,6.1699,,2511.073522
824,27-05-2014,408.160871,6.1687,,2517.821965
825,28-05-2014,406.9890317,6.1694,,2510.878132
826,29-05-2014,406.9861421,6.1705,,2511.30799
827,02-06-2014,405.8187689,6.1695,,2503.698895
828,03-06-2014,404.059829,6.171,,2493.453205
829,04-06-2014,404.0642944,6.1693,,2492.793852
830,05-06-2014,404.0603542,6.1708,,2493.375634
831,08-06-2014,405.8377072,6.1623,,2500.893703
832,09-06-2014,408.5066295,6.1485,,2511.703011
833,10-06-2014,407.3456282,6.1451,,2503.17962
834,11-06-2014,407.3310764,6.1506,,2505.330519
835,12-06-2014,407.3284334,6.1516,,2505.721591
836,15-06-2014,407.0393695,6.1503,,2503.414234
837,16-06-2014,405.2753859,6.1537,,2493.943143
838,17-06-2014,405.2774988,6.1529,,2493.631923
839,18-06-2014,404.0995784,6.1559,,2487.596595
840,19-06-2014,402.3519706,6.1531,,2475.71191
841,22-06-2014,402.9388196,6.1524,,2479.040794
842,23-06-2014,400.0051062,6.1557,,2462.311432
843,24-06-2014,400.0082736,6.1545,,2461.85092
844,25-06-2014,400.005634,6.1555,,2462.23468
845,26-06-2014,401.1801219,6.1538,,2468.782234
846,29-06-2014,402.3488017,6.1543,,2476.17523
847,30-06-2014,404.692763,6.1528,,2489.993632
848,01-07-2014,404.6940838,6.1523,,2489.799412
849,02-07-2014,404.6872177,6.1549,,2490.809356
850,03-07-2014,404.6787749,6.1581,,2492.052364
851,06-07-2014,404.3702053,6.1642,,2492.61882
852,07-07-2014,404.3659956,6.1658,,2493.239856
853,08-07-2014,404.3744172,6.1626,,2491.997784
854,09-07-2014,404.3904952,6.1565,,2489.630084
855,10-07-2014,403.252747,6.1443,,2477.705853
856,11-07-2014,402.9533629,6.1469,,2476.914027
857,14-07-2014,402.3641295,6.1485,,2473.93585
858,15-07-2014,402.362807,6.149,,2474.1289
859,16-07-2014,401.7659141,6.1535,,2472.266553
860,17-07-2014,401.173259,6.1564,,2469.783052
861,18-07-2014,401.1722037,6.1568,,2469.937024
862,21-07-2014,402.0552456,6.1547,,2474.52942
863,22-07-2014,403.2260376,6.1544,,2481.614326
864,23-07-2014,403.6398486,6.1572,,2485.291276
865,24-07-2014,403.6380024,6.1579,,2485.562455
866,25-07-2014,402.4632569,6.1597,,2479.052923
867,28-07-2014,403.2054705,6.1622,,2484.632751
868,29-07-2014,403.2073142,6.1615,,2484.361866
869,30-07-2014,403.4919158,6.1645,,2487.325915
870,31-07-2014,404.6540251,6.1675,,2495.7037
871,01-08-2014,404.9449479,6.1681,,2497.740933
872,04-08-2014,405.8277065,6.1661,,2502.374221
873,05-08-2014,405.2442847,6.1655,,2498.533638
874,06-08-2014,405.2374479,6.1681,,2499.545103
875,07-08-2014,406.9953397,6.167,,2509.94026
876,08-08-2014,405.2687868,6.1562,,2494.915705
877,11-08-2014,405.279348,6.1522,,2493.359605
878,12-08-2014,406.4506692,6.1517,,2500.362582
879,13-08-2014,408.2014423,6.1533,,2511.785935
880,14-08-2014,408.1982736,6.1545,,2512.256275
881,15-08-2014,408.2001219,6.1538,,2511.98191
882,18-08-2014,409.372763,6.1528,,2518.788736
883,19-08-2014,409.3674816,6.1548,,2519.574976
884,20-08-2014,409.3590386,6.158,,2520.83296
885,21-08-2014,410.5153375,6.1632,,2530.088128
886,22-08-2014,411.6892874,6.1617,,2536.705882
887,25-08-2014,414.0198109,6.1653,,2552.55634
888,26-08-2014,415.7721805,6.1663,,2563.775997
889,27-08-2014,415.7734956,6.1658,,2563.576219
890,28-08-2014,416.9487581,6.1638,,2569.988755
891,29-08-2014,419.2863895,6.1647,,2584.774806
892,01-09-2014,420.4477108,6.168,,2593.32148
893,02-09-2014,422.7866594,6.1684,,2607.91723
894,03-09-2014,422.1982435,6.1697,,2604.836503
895,04-09-2014,422.2063915,6.1666,,2603.577934
896,05-09-2014,427.4606169,6.1707,,2637.731229
897,09-09-2014,427.5098765,6.152,,2630.04076
898,10-09-2014,428.7050163,6.1425,,2633.320563
899,11-09-2014,428.6975986,6.1453,,2634.475353
900,12-09-2014,429.8636276,6.1468,,2642.285746
901,15-09-2014,429.8678634,6.1452,,2641.623994
902,16-09-2014,432.7902157,6.1462,,2660.015224
903,17-09-2014,429.283393,6.145,,2637.94645
904,18-09-2014,440.972807,6.149,,2711.54179
905,19-09-2014,448.587069,6.1455,,2756.791833
906,22-09-2014,450.3341295,6.1485,,2768.879395
907,23-09-2014,450.3380983,6.147,,2768.22829
908,24-09-2014,450.3402157,6.1462,,2767.881034
909,25-09-2014,450.3309558,6.1497,,2769.400279
910,26-09-2014,460.2730477,6.1508,,2831.047462
911,29-09-2014,464.9448578,6.1539,,2861.224161
912,30-09-2014,464.9485555,6.1525,,2860.595988
913,08-10-2014,464.9570136,6.1493,,2859.160164
914,09-10-2014,464.9654805,6.1461,,2857.72434
915,10-10-2014,464.9630983,6.147,,2858.128165
916,13-10-2014,464.3844524,6.1446,,2853.456706
917,14-10-2014,462.0545232,6.1408,,2837.384416
918,15-10-2014,462.042069,6.1455,,2839.479535
919,16-10-2014,462.0579713,6.1395,,2836.804915
920,17-10-2014,463.2247884,6.1407,,2844.524458
921,20-10-2014,459.7073663,6.1435,,2824.212205
922,21-10-2014,459.7139928,6.141,,2823.10363
923,22-10-2014,459.7068364,6.1437,,2824.300891
924,23-10-2014,459.7010099,6.1459,,2825.276437
925,24-10-2014,459.6988923,6.1467,,2825.631181
926,27-10-2014,459.7044524,6.1446,,2824.699978
927,28-10-2014,459.7110765,6.1421,,2823.591403
928,29-10-2014,459.7153188,6.1405,,2822.881915
929,30-10-2014,456.7765395,6.1457,,2807.211579
930,31-10-2014,455.6054805,6.1461,,2800.196844
931,03-11-2014,455.5885555,6.1525,,2803.008588
932,04-11-2014,455.5838017,6.1543,,2803.799391
933,05-11-2014,455.5943695,6.1503,,2802.042051
934,06-11-2014,455.5779952,6.1565,,2804.765928
935,07-11-2014,453.2282392,6.1602,,2791.976599
936,10-11-2014,453.2877481,6.1377,,2782.144212
937,11-11-2014,453.2781974,6.1413,,2783.717394
938,12-11-2014,453.2742212,6.1428,,2784.372886
939,13-11-2014,453.2768718,6.1418,,2783.935891
940,14-11-2014,453.2819102,6.1399,,2783.105601
941,17-11-2014,453.279258,6.1409,,2783.542596
942,18-11-2014,452.6886912,6.143,,2780.86663
943,19-11-2014,452.6974408,6.1397,,2779.426477
944,20-11-2014,452.6921369,6.1417,,2780.299297
945,21-11-2014,452.700094,6.1387,,2778.990067
946,24-11-2014,452.6913416,6.142,,2780.43022
947,25-11-2014,452.6992979,6.139,,2779.12099
948,26-11-2014,452.1238558,6.1354,,2773.960705
949,27-11-2014,453.302893,6.132,,2779.65334
950,28-11-2014,453.296247,6.1345,,2780.745828
951,01-12-2014,453.874872,6.1369,,2785.384702
952,02-12-2014,453.8865634,6.1325,,2783.45935
953,03-12-2014,452.1180136,6.1376,,2774.91952
954,04-12-2014,452.6937277,6.1411,,2780.037451
955,05-12-2014,452.70381,6.1373,,2778.379093
956,08-12-2014,454.4830053,6.1282,,2785.162753
957,09-12-2014,452.7415967,6.1231,,2772.182071
958,10-12-2014,452.7512043,6.1195,,2770.610995
959,11-12-2014,452.7624275,6.1153,,2768.778073
960,12-12-2014,452.1691423,6.1184,,2766.55168
961,15-12-2014,452.7626949,6.1152,,2768.734432
962,16-12-2014,452.7546765,6.1182,,2770.043662
963,17-12-2014,452.7667071,6.1137,,2768.079817
964,18-12-2014,452.7512043,6.1195,,2770.610995
965,19-12-2014,452.7485344,6.1205,,2771.047405
966,22-12-2014,454.4995312,6.122,,2782.44613
967,23-12-2014,453.9118635,6.123,,2779.30234
968,24-12-2014,452.7373303,6.1247,,2772.880327
969,25-12-2014,452.7463991,6.1213,,2771.396533
970,26-12-2014,452.753608,6.1186,,2770.218226
971,29-12-2014,452.7485344,6.1205,,2771.047405
972,30-12-2014,452.743464,6.1224,,2771.876584
973,31-12-2014,452.7525396,6.119,,2770.39279
974,05-01-2015,452.1520637,6.1248,,2769.34096
975,06-01-2015,448.6399314,6.1256,,2748.188764
976,07-01-2015,447.4664676,6.1269,,2741.582301
977,08-01-2015,447.4576815,6.1302,,2743.005079
978,09-01-2015,446.2892783,6.1296,,2735.57476
979,12-01-2015,445.7210633,6.1233,,2729.283787
980,13-01-2015,444.5612043,6.1195,,2720.49229
981,14-01-2015,443.9735344,6.1205,,2717.340018
982,15-01-2015,443.9767384,6.1193,,2716.826856
983,16-01-2015,446.9030738,6.1188,,2734.510528
984,19-01-2015,444.5518635,6.123,,2721.99106
985,20-01-2015,443.3829305,6.1226,,2714.65633
986,21-01-2015,443.371734,6.1268,,2716.44994
987,22-01-2015,442.7923303,6.1247,,2711.970186
988,23-01-2015,443.3520443,6.1342,,2719.61011
989,26-01-2015,441.0008901,6.1384,,2707.039864
990,27-01-2015,439.8361997,6.1364,,2699.010856
991,28-01-2015,439.8580053,6.1282,,2695.537828
992,29-01-2015,439.8439048,6.1335,,2697.78259
993,30-01-2015,435.1546065,6.137,,2670.54382
994,02-02-2015,433.3956247,6.1385,,2660.399043
995,03-02-2015,432.814872,6.1369,,2656.141588
996,04-02-2015,431.6584249,6.1318,,2646.84313
997,05-02-2015,429.3056686,6.1366,,2634.477166
998,06-02-2015,431.088599,6.1261,,2640.891867
999,09-02-2015,430.4902869,6.1311,,2639.378998
1000,10-02-2015,430.4945444,6.1295,,2638.71631
1001,11-02-2015,428.1492229,6.1315,,2625.19696
1002,12-02-2015,430.4844364,6.1333,,2640.290194
1003,13-02-2015,430.4964078,6.1288,,2638.426384
1004,16-02-2015,428.1604021,6.1273,,2623.467232
1005,17-02-2015,428.145234,6.133,,2625.81472
1006,25-02-2015,424.6208901,6.1384,,2606.492872
1007,26-02-2015,422.2822172,6.1379,,2591.926021
1008,27-02-2015,421.0867751,6.1475,,2588.63095
1009,02-03-2015,421.0767262,6.1513,,2590.169266
1010,03-03-2015,421.0688017,6.1543,,2591.383726
1011,04-03-2015,421.0735555,6.1525,,2590.65505
1012,05-03-2015,422.242763,6.1528,,2597.975272
1013,06-03-2015,424.5814423,6.1533,,2612.576989
1014,09-03-2015,424.5735229,6.1563,,2613.801979
1015,10-03-2015,426.9111486,6.1572,,2628.577324
1016,11-03-2015,425.7345569,6.1597,,2622.39715
1017,12-03-2015,425.7292874,6.1617,,2623.21615
1018,13-03-2015,425.7369293,6.1588,,2622.0286
1019,16-03-2015,425.7298142,6.1615,,2623.13425
1020,17-03-2015,426.3227202,6.1585,,2625.508473
1021,18-03-2015,426.3303701,6.1556,,2624.319226
1022,19-03-2015,426.3557452,6.146,,2620.38241
1023,20-03-2015,428.1083629,6.1469,,2631.539296
1024,23-03-2015,428.1139227,6.1448,,2630.674432
1025,24-03-2015,428.1271755,6.1398,,2628.615232
1026,25-03-2015,428.1239928,6.141,,2629.10944
1027,26-03-2015,429.303279,6.1375,,2634.848875
1028,27-03-2015,429.2974408,6.1397,,2635.757497
1029,30-03-2015,429.2961145,6.1402,,2635.964002
1030,31-03-2015,429.2908114,6.1422,,2636.790022
1031,01-04-2015,429.2876313,6.1434,,2637.285634
1032,02-04-2015,429.297706,6.1396,,2635.716196
1033,03-04-2015,429.3104499,6.1348,,2633.733748
1034,07-04-2015,432.8318832,6.1305,,2653.47586
1035,08-04-2015,432.821247,6.1345,,2655.14194
1036,09-04-2015,432.8231074,6.1338,,2654.850376
1037,10-04-2015,432.8146065,6.137,,2656.18324
1038,13-04-2015,432.8079713,6.1395,,2657.22454
1039,14-04-2015,433.9747884,6.1407,,2664.908983
