Day,Date,NAX,SAX,WA CIF VAT incl.,,Date,Northern Price,Southern Price,WA CIF VAT incl.
2/3/1900,#N/A,#N/A,#N/A,#N/A,,4/25/2020,"2,060","2,045","1,950"
2/2/1900,#N/A,#N/A,#N/A,#N/A,,4/26/2020,"2,060","2,045","1,950"
2/1/1900,20-Apr,"2,080.00","2,055.00","1,946.90",,4/27/2020,"2,080","2,055","1,947"
1/31/1900,20-Apr,"2,100.00","2,075.00","1,947.10",,4/28/2020,"2,100","2,075","1,947"
1/30/1900,20-Apr,"2,110.00","2,095.00","2,006.80",,4/29/2020,"2,110","2,095","2,007"
1/29/1900,20-Apr,"2,120.00","2,115.00","2,011.90",,4/30/2020,"2,120","2,115","2,012"
1/28/1900,20-May,"2,120.00","2,115.00","2,071.70",,5/1/2020,"2,120","2,115","2,072"
1/27/1900,#N/A,#N/A,#N/A,#N/A,,5/2/2020,"2,120","2,115","2,072"
1/26/1900,#N/A,#N/A,#N/A,#N/A,,5/3/2020,"2,120","2,115","2,072"
1/25/1900,20-May,"2,120.00","2,115.00","2,070.90",,5/4/2020,"2,120","2,115","2,071"
1/24/1900,20-May,"2,120.00","2,115.00","2,061.30",,5/5/2020,"2,120","2,115","2,061"
1/23/1900,20-May,"2,140.00","2,135.00","2,077.50",,5/6/2020,"2,140","2,135","2,078"
1/22/1900,20-May,"2,160.00","2,155.00","2,078.90",,5/7/2020,"2,160","2,155","2,079"
1/21/1900,20-May,"2,170.00","2,165.00","2,074.80",,5/8/2020,"2,170","2,165","2,075"
1/20/1900,#N/A,#N/A,#N/A,#N/A,,5/9/2020,"2,170","2,165","2,075"
1/19/1900,#N/A,#N/A,#N/A,#N/A,,5/10/2020,"2,170","2,165","2,075"
1/18/1900,20-May,"2,170.00","2,165.00","2,074.20",,5/11/2020,"2,170","2,165","2,074"
1/17/1900,20-May,"2,170.00","2,165.00","2,063.30",,5/12/2020,"2,170","2,165","2,063"
1/16/1900,20-May,"2,170.00","2,165.00","2,062.80",,5/13/2020,"2,170","2,165","2,063"
1/15/1900,20-May,"2,170.00","2,165.00","2,069.70",,5/14/2020,"2,170","2,165","2,070"
1/14/1900,20-May,"2,170.00","2,165.00","2,065.40",,5/15/2020,"2,170","2,165","2,065"
1/13/1900,#N/A,#N/A,#N/A,#N/A,,5/16/2020,"2,170","2,165","2,065"
1/12/1900,#N/A,#N/A,#N/A,#N/A,,5/17/2020,"2,170","2,165","2,065"
1/11/1900,20-May,"2,170.00","2,165.00","2,096.20",,5/18/2020,"2,170","2,165","2,096"
1/10/1900,20-May,"2,180.00","2,165.00","2,127.20",,5/19/2020,"2,180","2,165","2,127"
1/9/1900,20-May,"2,180.00","2,165.00","2,126.10",,5/20/2020,"2,180","2,165","2,126"
1/8/1900,20-May,"2,180.00","2,165.00","2,093.90",,5/21/2020,"2,180","2,165","2,094"
1/7/1900,20-May,"2,180.00","2,165.00","2,100.80",,5/22/2020,"2,180","2,165","2,101"
1/6/1900,#N/A,#N/A,#N/A,#N/A,,5/23/2020,"2,180","2,165","2,101"
1/5/1900,#N/A,#N/A,#N/A,#N/A,,5/24/2020,"2,180","2,165","2,101"
1/4/1900,20-May,"2,180.00","2,165.00","2,108.60",,5/25/2020,"2,180","2,165","2,109"
1/3/1900,20-May,"2,180.00","2,165.00","2,114.30",,5/26/2020,"2,180","2,165","2,114"
1/2/1900,20-May,"2,180.00","2,165.00","2,114.80",,5/27/2020,"2,180","2,165","2,115"
1/1/1900,20-May,"2,180.00","2,165.00","2,121.10",,5/28/2020,"2,180","2,165","2,121"
1/0/1900,20-May,"2,180.00","2,165.00","2,119.40",,5/29/2020,"2,180","2,165","2,119"
