,snapshot_id,model_id,output_set,output_id,output_label,output_row,output_value,override_value,actual_value
4337,22,18,Cost Curve Lines,41,line 5,182,52.31608248,,
4338,22,18,Cost Curve Lines,42,line 6,182,52.31608248,,
4339,22,18,Cost Curve Lines,43,line 7,182,52.31608248,,
4340,22,18,Cost Curve Lines,44,line 8,182,52.31608248,,
4341,22,18,Cost Curve Lines,45,line 9,182,52.31608248,,
4342,22,18,Cost Curve Lines,46,line 10,182,52.31608248,,
4343,22,18,Cost Curve Lines,47,labels for cc,182,,,
4344,22,18,Cost Curve Lines,34,initialisation,183,bar 37 naming,,
4345,22,18,Cost Curve Lines,35,bar,183,37.0,,
4346,22,18,Cost Curve Lines,36,x,183,138.18900225699997,,
4347,22,18,Cost Curve Lines,37,line 1,183,0.0,,
4348,22,18,Cost Curve Lines,38,line 2,183,0.0,,
4349,22,18,Cost Curve Lines,39,line 3,183,52.31608248,,
4350,22,18,Cost Curve Lines,40,line 4,183,52.31608248,,
4351,22,18,Cost Curve Lines,41,line 5,183,52.31608248,,
4352,22,18,Cost Curve Lines,42,line 6,183,52.31608248,,
4353,22,18,Cost Curve Lines,43,line 7,183,52.31608248,,
4354,22,18,Cost Curve Lines,44,line 8,183,52.31608248,,
4355,22,18,Cost Curve Lines,45,line 9,183,52.31608248,,
4356,22,18,Cost Curve Lines,46,line 10,183,52.31608248,,
4357,22,18,Cost Curve Lines,47,labels for cc,183,0,,
4358,22,18,Cost Curve Lines,34,initialisation,184,bar 37an,,
4359,22,18,Cost Curve Lines,35,bar,184,37.0,,
4360,22,18,Cost Curve Lines,36,x,184,138.18898225699996,,
4361,22,18,Cost Curve Lines,37,line 1,184,0.0,,
4362,22,18,Cost Curve Lines,38,line 2,184,0.0,,
4363,22,18,Cost Curve Lines,39,line 3,184,52.31608248,,
4364,22,18,Cost Curve Lines,40,line 4,184,52.31608248,,
4365,22,18,Cost Curve Lines,41,line 5,184,52.31608248,,
4366,22,18,Cost Curve Lines,42,line 6,184,52.31608248,,
4367,22,18,Cost Curve Lines,43,line 7,184,52.31608248,,
4368,22,18,Cost Curve Lines,44,line 8,184,52.31608248,,
4369,22,18,Cost Curve Lines,45,line 9,184,52.31608248,,
4370,22,18,Cost Curve Lines,46,line 10,184,52.31608248,,
4371,22,18,Cost Curve Lines,47,labels for cc,184,,,
4372,22,18,Cost Curve Lines,34,initialisation,185,bar 37 end,,
4373,22,18,Cost Curve Lines,35,bar,185,37.0,,
4374,22,18,Cost Curve Lines,36,x,185,138.18899225699997,,
4375,22,18,Cost Curve Lines,37,line 1,185,0.0,,
4376,22,18,Cost Curve Lines,38,line 2,185,0.0,,
4377,22,18,Cost Curve Lines,39,line 3,185,52.31608248,,
4378,22,18,Cost Curve Lines,40,line 4,185,52.31608248,,
4379,22,18,Cost Curve Lines,41,line 5,185,52.31608248,,
4380,22,18,Cost Curve Lines,42,line 6,185,52.31608248,,
4381,22,18,Cost Curve Lines,43,line 7,185,52.31608248,,
4382,22,18,Cost Curve Lines,44,line 8,185,52.31608248,,
4383,22,18,Cost Curve Lines,45,line 9,185,52.31608248,,
4384,22,18,Cost Curve Lines,46,line 10,185,52.31608248,,
4385,22,18,Cost Curve Lines,47,labels for cc,185,,,
4386,22,18,Cost Curve Lines,34,initialisation,186,bar 38 start,,
4387,22,18,Cost Curve Lines,35,bar,186,38.0,,
4388,22,18,Cost Curve Lines,36,x,186,138.18899225699997,,
4389,22,18,Cost Curve Lines,37,line 1,186,0.0,,
4390,22,18,Cost Curve Lines,38,line 2,186,0.0,,
4391,22,18,Cost Curve Lines,39,line 3,186,52.31608248,,
4392,22,18,Cost Curve Lines,40,line 4,186,52.31608248,,
4393,22,18,Cost Curve Lines,41,line 5,186,52.31608248,,
4394,22,18,Cost Curve Lines,42,line 6,186,52.31608248,,
4395,22,18,Cost Curve Lines,43,line 7,186,52.31608248,,
4396,22,18,Cost Curve Lines,44,line 8,186,52.31608248,,
4397,22,18,Cost Curve Lines,45,line 9,186,52.31608248,,
4398,22,18,Cost Curve Lines,46,line 10,186,52.31608248,,
4399,22,18,Cost Curve Lines,47,labels for cc,186,,,
4400,22,18,Cost Curve Lines,34,initialisation,187,bar 38bn,,
4401,22,18,Cost Curve Lines,35,bar,187,38.0,,
4402,22,18,Cost Curve Lines,36,x,187,138.18900225699997,,
4403,22,18,Cost Curve Lines,37,line 1,187,0.0,,
4404,22,18,Cost Curve Lines,38,line 2,187,0.0,,
4405,22,18,Cost Curve Lines,39,line 3,187,52.31608248,,
4406,22,18,Cost Curve Lines,40,line 4,187,52.31608248,,
4407,22,18,Cost Curve Lines,41,line 5,187,52.31608248,,
4408,22,18,Cost Curve Lines,42,line 6,187,52.31608248,,
4409,22,18,Cost Curve Lines,43,line 7,187,52.31608248,,
4410,22,18,Cost Curve Lines,44,line 8,187,52.31608248,,
4411,22,18,Cost Curve Lines,45,line 9,187,52.31608248,,
4412,22,18,Cost Curve Lines,46,line 10,187,52.31608248,,
4413,22,18,Cost Curve Lines,47,labels for cc,187,,,
4414,22,18,Cost Curve Lines,34,initialisation,188,bar 38 naming,,
4415,22,18,Cost Curve Lines,35,bar,188,38.0,,
4416,22,18,Cost Curve Lines,36,x,188,138.18899225699997,,
4417,22,18,Cost Curve Lines,37,line 1,188,0.0,,
4418,22,18,Cost Curve Lines,38,line 2,188,0.0,,
4419,22,18,Cost Curve Lines,39,line 3,188,52.31608248,,
4420,22,18,Cost Curve Lines,40,line 4,188,52.31608248,,
4421,22,18,Cost Curve Lines,41,line 5,188,52.31608248,,
4422,22,18,Cost Curve Lines,42,line 6,188,52.31608248,,
4423,22,18,Cost Curve Lines,43,line 7,188,52.31608248,,
4424,22,18,Cost Curve Lines,44,line 8,188,52.31608248,,
4425,22,18,Cost Curve Lines,45,line 9,188,52.31608248,,
4426,22,18,Cost Curve Lines,46,line 10,188,52.31608248,,
4427,22,18,Cost Curve Lines,47,labels for cc,188,0,,
4428,22,18,Cost Curve Lines,34,initialisation,189,bar 38an,,
4429,22,18,Cost Curve Lines,35,bar,189,38.0,,
4430,22,18,Cost Curve Lines,36,x,189,138.18897225699996,,
4431,22,18,Cost Curve Lines,37,line 1,189,0.0,,
4432,22,18,Cost Curve Lines,38,line 2,189,0.0,,
4433,22,18,Cost Curve Lines,39,line 3,189,52.31608248,,
4434,22,18,Cost Curve Lines,40,line 4,189,52.31608248,,
4435,22,18,Cost Curve Lines,41,line 5,189,52.31608248,,
4436,22,18,Cost Curve Lines,42,line 6,189,52.31608248,,
4437,22,18,Cost Curve Lines,43,line 7,189,52.31608248,,
4438,22,18,Cost Curve Lines,44,line 8,189,52.31608248,,
4439,22,18,Cost Curve Lines,45,line 9,189,52.31608248,,
4440,22,18,Cost Curve Lines,46,line 10,189,52.31608248,,
4441,22,18,Cost Curve Lines,47,labels for cc,189,,,
4442,22,18,Cost Curve Lines,34,initialisation,190,bar 38 end,,
4443,22,18,Cost Curve Lines,35,bar,190,38.0,,
4444,22,18,Cost Curve Lines,36,x,190,138.18898225699996,,
4445,22,18,Cost Curve Lines,37,line 1,190,0.0,,
4446,22,18,Cost Curve Lines,38,line 2,190,0.0,,
4447,22,18,Cost Curve Lines,39,line 3,190,52.31608248,,
4448,22,18,Cost Curve Lines,40,line 4,190,52.31608248,,
4449,22,18,Cost Curve Lines,41,line 5,190,52.31608248,,
4450,22,18,Cost Curve Lines,42,line 6,190,52.31608248,,
4451,22,18,Cost Curve Lines,43,line 7,190,52.31608248,,
4452,22,18,Cost Curve Lines,44,line 8,190,52.31608248,,
4453,22,18,Cost Curve Lines,45,line 9,190,52.31608248,,
4454,22,18,Cost Curve Lines,46,line 10,190,52.31608248,,
4455,22,18,Cost Curve Lines,47,labels for cc,190,,,
4456,22,18,Cost Curve Lines,34,initialisation,191,bar 39 start,,
4457,22,18,Cost Curve Lines,35,bar,191,39.0,,
4458,22,18,Cost Curve Lines,36,x,191,138.18898225699996,,
4459,22,18,Cost Curve Lines,37,line 1,191,0.0,,
4460,22,18,Cost Curve Lines,38,line 2,191,0.0,,
4461,22,18,Cost Curve Lines,39,line 3,191,52.31608248,,
4462,22,18,Cost Curve Lines,40,line 4,191,52.31608248,,
4463,22,18,Cost Curve Lines,41,line 5,191,52.31608248,,
4464,22,18,Cost Curve Lines,42,line 6,191,52.31608248,,
4465,22,18,Cost Curve Lines,43,line 7,191,52.31608248,,
4466,22,18,Cost Curve Lines,44,line 8,191,52.31608248,,
4467,22,18,Cost Curve Lines,45,line 9,191,52.31608248,,
4468,22,18,Cost Curve Lines,46,line 10,191,52.31608248,,
4469,22,18,Cost Curve Lines,47,labels for cc,191,,,
4470,22,18,Cost Curve Lines,34,initialisation,192,bar 39bn,,
4471,22,18,Cost Curve Lines,35,bar,192,39.0,,
4472,22,18,Cost Curve Lines,36,x,192,138.18899225699997,,
4473,22,18,Cost Curve Lines,37,line 1,192,0.0,,
4474,22,18,Cost Curve Lines,38,line 2,192,0.0,,
4475,22,18,Cost Curve Lines,39,line 3,192,52.31608248,,
4476,22,18,Cost Curve Lines,40,line 4,192,52.31608248,,
4477,22,18,Cost Curve Lines,41,line 5,192,52.31608248,,
4478,22,18,Cost Curve Lines,42,line 6,192,52.31608248,,
4479,22,18,Cost Curve Lines,43,line 7,192,52.31608248,,
4480,22,18,Cost Curve Lines,44,line 8,192,52.31608248,,
4481,22,18,Cost Curve Lines,45,line 9,192,52.31608248,,
4482,22,18,Cost Curve Lines,46,line 10,192,52.31608248,,
4483,22,18,Cost Curve Lines,47,labels for cc,192,,,
4484,22,18,Cost Curve Lines,34,initialisation,193,bar 39 naming,,
4485,22,18,Cost Curve Lines,35,bar,193,39.0,,
4486,22,18,Cost Curve Lines,36,x,193,138.18898225699996,,
4487,22,18,Cost Curve Lines,37,line 1,193,0.0,,
4488,22,18,Cost Curve Lines,38,line 2,193,0.0,,
4489,22,18,Cost Curve Lines,39,line 3,193,52.31608248,,
4490,22,18,Cost Curve Lines,40,line 4,193,52.31608248,,
4491,22,18,Cost Curve Lines,41,line 5,193,52.31608248,,
4492,22,18,Cost Curve Lines,42,line 6,193,52.31608248,,
4493,22,18,Cost Curve Lines,43,line 7,193,52.31608248,,
4494,22,18,Cost Curve Lines,44,line 8,193,52.31608248,,
4495,22,18,Cost Curve Lines,45,line 9,193,52.31608248,,
4496,22,18,Cost Curve Lines,46,line 10,193,52.31608248,,
4497,22,18,Cost Curve Lines,47,labels for cc,193,0,,
4498,22,18,Cost Curve Lines,34,initialisation,194,bar 39an,,
4499,22,18,Cost Curve Lines,35,bar,194,39.0,,
4500,22,18,Cost Curve Lines,36,x,194,138.18896225699996,,
4501,22,18,Cost Curve Lines,37,line 1,194,0.0,,
4502,22,18,Cost Curve Lines,38,line 2,194,0.0,,
4503,22,18,Cost Curve Lines,39,line 3,194,52.31608248,,
4504,22,18,Cost Curve Lines,40,line 4,194,52.31608248,,
4505,22,18,Cost Curve Lines,41,line 5,194,52.31608248,,
4506,22,18,Cost Curve Lines,42,line 6,194,52.31608248,,
4507,22,18,Cost Curve Lines,43,line 7,194,52.31608248,,
4508,22,18,Cost Curve Lines,44,line 8,194,52.31608248,,
4509,22,18,Cost Curve Lines,45,line 9,194,52.31608248,,
4510,22,18,Cost Curve Lines,46,line 10,194,52.31608248,,
4511,22,18,Cost Curve Lines,47,labels for cc,194,,,
4512,22,18,Cost Curve Lines,34,initialisation,195,bar 39 end,,
4513,22,18,Cost Curve Lines,35,bar,195,39.0,,
4514,22,18,Cost Curve Lines,36,x,195,138.18897225699996,,
4515,22,18,Cost Curve Lines,37,line 1,195,0.0,,
4516,22,18,Cost Curve Lines,38,line 2,195,0.0,,
4517,22,18,Cost Curve Lines,39,line 3,195,52.31608248,,
4518,22,18,Cost Curve Lines,40,line 4,195,52.31608248,,
4519,22,18,Cost Curve Lines,41,line 5,195,52.31608248,,
4520,22,18,Cost Curve Lines,42,line 6,195,52.31608248,,
4521,22,18,Cost Curve Lines,43,line 7,195,52.31608248,,
4522,22,18,Cost Curve Lines,44,line 8,195,52.31608248,,
4523,22,18,Cost Curve Lines,45,line 9,195,52.31608248,,
4524,22,18,Cost Curve Lines,46,line 10,195,52.31608248,,
4525,22,18,Cost Curve Lines,47,labels for cc,195,,,
4526,22,18,Cost Curve Lines,34,initialisation,196,bar 40 start,,
4527,22,18,Cost Curve Lines,35,bar,196,40.0,,
4528,22,18,Cost Curve Lines,36,x,196,138.18897225699996,,
4529,22,18,Cost Curve Lines,37,line 1,196,0.0,,
4530,22,18,Cost Curve Lines,38,line 2,196,0.0,,
4531,22,18,Cost Curve Lines,39,line 3,196,52.31608248,,
4532,22,18,Cost Curve Lines,40,line 4,196,52.31608248,,
4533,22,18,Cost Curve Lines,41,line 5,196,52.31608248,,
4534,22,18,Cost Curve Lines,42,line 6,196,52.31608248,,
4535,22,18,Cost Curve Lines,43,line 7,196,52.31608248,,
4536,22,18,Cost Curve Lines,44,line 8,196,52.31608248,,
4537,22,18,Cost Curve Lines,45,line 9,196,52.31608248,,
4538,22,18,Cost Curve Lines,46,line 10,196,52.31608248,,
4539,22,18,Cost Curve Lines,47,labels for cc,196,,,
4540,22,18,Cost Curve Lines,34,initialisation,197,bar 40bn,,
4541,22,18,Cost Curve Lines,35,bar,197,40.0,,
4542,22,18,Cost Curve Lines,36,x,197,138.18898225699996,,
4543,22,18,Cost Curve Lines,37,line 1,197,0.0,,
4544,22,18,Cost Curve Lines,38,line 2,197,0.0,,
4545,22,18,Cost Curve Lines,39,line 3,197,52.31608248,,
4546,22,18,Cost Curve Lines,40,line 4,197,52.31608248,,
4547,22,18,Cost Curve Lines,41,line 5,197,52.31608248,,
4548,22,18,Cost Curve Lines,42,line 6,197,52.31608248,,
4549,22,18,Cost Curve Lines,43,line 7,197,52.31608248,,
4550,22,18,Cost Curve Lines,44,line 8,197,52.31608248,,
4551,22,18,Cost Curve Lines,45,line 9,197,52.31608248,,
4552,22,18,Cost Curve Lines,46,line 10,197,52.31608248,,
4553,22,18,Cost Curve Lines,47,labels for cc,197,,,
4554,22,18,Cost Curve Lines,34,initialisation,198,bar 40 naming,,
4555,22,18,Cost Curve Lines,35,bar,198,40.0,,
4556,22,18,Cost Curve Lines,36,x,198,138.18897225699996,,
4557,22,18,Cost Curve Lines,37,line 1,198,0.0,,
4558,22,18,Cost Curve Lines,38,line 2,198,0.0,,
4559,22,18,Cost Curve Lines,39,line 3,198,52.31608248,,
4560,22,18,Cost Curve Lines,40,line 4,198,52.31608248,,
4561,22,18,Cost Curve Lines,41,line 5,198,52.31608248,,
4562,22,18,Cost Curve Lines,42,line 6,198,52.31608248,,
4563,22,18,Cost Curve Lines,43,line 7,198,52.31608248,,
4564,22,18,Cost Curve Lines,44,line 8,198,52.31608248,,
4565,22,18,Cost Curve Lines,45,line 9,198,52.31608248,,
4566,22,18,Cost Curve Lines,46,line 10,198,52.31608248,,
4567,22,18,Cost Curve Lines,47,labels for cc,198,0,,
4568,22,18,Cost Curve Lines,34,initialisation,199,bar 40an,,
4569,22,18,Cost Curve Lines,35,bar,199,40.0,,
4570,22,18,Cost Curve Lines,36,x,199,138.18895225699995,,
4571,22,18,Cost Curve Lines,37,line 1,199,0.0,,
4572,22,18,Cost Curve Lines,38,line 2,199,0.0,,
4573,22,18,Cost Curve Lines,39,line 3,199,52.31608248,,
4574,22,18,Cost Curve Lines,40,line 4,199,52.31608248,,
4575,22,18,Cost Curve Lines,41,line 5,199,52.31608248,,
4576,22,18,Cost Curve Lines,42,line 6,199,52.31608248,,
4577,22,18,Cost Curve Lines,43,line 7,199,52.31608248,,
4578,22,18,Cost Curve Lines,44,line 8,199,52.31608248,,
4579,22,18,Cost Curve Lines,45,line 9,199,52.31608248,,
4580,22,18,Cost Curve Lines,46,line 10,199,52.31608248,,
4581,22,18,Cost Curve Lines,47,labels for cc,199,,,
4582,22,18,Cost Curve Lines,34,initialisation,200,bar 40 end,,
4583,22,18,Cost Curve Lines,35,bar,200,40.0,,
4584,22,18,Cost Curve Lines,36,x,200,138.18896225699996,,
4585,22,18,Cost Curve Lines,37,line 1,200,0.0,,
4586,22,18,Cost Curve Lines,38,line 2,200,0.0,,
4587,22,18,Cost Curve Lines,39,line 3,200,52.31608248,,
4588,22,18,Cost Curve Lines,40,line 4,200,52.31608248,,
4589,22,18,Cost Curve Lines,41,line 5,200,52.31608248,,
4590,22,18,Cost Curve Lines,42,line 6,200,52.31608248,,
4591,22,18,Cost Curve Lines,43,line 7,200,52.31608248,,
4592,22,18,Cost Curve Lines,44,line 8,200,52.31608248,,
4593,22,18,Cost Curve Lines,45,line 9,200,52.31608248,,
4594,22,18,Cost Curve Lines,46,line 10,200,52.31608248,,
4595,22,18,Cost Curve Lines,47,labels for cc,200,,,
4596,22,18,Cost Curve Lines,34,initialisation,201,bar 41 start,,
4597,22,18,Cost Curve Lines,35,bar,201,41.0,,
4598,22,18,Cost Curve Lines,36,x,201,138.18896225699996,,
4599,22,18,Cost Curve Lines,37,line 1,201,0.0,,
4600,22,18,Cost Curve Lines,38,line 2,201,0.0,,
4601,22,18,Cost Curve Lines,39,line 3,201,52.31608248,,
4602,22,18,Cost Curve Lines,40,line 4,201,52.31608248,,
4603,22,18,Cost Curve Lines,41,line 5,201,52.31608248,,
4604,22,18,Cost Curve Lines,42,line 6,201,52.31608248,,
4605,22,18,Cost Curve Lines,43,line 7,201,52.31608248,,
4606,22,18,Cost Curve Lines,44,line 8,201,52.31608248,,
4607,22,18,Cost Curve Lines,45,line 9,201,52.31608248,,
4608,22,18,Cost Curve Lines,46,line 10,201,52.31608248,,
4609,22,18,Cost Curve Lines,47,labels for cc,201,,,
4610,22,18,Cost Curve Lines,34,initialisation,202,bar 41bn,,
4611,22,18,Cost Curve Lines,35,bar,202,41.0,,
4612,22,18,Cost Curve Lines,36,x,202,138.18897225699996,,
4613,22,18,Cost Curve Lines,37,line 1,202,0.0,,
4614,22,18,Cost Curve Lines,38,line 2,202,0.0,,
4615,22,18,Cost Curve Lines,39,line 3,202,52.31608248,,
4616,22,18,Cost Curve Lines,40,line 4,202,52.31608248,,
4617,22,18,Cost Curve Lines,41,line 5,202,52.31608248,,
4618,22,18,Cost Curve Lines,42,line 6,202,52.31608248,,
4619,22,18,Cost Curve Lines,43,line 7,202,52.31608248,,
4620,22,18,Cost Curve Lines,44,line 8,202,52.31608248,,
4621,22,18,Cost Curve Lines,45,line 9,202,52.31608248,,
4622,22,18,Cost Curve Lines,46,line 10,202,52.31608248,,
4623,22,18,Cost Curve Lines,47,labels for cc,202,,,
4624,22,18,Cost Curve Lines,34,initialisation,203,bar 41 naming,,
4625,22,18,Cost Curve Lines,35,bar,203,41.0,,
4626,22,18,Cost Curve Lines,36,x,203,138.18896225699996,,
4627,22,18,Cost Curve Lines,37,line 1,203,0.0,,
4628,22,18,Cost Curve Lines,38,line 2,203,0.0,,
4629,22,18,Cost Curve Lines,39,line 3,203,52.31608248,,
4630,22,18,Cost Curve Lines,40,line 4,203,52.31608248,,
4631,22,18,Cost Curve Lines,41,line 5,203,52.31608248,,
4632,22,18,Cost Curve Lines,42,line 6,203,52.31608248,,
4633,22,18,Cost Curve Lines,43,line 7,203,52.31608248,,
4634,22,18,Cost Curve Lines,44,line 8,203,52.31608248,,
4635,22,18,Cost Curve Lines,45,line 9,203,52.31608248,,
4636,22,18,Cost Curve Lines,46,line 10,203,52.31608248,,
4637,22,18,Cost Curve Lines,47,labels for cc,203,0,,
4638,22,18,Cost Curve Lines,34,initialisation,204,bar 41an,,
4639,22,18,Cost Curve Lines,35,bar,204,41.0,,
4640,22,18,Cost Curve Lines,36,x,204,138.18894225699995,,
4641,22,18,Cost Curve Lines,37,line 1,204,0.0,,
4642,22,18,Cost Curve Lines,38,line 2,204,0.0,,
4643,22,18,Cost Curve Lines,39,line 3,204,52.31608248,,
4644,22,18,Cost Curve Lines,40,line 4,204,52.31608248,,
4645,22,18,Cost Curve Lines,41,line 5,204,52.31608248,,
4646,22,18,Cost Curve Lines,42,line 6,204,52.31608248,,
4647,22,18,Cost Curve Lines,43,line 7,204,52.31608248,,
4648,22,18,Cost Curve Lines,44,line 8,204,52.31608248,,
4649,22,18,Cost Curve Lines,45,line 9,204,52.31608248,,
4650,22,18,Cost Curve Lines,46,line 10,204,52.31608248,,
4651,22,18,Cost Curve Lines,47,labels for cc,204,,,
4652,22,18,Cost Curve Lines,34,initialisation,205,bar 41 end,,
4653,22,18,Cost Curve Lines,35,bar,205,41.0,,
4654,22,18,Cost Curve Lines,36,x,205,138.18895225699995,,
4655,22,18,Cost Curve Lines,37,line 1,205,0.0,,
4656,22,18,Cost Curve Lines,38,line 2,205,0.0,,
4657,22,18,Cost Curve Lines,39,line 3,205,52.31608248,,
4658,22,18,Cost Curve Lines,40,line 4,205,52.31608248,,
4659,22,18,Cost Curve Lines,41,line 5,205,52.31608248,,
4660,22,18,Cost Curve Lines,42,line 6,205,52.31608248,,
4661,22,18,Cost Curve Lines,43,line 7,205,52.31608248,,
4662,22,18,Cost Curve Lines,44,line 8,205,52.31608248,,
4663,22,18,Cost Curve Lines,45,line 9,205,52.31608248,,
4664,22,18,Cost Curve Lines,46,line 10,205,52.31608248,,
4665,22,18,Cost Curve Lines,47,labels for cc,205,,,
4666,22,18,Cost Curve Lines,34,initialisation,206,bar 42 start,,
4667,22,18,Cost Curve Lines,35,bar,206,42.0,,
4668,22,18,Cost Curve Lines,36,x,206,138.18895225699995,,
4669,22,18,Cost Curve Lines,37,line 1,206,0.0,,
4670,22,18,Cost Curve Lines,38,line 2,206,0.0,,
4671,22,18,Cost Curve Lines,39,line 3,206,52.31608248,,
4672,22,18,Cost Curve Lines,40,line 4,206,52.31608248,,
4673,22,18,Cost Curve Lines,41,line 5,206,52.31608248,,
4674,22,18,Cost Curve Lines,42,line 6,206,52.31608248,,
4675,22,18,Cost Curve Lines,43,line 7,206,52.31608248,,
4676,22,18,Cost Curve Lines,44,line 8,206,52.31608248,,
4677,22,18,Cost Curve Lines,45,line 9,206,52.31608248,,
4678,22,18,Cost Curve Lines,46,line 10,206,52.31608248,,
4679,22,18,Cost Curve Lines,47,labels for cc,206,,,
4680,22,18,Cost Curve Lines,34,initialisation,207,bar 42bn,,
4681,22,18,Cost Curve Lines,35,bar,207,42.0,,
4682,22,18,Cost Curve Lines,36,x,207,138.18896225699996,,
4683,22,18,Cost Curve Lines,37,line 1,207,0.0,,
4684,22,18,Cost Curve Lines,38,line 2,207,0.0,,
4685,22,18,Cost Curve Lines,39,line 3,207,52.31608248,,
4686,22,18,Cost Curve Lines,40,line 4,207,52.31608248,,
4687,22,18,Cost Curve Lines,41,line 5,207,52.31608248,,
4688,22,18,Cost Curve Lines,42,line 6,207,52.31608248,,
4689,22,18,Cost Curve Lines,43,line 7,207,52.31608248,,
4690,22,18,Cost Curve Lines,44,line 8,207,52.31608248,,
4691,22,18,Cost Curve Lines,45,line 9,207,52.31608248,,
4692,22,18,Cost Curve Lines,46,line 10,207,52.31608248,,
4693,22,18,Cost Curve Lines,47,labels for cc,207,,,
4694,22,18,Cost Curve Lines,34,initialisation,208,bar 42 naming,,
4695,22,18,Cost Curve Lines,35,bar,208,42.0,,
4696,22,18,Cost Curve Lines,36,x,208,138.18895225699995,,
4697,22,18,Cost Curve Lines,37,line 1,208,0.0,,
4698,22,18,Cost Curve Lines,38,line 2,208,0.0,,
4699,22,18,Cost Curve Lines,39,line 3,208,52.31608248,,
4700,22,18,Cost Curve Lines,40,line 4,208,52.31608248,,
4701,22,18,Cost Curve Lines,41,line 5,208,52.31608248,,
4702,22,18,Cost Curve Lines,42,line 6,208,52.31608248,,
4703,22,18,Cost Curve Lines,43,line 7,208,52.31608248,,
4704,22,18,Cost Curve Lines,44,line 8,208,52.31608248,,
4705,22,18,Cost Curve Lines,45,line 9,208,52.31608248,,
4706,22,18,Cost Curve Lines,46,line 10,208,52.31608248,,
4707,22,18,Cost Curve Lines,47,labels for cc,208,0,,
4708,22,18,Cost Curve Lines,34,initialisation,209,bar 42an,,
4709,22,18,Cost Curve Lines,35,bar,209,42.0,,
4710,22,18,Cost Curve Lines,36,x,209,138.18893225699995,,
4711,22,18,Cost Curve Lines,37,line 1,209,0.0,,
4712,22,18,Cost Curve Lines,38,line 2,209,0.0,,
4713,22,18,Cost Curve Lines,39,line 3,209,52.31608248,,
4714,22,18,Cost Curve Lines,40,line 4,209,52.31608248,,
4715,22,18,Cost Curve Lines,41,line 5,209,52.31608248,,
4716,22,18,Cost Curve Lines,42,line 6,209,52.31608248,,
4717,22,18,Cost Curve Lines,43,line 7,209,52.31608248,,
4718,22,18,Cost Curve Lines,44,line 8,209,52.31608248,,
4719,22,18,Cost Curve Lines,45,line 9,209,52.31608248,,
4720,22,18,Cost Curve Lines,46,line 10,209,52.31608248,,
4721,22,18,Cost Curve Lines,47,labels for cc,209,,,
4722,22,18,Cost Curve Lines,34,initialisation,210,bar 42 end,,
4723,22,18,Cost Curve Lines,35,bar,210,42.0,,
4724,22,18,Cost Curve Lines,36,x,210,138.18894225699995,,
4725,22,18,Cost Curve Lines,37,line 1,210,0.0,,
4726,22,18,Cost Curve Lines,38,line 2,210,0.0,,
4727,22,18,Cost Curve Lines,39,line 3,210,52.31608248,,
4728,22,18,Cost Curve Lines,40,line 4,210,52.31608248,,
4729,22,18,Cost Curve Lines,41,line 5,210,52.31608248,,
4730,22,18,Cost Curve Lines,42,line 6,210,52.31608248,,
4731,22,18,Cost Curve Lines,43,line 7,210,52.31608248,,
4732,22,18,Cost Curve Lines,44,line 8,210,52.31608248,,
4733,22,18,Cost Curve Lines,45,line 9,210,52.31608248,,
4734,22,18,Cost Curve Lines,46,line 10,210,52.31608248,,
4735,22,18,Cost Curve Lines,47,labels for cc,210,,,
4736,22,18,Cost Curve Lines,34,initialisation,211,bar 43 start,,
4737,22,18,Cost Curve Lines,35,bar,211,43.0,,
4738,22,18,Cost Curve Lines,36,x,211,138.18894225699995,,
4739,22,18,Cost Curve Lines,37,line 1,211,0.0,,
4740,22,18,Cost Curve Lines,38,line 2,211,0.0,,
4741,22,18,Cost Curve Lines,39,line 3,211,52.31608248,,
4742,22,18,Cost Curve Lines,40,line 4,211,52.31608248,,
4743,22,18,Cost Curve Lines,41,line 5,211,52.31608248,,
4744,22,18,Cost Curve Lines,42,line 6,211,52.31608248,,
4745,22,18,Cost Curve Lines,43,line 7,211,52.31608248,,
4746,22,18,Cost Curve Lines,44,line 8,211,52.31608248,,
4747,22,18,Cost Curve Lines,45,line 9,211,52.31608248,,
4748,22,18,Cost Curve Lines,46,line 10,211,52.31608248,,
4749,22,18,Cost Curve Lines,47,labels for cc,211,,,
4750,22,18,Cost Curve Lines,34,initialisation,212,bar 43bn,,
4751,22,18,Cost Curve Lines,35,bar,212,43.0,,
4752,22,18,Cost Curve Lines,36,x,212,138.18895225699995,,
4753,22,18,Cost Curve Lines,37,line 1,212,0.0,,
4754,22,18,Cost Curve Lines,38,line 2,212,0.0,,
4755,22,18,Cost Curve Lines,39,line 3,212,52.31608248,,
4756,22,18,Cost Curve Lines,40,line 4,212,52.31608248,,
4757,22,18,Cost Curve Lines,41,line 5,212,52.31608248,,
4758,22,18,Cost Curve Lines,42,line 6,212,52.31608248,,
4759,22,18,Cost Curve Lines,43,line 7,212,52.31608248,,
4760,22,18,Cost Curve Lines,44,line 8,212,52.31608248,,
4761,22,18,Cost Curve Lines,45,line 9,212,52.31608248,,
4762,22,18,Cost Curve Lines,46,line 10,212,52.31608248,,
4763,22,18,Cost Curve Lines,47,labels for cc,212,,,
4764,22,18,Cost Curve Lines,34,initialisation,213,bar 43 naming,,
4765,22,18,Cost Curve Lines,35,bar,213,43.0,,
4766,22,18,Cost Curve Lines,36,x,213,138.18894225699995,,
