Mine,Qingdao Freight,Actual Port Freight,Freight Differential
Juruti,3.3277329433749867,3.3277329433749867,0.0
Juruti,2.616795020875388,2.616795020875388,0.0
Juruti,3.3277329433749867,3.3277329433749867,0.0
Juruti,2.616795020875388,2.616795020875388,0.0
Juruti,3.3277329433749867,3.3277329433749867,0.0
Juruti,2.616795020875388,2.616795020875388,0.0
Juruti,3.3277329433749867,3.3277329433749867,0.0
Juruti,2.616795020875388,2.616795020875388,0.0
