"Bauxite Requirement & Supply, Mt Bx",2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00
Imported Bauxite,5.68876142687016,5.53118999024449,5.84253611513112,5.63992199050585,5.87987394122973,5.6538282239202,5.4094540023769,5.43808954940067,5.42843988091116,5.61501943861408,5.58361846443928,5.13203336399905,5.66330688011532,5.48639583969484,5.52754075541237,5.46236469903568,5.43471934489317,5.57436318938894,5.57604490637617,6.02474138150408,5.89413588438238,5.83546993781466,5.77674296583487,5.67608340203405,6.31105836299419,6.28254571837331,6.45864575711631,6.98680832270872,7.33122002749062,7.74116343364548,7.51144994183437,8.20487091834467,7.78646245341257,8.07390321116423,8.07137394045685,7.74118137721336,
Domestic Bauxite,9.25966976246534,9.01605213036475,9.30332102558395,8.94914049747725,9.19061717493329,9.26325479638995,9.07794870498759,9.13239472286323,8.56643532322356,8.34517401280263,8.62840705474804,8.06177290229133,8.96341400317126,9.14801453580404,9.49067496462978,9.35075875688358,9.25728206719365,9.38773552909986,9.38365510469739,9.37641216463134,9.44963526222554,9.34138044341656,9.01002998390384,8.04142332375742,8.62617211924953,8.35132930901773,8.16198367462767,7.83723068028687,7.64981027244895,6.96077638395337,6.88165701205477,6.64892955197457,6.46740450929255,6.84365775235998,6.69654851657517,5.73783731990646,
% Bauxite Consumption Domestic,0.619440906218397,0.619777415926254,0.614248565739787,0.613414364689204,0.609841915840182,0.620982988683357,0.62660981325334,0.626773589141954,0.612112305273908,0.597783550911735,0.607120149277739,0.611027078886919,0.612810901000608,0.625103048300447,0.631944243014452,0.631248283639131,0.630089924955892,0.627434406477973,0.627262251098041,0.608812329319588,0.615861327175399,0.615501913029912,0.610325428904723,0.584553173046714,0.585676911731277,0.574160173561039,0.567980488104152,0.546882182522269,0.525832990109232,0.4862071298554,0.487711887734057,0.459345317015123,0.453729821262844,0.458765194195875,0.453452307598384,0.425686576214373,
TOTAL,14.9484311893355,14.54724212060924,15.14585714071507,14.5890624879831,15.07049111616302,14.917083020310148,14.487402707364488,14.5704842722639,13.99487520413472,13.96019345141671,14.212025519187321,13.19380626629038,14.62672088328658,14.634410375498879,15.01821572004215,14.81312345591926,14.692001412086821,14.9620987184888,14.95970001107356,15.401153546135419,15.34377114660792,15.176850381231219,14.78677294973871,13.71750672579147,14.93723048224372,14.63387502739104,14.62062943174398,14.82403900299559,14.981030299939569,14.701939817598848,14.393106953889141,14.85380047031924,14.25386696270512,14.91756096352421,14.76792245703202,13.47901869711982,0.0
