Reactive Alumina,Reactive Silica,Available Alumina,Tonnes per Tonne,Bauxite Cost Incl. Processing Penalties,Caustic Use t.NAOH / t.AA,Caustic cost,Thermal Energy Cost,Lime Cost,Mud make,Mud Disposal Cost,Total Cost
0.41300000000000003,0.013,0.4,2.7777777777777777,140.2222222222222,0.0675,17.8852764250931,51.05236142938986,1.2374677742767115,1.8812777777777776,8.08340494605175,218.48073279703365
0.475,0.035,0.43999999999999995,2.5252525252525255,134.52317290552585,0.11454545454545458,27.519399763605538,50.374164429055966,1.2210288298473715,1.67579797979798,7.10485293865735,220.74261886669208
0.53,0.09,0.4193,2.649919177465087,134.27140472215598,0.1780956355831147,42.787249928108395,55.971293810062186,7.461842849067271,2.048014813048202,8.682934481549754,249.17472579094357
0.46699999999999997,0.042,0.425,2.6143790849673203,132.8627450980392,0.13382352941176473,32.15093273035614,50.374164429055966,1.2210288298473715,1.784202614379085,7.56445427238165,224.17332535968035
0.42200000000000004,0.017,0.405,2.743484224965706,138.49108367626883,0.07697530864197531,18.493219995952238,50.374164429055966,1.2210288298473715,1.8564595336076815,7.870800736041613,216.450297667166
0.475,0.035,0.43999999999999995,2.5252525252525255,127.47474747474746,0.11454545454545458,27.519399763605538,50.374164429055966,1.2210288298473715,1.67579797979798,7.10485293865735,213.69419343591372
0.452,0.019,0.433,2.5660764690787783,129.5355401590967,0.07887990762124711,18.950797478253264,50.374164429055966,1.2210288298473715,1.6809563767000255,7.126722908564269,207.2082538048176
0.341,0.011,0.33,3.3670033670033668,172.22222222222217,0.06833333333333333,16.416996419822876,50.374164429055966,1.2210288298473715,2.4713367003367,10.477685275593698,250.7120971765421
0.562,0.082,0.46114000000000005,2.4094875983673307,241.67160611624323,0.15354678983967268,36.889420962046856,55.971293810062186,7.461842849067271,1.7830343882070034,7.559501363229241,349.5536651006488
0.513,0.095,0.39615,2.8047737248797455,142.53860069838865,0.19487210231814547,46.817774723127094,55.971293810062186,7.461842849067271,2.219645827197891,9.410595649510562,262.20010773015576
0.385,0.014,0.371,2.9949086552860136,151.18298891883794,0.07273584905660377,17.4746952227567,50.374164429055966,1.2210288298473715,2.1036445043426175,8.918786762334445,229.1716641628324
0.48,0.011,0.46647,2.381956205353208,125.40999421184638,0.05072091095533117,12.185634344836489,55.971293810062186,7.461842849067271,1.6526771163085392,7.006827796672722,208.03559301248504
0.49,0.015,0.47154999999999997,2.3562954323213043,120.12394113974007,0.05620665889089174,13.503578309004517,55.971293810062186,7.461842849067271,1.6325020912121961,6.9212920769313016,203.98194818480533
0.545,0.055,0.49000000000000005,2.2675736961451243,113.71882086167797,0.14724489795918366,35.37539945316736,50.374164429055966,1.2210288298473715,1.450818594104308,6.151011563472194,206.84042513722088
