Freights US$/wmt,Date,CM Data Source,Mine,Price,Price Type,Price Basis,Total Alumina,LT Avail. Alumina,Total Silica,LT R.Silica,Quartz / HT Silica,Mono-hydrate / HT Extble Alumina,Moisture,Tonnage,Exporting Port,Importing Port,Final Specs Price Type,Final Specs Price Basis,Old CBIX type Calc
,2020-06-26 00:00:00.000,somebody,West Kalimantan Generic,45,CIF,dmt,,,,,,,,77000.0,,Qingdao,CIF,dmt,CBIX
,2020-06-26 00:00:00.000,somebody,West Kalimantan Generic,45,CIF,dmt,,,,,,,,153000.0,,Qingdao,CIF,dmt,CBIX
,2020-06-26 00:00:00.000,somebody,Weipa/Amrun Generic,45,CFR,dmt,,,,,,,,78000.00000000001,,Qingdao,CIF,dmt,CBIX
,2020-06-26 00:00:00.000,somebody,Malaysia Kuantan washed,45,CFR,dmt,,,,,,,,47000.0,,Qingdao,CIF,dmt,CBIX
,2020-06-26 00:00:00.000,somebody,Malaysia Kuantan washed,45,CFR,dmt,,,,,,,,75000.0,,Qingdao,CIF,dmt,CBIX
,2020-06-26 00:00:00.000,somebody,India Gujarat,45,CFR,dmt,,,,,,,,151000.0,,Qingdao,CIF,dmt,CBIX
,2020-06-26 00:00:00.000,somebody,India Gujarat,45,CFR,dmt,,,,,,,,76000.0,,Qingdao,CIF,dmt,CBIX
,2020-06-26 00:00:00.000,somebody,India Gujarat,45,CFR,dmt,,,,,,,,47000.0,,Qingdao,CIF,dmt,CBIX
,2020-06-26 00:00:00.000,somebody,SMB Generic,45,CFR,dmt,,,,,,,,151000.0,,Qingdao,CIF,dmt,CBIX
