Date,Mine,First Leg 1,First Leg 2,Typical River Capable Cargo (dmt),model_id
2019-01-01 00:00:00.000,MRN,MRN_wharf,Pt_Lisas,48000,model_8
2019-01-01 00:00:00.000,Juruti,Juruti_wharf,Pt_Lisas,48000,model_8
2015-01-01 00:00:00.000,MRN,MRN_wharf,Pt_Lisas,48000,model_9
2015-01-01 00:00:00.000,Juruti,Juruti_wharf,Pt_Lisas,48000,model_9
2015-01-01 00:00:00.000,Rondon do Para,Rondon do Para wharf,Pt_Lisas,48000,model_9
2015-01-01 00:00:00.000,Paragominas,Paragominas wharf,Pt_Lisas,48000,model_9
