Date,Vesssel class,Applicable Time Charter Index,Vessel Time Charter Rates,model_id
2018-01-01 00:00:00.000,VLOC,VLOC_General,15987.391025641002,model_9
2019-01-01 00:00:00.000,VLOC,VLOC_General,17371.92,model_9
2020-01-01 00:00:00.000,VLOC,VLOC_General,6000.0,model_9
2021-01-01 00:00:00.000,VLOC,VLOC_General,13300.0,model_9
2022-01-01 00:00:00.000,VLOC,VLOC_General,14000.0,model_9
2023-01-01 00:00:00.000,VLOC,VLOC_General,14000.0,model_9
2024-01-01 00:00:00.000,VLOC,VLOC_General,14000.0,model_9
2025-01-01 00:00:00.000,VLOC,VLOC_General,14100.0,model_9
2026-01-01 00:00:00.000,VLOC,VLOC_General,14100.0,model_9
2027-01-01 00:00:00.000,VLOC,VLOC_General,14100.0,model_9
2028-01-01 00:00:00.000,VLOC,VLOC_General,14100.0,model_9
2029-01-01 00:00:00.000,VLOC,VLOC_General,14100.0,model_9
2030-01-01 00:00:00.000,VLOC,VLOC_General,14100.0,model_9
2015-01-01 00:00:00.000,Capesize,Capesize_General,7521.63269230769,model_9
2016-01-01 00:00:00.000,Capesize,Capesize_General,6939.74119496855,model_9
2017-01-01 00:00:00.000,Capesize,Capesize_General,15075.6967948718,model_9
2018-01-01 00:00:00.000,Capesize,Capesize_General,15987.391025641002,model_9
2019-01-01 00:00:00.000,Capesize,Capesize_General,17371.92,model_9
2020-01-01 00:00:00.000,Capesize,Capesize_General,6000.0,model_9
2021-01-01 00:00:00.000,Capesize,Capesize_General,13300.0,model_9
2022-01-01 00:00:00.000,Capesize,Capesize_General,14000.0,model_9
2023-01-01 00:00:00.000,Capesize,Capesize_General,14000.0,model_9
2024-01-01 00:00:00.000,Capesize,Capesize_General,14000.0,model_9
2025-01-01 00:00:00.000,Capesize,Capesize_General,14100.0,model_9
2026-01-01 00:00:00.000,Capesize,Capesize_General,14100.0,model_9
2027-01-01 00:00:00.000,Capesize,Capesize_General,14100.0,model_9
2028-01-01 00:00:00.000,Capesize,Capesize_General,14100.0,model_9
2029-01-01 00:00:00.000,Capesize,Capesize_General,14100.0,model_9
2030-01-01 00:00:00.000,Capesize,Capesize_General,14100.0,model_9
2015-01-01 00:00:00.000,Panamax,Panamax_General,5049.69711538462,model_9
2016-01-01 00:00:00.000,Panamax,Panamax_General,5133.52216981132,model_9
2017-01-01 00:00:00.000,Panamax,Panamax_General,9219.352564102559,model_9
2018-01-01 00:00:00.000,Panamax,Panamax_General,10715.1987179487,model_9
2019-01-01 00:00:00.000,Panamax,Panamax_General,10052.04,model_9
2020-01-01 00:00:00.000,Panamax,Panamax_General,6900.0,model_9
2021-01-01 00:00:00.000,Panamax,Panamax_General,7500.0,model_9
2022-01-01 00:00:00.000,Panamax,Panamax_General,8100.0,model_9
2023-01-01 00:00:00.000,Panamax,Panamax_General,8100.0,model_9
2024-01-01 00:00:00.000,Panamax,Panamax_General,8100.0,model_9
2025-01-01 00:00:00.000,Panamax,Panamax_General,8100.0,model_9
2026-01-01 00:00:00.000,Panamax,Panamax_General,8100.0,model_9
2027-01-01 00:00:00.000,Panamax,Panamax_General,8100.0,model_9
2028-01-01 00:00:00.000,Panamax,Panamax_General,8100.0,model_9
2029-01-01 00:00:00.000,Panamax,Panamax_General,8100.0,model_9
2030-01-01 00:00:00.000,Panamax,Panamax_General,8100.0,model_9
2015-01-01 00:00:00.000,Supramax,Supramax_General,6063.95352564103,model_9
2016-01-01 00:00:00.000,Supramax,Supramax_General,5204.48113207547,model_9
2017-01-01 00:00:00.000,Supramax,Supramax_General,7902.338782051281,model_9
2018-01-01 00:00:00.000,Supramax,Supramax_General,10186.6057692308,model_9
2019-01-01 00:00:00.000,Supramax,Supramax_General,9006.639999999998,model_9
2020-01-01 00:00:00.000,Supramax,Supramax_General,6000.0,model_9
2021-01-01 00:00:00.000,Supramax,Supramax_General,7000.0,model_9
2022-01-01 00:00:00.000,Supramax,Supramax_General,7700.0,model_9
2023-01-01 00:00:00.000,Supramax,Supramax_General,7700.0,model_9
2024-01-01 00:00:00.000,Supramax,Supramax_General,7700.0,model_9
2025-01-01 00:00:00.000,Supramax,Supramax_General,7700.0,model_9
2026-01-01 00:00:00.000,Supramax,Supramax_General,7700.0,model_9
2027-01-01 00:00:00.000,Supramax,Supramax_General,7700.0,model_9
2028-01-01 00:00:00.000,Supramax,Supramax_General,7700.0,model_9
2029-01-01 00:00:00.000,Supramax,Supramax_General,7700.0,model_9
2030-01-01 00:00:00.000,Supramax,Supramax_General,7700.0,model_9
2015-01-01 00:00:00.000,Handysize,Handysize_General,5049.69711538462,model_9
2016-01-01 00:00:00.000,Handysize,Handysize_General,5133.52216981132,model_9
2017-01-01 00:00:00.000,Handysize,Handysize_General,9219.352564102559,model_9
2018-01-01 00:00:00.000,Handysize,Handysize_General,10715.1987179487,model_9
2019-01-01 00:00:00.000,Handysize,Handysize_General,10052.04,model_9
2020-01-01 00:00:00.000,Handysize,Handysize_General,6000.0,model_9
2021-01-01 00:00:00.000,Handysize,Handysize_General,7000.0,model_9
2022-01-01 00:00:00.000,Handysize,Handysize_General,7700.0,model_9
2023-01-01 00:00:00.000,Handysize,Handysize_General,7700.0,model_9
2024-01-01 00:00:00.000,Handysize,Handysize_General,7700.0,model_9
2025-01-01 00:00:00.000,Handysize,Handysize_General,7700.0,model_9
2026-01-01 00:00:00.000,Handysize,Handysize_General,7700.0,model_9
2027-01-01 00:00:00.000,Handysize,Handysize_General,7700.0,model_9
2028-01-01 00:00:00.000,Handysize,Handysize_General,7700.0,model_9
2029-01-01 00:00:00.000,Handysize,Handysize_General,7700.0,model_9
2030-01-01 00:00:00.000,Handysize,Handysize_General,7700.0,model_9
