Date,RMB per US$,AU$ per US$,US$ per US$,IMF Special Drawing Rights to US Dollar,model_id
2018-01-19 00:00:00.000,6.4169,0.7955905191069019,1,1.35,model_8
2018-01-26 00:00:00.000,6.3436,0.8027138148652966,1,1.35,model_8
2018-02-02 00:00:00.000,6.2885,0.7737722169347787,1,1.35,model_8
2018-02-09 00:00:00.000,6.3194,0.7737722169347787,1,1.35,model_8
2018-02-16 00:00:00.000,6.3428,0.7868439688409788,1,1.35,model_8
2018-02-23 00:00:00.000,6.3378,0.7877582369970656,1,1.35,model_8
2018-03-02 00:00:00.000,6.3334,0.7809303066557128,1,1.35,model_8
2018-03-09 00:00:00.000,6.3451,0.7787397809872239,1,1.35,model_8
2018-03-16 00:00:00.000,6.334,0.784606645304443,1,1.35,model_8
2018-03-23 00:00:00.000,6.3272,0.7713882829205378,1,1.35,model_8
2018-03-30 00:00:00.000,6.2881,0.7698460538846047,1,1.35,model_8
2018-04-06 00:00:00.000,6.2926,0.7685367214530877,1,1.35,model_8
2018-04-13 00:00:00.000,6.2898,0.772499034376207,1,1.35,model_8
2018-04-20 00:00:00.000,6.2897,0.775963144854472,1,1.35,model_8
2018-04-27 00:00:00.000,6.3393,0.7613136924551529,1,1.35,model_8
2018-05-04 00:00:00.000,6.3521,0.7541387132583619,1,1.35,model_8
2018-05-11 00:00:00.000,6.35204,0.750951455494111,1,1.35,model_8
2018-05-18 00:00:00.000,6.3763,0.7523367579702557,1,1.35,model_8
2018-05-25 00:00:00.000,6.3867,0.754879351407661,1,1.35,model_8
2018-06-01 00:00:00.000,6.4078,0.7550155684210208,1,1.35,model_8
2018-06-08 00:00:00.000,6.4003,0.7615096471849654,1,1.35,model_8
