,bauxite,owner,ownership,technology,category,province,refinery,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
19,Domestic,Jinjiang,Jinjiang,"H-B, ODT, Sweetening",Henan,Henan,Kaiman,0.0,0.5,1.3,1.31,1.5,1.593678887,1.532760736,1.95,1.95,1.9,1.7,1.9,1.9,1.9,1.89,1.4,1.25,1.25,1.3,1.1,1.1,1.0,1.0,0.7,0.7,0.7,0.7
20,Domestic,Jinjiang,"Jinjiang, Yima Coal Group","H-B, CGA",Henan,Henan,Yima Yixiang,0.01,0.081163,0.2,0.3,0.45,0.478103666,0.459828221,0.48,0.3,0.5,0.5,0.5,0.45,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
21,Domestic,Other,Aokaida,H-B,Shanxi,Shanxi,Aokaida,0.0,0.0,0.0,0.0,0.0,0.044557196,0.048412073,0.16,0.16,0.16,0.16,0.18,0.18,0.16,0.3,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Domestic,Other,BXG,H-B,Other,Inner Mongolia,Xinwang H-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Domestic,Other,Bosai,H-B,Other,Chongqing,Bosai Xianfeng domestic,0.08,0.15,0.175,0.15,0.2,0.114,0.1,0.255,0.255,0.26,0.27,0.27,0.5,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.3,0.0,0.0,0.0
24,Domestic,Other,Bosai,H-B,Other,Chongqing,Shuijiang,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.4,0.6,0.72,0.0,0.0,0.0,0.0,0.244,0.3,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.5,0.5,0.5,0.5
25,Domestic,Other,Guangdong Guang Al Group Co.Ltd,H-B,Guizhou,Guizhou,Qingzhen Guanglv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.45,0.45,0.45,0.45,0.5,0.55,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
26,Domestic,Other,Private,H-B,Guizhou,Guizhou,Kaisheng,0.0,0.052227,0.172,0.19,0.1914,0.0735,0.057576159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Domestic,Other,Private,H-B,Henan,Henan,Jingxin,0.0,0.035,0.1,0.09,0.075,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Domestic,Other,Private,H-B,Henan,Henan,Shaoxing,0.0,0.03,0.14,0.2,0.076917431,0.079683944,0.076638037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Domestic,Other,Private,H-B,Henan,Henan,Weilai,0.0,0.06,0.085,0.1,0.076917431,0.103589128,0.12,0.12,0.09,0.12,0.12,0.12,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Domestic,Other,Private,H-B,Henan,Henan,Yifeng Gongyi (Yulian Xinya),0.0,0.0,0.05,0.07,0.115376147,0.119525917,0.114957055,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Domestic,Other,Private,H-B,Henan,Henan,Zhongchao,0.0,0.04204,0.045,0.05,0.023075229,0.023905183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Domestic,Other,Private,H-B,Other,Hubei,Jialu Xianfeng,0.0,0.0,0.0,0.05,0.03,0.036,0.096,0.06,0.0,0.108,0.108,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Domestic,Other,Private,H-B,Other,Hubei,Jinshi,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Domestic,Other,Private,H-B,Other,Hunan,Huixiang,0.0,0.0,0.0,0.04,0.05,0.06,0.08,0.0,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Domestic,Other,Private,H-B,Shanxi,Shanxi,Gangyuan Jiaohua,0.0,0.0,0.0,0.0,0.0,0.031190037,0.033888451,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Domestic,Other,Private,H-B,Shanxi,Shanxi,Huaqing,0.0,0.0,0.0,0.0,0.03,0.044557196,0.048412073,0.08,0.08,0.08,0.08,0.08,0.04,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
37,Domestic,Other,Private,H-B,Shanxi,Shanxi,Qiangjin Aluminium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
38,Domestic,Other,Private,H-B,Shanxi,Shanxi,Taixing,0.0,0.0,0.0,0.0,0.02,0.044557196,0.048412073,0.05,0.05,0.05,0.05,0.08,0.1,0.25,0.35,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Domestic,Other,Private,H-B,Shanxi,Shanxi,Tiantong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Domestic,Other,Private,H-B,Shanxi,Shanxi,Wusheng,0.0,0.0,0.1,0.15,0.04,0.1,0.14523622,0.24,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Domestic,Other,Senze,H-B & Sinter (1.2:0.1),Shanxi,Shanxi,Senze,0.0,0.0,0.0,0.0,0.02,0.06,0.2,0.3,0.6,0.6825,0.6825,0.6825,0.8,1.25,1.2,1.2,1.11,1.2,1.2,1.0,1.0,1.0,0.8,0.8,0.8,0.8,0.8
42,Domestic,Other,Shanghai Huafei Investment Co.Ltd,H-B,Guizhou,Guizhou,Huafei,0.0,0.0,0.0,0.1,0.0,0.04,0.027417219,0.04,0.03,0.12,0.16,0.16,0.16,0.15,0.04,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
43,Domestic,Other,Tianyuan Chemical,H-B,Shanxi,Shanxi,Dongxu Tianyuan,0.0,0.03,0.07,0.072,0.02,0.1,0.121030184,0.32,0.16,0.3,0.3,0.28,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Domestic,Other,Wanji Holdings,H-B,Henan,Henan,Wanji,0.0,0.0,0.25,0.5,0.61533945,0.637471555,0.613104294,0.72,0.72,1.0,1.2,1.05,1.3,1.0,0.58,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Domestic,Other,"Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation","H-B, Sweetening",Henan,Henan,Zhongmei,0.0,0.0,0.2,0.3,0.307669725,0.318735777,0.383190184,0.4,0.4,0.4,0.4,0.4,0.45,0.25,0.3,0.2,0.2,0.2,0.2,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.0
46,Domestic,Other,Zengshi,H-B,Guangxi,Guangxi,Tiangui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.7,0.8,1.52,1.6,1.6,1.6,1.6,1.6,1.6,1.6
47,Domestic,Other,Zengshi Group,H-B,Guizhou,Guizhou,Xian,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2
48,Domestic,Qiya,Qiya,H-B,Guizhou,Guizhou,Qizheng Chemical,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.45,0.75,0.5,0.6,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9
49,Domestic,SPIC,SPIC,H-B,Guizhou,Guizhou,SPIC - Wuchuan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
50,Domestic,SPIC,SPIC,H-B,Other,Chongqing,Tuoyuan,0.07,0.08,0.121,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Domestic,SPIC,SPIC,H-B & Sinter,Shanxi,Shanxi,SPIC Shanxi,0.0,0.351405,0.8,0.7,0.7655,1.5,1.7,1.7,1.7,1.7,2.8,2.7,2.75,2.8,1.8,1.3,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
52,Domestic,Shenhuo,Shenhuo,Sintering,Henan,Henan,Shenhuo,0.0,0.0,0.0,0.05,0.076917431,0.079683944,0.076638037,0.05,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Domestic,Shenhuo,"Shenhuo, Huiyuan","H-B, ODT",Henan,Henan,Huiyuan Lushan,0.175,0.313262,0.35,0.35,0.307669725,0.637471555,0.613104294,0.64,0.72,0.72,0.72,0.5,0.68,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Domestic,Xinfa,Xinfa,H-B,Guangxi,Guangxi,Xinfa Jingxi,0.0,0.0,0.0,0.64,0.933539394,1.8,1.8,2.04,2.04,2.16,2.18,1.8,2.4,2.2,2.352,2.3,2.5,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
55,Domestic,Xinfa,Xinfa,H-B,Shanxi,Shanxi,Xinfa - Jiaokou,0.0,0.0,0.0,0.2,0.02,0.0,0.580944882,0.72,1.8,1.8,1.8,2.4,2.8,2.5,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.85,1.55,1.6,1.6,1.6,1.6
56,Domestic,Xinfa,Xinfa,H-B,Shanxi,Shanxi,Xinfa - Xiaoyi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1.6,1.8,2.1,2.1,3.03,2.65,2.8,2.8,2.8,2.8,2.8,2.4,2.4,2.4,2.4,2.4,2.4
57,Domestic,Xinfa,"Xinfa, Yangquan Coal",H-B (Lime),Shanxi,Shanxi,Yangquan Zhaofeng,0.0,0.0,0.004,0.3,0.16,0.178228782,0.193648294,0.385,0.66,0.7,0.7,0.7,0.8,0.8,0.4,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
58,Fly ash,Other,Private,fly ash,Other,Inner Mongolia,Datang Tuoketuo Fly Ash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Fly ash,Other,Private,fly ash,Other,Inner Mongolia,Mengxi Fly Ash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Imported,Chalco,Chalco,H-B,Shanxi,Shanxi,Chalco Xinghua import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.75,0.8,0.8,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6
61,Imported,Chalco,Chalco,L-B,Guangxi,Guangxi,Huasheng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0
62,Imported,Chalco,Chalco,L-B,Henan,Henan,Chalco Zhengzhou import,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
63,Imported,Chalco,Chalco,L-B,Henan,Henan,Chalco Zhongzhou LT Amt,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.15,0.2,0.2,0.0,0.0,0.2,1.5,1.93,1.8,1.8,1.5,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
64,Imported,Chalco,Chalco,L-B,Other,Jiangsu,Chalco Lianyungang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.9,2.0,2.0,2.0,2.0
65,Imported,Chalco,Chalco,L-B,Other,Shandong,Chalco Shandong L-B,0.9,1.15,1.15,1.15,1.15,1.25,1.25,1.35,1.2,1.5,1.5,1.5,1.5,1.5,2.15,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
66,Imported,Chalco,Chalco,L-B,Other,Shandong,Chalco Shandong sinter import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
67,Imported,Chalco,Chalco,L-B,Shanxi,Shanxi,Chalco Shanxi import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,Imported,East Hope,East Hope,L-B,Henan,Henan,East Hope Mianchi Added LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Imported,East Hope,East Hope,L-B,Shanxi,Shanxi,East Hope Lingshi Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.5,1.5,1.5,1.5,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,Imported,Jinjiang,Jinjiang,L-B,Henan,Henan,Kaiman Import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
71,Imported,Jinjiang,Jinjiang,L-B,Other,Jiangsu,Jinjiang Lianyungang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.0,1.0,1.7,2.0,2.0
72,Imported,Jinjiang,Jinjiang,L-B,Shanxi,Shanxi,Xingan Chemical import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4
73,Imported,Jinjiang,Lubei Group,L-B,Other,Shandong,Lubei,0.0,0.0,0.2,0.2,0.2,0.7,0.7,0.5,0.25,0.25,0.25,0.5,0.9,0.9,0.92,0.9,0.9,1.4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
74,Imported,Nanshan,Nanshan Group,H-B,Other,Shandong,Nanshan Donghai H-B,0.0,0.0,0.0,0.0,0.0,0.38,0.8,0.95,0.95,0.95,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
75,Imported,Nanshan,Nanshan Group,L-B,Other,Shandong,Nanshan Donghai L-B,0.0,0.14,0.25,0.22,0.25,0.39,0.4,0.6,0.66,0.67,0.67,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
76,Imported,Other,BXG,L-B,Other,Inner Mongolia,Xinwang L-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
77,Imported,Other,Bosai,L-B,Other,Chongqing,Bosai Wanzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.2,1.2,1.5,2.1,2.3,2.4,2.4,2.4
78,Imported,Other,Bosai,L-B,Other,Chongqing,Bosai Xianfeng import,0.0,0.0,0.0,0.0,0.0,0.015,0.1,0.2,0.2,0.2,0.375,0.375,0.23,0.21,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
79,Imported,Other,Chuangxin Group,L-B,Other,Shandong,Bochuang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.5,0.45,0.1,0.0,0.39,0.5,0.8,0.8,1.2,1.2,1.2,1.2,1.2,1.4,1.4,1.4,1.4
80,Imported,Other,Jinguotou,H-B,Other,Inner Mongolia,Qihui H-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,1.0,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
81,Imported,Other,Jinguotou,L-B,Other,Inner Mongolia,Qihui L-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.3,1.3,1.3,1.3
82,Imported,Other,Private,L-B,Other,Inner Mongolia,Mengxi import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.19,0.18,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Imported,Other,Private,L-B,Other,Shandong,Nanhan,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Imported,Other,Tianyuan Chemical,L-B,Shanxi,Shanxi,Dongxu Tianyuan import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
85,Imported,Other,Wanji Holdings,L-B,Henan,Henan,Wanji import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86,Imported,Qiya,Qiya,L-B,Guizhou,Guizhou,Qizheng Chemical Added LT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
87,Imported,SPIC,SPIC,L-B,Shanxi,Shanxi,SPIC Shanxi import,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,1.5,1.9,1.9,1.9,1.9,1.9,1.5,1.5,1.5,1.5,1.5,1.5
88,Imported,Weiqiao,Weiqiao,H-B,Other,Shandong,Weiqiao - Binzhou H-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
89,Imported,Weiqiao,Weiqiao,H-B,Other,Shandong,Weiqiao-Wudi-Zhanhua H-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.8,3.0,2.0,2.8,2.0,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
