Name,tonnes,3rd Party Market,Integrated,Forward sold or HT 3rd Party Market
Chalco Boffa,34.8,0,33.968623068396376,0
Alufer (Bel Air),9.269999999999996,36.97011457219071,0,0
Weipa,17.200000000000006,34.38857593864615,0,0
Gove,7.599999999999999,22.236105355877047,0,0
AMR,0.0,46.637114431291636,0,0
Gujarat & Maharashtra,0.0,48.0996677040446,0,0
West Kalimantan,0.0,33.641982722257545,0,0
Henan-Chine,10.000000000000009,38.25276833282618,0,0
Kuantan & Johor,0.0,50.849593137733905,0,0
Aurum Xinfa-Fiji,0.0,0,41.95350503040033,0
Dom. Rep.,0.0,57.07851353153925,0,0
Discovery Bay,0.0,47.60462220303252,0,0
Awaso,0.3000000000000066,0,43.367751818886774,0
CBG,10.499999999999996,32.93460430891704,0,0
AMC,10.0,36.7534949469927,0,0
GAC,3.0,31.49588448144073,0,0
Solomon Islands,1.5999999999999972,31.62101829335091,0,0
Metallica,0.0,53.32773748816189,0,0
Aurukun,0.0,47.358852080264924,0,0
Metro LT,0.0,32.52578882808156,0,0
MRN,0.0,44.08567619046628,0,0
Juruti,1.8000000000000016,39.427046598967216,0,0
Mirai,0.0,66.93468421715511,0,0
Metro BH1,0.0,33.347435672089965,0,0
Amrun,0.0,38.290991357783156,0,0
Rondon do Para,0.0,75.0504918539192,0,0
Huntly,7.000000000000003,35.168397280128985,0,0
Vietnam,1.000000000000001,22.13889852754951,0,0
SMB Malapouya-Boké,0.0,42.825143074648864,0,0
Rundi,0.0,46.42604633754777,0,0
Metro Blend,5.3999999999999915,39.303897919545996,0,0
Dabiss N,0.0,48.28776344457445,0,0
Amrun,10.879999999999995,38.290991357783156,0,0
Metro BH1 Xinfa,0.0,0,0,33.347435672089965
Dian Dian,3.0000000000000027,28.303795342052542,0,0
Dynamic,9.000000000000009,36.595979934855855,0,0
Other,0.500000000000001,41.90138234933082,0,0
GDM,2.0000000000000075,42.75932868077653,0,0
Ashapura Guinea,0.0,50.044925750793716,0,0
SMB Kaboye,0.0,47.63921576140583,0,0
SMB Dabiss S,0.0,48.95033472381446,0,0
Weiqiao Self Supply,0.0,0.0,0,0
AGB2A,9.000000000000018,39.924698279348576,0,0
Mokanji,0.0,55.66335121040056,0,0
SMB Santou-Houda,1.2040864726907257,41.29091559266018,0,0
SPIC,7.500000000000003,0,48.497060315865106,0
Henan-Chine,0.0,0,38.25276833282618,0
SMB Malapouya-Boké,0.0,0,42.825143074648864,0
AMR,0.0,0,46.637114431291636,0
GDM,0.0,0,42.75932868077653,0
Ashapura Guinea,0.0,0,50.044925750793716,0
SMB Kaboye,0.0,0,47.63921576140583,0
SMB Dabiss S,0.0,0,48.95033472381446,0
SMB Santou-Houda,34.552565541142684,0,41.29091559266018,0
