,,Bx origin Prov,Bx Origin Cty,Refiney No.,Refiney Name,Refiney Prov,Allocation,Self Supply,Factored up allocation
,112,Liaoning,0,21,Kaisheng,Guizhou,0,0,0
,113,Shandong,Tai'an,21,Kaisheng,Guizhou,0,0,0
,114,Shandong,Zhangqiu,21,Kaisheng,Guizhou,0,0,0
,115,Shandong,Zouwu,21,Kaisheng,Guizhou,0,0,0
,116,Shandong,Zibo,21,Kaisheng,Guizhou,0,0,0
,117,Shandong,0,21,Kaisheng,Guizhou,0,0,0
,118,Shaanxi,Chencheng,21,Kaisheng,Guizhou,0,0,0
,119,Shaanxi,Pucheng,21,Kaisheng,Guizhou,0,0,0
,120,Shaanxi,Fugu,21,Kaisheng,Guizhou,0,0,0
,121,Shaanxi,Hancheng,21,Kaisheng,Guizhou,0,0,0
,122,Shaanxi,Tongchuan,21,Kaisheng,Guizhou,0,0,0
,123,Shaanxi,Xixiang,21,Kaisheng,Guizhou,0,0,0
,124,Shaanxi,Zhenba,21,Kaisheng,Guizhou,0,0,0
,125,Shaanxi,0,21,Kaisheng,Guizhou,0,0,0
,126,Shanxi,Baode,21,Kaisheng,Guizhou,0,0,0
,127,Shanxi,Fangshan,21,Kaisheng,Guizhou,0,0,0
,128,Shanxi,Fenxi,21,Kaisheng,Guizhou,0,0,0
,129,Shanxi,Fenyang,21,Kaisheng,Guizhou,0,0,0
,130,Shanxi,Gujiao,21,Kaisheng,Guizhou,0,0,0
,131,Shanxi,Gu,21,Kaisheng,Guizhou,0,0,0
,132,Shanxi,Hequ,21,Kaisheng,Guizhou,0,0,0
,133,Shanxi,Heshun,21,Kaisheng,Guizhou,0,0,0
,134,Shanxi,Huairen,21,Kaisheng,Guizhou,0,0,0
,135,Shanxi,Huozhou,21,Kaisheng,Guizhou,0,0,0
,136,Shanxi,Jiaokou,21,Kaisheng,Guizhou,0,0,0
,137,Shanxi,Jiexiu,21,Kaisheng,Guizhou,0,0,0
,138,Shanxi,Jingle,21,Kaisheng,Guizhou,0,0,0
,139,Shanxi,Jincheng,21,Kaisheng,Guizhou,0,0,0
,140,Shanxi,Lin,21,Kaisheng,Guizhou,0,0,0
,141,Shanxi,Lingshi,21,Kaisheng,Guizhou,0,0,0
,142,Shanxi,Liulin,21,Kaisheng,Guizhou,0,0,0
,143,Shanxi,Lvliang,21,Kaisheng,Guizhou,0,0,0
,144,Shanxi,Loufan,21,Kaisheng,Guizhou,0,0,0
,145,Shanxi,Yingze,21,Kaisheng,Guizhou,0,0,0
,146,Shanxi,Yu,21,Kaisheng,Guizhou,0,0,0
,147,Shanxi,Ningwu,21,Kaisheng,Guizhou,0,0,0
,148,Shanxi,Pinglu,21,Kaisheng,Guizhou,0,0,0
,149,Shanxi,Qinyuan,21,Kaisheng,Guizhou,0,0,0
,150,Shanxi,Shenchi,21,Kaisheng,Guizhou,0,0,0
,151,Shanxi,Shuozhou,21,Kaisheng,Guizhou,0,0,0
,152,Shanxi,Wutai,21,Kaisheng,Guizhou,0,0,0
,153,Shanxi,Wuxiang,21,Kaisheng,Guizhou,0,0,0
,154,Shanxi,Xia,21,Kaisheng,Guizhou,0,0,0
,155,Shanxi,Xiangyuan,21,Kaisheng,Guizhou,0,0,0
,156,Shanxi,Xiaoyi,21,Kaisheng,Guizhou,0,0,0
,157,Shanxi,Xing,21,Kaisheng,Guizhou,0,0,0
,158,Shanxi,Xiyang,21,Kaisheng,Guizhou,0,0,0
,159,Shanxi,Yuanping,21,Kaisheng,Guizhou,0,0,0
,160,Shanxi,Yangquan,21,Kaisheng,Guizhou,0,0,0
,161,Shanxi,Yuanqu,21,Kaisheng,Guizhou,0,0,0
,162,Shanxi,Zhongyang,21,Kaisheng,Guizhou,0,0,0
,163,Shanxi,Zuoquan,21,Kaisheng,Guizhou,0,0,0
,164,Shanxi,0,21,Kaisheng,Guizhou,0,0,0
,165,Sichuan,Guangyuan,21,Kaisheng,Guizhou,0,0,0
,166,Sichuan,Lushan,21,Kaisheng,Guizhou,0,0,0
,167,Sichuan,Miyi,21,Kaisheng,Guizhou,0,0,0
,168,Sichuan,Tianquan,21,Kaisheng,Guizhou,0,0,0
,169,Sichuan,0,21,Kaisheng,Guizhou,0,0,0
,170,Xinjiang,0,21,Kaisheng,Guizhou,0,0,0
,171,Yunnan,Annin,21,Kaisheng,Guizhou,0,0,0
,172,Yunnan,Chengong,21,Kaisheng,Guizhou,0,0,0
,173,Yunnan,Fumin,21,Kaisheng,Guizhou,0,0,0
,174,Yunnan,Guangnan,21,Kaisheng,Guizhou,0,0,0
,175,Yunnan,Gudu,21,Kaisheng,Guizhou,0,0,0
,176,Yunnan,Heqing,21,Kaisheng,Guizhou,0,0,0
,177,Yunnan,Hongta,21,Kaisheng,Guizhou,0,0,0
,178,Yunnan,Jinnin,21,Kaisheng,Guizhou,0,0,0
,179,Yunnan,Ludian,21,Kaisheng,Guizhou,0,0,0
,180,Yunnan,Malipo,21,Kaisheng,Guizhou,0,0,0
,181,Yunnan,Songming,21,Kaisheng,Guizhou,0,0,0
,182,Yunnan,Wenshan,21,Kaisheng,Guizhou,0,0,0
,183,Yunnan,Xichou,21,Kaisheng,Guizhou,0,0,0
,184,Yunnan,Xishan,21,Kaisheng,Guizhou,0,0,0
,185,Yunnan,Yanshan,21,Kaisheng,Guizhou,0,0,0
24,186,0,0,0,0,0,0,0,0
25,26,Beijing,0,22,Huajin,Guizhou,0,0,0
,27,Chongqing,Fengdu,22,Huajin,Guizhou,0,0,0
,28,Chongqing,Nanchuan,22,Huajin,Guizhou,0,0,0
,29,Chongqing,Qinjiang,22,Huajin,Guizhou,0,0,0
,30,Chongqing,Wulong,22,Huajin,Guizhou,0,0,0
,31,Chongqing,0,22,Huajin,Guizhou,0,0,0
,32,Fujian,0,22,Huajin,Guizhou,0,0,0
,33,Guangdong,0,22,Huajin,Guizhou,0,0,0
,34,Guangxi,Binyang,22,Huajin,Guizhou,0,0,0
,35,Guangxi,Chongzuo,22,Huajin,Guizhou,0,0,0
,36,Guangxi,Debao,22,Huajin,Guizhou,0,0,0
,37,Guangxi,Donglan,22,Huajin,Guizhou,0,0,0
,38,Guangxi,Guigang,22,Huajin,Guizhou,0,0,0
,39,Guangxi,Heng,22,Huajin,Guizhou,0,0,0
,40,Guangxi,Jingxi,22,Huajin,Guizhou,0,0,0
,41,Guangxi,Laibin,22,Huajin,Guizhou,0,0,0
,42,Guangxi,Lingyun,22,Huajin,Guizhou,0,0,0
,43,Guangxi,Long'an,22,Huajin,Guizhou,0,0,0
,44,Guangxi,Longzhou,22,Huajin,Guizhou,0,0,0
,45,Guangxi,Mashan,22,Huajin,Guizhou,0,0,0
,46,Guangxi,Napo,22,Huajin,Guizhou,0,0,0
,47,Guangxi,Ningming,22,Huajin,Guizhou,0,0,0
,48,Guangxi,Pingguo,22,Huajin,Guizhou,0,0,0
,49,Guangxi,Pingxiang,22,Huajin,Guizhou,0,0,0
,50,Guangxi,Shanglin,22,Huajin,Guizhou,0,0,0
,51,Guangxi,Tiandong,22,Huajin,Guizhou,0,0,0
,52,Guangxi,Tianyang,22,Huajin,Guizhou,0,0,0
,53,Guangxi,Tian'e,22,Huajin,Guizhou,0,0,0
,54,Guangxi,Tianlin,22,Huajin,Guizhou,0,0,0
,55,Guangxi,Yizhou,22,Huajin,Guizhou,0,0,0
,56,Guangxi,Yongning,22,Huajin,Guizhou,0,0,0
,57,Guangxi,0,22,Huajin,Guizhou,0,0,0
,58,Guizhou,Daozhen,22,Huajin,Guizhou,0,0,0
,59,Guizhou,Fuquan,22,Huajin,Guizhou,0,0,0
,60,Guizhou,Guiyang,22,Huajin,Guizhou,3497.97855,1,0
,61,Guizhou,Huangping,22,Huajin,Guizhou,0,0,0
,62,Guizhou,Kaili,22,Huajin,Guizhou,0,0,0
,63,Guizhou,Kaiyang,22,Huajin,Guizhou,0,0,0
,64,Guizhou,Jinsha,22,Huajin,Guizhou,341.1456429,1,0
,65,Guizhou,Longli,22,Huajin,Guizhou,40.87992857,0,0
,66,Guizhou,Qingzhen,22,Huajin,Guizhou,54031.08031,1,0
,67,Guizhou,Tongzi,22,Huajin,Guizhou,0,0,0
,68,Guizhou,Weng'an,22,Huajin,Guizhou,0,0,0
,69,Guizhou,Wuchuan,22,Huajin,Guizhou,0,0,0
,70,Guizhou,Xifeng,22,Huajin,Guizhou,0,0,0
,71,Guizhou,Xiuwen,22,Huajin,Guizhou,11224.55612,0.5,0
,72,Guizhou,Zheng'an,22,Huajin,Guizhou,0,0,0
,73,Guizhou,Zhijin,22,Huajin,Guizhou,1438.666489,0,0
,74,Guizhou,Zunyi,22,Huajin,Guizhou,0,0,0
,75,Guizhou,0,22,Huajin,Guizhou,0,0,0
,76,Hainan,Wenchang,22,Huajin,Guizhou,0,0,0
,77,Hainan,0,22,Huajin,Guizhou,0,0,0
,78,Hebei,Fengfeng,22,Huajin,Guizhou,0,0,0
,79,Hebei,Jingxing,22,Huajin,Guizhou,0,0,0
,80,Hebei,Tangshan,22,Huajin,Guizhou,0,0,0
,81,Hebei,Wu'an,22,Huajin,Guizhou,0,0,0
,82,Hebei,0,22,Huajin,Guizhou,0,0,0
,83,Henan,Baofeng,22,Huajin,Guizhou,0,0,0
,84,Henan,Dengfeng,22,Huajin,Guizhou,0,0,0
,85,Henan,Gongyi,22,Huajin,Guizhou,0,0,0
,86,Henan,Hubin,22,Huajin,Guizhou,0,0,0
,87,Henan,Jiaxian,22,Huajin,Guizhou,0,0,0
,88,Henan,Jiyuan,22,Huajin,Guizhou,0,0,0
,89,Henan,Lushan,22,Huajin,Guizhou,0,0,0
,90,Henan,Mianchi,22,Huajin,Guizhou,0,0,0
,91,Henan,Pingdingshan,22,Huajin,Guizhou,0,0,0
,92,Henan,Qinyang,22,Huajin,Guizhou,0,0,0
,93,Henan,Ruyang,22,Huajin,Guizhou,0,0,0
,94,Henan,Ruzhou,22,Huajin,Guizhou,0,0,0
,95,Henan,Sanmenxia,22,Huajin,Guizhou,0,0,0
,96,Henan,Shaan,22,Huajin,Guizhou,0,0,0
,97,Henan,Xin'an,22,Huajin,Guizhou,0,0,0
,98,Henan,Xingyang,22,Huajin,Guizhou,0,0,0
,99,Henan,Xinmi,22,Huajin,Guizhou,0,0,0
,100,Henan,Yanshi,22,Huajin,Guizhou,0,0,0
,101,Henan,Yichuan,22,Huajin,Guizhou,0,0,0
,102,Henan,Yiyang,22,Huajin,Guizhou,0,0,0
,103,Henan,Yuzhou,22,Huajin,Guizhou,0,0,0
,104,Henan,0,22,Huajin,Guizhou,0,0,0
,105,Hubei,Yicheng,22,Huajin,Guizhou,0,0,0
,106,Hubei,0,22,Huajin,Guizhou,0,0,0
,107,Hunan,Chenxi,22,Huajin,Guizhou,0,0,0
,108,Hunan,0,22,Huajin,Guizhou,0,0,0
,109,Inner Mongolia,Qingshuihe,22,Huajin,Guizhou,0,0,0
,110,Inner Mongolia,0,22,Huajin,Guizhou,0,0,0
,111,Jiangxi,0,22,Huajin,Guizhou,0,0,0
,112,Liaoning,0,22,Huajin,Guizhou,0,0,0
,113,Shandong,Tai'an,22,Huajin,Guizhou,0,0,0
,114,Shandong,Zhangqiu,22,Huajin,Guizhou,0,0,0
,115,Shandong,Zouwu,22,Huajin,Guizhou,0,0,0
,116,Shandong,Zibo,22,Huajin,Guizhou,0,0,0
,117,Shandong,0,22,Huajin,Guizhou,0,0,0
,118,Shaanxi,Chencheng,22,Huajin,Guizhou,0,0,0
,119,Shaanxi,Pucheng,22,Huajin,Guizhou,0,0,0
,120,Shaanxi,Fugu,22,Huajin,Guizhou,0,0,0
,121,Shaanxi,Hancheng,22,Huajin,Guizhou,0,0,0
,122,Shaanxi,Tongchuan,22,Huajin,Guizhou,0,0,0
,123,Shaanxi,Xixiang,22,Huajin,Guizhou,0,0,0
,124,Shaanxi,Zhenba,22,Huajin,Guizhou,0,0,0
,125,Shaanxi,0,22,Huajin,Guizhou,0,0,0
,126,Shanxi,Baode,22,Huajin,Guizhou,0,0,0
,127,Shanxi,Fangshan,22,Huajin,Guizhou,0,0,0
,128,Shanxi,Fenxi,22,Huajin,Guizhou,0,0,0
,129,Shanxi,Fenyang,22,Huajin,Guizhou,0,0,0
,130,Shanxi,Gujiao,22,Huajin,Guizhou,0,0,0
,131,Shanxi,Gu,22,Huajin,Guizhou,0,0,0
,132,Shanxi,Hequ,22,Huajin,Guizhou,0,0,0
,133,Shanxi,Heshun,22,Huajin,Guizhou,0,0,0
,134,Shanxi,Huairen,22,Huajin,Guizhou,0,0,0
,135,Shanxi,Huozhou,22,Huajin,Guizhou,0,0,0
,136,Shanxi,Jiaokou,22,Huajin,Guizhou,0,0,0
,137,Shanxi,Jiexiu,22,Huajin,Guizhou,0,0,0
,138,Shanxi,Jingle,22,Huajin,Guizhou,0,0,0
,139,Shanxi,Jincheng,22,Huajin,Guizhou,0,0,0
,140,Shanxi,Lin,22,Huajin,Guizhou,0,0,0
,141,Shanxi,Lingshi,22,Huajin,Guizhou,0,0,0
,142,Shanxi,Liulin,22,Huajin,Guizhou,0,0,0
,143,Shanxi,Lvliang,22,Huajin,Guizhou,0,0,0
,144,Shanxi,Loufan,22,Huajin,Guizhou,0,0,0
,145,Shanxi,Yingze,22,Huajin,Guizhou,0,0,0
,146,Shanxi,Yu,22,Huajin,Guizhou,0,0,0
,147,Shanxi,Ningwu,22,Huajin,Guizhou,0,0,0
,148,Shanxi,Pinglu,22,Huajin,Guizhou,0,0,0
,149,Shanxi,Qinyuan,22,Huajin,Guizhou,0,0,0
,150,Shanxi,Shenchi,22,Huajin,Guizhou,0,0,0
,151,Shanxi,Shuozhou,22,Huajin,Guizhou,0,0,0
,152,Shanxi,Wutai,22,Huajin,Guizhou,0,0,0
,153,Shanxi,Wuxiang,22,Huajin,Guizhou,0,0,0
,154,Shanxi,Xia,22,Huajin,Guizhou,0,0,0
,155,Shanxi,Xiangyuan,22,Huajin,Guizhou,0,0,0
,156,Shanxi,Xiaoyi,22,Huajin,Guizhou,0,0,0
,157,Shanxi,Xing,22,Huajin,Guizhou,0,0,0
,158,Shanxi,Xiyang,22,Huajin,Guizhou,0,0,0
,159,Shanxi,Yuanping,22,Huajin,Guizhou,0,0,0
,160,Shanxi,Yangquan,22,Huajin,Guizhou,0,0,0
,161,Shanxi,Yuanqu,22,Huajin,Guizhou,0,0,0
,162,Shanxi,Zhongyang,22,Huajin,Guizhou,0,0,0
,163,Shanxi,Zuoquan,22,Huajin,Guizhou,0,0,0
,164,Shanxi,0,22,Huajin,Guizhou,0,0,0
,165,Sichuan,Guangyuan,22,Huajin,Guizhou,0,0,0
,166,Sichuan,Lushan,22,Huajin,Guizhou,0,0,0
,167,Sichuan,Miyi,22,Huajin,Guizhou,0,0,0
,168,Sichuan,Tianquan,22,Huajin,Guizhou,0,0,0
,169,Sichuan,0,22,Huajin,Guizhou,0,0,0
,170,Xinjiang,0,22,Huajin,Guizhou,0,0,0
,171,Yunnan,Annin,22,Huajin,Guizhou,0,0,0
,172,Yunnan,Chengong,22,Huajin,Guizhou,0,0,0
,173,Yunnan,Fumin,22,Huajin,Guizhou,0,0,0
,174,Yunnan,Guangnan,22,Huajin,Guizhou,0,0,0
,175,Yunnan,Gudu,22,Huajin,Guizhou,0,0,0
,176,Yunnan,Heqing,22,Huajin,Guizhou,0,0,0
,177,Yunnan,Hongta,22,Huajin,Guizhou,0,0,0
,178,Yunnan,Jinnin,22,Huajin,Guizhou,0,0,0
,179,Yunnan,Ludian,22,Huajin,Guizhou,0,0,0
,180,Yunnan,Malipo,22,Huajin,Guizhou,0,0,0
,181,Yunnan,Songming,22,Huajin,Guizhou,0,0,0
,182,Yunnan,Wenshan,22,Huajin,Guizhou,0,0,0
,183,Yunnan,Xichou,22,Huajin,Guizhou,0,0,0
,184,Yunnan,Xishan,22,Huajin,Guizhou,0,0,0
,185,Yunnan,Yanshan,22,Huajin,Guizhou,0,0,0
25,186,0,0,0,0,0,0,0,0
26,26,Beijing,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,27,Chongqing,Fengdu,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,28,Chongqing,Nanchuan,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,29,Chongqing,Qinjiang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,30,Chongqing,Wulong,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,31,Chongqing,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,32,Fujian,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,33,Guangdong,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,34,Guangxi,Binyang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,35,Guangxi,Chongzuo,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,36,Guangxi,Debao,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,37,Guangxi,Donglan,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,38,Guangxi,Guigang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,39,Guangxi,Heng,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,40,Guangxi,Jingxi,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,41,Guangxi,Laibin,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,42,Guangxi,Lingyun,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,43,Guangxi,Long'an,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,44,Guangxi,Longzhou,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,45,Guangxi,Mashan,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,46,Guangxi,Napo,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,47,Guangxi,Ningming,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,48,Guangxi,Pingguo,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,49,Guangxi,Pingxiang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,50,Guangxi,Shanglin,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,51,Guangxi,Tiandong,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,52,Guangxi,Tianyang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,53,Guangxi,Tian'e,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,54,Guangxi,Tianlin,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,55,Guangxi,Yizhou,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,56,Guangxi,Yongning,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,57,Guangxi,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,58,Guizhou,Daozhen,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,59,Guizhou,Fuquan,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,60,Guizhou,Guiyang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,61,Guizhou,Huangping,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,62,Guizhou,Kaili,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,63,Guizhou,Kaiyang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,64,Guizhou,Jinsha,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,65,Guizhou,Longli,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,66,Guizhou,Qingzhen,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,67,Guizhou,Tongzi,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,68,Guizhou,Weng'an,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,69,Guizhou,Wuchuan,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,70,Guizhou,Xifeng,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,71,Guizhou,Xiuwen,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,72,Guizhou,Zheng'an,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,73,Guizhou,Zhijin,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,74,Guizhou,Zunyi,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,75,Guizhou,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,76,Hainan,Wenchang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,77,Hainan,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,78,Hebei,Fengfeng,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,79,Hebei,Jingxing,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,80,Hebei,Tangshan,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,81,Hebei,Wu'an,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,82,Hebei,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,83,Henan,Baofeng,24.1,Chalco Zhengzhou domestic,Henan,2446.400412,0.5,0
,84,Henan,Dengfeng,24.1,Chalco Zhengzhou domestic,Henan,8469.21723,0.3,0
,85,Henan,Gongyi,24.1,Chalco Zhengzhou domestic,Henan,14549.30659,0.85,0
,86,Henan,Hubin,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,87,Henan,Jiaxian,24.1,Chalco Zhengzhou domestic,Henan,253.1047056,0.8,0
,88,Henan,Jiyuan,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,89,Henan,Lushan,24.1,Chalco Zhengzhou domestic,Henan,1827.195375,0.8,0
,90,Henan,Mianchi,24.1,Chalco Zhengzhou domestic,Henan,848.1423577,0.8,0
,91,Henan,Pingdingshan,24.1,Chalco Zhengzhou domestic,Henan,507.6367864,1,0
,92,Henan,Qinyang,24.1,Chalco Zhengzhou domestic,Henan,0,1,0
,93,Henan,Ruyang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,94,Henan,Ruzhou,24.1,Chalco Zhengzhou domestic,Henan,454.0220319,0.5,0
,95,Henan,Sanmenxia,24.1,Chalco Zhengzhou domestic,Henan,519.8880463,0.8,0
,96,Henan,Shaan,24.1,Chalco Zhengzhou domestic,Henan,1615.924908,0.8,0
,97,Henan,Xin'an,24.1,Chalco Zhengzhou domestic,Henan,4636.607327,0.85,0
,98,Henan,Xingyang,24.1,Chalco Zhengzhou domestic,Henan,4624.478557,1,0
,99,Henan,Xinmi,24.1,Chalco Zhengzhou domestic,Henan,10743.93332,0.8,0
,100,Henan,Yanshi,24.1,Chalco Zhengzhou domestic,Henan,24733.15477,0.8,0
,101,Henan,Yichuan,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,102,Henan,Yiyang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,103,Henan,Yuzhou,24.1,Chalco Zhengzhou domestic,Henan,2865.325976,0.8,0
,104,Henan,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,105,Hubei,Yicheng,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,106,Hubei,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,107,Hunan,Chenxi,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,108,Hunan,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,109,Inner Mongolia,Qingshuihe,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,110,Inner Mongolia,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,111,Jiangxi,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,112,Liaoning,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,113,Shandong,Tai'an,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,114,Shandong,Zhangqiu,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,115,Shandong,Zouwu,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,116,Shandong,Zibo,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,117,Shandong,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,118,Shaanxi,Chencheng,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,119,Shaanxi,Pucheng,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,120,Shaanxi,Fugu,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,121,Shaanxi,Hancheng,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,122,Shaanxi,Tongchuan,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,123,Shaanxi,Xixiang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,124,Shaanxi,Zhenba,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,125,Shaanxi,0,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,126,Shanxi,Baode,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,127,Shanxi,Fangshan,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,128,Shanxi,Fenxi,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,129,Shanxi,Fenyang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,130,Shanxi,Gujiao,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,131,Shanxi,Gu,24.1,Chalco Zhengzhou domestic,Henan,0,1,0
,132,Shanxi,Hequ,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,133,Shanxi,Heshun,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,134,Shanxi,Huairen,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,135,Shanxi,Huozhou,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,136,Shanxi,Jiaokou,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,137,Shanxi,Jiexiu,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,138,Shanxi,Jingle,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,139,Shanxi,Jincheng,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,140,Shanxi,Lin,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,141,Shanxi,Lingshi,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,142,Shanxi,Liulin,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,143,Shanxi,Lvliang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,144,Shanxi,Loufan,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,145,Shanxi,Yingze,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,146,Shanxi,Yu,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,147,Shanxi,Ningwu,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,148,Shanxi,Pinglu,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,149,Shanxi,Qinyuan,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,150,Shanxi,Shenchi,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,151,Shanxi,Shuozhou,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,152,Shanxi,Wutai,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,153,Shanxi,Wuxiang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,154,Shanxi,Xia,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,155,Shanxi,Xiangyuan,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,156,Shanxi,Xiaoyi,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,157,Shanxi,Xing,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,158,Shanxi,Xiyang,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,159,Shanxi,Yuanping,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,160,Shanxi,Yangquan,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
,161,Shanxi,Yuanqu,24.1,Chalco Zhengzhou domestic,Henan,0,0,0
