,,Bx origin Prov,Bx Origin Cty,Refiney No.,Refiney Name,Refiney Prov,Allocation,Self Supply,Factored up allocation
,122,Shaanxi,Tongchuan,32,Weilai,Henan,0,0,0
,123,Shaanxi,Xixiang,32,Weilai,Henan,0,0,0
,124,Shaanxi,Zhenba,32,Weilai,Henan,0,0,0
,125,Shaanxi,0,32,Weilai,Henan,0,0,0
,126,Shanxi,Baode,32,Weilai,Henan,0,0,0
,127,Shanxi,Fangshan,32,Weilai,Henan,0,0,0
,128,Shanxi,Fenxi,32,Weilai,Henan,0,0,0
,129,Shanxi,Fenyang,32,Weilai,Henan,0,0,0
,130,Shanxi,Gujiao,32,Weilai,Henan,0,0,0
,131,Shanxi,Gu,32,Weilai,Henan,0,0,0
,132,Shanxi,Hequ,32,Weilai,Henan,0,0,0
,133,Shanxi,Heshun,32,Weilai,Henan,0,0,0
,134,Shanxi,Huairen,32,Weilai,Henan,0,0,0
,135,Shanxi,Huozhou,32,Weilai,Henan,0,0,0
,136,Shanxi,Jiaokou,32,Weilai,Henan,1383.368197,0,0
,137,Shanxi,Jiexiu,32,Weilai,Henan,0,0,0
,138,Shanxi,Jingle,32,Weilai,Henan,0,0,0
,139,Shanxi,Jincheng,32,Weilai,Henan,1683.894822,0,0
,140,Shanxi,Lin,32,Weilai,Henan,0,0,0
,141,Shanxi,Lingshi,32,Weilai,Henan,0,0,0
,142,Shanxi,Liulin,32,Weilai,Henan,0,0,0
,143,Shanxi,Lvliang,32,Weilai,Henan,0,0,0
,144,Shanxi,Loufan,32,Weilai,Henan,0,0,0
,145,Shanxi,Yingze,32,Weilai,Henan,0,0,0
,146,Shanxi,Yu,32,Weilai,Henan,0,0,0
,147,Shanxi,Ningwu,32,Weilai,Henan,0,0,0
,148,Shanxi,Pinglu,32,Weilai,Henan,0,0,0
,149,Shanxi,Qinyuan,32,Weilai,Henan,0,0,0
,150,Shanxi,Shenchi,32,Weilai,Henan,0,0,0
,151,Shanxi,Shuozhou,32,Weilai,Henan,0,0,0
,152,Shanxi,Wutai,32,Weilai,Henan,0,0,0
,153,Shanxi,Wuxiang,32,Weilai,Henan,0,0,0
,154,Shanxi,Xia,32,Weilai,Henan,0,0,0
,155,Shanxi,Xiangyuan,32,Weilai,Henan,0,0,0
,156,Shanxi,Xiaoyi,32,Weilai,Henan,0,0,0
,157,Shanxi,Xing,32,Weilai,Henan,0,0,0
,158,Shanxi,Xiyang,32,Weilai,Henan,0,0,0
,159,Shanxi,Yuanping,32,Weilai,Henan,0,0,0
,160,Shanxi,Yangquan,32,Weilai,Henan,0,0,0
,161,Shanxi,Yuanqu,32,Weilai,Henan,0,0,0
,162,Shanxi,Zhongyang,32,Weilai,Henan,0,0,0
,163,Shanxi,Zuoquan,32,Weilai,Henan,0,0,0
,164,Shanxi,0,32,Weilai,Henan,0,0,0
,165,Sichuan,Guangyuan,32,Weilai,Henan,0,0,0
,166,Sichuan,Lushan,32,Weilai,Henan,0,0,0
,167,Sichuan,Miyi,32,Weilai,Henan,0,0,0
,168,Sichuan,Tianquan,32,Weilai,Henan,0,0,0
,169,Sichuan,0,32,Weilai,Henan,0,0,0
,170,Xinjiang,0,32,Weilai,Henan,0,0,0
,171,Yunnan,Annin,32,Weilai,Henan,0,0,0
,172,Yunnan,Chengong,32,Weilai,Henan,0,0,0
,173,Yunnan,Fumin,32,Weilai,Henan,0,0,0
,174,Yunnan,Guangnan,32,Weilai,Henan,0,0,0
,175,Yunnan,Gudu,32,Weilai,Henan,0,0,0
,176,Yunnan,Heqing,32,Weilai,Henan,0,0,0
,177,Yunnan,Hongta,32,Weilai,Henan,0,0,0
,178,Yunnan,Jinnin,32,Weilai,Henan,0,0,0
,179,Yunnan,Ludian,32,Weilai,Henan,0,0,0
,180,Yunnan,Malipo,32,Weilai,Henan,0,0,0
,181,Yunnan,Songming,32,Weilai,Henan,0,0,0
,182,Yunnan,Wenshan,32,Weilai,Henan,0,0,0
,183,Yunnan,Xichou,32,Weilai,Henan,0,0,0
,184,Yunnan,Xishan,32,Weilai,Henan,0,0,0
,185,Yunnan,Yanshan,32,Weilai,Henan,0,0,0
40,186,0,0,0,0,0,0,0,0
41,26,Beijing,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,27,Chongqing,Fengdu,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,28,Chongqing,Nanchuan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,29,Chongqing,Qinjiang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,30,Chongqing,Wulong,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,31,Chongqing,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,32,Fujian,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,33,Guangdong,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,34,Guangxi,Binyang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,35,Guangxi,Chongzuo,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,36,Guangxi,Debao,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,37,Guangxi,Donglan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,38,Guangxi,Guigang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,39,Guangxi,Heng,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,40,Guangxi,Jingxi,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,41,Guangxi,Laibin,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,42,Guangxi,Lingyun,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,43,Guangxi,Long'an,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,44,Guangxi,Longzhou,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,45,Guangxi,Mashan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,46,Guangxi,Napo,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,47,Guangxi,Ningming,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,48,Guangxi,Pingguo,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,49,Guangxi,Pingxiang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,50,Guangxi,Shanglin,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,51,Guangxi,Tiandong,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,52,Guangxi,Tianyang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,53,Guangxi,Tian'e,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,54,Guangxi,Tianlin,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,55,Guangxi,Yizhou,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,56,Guangxi,Yongning,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,57,Guangxi,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,58,Guizhou,Daozhen,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,59,Guizhou,Fuquan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,60,Guizhou,Guiyang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,61,Guizhou,Huangping,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,62,Guizhou,Kaili,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,63,Guizhou,Kaiyang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,64,Guizhou,Jinsha,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,65,Guizhou,Longli,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,66,Guizhou,Qingzhen,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,67,Guizhou,Tongzi,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,68,Guizhou,Weng'an,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,69,Guizhou,Wuchuan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,70,Guizhou,Xifeng,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,71,Guizhou,Xiuwen,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,72,Guizhou,Zheng'an,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,73,Guizhou,Zhijin,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,74,Guizhou,Zunyi,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,75,Guizhou,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,76,Hainan,Wenchang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,77,Hainan,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,78,Hebei,Fengfeng,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,79,Hebei,Jingxing,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,80,Hebei,Tangshan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,81,Hebei,Wu'an,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,82,Hebei,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,83,Henan,Baofeng,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,84,Henan,Dengfeng,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,85,Henan,Gongyi,33,Yifeng Gongyi (Yulian Xinya),Henan,3264.273913,0,0
,86,Henan,Hubin,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,87,Henan,Jiaxian,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,88,Henan,Jiyuan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,89,Henan,Lushan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,90,Henan,Mianchi,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,91,Henan,Pingdingshan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,92,Henan,Qinyang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,93,Henan,Ruyang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,94,Henan,Ruzhou,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,95,Henan,Sanmenxia,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,96,Henan,Shaan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,97,Henan,Xin'an,33,Yifeng Gongyi (Yulian Xinya),Henan,4145.061927,0,0
,98,Henan,Xingyang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,99,Henan,Xinmi,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,100,Henan,Yanshi,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,101,Henan,Yichuan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,102,Henan,Yiyang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,103,Henan,Yuzhou,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,104,Henan,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,105,Hubei,Yicheng,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,106,Hubei,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,107,Hunan,Chenxi,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,108,Hunan,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,109,Inner Mongolia,Qingshuihe,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,110,Inner Mongolia,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,111,Jiangxi,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,112,Liaoning,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,113,Shandong,Tai'an,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,114,Shandong,Zhangqiu,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,115,Shandong,Zouwu,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,116,Shandong,Zibo,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,117,Shandong,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,118,Shaanxi,Chencheng,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,119,Shaanxi,Pucheng,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,120,Shaanxi,Fugu,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,121,Shaanxi,Hancheng,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,122,Shaanxi,Tongchuan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,123,Shaanxi,Xixiang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,124,Shaanxi,Zhenba,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,125,Shaanxi,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,126,Shanxi,Baode,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,127,Shanxi,Fangshan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,128,Shanxi,Fenxi,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,129,Shanxi,Fenyang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,130,Shanxi,Gujiao,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,131,Shanxi,Gu,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,132,Shanxi,Hequ,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,133,Shanxi,Heshun,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,134,Shanxi,Huairen,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,135,Shanxi,Huozhou,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,136,Shanxi,Jiaokou,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,137,Shanxi,Jiexiu,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,138,Shanxi,Jingle,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,139,Shanxi,Jincheng,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,140,Shanxi,Lin,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,141,Shanxi,Lingshi,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,142,Shanxi,Liulin,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,143,Shanxi,Lvliang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,144,Shanxi,Loufan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,145,Shanxi,Yingze,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,146,Shanxi,Yu,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,147,Shanxi,Ningwu,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,148,Shanxi,Pinglu,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,149,Shanxi,Qinyuan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,150,Shanxi,Shenchi,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,151,Shanxi,Shuozhou,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,152,Shanxi,Wutai,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,153,Shanxi,Wuxiang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,154,Shanxi,Xia,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,155,Shanxi,Xiangyuan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,156,Shanxi,Xiaoyi,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,157,Shanxi,Xing,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,158,Shanxi,Xiyang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,159,Shanxi,Yuanping,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,160,Shanxi,Yangquan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,161,Shanxi,Yuanqu,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,162,Shanxi,Zhongyang,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,163,Shanxi,Zuoquan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,164,Shanxi,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,165,Sichuan,Guangyuan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,166,Sichuan,Lushan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,167,Sichuan,Miyi,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,168,Sichuan,Tianquan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,169,Sichuan,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,170,Xinjiang,0,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,171,Yunnan,Annin,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,172,Yunnan,Chengong,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,173,Yunnan,Fumin,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,174,Yunnan,Guangnan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,175,Yunnan,Gudu,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,176,Yunnan,Heqing,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,177,Yunnan,Hongta,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,178,Yunnan,Jinnin,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,179,Yunnan,Ludian,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,180,Yunnan,Malipo,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,181,Yunnan,Songming,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,182,Yunnan,Wenshan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,183,Yunnan,Xichou,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,184,Yunnan,Xishan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
,185,Yunnan,Yanshan,33,Yifeng Gongyi (Yulian Xinya),Henan,0,0,0
41,186,0,0,0,0,0,0,0,0
42,26,Beijing,0,34,Yima Yixiang,Henan,0,0,0
,27,Chongqing,Fengdu,34,Yima Yixiang,Henan,0,0,0
,28,Chongqing,Nanchuan,34,Yima Yixiang,Henan,0,0,0
,29,Chongqing,Qinjiang,34,Yima Yixiang,Henan,0,0,0
,30,Chongqing,Wulong,34,Yima Yixiang,Henan,0,0,0
,31,Chongqing,0,34,Yima Yixiang,Henan,0,0,0
,32,Fujian,0,34,Yima Yixiang,Henan,0,0,0
,33,Guangdong,0,34,Yima Yixiang,Henan,0,0,0
,34,Guangxi,Binyang,34,Yima Yixiang,Henan,0,0,0
,35,Guangxi,Chongzuo,34,Yima Yixiang,Henan,0,0,0
,36,Guangxi,Debao,34,Yima Yixiang,Henan,0,0,0
,37,Guangxi,Donglan,34,Yima Yixiang,Henan,0,0,0
,38,Guangxi,Guigang,34,Yima Yixiang,Henan,0,0,0
,39,Guangxi,Heng,34,Yima Yixiang,Henan,0,0,0
,40,Guangxi,Jingxi,34,Yima Yixiang,Henan,0,0,0
,41,Guangxi,Laibin,34,Yima Yixiang,Henan,0,0,0
,42,Guangxi,Lingyun,34,Yima Yixiang,Henan,0,0,0
,43,Guangxi,Long'an,34,Yima Yixiang,Henan,0,0,0
,44,Guangxi,Longzhou,34,Yima Yixiang,Henan,0,0,0
,45,Guangxi,Mashan,34,Yima Yixiang,Henan,0,0,0
,46,Guangxi,Napo,34,Yima Yixiang,Henan,0,0,0
,47,Guangxi,Ningming,34,Yima Yixiang,Henan,0,0,0
,48,Guangxi,Pingguo,34,Yima Yixiang,Henan,0,0,0
,49,Guangxi,Pingxiang,34,Yima Yixiang,Henan,0,0,0
,50,Guangxi,Shanglin,34,Yima Yixiang,Henan,0,0,0
,51,Guangxi,Tiandong,34,Yima Yixiang,Henan,0,0,0
,52,Guangxi,Tianyang,34,Yima Yixiang,Henan,0,0,0
,53,Guangxi,Tian'e,34,Yima Yixiang,Henan,0,0,0
,54,Guangxi,Tianlin,34,Yima Yixiang,Henan,0,0,0
,55,Guangxi,Yizhou,34,Yima Yixiang,Henan,0,0,0
,56,Guangxi,Yongning,34,Yima Yixiang,Henan,0,0,0
,57,Guangxi,0,34,Yima Yixiang,Henan,0,0,0
,58,Guizhou,Daozhen,34,Yima Yixiang,Henan,0,0,0
,59,Guizhou,Fuquan,34,Yima Yixiang,Henan,0,0,0
,60,Guizhou,Guiyang,34,Yima Yixiang,Henan,0,0,0
,61,Guizhou,Huangping,34,Yima Yixiang,Henan,0,0,0
,62,Guizhou,Kaili,34,Yima Yixiang,Henan,0,0,0
,63,Guizhou,Kaiyang,34,Yima Yixiang,Henan,0,0,0
,64,Guizhou,Jinsha,34,Yima Yixiang,Henan,0,0,0
,65,Guizhou,Longli,34,Yima Yixiang,Henan,0,0,0
,66,Guizhou,Qingzhen,34,Yima Yixiang,Henan,0,0,0
,67,Guizhou,Tongzi,34,Yima Yixiang,Henan,0,0,0
,68,Guizhou,Weng'an,34,Yima Yixiang,Henan,0,0,0
,69,Guizhou,Wuchuan,34,Yima Yixiang,Henan,0,0,0
,70,Guizhou,Xifeng,34,Yima Yixiang,Henan,0,0,0
,71,Guizhou,Xiuwen,34,Yima Yixiang,Henan,0,0,0
,72,Guizhou,Zheng'an,34,Yima Yixiang,Henan,0,0,0
,73,Guizhou,Zhijin,34,Yima Yixiang,Henan,0,0,0
,74,Guizhou,Zunyi,34,Yima Yixiang,Henan,0,0,0
,75,Guizhou,0,34,Yima Yixiang,Henan,0,0,0
,76,Hainan,Wenchang,34,Yima Yixiang,Henan,0,0,0
,77,Hainan,0,34,Yima Yixiang,Henan,0,0,0
,78,Hebei,Fengfeng,34,Yima Yixiang,Henan,0,0,0
,79,Hebei,Jingxing,34,Yima Yixiang,Henan,0,0,0
,80,Hebei,Tangshan,34,Yima Yixiang,Henan,0,0,0
,81,Hebei,Wu'an,34,Yima Yixiang,Henan,0,0,0
,82,Hebei,0,34,Yima Yixiang,Henan,0,0,0
,83,Henan,Baofeng,34,Yima Yixiang,Henan,0,0,0
,84,Henan,Dengfeng,34,Yima Yixiang,Henan,0,0,0
,85,Henan,Gongyi,34,Yima Yixiang,Henan,0,0,0
,86,Henan,Hubin,34,Yima Yixiang,Henan,0,0,0
,87,Henan,Jiaxian,34,Yima Yixiang,Henan,0,0,0
,88,Henan,Jiyuan,34,Yima Yixiang,Henan,0,0,0
,89,Henan,Lushan,34,Yima Yixiang,Henan,0,0,0
,90,Henan,Mianchi,34,Yima Yixiang,Henan,10812.69533,0.85,0
,91,Henan,Pingdingshan,34,Yima Yixiang,Henan,0,0,0
,92,Henan,Qinyang,34,Yima Yixiang,Henan,0,0,0
,93,Henan,Ruyang,34,Yima Yixiang,Henan,0,0,0
,94,Henan,Ruzhou,34,Yima Yixiang,Henan,344.5346129,0,0
,95,Henan,Sanmenxia,34,Yima Yixiang,Henan,0,0,0
,96,Henan,Shaan,34,Yima Yixiang,Henan,0,0,0
,97,Henan,Xin'an,34,Yima Yixiang,Henan,0,0,0
,98,Henan,Xingyang,34,Yima Yixiang,Henan,0,0,0
,99,Henan,Xinmi,34,Yima Yixiang,Henan,1805.643612,0,0
,100,Henan,Yanshi,34,Yima Yixiang,Henan,0,0,0
,101,Henan,Yichuan,34,Yima Yixiang,Henan,0,0,0
,102,Henan,Yiyang,34,Yima Yixiang,Henan,0,0,0
,103,Henan,Yuzhou,34,Yima Yixiang,Henan,0,0,0
,104,Henan,0,34,Yima Yixiang,Henan,0,0,0
,105,Hubei,Yicheng,34,Yima Yixiang,Henan,0,0,0
,106,Hubei,0,34,Yima Yixiang,Henan,0,0,0
,107,Hunan,Chenxi,34,Yima Yixiang,Henan,0,0,0
,108,Hunan,0,34,Yima Yixiang,Henan,0,0,0
,109,Inner Mongolia,Qingshuihe,34,Yima Yixiang,Henan,0,0,0
,110,Inner Mongolia,0,34,Yima Yixiang,Henan,0,0,0
,111,Jiangxi,0,34,Yima Yixiang,Henan,0,0,0
,112,Liaoning,0,34,Yima Yixiang,Henan,0,0,0
,113,Shandong,Tai'an,34,Yima Yixiang,Henan,0,0,0
,114,Shandong,Zhangqiu,34,Yima Yixiang,Henan,0,0,0
,115,Shandong,Zouwu,34,Yima Yixiang,Henan,0,0,0
,116,Shandong,Zibo,34,Yima Yixiang,Henan,0,0,0
,117,Shandong,0,34,Yima Yixiang,Henan,0,0,0
,118,Shaanxi,Chencheng,34,Yima Yixiang,Henan,0,0,0
,119,Shaanxi,Pucheng,34,Yima Yixiang,Henan,0,0,0
,120,Shaanxi,Fugu,34,Yima Yixiang,Henan,0,0,0
,121,Shaanxi,Hancheng,34,Yima Yixiang,Henan,0,0,0
,122,Shaanxi,Tongchuan,34,Yima Yixiang,Henan,0,0,0
,123,Shaanxi,Xixiang,34,Yima Yixiang,Henan,0,0,0
,124,Shaanxi,Zhenba,34,Yima Yixiang,Henan,0,0,0
,125,Shaanxi,0,34,Yima Yixiang,Henan,0,0,0
,126,Shanxi,Baode,34,Yima Yixiang,Henan,0,0,0
,127,Shanxi,Fangshan,34,Yima Yixiang,Henan,0,0,0
,128,Shanxi,Fenxi,34,Yima Yixiang,Henan,0,0,0
,129,Shanxi,Fenyang,34,Yima Yixiang,Henan,0,0,0
,130,Shanxi,Gujiao,34,Yima Yixiang,Henan,0,0,0
,131,Shanxi,Gu,34,Yima Yixiang,Henan,0,0,0
,132,Shanxi,Hequ,34,Yima Yixiang,Henan,0,0,0
,133,Shanxi,Heshun,34,Yima Yixiang,Henan,0,0,0
,134,Shanxi,Huairen,34,Yima Yixiang,Henan,0,0,0
,135,Shanxi,Huozhou,34,Yima Yixiang,Henan,0,0,0
,136,Shanxi,Jiaokou,34,Yima Yixiang,Henan,0,0,0
,137,Shanxi,Jiexiu,34,Yima Yixiang,Henan,0,0,0
,138,Shanxi,Jingle,34,Yima Yixiang,Henan,0,0,0
,139,Shanxi,Jincheng,34,Yima Yixiang,Henan,0,0,0
,140,Shanxi,Lin,34,Yima Yixiang,Henan,0,0,0
,141,Shanxi,Lingshi,34,Yima Yixiang,Henan,0,0,0
,142,Shanxi,Liulin,34,Yima Yixiang,Henan,0,0,0
,143,Shanxi,Lvliang,34,Yima Yixiang,Henan,0,0,0
,144,Shanxi,Loufan,34,Yima Yixiang,Henan,0,0,0
,145,Shanxi,Yingze,34,Yima Yixiang,Henan,0,0,0
,146,Shanxi,Yu,34,Yima Yixiang,Henan,0,0,0
,147,Shanxi,Ningwu,34,Yima Yixiang,Henan,0,0,0
,148,Shanxi,Pinglu,34,Yima Yixiang,Henan,0,0,0
,149,Shanxi,Qinyuan,34,Yima Yixiang,Henan,0,0,0
,150,Shanxi,Shenchi,34,Yima Yixiang,Henan,0,0,0
,151,Shanxi,Shuozhou,34,Yima Yixiang,Henan,0,0,0
,152,Shanxi,Wutai,34,Yima Yixiang,Henan,0,0,0
