Date,COUNTRY,REGION,CUSTOMER,MONTH KEY,REGION KEY,CUSTOMER KEY,CIF PRICE,CFR PRICE,VIU CFR PRICE,IMPORT TONNAGE,CIF LANDED TON*PRICE,CFR LANDED TON*PRICE,VIU CFR TON*PRICE
2018-05-16 00:00:00,Australia,Weipa,Chalco,5 2018,AUS HT,Chalco,38.3,38.185443668993024,54.751498793124505,63362.0,2426764.5999999996,2419506.081754736,3469164.4665299547
2018-05-16 00:00:00,Australia,Weipa,Weiqiao,5 2018,AUS HT,Weiqiao,45.0,44.865403788634104,60.2314788553335,66372.0,2986740.0,2977806.580259223,3997683.714586195
2018-05-16 00:00:00,Australia,Weipa,Weiqiao,5 2018,AUS HT,Weiqiao,45.0,44.865403788634104,61.4204458580899,62156.0,2797020.0,2788654.0378863416,3817649.2327554356
2018-05-16 00:00:00,Guinea,SMB,Weiqiao,5 2018,SMB,Weiqiao,55.2,55.034895314057835,51.7834047596968,184047.0,10159394.4,10129007.377866402,9530580.295807917
2018-05-16 00:00:00,Guinea,SMB,Weiqiao,5 2018,SMB,Weiqiao,56.6,56.430707876370896,53.3469889448199,182858.0,10349762.8,10318806.380857429,9754923.704471877
2018-05-16 00:00:00,Indonesia,W-Kalimantan,Xinfa,5 2018,Indonesia,Xinfa,57.7,57.52741774675973,45.761850991524106,48668.0,2808143.6,2799744.3668993027,2227137.764055495
2018-05-17 00:00:00,Australia,Gove,Chalco,5 2018,AUS LT,Chalco,45.9,45.76271186440678,50.150569701962795,82023.0,3764855.6999999997,3753594.9152542376,4113500.1786640943
2018-05-17 00:00:00,Australia,Weipa,Weiqiao,5 2018,AUS HT,Weiqiao,45.0,44.865403788634104,55.46491194391189,60035.0,2701575.0,2693494.5164506487,3329835.9885527506
2018-05-17 00:00:00,Guinea,SMB,Weiqiao,5 2018,SMB,Weiqiao,56.5,56.33100697906282,53.2023432381258,184086.0,10400859.0,10369749.750747759,9793806.557333626
2018-05-18 00:00:00,Indonesia,W-Kalimantan,Chalco,5 2018,Indonesia,Chalco,47.0,46.85942173479562,37.2065993437581,47051.0,2211397.0,2204782.652043869,1750607.7057231623
2018-05-21 00:00:00,Australia,Weipa,Weiqiao,5 2018,AUS HT,Weiqiao,42.0,41.87437686939183,54.6986369966928,63932.0,2685144.0,2677112.6620139587,3496993.260472564
