regioncustomerkey,lookupkey,monthly average cfr price,import tonnage
Bauxite Hills-Xinfa,8 2018Bauxite Hills-Xinfa,57.365942212926655,122329.0
Gove-Chalco,8 2018Gove-Chalco,44.92537632430639,352895.0
Weipa-Weiqiao,8 2018Weipa-Weiqiao,42.70257912704152,748532.0
Weipa-Xinfa,8 2018Weipa-Xinfa,51.97580381030299,501484.0
Weipa-Xinfa,8 2018Weipa-Xinfa,51.97580381030299,501484.0
SMB-Weiqiao,8 2018SMB-Weiqiao,58.87112532473897,3259542.0
W-Kalimantan-Lubei,8 2018W-Kalimantan-Lubei,48.85336004391094,106415.0
Cam Pha-Xinfa,8 2018Cam Pha-Xinfa,46.566265780609285,101801.0
Weipa-Weiqiao,8 2018Weipa-Weiqiao,42.70257912704152,748532.0
SMB-Weiqiao,8 2018SMB-Weiqiao,58.87112532473897,3259542.0
Rennell Island-Traders,8 2018Rennell Island-Traders,49.25224327018944,59820.0
Weipa-Traders,8 2018Weipa-Traders,43.868394815553344,66465.0
Weipa-Xinfa,8 2018Weipa-Xinfa,51.97580381030299,501484.0
SMB-Weiqiao,8 2018SMB-Weiqiao,58.87112532473897,3259542.0
Gujarat-Xinfa,8 2018Gujarat-Xinfa,38.12954410276369,113997.0
Bauxite Hills-Traders,8 2018Bauxite Hills-Traders,36.88933200398804,54257.0
Kwinana-Xinfa,8 2018Kwinana-Xinfa,47.00787106875412,86310.0
SMB-Weiqiao,8 2018SMB-Weiqiao,58.87112532473897,3259542.0
Johor-Xinfa,8 2018Johor-Xinfa,51.0468594217348,59056.0
Cam Pha-Xinfa,8 2018Cam Pha-Xinfa,46.566265780609285,101801.0
Gove-Chalco,8 2018Gove-Chalco,44.92537632430639,352895.0
SMB-Weiqiao,8 2018SMB-Weiqiao,58.87112532473897,3259542.0
W-Kalimantan-Chalco,8 2018W-Kalimantan-Chalco,46.79878301393066,189097.0
Weipa-Xinfa,8 2018Weipa-Xinfa,51.97580381030299,501484.0
SMB-Weiqiao,8 2018SMB-Weiqiao,58.87112532473897,3259542.0
SMB-Weiqiao,8 2018SMB-Weiqiao,58.87112532473897,3259542.0
SMB-Weiqiao,8 2018SMB-Weiqiao,58.87112532473897,3259542.0
SMB-Weiqiao,8 2018SMB-Weiqiao,58.87112532473897,3259542.0
SMB-Weiqiao,8 2018SMB-Weiqiao,58.87112532473897,3259542.0
W-Kalimantan-Weiqiao,8 2018W-Kalimantan-Weiqiao,50.04985044865405,46750.0
Bauxite Hills-Xinfa,8 2018Bauxite Hills-Xinfa,57.365942212926655,122329.0
Weipa-Weiqiao,8 2018Weipa-Weiqiao,42.70257912704152,748532.0
Gujarat-Xinfa,8 2018Gujarat-Xinfa,38.12954410276369,113997.0
W-Kalimantan-Chalco,8 2018W-Kalimantan-Chalco,46.79878301393066,189097.0
Gove-Nanshan,8 2018Gove-Nanshan,45.6704436185396,170142.0
Weipa-Weiqiao,9 2018Weipa-Weiqiao,43.03170614179261,751616.0
Weipa-Nanshan,9 2018Weipa-Nanshan,54.21821843924669,248106.0
SMB-Weiqiao,9 2018SMB-Weiqiao,64.56065900172521,2241741.0
SMB-Weiqiao,9 2018SMB-Weiqiao,64.56065900172521,2241741.0
Gove-Chalco,9 2018Gove-Chalco,45.06480558325026,188198.0
Weipa-Xinfa,9 2018Weipa-Xinfa,52.12484053123568,437446.0
Juruti-Xinfa,9 2018Juruti-Xinfa,62.105172589438936,293413.0
SMB-Weiqiao,9 2018SMB-Weiqiao,64.56065900172521,2241741.0
W-Kalimantan-Xinfa,9 2018W-Kalimantan-Xinfa,54.28741722036939,156903.0
W-Kalimantan-Xinfa,9 2018W-Kalimantan-Xinfa,54.28741722036939,156903.0
W-Kalimantan-Traders,9 2018W-Kalimantan-Traders,51.52945444960901,147432.0
Weipa-Weiqiao,9 2018Weipa-Weiqiao,43.03170614179261,751616.0
Weipa-Weiqiao,9 2018Weipa-Weiqiao,43.03170614179261,751616.0
Weipa-Weiqiao,9 2018Weipa-Weiqiao,43.03170614179261,751616.0
Weipa-LMB-Weiqiao,9 2018Weipa-LMB-Weiqiao,41.874376869391824,308930.0
Weipa-LMB-Xinfa,9 2018Weipa-LMB-Xinfa,53.68606616283114,126824.0
W-Kalimantan-Chalco,9 2018W-Kalimantan-Chalco,47.32281057380346,340280.0
Bauxite Hills-Xinfa,9 2018Bauxite Hills-Xinfa,47.99599691302242,158980.0
Kwinana-Xinfa,9 2018Kwinana-Xinfa,46.8266927672742,160681.0
Weipa-LMB-Weiqiao,9 2018Weipa-LMB-Weiqiao,41.874376869391824,308930.0
Weipa-Weiqiao,9 2018Weipa-Weiqiao,43.03170614179261,751616.0
Gove-Weiqiao,9 2018Gove-Weiqiao,42.730228151131385,151458.0
Weipa-Weiqiao,9 2018Weipa-Weiqiao,43.03170614179261,751616.0
Juruti-Xinfa,9 2018Juruti-Xinfa,62.105172589438936,293413.0
W-Kalimantan-Weiqiao,9 2018W-Kalimantan-Weiqiao,49.9168008331373,139766.0
Weipa-Traders,9 2018Weipa-Traders,43.135074123750215,129443.0
SMB-Weiqiao,9 2018SMB-Weiqiao,64.56065900172521,2241741.0
SMB-Weiqiao,9 2018SMB-Weiqiao,64.56065900172521,2241741.0
SMB-Weiqiao,9 2018SMB-Weiqiao,64.56065900172521,2241741.0
Bauxite Hills-Traders,9 2018Bauxite Hills-Traders,36.88933200398804,53828.0
Gove-Traders,9 2018Gove-Traders,43.868394815553344,85415.0
Weipa-Nanshan,9 2018Weipa-Nanshan,54.21821843924669,248106.0
Weipa-Traders,9 2018Weipa-Traders,43.135074123750215,129443.0
Weipa-Xinfa,9 2018Weipa-Xinfa,52.12484053123568,437446.0
W-Kalimantan-Weiqiao,9 2018W-Kalimantan-Weiqiao,49.9168008331373,139766.0
Bauxite Hills-Xinfa,9 2018Bauxite Hills-Xinfa,47.99599691302242,158980.0
Gove-Chalco,9 2018Gove-Chalco,45.06480558325026,188198.0
Gove-Nanshan,9 2018Gove-Nanshan,45.463609172482556,84662.0
Kwinana-Xinfa,9 2018Kwinana-Xinfa,46.8266927672742,160681.0
Weipa-Xinfa,9 2018Weipa-Xinfa,52.12484053123568,437446.0
Weipa-LMB-Weiqiao,9 2018Weipa-LMB-Weiqiao,41.874376869391824,308930.0
SMB-SPIC,9 2018SMB-SPIC,59.122632103688936,159083.0
Gove-Xinfa,9 2018Gove-Xinfa,51.198067870609904,170570.0
W-Kalimantan-Chalco,9 2018W-Kalimantan-Chalco,47.32281057380346,340280.0
Gove-Xinfa,9 2018Gove-Xinfa,51.198067870609904,170570.0
Weipa-LMB-Weiqiao,9 2018Weipa-LMB-Weiqiao,41.874376869391824,308930.0
W-Kalimantan-Traders,9 2018W-Kalimantan-Traders,51.52945444960901,147432.0
Kwinana-Xinfa,9 2018Kwinana-Xinfa,46.8266927672742,160681.0
Weipa-Xinfa,9 2018Weipa-Xinfa,52.12484053123568,437446.0
Weipa-Xinfa,9 2018Weipa-Xinfa,52.12484053123568,437446.0
Weipa-LMB-Xinfa,9 2018Weipa-LMB-Xinfa,53.68606616283114,126824.0
SMB-Weiqiao,9 2018SMB-Weiqiao,64.56065900172521,2241741.0
Awaso-Bosai,9 2018Awaso-Bosai,61.81455633100698,58491.0
W-Kalimantan-Weiqiao,9 2018W-Kalimantan-Weiqiao,49.9168008331373,139766.0
SMB-Weiqiao,9 2018SMB-Weiqiao,64.56065900172521,2241741.0
W-Kalimantan-Chalco,9 2018W-Kalimantan-Chalco,47.32281057380346,340280.0
Kwinana-Xinfa,9 2018Kwinana-Xinfa,46.8266927672742,160681.0
Weipa-Nanshan,9 2018Weipa-Nanshan,54.21821843924669,248106.0
Weipa-Weiqiao,9 2018Weipa-Weiqiao,43.03170614179261,751616.0
Weipa-Xinfa,9 2018Weipa-Xinfa,52.12484053123568,437446.0
Weipa-LMB-Weiqiao,9 2018Weipa-LMB-Weiqiao,41.874376869391824,308930.0
SMB-Weiqiao,9 2018SMB-Weiqiao,64.56065900172521,2241741.0
W-Kalimantan-Chalco,9 2018W-Kalimantan-Chalco,47.32281057380346,340280.0
SMB-Weiqiao,9 2018SMB-Weiqiao,64.56065900172521,2241741.0
SMB-Weiqiao,9 2018SMB-Weiqiao,64.56065900172521,2241741.0
Weipa-Weiqiao,9 2018Weipa-Weiqiao,43.03170614179261,751616.0
Weipa-Weiqiao,9 2018Weipa-Weiqiao,43.03170614179261,751616.0
Bauxite Hills-Xinfa,9 2018Bauxite Hills-Xinfa,47.99599691302242,158980.0
Gove-Weiqiao,9 2018Gove-Weiqiao,42.730228151131385,151458.0
Weipa-Weiqiao,9 2018Weipa-Weiqiao,43.03170614179261,751616.0
Weipa-Weiqiao,9 2018Weipa-Weiqiao,43.03170614179261,751616.0
Weipa-Xinfa,9 2018Weipa-Xinfa,52.12484053123568,437446.0
Rennell Island-Traders,9 2018Rennell Island-Traders,46.859421734795625,56617.0
SMB-Weiqiao,9 2018SMB-Weiqiao,64.56065900172521,2241741.0
W-Kalimantan-Chalco,9 2018W-Kalimantan-Chalco,47.32281057380346,340280.0
Johor-Traders,9 2018Johor-Traders,42.671984047856434,48530.0
Bauxite Hills-SPIC,9 2018Bauxite Hills-SPIC,37.8863409770688,54238.0
Weipa-Nanshan,9 2018Weipa-Nanshan,54.21821843924669,248106.0
SMB-Weiqiao,9 2018SMB-Weiqiao,64.56065900172521,2241741.0
W-Kalimantan-Traders,9 2018W-Kalimantan-Traders,51.52945444960901,147432.0
W-Kalimantan-Xinfa,9 2018W-Kalimantan-Xinfa,54.28741722036939,156903.0
Rennell Island-Weiqiao,9 2018Rennell Island-Weiqiao,46.85942173479562,55200.0
SMB-Weiqiao,9 2018SMB-Weiqiao,64.56065900172521,2241741.0
Discovery Bay-Jinjiang,9 2018Discovery Bay-Jinjiang,57.32801595214357,41142.0
Gujarat-Xinfa,9 2018Gujarat-Xinfa,38.6839481555334,55320.0
Weipa-Nanshan,10 2018Weipa-Nanshan,53.63412673246341,163331.0
Bauxite Hills-Traders,10 2018Bauxite Hills-Traders,36.88933200398804,54148.0
Kwinana-Xinfa,10 2018Kwinana-Xinfa,45.5117347579374,81241.0
Weipa-Weiqiao,10 2018Weipa-Weiqiao,42.34809288311907,727608.0
Weipa-LMB-Weiqiao,10 2018Weipa-LMB-Weiqiao,41.87437686939183,193848.0
SMB-Weiqiao,10 2018SMB-Weiqiao,65.5843134387794,2385962.0
Gove-Chalco,10 2018Gove-Chalco,44.896767547424595,366430.0
Gove-Chalco,10 2018Gove-Chalco,44.896767547424595,366430.0
W-Kalimantan-Chalco,10 2018W-Kalimantan-Chalco,48.400322504704285,326961.0
Kwinana-Xinfa,10 2018Kwinana-Xinfa,45.5117347579374,81241.0
Weipa-Weiqiao,10 2018Weipa-Weiqiao,42.34809288311907,727608.0
Weipa-Xinfa,10 2018Weipa-Xinfa,51.058871339061305,407148.0
Weipa-Xinfa,10 2018Weipa-Xinfa,51.058871339061305,407148.0
Weipa-Xinfa,10 2018Weipa-Xinfa,51.058871339061305,407148.0
SMB-Weiqiao,10 2018SMB-Weiqiao,65.5843134387794,2385962.0
SMB-Weiqiao,10 2018SMB-Weiqiao,65.5843134387794,2385962.0
SMB-Weiqiao,10 2018SMB-Weiqiao,65.5843134387794,2385962.0
W-Kalimantan-Xinfa,10 2018W-Kalimantan-Xinfa,57.427716849451656,62504.0
W-Kalimantan-Chalco,10 2018W-Kalimantan-Chalco,48.400322504704285,326961.0
SMB-Weiqiao,10 2018SMB-Weiqiao,65.5843134387794,2385962.0
SMB-Weiqiao,10 2018SMB-Weiqiao,65.5843134387794,2385962.0
SMB-Weiqiao,10 2018SMB-Weiqiao,65.5843134387794,2385962.0
W-Kalimantan-Chalco,10 2018W-Kalimantan-Chalco,48.400322504704285,326961.0
Weipa-Weiqiao,10 2018Weipa-Weiqiao,42.34809288311907,727608.0
Weipa-Weiqiao,10 2018Weipa-Weiqiao,42.34809288311907,727608.0
Weipa-Xinfa,10 2018Weipa-Xinfa,51.058871339061305,407148.0
Rennell Island-Weiqiao,10 2018Rennell Island-Weiqiao,47.99205371694094,113528.0
Weipa-Traders,10 2018Weipa-Traders,42.37288135593221,68287.0
Weipa-Nanshan,10 2018Weipa-Nanshan,53.63412673246341,163331.0
Weipa-Weiqiao,10 2018Weipa-Weiqiao,42.34809288311907,727608.0
Weipa-Weiqiao,10 2018Weipa-Weiqiao,42.34809288311907,727608.0
SMB-Weiqiao,10 2018SMB-Weiqiao,65.5843134387794,2385962.0
Gove-Nanshan,10 2018Gove-Nanshan,46.16151545363908,80608.0
Weipa-Weiqiao,10 2018Weipa-Weiqiao,42.34809288311907,727608.0
Juruti-Xinfa,10 2018Juruti-Xinfa,64.6061814556331,146097.0
Discovery Bay-Jinjiang,10 2018Discovery Bay-Jinjiang,59.67798409187005,82409.0
Weipa-Xinfa,10 2018Weipa-Xinfa,51.058871339061305,407148.0
Weipa-Xinfa,10 2018Weipa-Xinfa,51.058871339061305,407148.0
SMB-Weiqiao,10 2018SMB-Weiqiao,65.5843134387794,2385962.0
Discovery Bay-Jinjiang,10 2018Discovery Bay-Jinjiang,59.67798409187005,82409.0
SMB-Weiqiao,10 2018SMB-Weiqiao,65.5843134387794,2385962.0
Bauxite Hills-Xinfa,10 2018Bauxite Hills-Xinfa,52.44267198404786,54132.0
Weipa-Weiqiao,10 2018Weipa-Weiqiao,42.34809288311907,727608.0
Weipa-LMB-Weiqiao,10 2018Weipa-LMB-Weiqiao,41.87437686939183,193848.0
SMB-Weiqiao,10 2018SMB-Weiqiao,65.5843134387794,2385962.0
Weipa-Weiqiao,10 2018Weipa-Weiqiao,42.34809288311907,727608.0
W-Kalimantan-Chalco,10 2018W-Kalimantan-Chalco,48.400322504704285,326961.0
Bauxite Hills-SPIC,10 2018Bauxite Hills-SPIC,37.8863409770688,106195.0
Gove-Chalco,10 2018Gove-Chalco,44.896767547424595,366430.0
Weipa-LMB-Nanshan,10 2018Weipa-LMB-Nanshan,43.36989032901297,61813.0
Weipa-Weiqiao,10 2018Weipa-Weiqiao,42.34809288311907,727608.0
SMB-Weiqiao,10 2018SMB-Weiqiao,65.5843134387794,2385962.0
SMB-Weiqiao,10 2018SMB-Weiqiao,65.5843134387794,2385962.0
Rennell Island-Weiqiao,10 2018Rennell Island-Weiqiao,47.99205371694094,113528.0
Gove-Weiqiao,10 2018Gove-Weiqiao,42.871385842472584,82127.0
Gove-Traders,10 2018Gove-Traders,43.868394815553344,83844.0
Weipa-Jinjiang,10 2018Weipa-Jinjiang,41.50593147885776,98114.0
Weipa-Weiqiao,10 2018Weipa-Weiqiao,42.34809288311907,727608.0
W-Kalimantan-Chalco,10 2018W-Kalimantan-Chalco,48.400322504704285,326961.0
Bauxite Hills-Lubei,10 2018Bauxite Hills-Lubei,39.58125623130609,53247.0
Bauxite Hills-SPIC,10 2018Bauxite Hills-SPIC,37.8863409770688,106195.0
Turkey-Xinfa,10 2018Turkey-Xinfa,75.67298105682953,61180.0
Weipa-LMB-Weiqiao,10 2018Weipa-LMB-Weiqiao,41.87437686939183,193848.0
Weipa-Nanshan,10 2018Weipa-Nanshan,53.63412673246341,163331.0
W-Kalimantan-Traders,10 2018W-Kalimantan-Traders,54.03788634097708,53464.0
SMB-SPIC,10 2018SMB-SPIC,62.81156530408774,159815.0
W-Kalimantan-Chalco,10 2018W-Kalimantan-Chalco,48.400322504704285,326961.0
W-Kalimantan-Chalco,10 2018W-Kalimantan-Chalco,48.400322504704285,326961.0
Gove-Chalco,10 2018Gove-Chalco,44.896767547424595,366430.0
Weipa-Jinjiang,10 2018Weipa-Jinjiang,41.50593147885776,98114.0
SMB-Weiqiao,10 2018SMB-Weiqiao,65.5843134387794,2385962.0
Johor-Chalco,10 2018Johor-Chalco,46.36091724825524,48406.0
Kwinana-Xinfa,11 2018Kwinana-Xinfa,48.444635922221245,294332.0
Weipa-Xinfa,11 2018Weipa-Xinfa,63.30534738278496,305495.0
Weipa-LMB-Xinfa,11 2018Weipa-LMB-Xinfa,61.53103998467158,121844.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
Gujarat-Xinfa,11 2018Gujarat-Xinfa,39.381854436689935,57254.0
W-Kalimantan-Weiqiao,11 2018W-Kalimantan-Weiqiao,49.8504486540379,46750.0
W-Kalimantan-Xinfa,11 2018W-Kalimantan-Xinfa,53.278261215958494,487752.0
W-Kalimantan-Xinfa,11 2018W-Kalimantan-Xinfa,53.278261215958494,487752.0
W-Kalimantan-Xinfa,11 2018W-Kalimantan-Xinfa,53.278261215958494,487752.0
Bauxite Hills-Xinfa,11 2018Bauxite Hills-Xinfa,57.13220716007869,217688.0
Kwinana-Xinfa,11 2018Kwinana-Xinfa,48.444635922221245,294332.0
Weipa-Nanshan,11 2018Weipa-Nanshan,57.51145138437156,133787.0
Juruti-Xinfa,11 2018Juruti-Xinfa,64.90528414755732,146465.0
Awaso-Chalco,11 2018Awaso-Chalco,65.20438683948157,54427.0
W-Kalimantan-Chalco,11 2018W-Kalimantan-Chalco,52.326592286460546,398358.0
W-Kalimantan-Traders,11 2018W-Kalimantan-Traders,48.91376491718764,192291.0
Cam Pha-Xinfa,11 2018Cam Pha-Xinfa,48.024711239997984,87459.0
Gove-Chalco,11 2018Gove-Chalco,44.882395123261695,339907.0
Weipa-Weiqiao,11 2018Weipa-Weiqiao,42.941469382030796,380816.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
Rennell Island-Traders,11 2018Rennell Island-Traders,46.75710958352041,100913.0
Weipa-Jinjiang,11 2018Weipa-Jinjiang,41.69651586514501,105381.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
Gove-Traders,11 2018Gove-Traders,44.0677966101695,82346.0
Weipa-Weiqiao,11 2018Weipa-Weiqiao,42.941469382030796,380816.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
W-Kalimantan-Chalco,11 2018W-Kalimantan-Chalco,52.326592286460546,398358.0
Gove-Chalco,11 2018Gove-Chalco,44.882395123261695,339907.0
W-Kalimantan-Bonded Warehouses,11 2018W-Kalimantan-Bonded Warehouses,59.322033898305094,44829.0
Weipa-Traders,11 2018Weipa-Traders,42.37288135593221,56766.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
Gove-Weiqiao,11 2018Gove-Weiqiao,43.90713535549934,157360.0
Weipa-LMB-Weiqiao,11 2018Weipa-LMB-Weiqiao,42.52929605190041,387162.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
Weipa-Nanshan,11 2018Weipa-Nanshan,57.51145138437156,133787.0
Weipa-Weiqiao,11 2018Weipa-Weiqiao,42.941469382030796,380816.0
Weipa-LMB-Weiqiao,11 2018Weipa-LMB-Weiqiao,42.52929605190041,387162.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
Gove-Nanshan,11 2018Gove-Nanshan,45.61048508575922,153999.0
Kwinana-Xinfa,11 2018Kwinana-Xinfa,48.444635922221245,294332.0
Kwinana-Xinfa,11 2018Kwinana-Xinfa,48.444635922221245,294332.0
Weipa-Jinjiang,11 2018Weipa-Jinjiang,41.69651586514501,105381.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
W-Kalimantan-Traders,11 2018W-Kalimantan-Traders,48.91376491718764,192291.0
Rennell Island-Nanshan,11 2018Rennell Island-Nanshan,47.357926221335994,59850.0
Bauxite Hills-SPIC,11 2018Bauxite Hills-SPIC,37.8863409770688,54220.0
Weipa-Weiqiao,11 2018Weipa-Weiqiao,42.941469382030796,380816.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
Weipa-TBEA,11 2018Weipa-TBEA,37.18843469591227,28592.0
W-Kalimantan-Chalco,11 2018W-Kalimantan-Chalco,52.326592286460546,398358.0
W-Kalimantan-Traders,11 2018W-Kalimantan-Traders,48.91376491718764,192291.0
W-Kalimantan-Xinfa,11 2018W-Kalimantan-Xinfa,53.278261215958494,487752.0
W-Kalimantan-Xinfa,11 2018W-Kalimantan-Xinfa,53.278261215958494,487752.0
Gove-Nanshan,11 2018Gove-Nanshan,45.61048508575922,153999.0
Weipa-LMB-Weiqiao,11 2018Weipa-LMB-Weiqiao,42.52929605190041,387162.0
Awaso-Bosai,11 2018Awaso-Bosai,62.51246261216352,57089.0
SMB-SPIC,11 2018SMB-SPIC,61.81455633100698,158862.0
W-Kalimantan-Chalco,11 2018W-Kalimantan-Chalco,52.326592286460546,398358.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
W-Kalimantan-Chalco,11 2018W-Kalimantan-Chalco,52.326592286460546,398358.0
Cam Pha-Xinfa,11 2018Cam Pha-Xinfa,48.024711239997984,87459.0
Weipa-Xinfa,11 2018Weipa-Xinfa,63.30534738278496,305495.0
Weipa-LMB-Xinfa,11 2018Weipa-LMB-Xinfa,61.53103998467158,121844.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
Discovery Bay-SPIC,11 2018Discovery Bay-SPIC,66.3010967098704,48795.0
Rennell Island-Traders,11 2018Rennell Island-Traders,46.75710958352041,100913.0
Gove-Chalco,11 2018Gove-Chalco,44.882395123261695,339907.0
Weipa-SPIC,11 2018Weipa-SPIC,37.992347457445995,85319.0
Weipa-Xinfa,11 2018Weipa-Xinfa,63.30534738278496,305495.0
W-Kalimantan-Chalco,11 2018W-Kalimantan-Chalco,52.326592286460546,398358.0
Weipa-LMB-Weiqiao,11 2018Weipa-LMB-Weiqiao,42.52929605190041,387162.0
Kwinana-Xinfa,11 2018Kwinana-Xinfa,48.444635922221245,294332.0
Weipa-Xinfa,11 2018Weipa-Xinfa,63.30534738278496,305495.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
W-Kalimantan-Xinfa,11 2018W-Kalimantan-Xinfa,53.278261215958494,487752.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
W-Kalimantan-Chalco,11 2018W-Kalimantan-Chalco,52.326592286460546,398358.0
W-Kalimantan-Traders,11 2018W-Kalimantan-Traders,48.91376491718764,192291.0
Weipa-Weiqiao,11 2018Weipa-Weiqiao,42.941469382030796,380816.0
Weipa-LMB-Weiqiao,11 2018Weipa-LMB-Weiqiao,42.52929605190041,387162.0
Bauxite Hills-Xinfa,11 2018Bauxite Hills-Xinfa,57.13220716007869,217688.0
Bauxite Hills-Xinfa,11 2018Bauxite Hills-Xinfa,57.13220716007869,217688.0
Gove-Chalco,11 2018Gove-Chalco,44.882395123261695,339907.0
Kwinana-Xinfa,11 2018Kwinana-Xinfa,48.444635922221245,294332.0
Weipa-SPIC,11 2018Weipa-SPIC,37.992347457445995,85319.0
Weipa-LMB-Weiqiao,11 2018Weipa-LMB-Weiqiao,42.52929605190041,387162.0
Bauxite Hills-Xinfa,11 2018Bauxite Hills-Xinfa,57.13220716007869,217688.0
Gove-Weiqiao,11 2018Gove-Weiqiao,43.90713535549934,157360.0
Kwinana-Xinfa,11 2018Kwinana-Xinfa,48.444635922221245,294332.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
SMB-Weiqiao,11 2018SMB-Weiqiao,60.366790957341756,2762571.0
W-Kalimantan-Chalco,11 2018W-Kalimantan-Chalco,52.326592286460546,398358.0
W-Kalimantan-Xinfa,11 2018W-Kalimantan-Xinfa,53.278261215958494,487752.0
W-Kalimantan-Xinfa,11 2018W-Kalimantan-Xinfa,53.278261215958494,487752.0
W-Kalimantan-Xinfa,11 2018W-Kalimantan-Xinfa,53.278261215958494,487752.0
Weipa-Weiqiao,12 2018Weipa-Weiqiao,43.18835814681824,492975.0
SMB-Weiqiao,12 2018SMB-Weiqiao,60.80501077105508,3159510.0
SMB-Weiqiao,12 2018SMB-Weiqiao,60.80501077105508,3159510.0
Bel Air-Chalco,12 2018Bel Air-Chalco,46.75972083748754,175928.0
W-Kalimantan-Chalco,12 2018W-Kalimantan-Chalco,48.92676972997747,488927.0
Johor-Traders,11 2018Johor-Traders,40.777666999002996,44229.0
W-Kalimantan-Chalco,12 2018W-Kalimantan-Chalco,48.92676972997747,488927.0
Discovery Bay-SPIC,12 2018Discovery Bay-SPIC,66.3010967098704,59365.0
Niksic-Traders,12 2018Niksic-Traders,88.23529411764707,70750.0
Rennell Island-Chalco,12 2018Rennell Island-Chalco,49.25224327018944,57081.0
Gove-Chalco,12 2018Gove-Chalco,45.02951211091644,270375.0
Weipa-Weiqiao,12 2018Weipa-Weiqiao,43.18835814681824,492975.0
Weipa-LMB-Nanshan,12 2018Weipa-LMB-Nanshan,44.36689930209372,65233.0
SMB-Weiqiao,12 2018SMB-Weiqiao,60.80501077105508,3159510.0
Weipa-Weiqiao,12 2018Weipa-Weiqiao,43.18835814681824,492975.0
SMB-Weiqiao,12 2018SMB-Weiqiao,60.80501077105508,3159510.0
W-Kalimantan-Bonded Warehouses,12 2018W-Kalimantan-Bonded Warehouses,59.322033898305094,44058.0
Kwinana-Xinfa,12 2018Kwinana-Xinfa,47.79895720795503,129180.0
Weipa-LMB-Weiqiao,12 2018Weipa-LMB-Weiqiao,42.705976983168235,244579.0
SMB-Weiqiao,12 2018SMB-Weiqiao,60.80501077105508,3159510.0
SMB-Weiqiao,12 2018SMB-Weiqiao,60.80501077105508,3159510.0
Gove-Chalco,12 2018Gove-Chalco,45.02951211091644,270375.0
SMB-Weiqiao,12 2018SMB-Weiqiao,60.80501077105508,3159510.0
W-Kalimantan-Chalco,12 2018W-Kalimantan-Chalco,48.92676972997747,488927.0
W-Kalimantan-Chalco,12 2018W-Kalimantan-Chalco,48.92676972997747,488927.0
W-Kalimantan-Traders,12 2018W-Kalimantan-Traders,48.410080995697804,204152.0
Discovery Bay-SPIC,12 2018Discovery Bay-SPIC,66.3010967098704,59365.0
SMB-Weiqiao,12 2018SMB-Weiqiao,60.80501077105508,3159510.0
Bauxite Hills-Xinfa,12 2018Bauxite Hills-Xinfa,41.87437686939183,109235.0
Weipa-Nanshan,12 2018Weipa-Nanshan,56.8295114656032,69865.0
Juruti-Xinfa,12 2018Juruti-Xinfa,67.098703888335,148738.0
MRN-Chalco,12 2018MRN-Chalco,63.108532646852794,160756.0
SMB-Weiqiao,12 2018SMB-Weiqiao,60.80501077105508,3159510.0
Cam Pha-Xinfa,12 2018Cam Pha-Xinfa,49.351944167497514,51194.0
W-Kalimantan-Chalco,12 2018W-Kalimantan-Chalco,48.92676972997747,488927.0
Kwinana-Xinfa,12 2018Kwinana-Xinfa,47.79895720795503,129180.0
Weipa-Weiqiao,12 2018Weipa-Weiqiao,43.18835814681824,492975.0
SMB-Weiqiao,12 2018SMB-Weiqiao,60.80501077105508,3159510.0
W-Kalimantan-Traders,12 2018W-Kalimantan-Traders,48.410080995697804,204152.0
Bauxite Hills-Xinfa,12 2018Bauxite Hills-Xinfa,41.87437686939183,109235.0
Weipa-Weiqiao,12 2018Weipa-Weiqiao,43.18835814681824,492975.0
SMB-Weiqiao,12 2018SMB-Weiqiao,60.80501077105508,3159510.0
SMB-Weiqiao,12 2018SMB-Weiqiao,60.80501077105508,3159510.0
Gove-Weiqiao,12 2018Gove-Weiqiao,43.50498846681631,164908.0
Weipa-Traders,12 2018Weipa-Traders,41.67497507477567,78110.0
SMB-Weiqiao,12 2018SMB-Weiqiao,60.80501077105508,3159510.0
W-Kalimantan-Lubei,12 2018W-Kalimantan-Lubei,50.34895314057827,43860.0
