MONTH KEY,ANALYZED REGION KEY,MONTHLY AVERAGE CIF PRICE,MONTHLY AVERAGE CFR PRICE,MONTHLY AVERAGE VIU CFR PRICE
6 2018SMB,SMB,57.327657279659036,57.156188713518496,54.63805128141457
6 20180,0,0,0,0
6 20180,0,0,0,0
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018SMB,SMB,57.327657279659036,57.156188713518496,54.63805128141457
6 2018SMB,SMB,57.327657279659036,57.156188713518496,54.63805128141457
6 20180,0,0,0,0
6 2018Indonesia,Indonesia,52.289218090639245,52.13281963174402,42.07770246165443
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018SMB,SMB,57.327657279659036,57.156188713518496,54.63805128141457
6 20180,0,0,0,0
6 2018Indonesia,Indonesia,52.289218090639245,52.13281963174402,42.07770246165443
6 2018AUS LT,AUS LT,45.37319006446135,45.23747763156665,46.36247699721235
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018SMB,SMB,57.327657279659036,57.156188713518496,54.63805128141457
6 2018SMB,SMB,57.327657279659036,57.156188713518496,54.63805128141457
6 2018Indonesia,Indonesia,52.289218090639245,52.13281963174402,42.07770246165443
6 2018SMB,SMB,57.327657279659036,57.156188713518496,54.63805128141457
6 2018Indonesia,Indonesia,52.289218090639245,52.13281963174402,42.07770246165443
6 20180,0,0,0,0
6 20180,0,0,0,0
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018SMB,SMB,57.327657279659036,57.156188713518496,54.63805128141457
6 2018Indonesia,Indonesia,52.289218090639245,52.13281963174402,42.07770246165443
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 20180,0,0,0,0
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018SMB,SMB,57.327657279659036,57.156188713518496,54.63805128141457
6 2018SMB,SMB,57.327657279659036,57.156188713518496,54.63805128141457
6 2018AUS LT,AUS LT,45.37319006446135,45.23747763156665,46.36247699721235
6 20180,0,0,0,0
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018Brazil,Brazil,66.2,66.00199401794617,58.8297393525142
6 2018Indonesia,Indonesia,52.289218090639245,52.13281963174402,42.07770246165443
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018AUS LT,AUS LT,45.37319006446135,45.23747763156665,46.36247699721235
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018SMB,SMB,57.327657279659036,57.156188713518496,54.63805128141457
6 2018SMB,SMB,57.327657279659036,57.156188713518496,54.63805128141457
6 2018SMB,SMB,57.327657279659036,57.156188713518496,54.63805128141457
6 2018Indonesia,Indonesia,52.289218090639245,52.13281963174402,42.07770246165443
6 2018Indonesia,Indonesia,52.289218090639245,52.13281963174402,42.07770246165443
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018SMB,SMB,57.327657279659036,57.156188713518496,54.63805128141457
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018Indonesia,Indonesia,52.289218090639245,52.13281963174402,42.07770246165443
6 2018Indonesia,Indonesia,52.289218090639245,52.13281963174402,42.07770246165443
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
6 2018AUS LT,AUS LT,45.37319006446135,45.23747763156665,46.36247699721235
6 2018Indonesia,Indonesia,52.289218090639245,52.13281963174402,42.07770246165443
6 2018AUS HT,AUS HT,48.08528896019763,47.941464566498155,64.25914715266163
7 2018AUS LT,AUS LT,45.37178157494226,45.23607335487763,47.17279028613238
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS LT,AUS LT,45.37178157494226,45.23607335487763,47.17279028613238
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS LT,AUS LT,45.37178157494226,45.23607335487763,47.17279028613238
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018Indonesia,Indonesia,49.62552788480165,49.47709659501661,41.963371487278486
7 2018Indonesia,Indonesia,49.62552788480165,49.47709659501661,41.963371487278486
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 20180,0,0,0,0
7 2018AUS LT,AUS LT,45.37178157494226,45.23607335487763,47.17279028613238
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 20180,0,0,0,0
7 20180,0,0,0,0
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018Indonesia,Indonesia,49.62552788480165,49.47709659501661,41.963371487278486
7 20180,0,0,0,0
7 20180,0,0,0,0
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018Indonesia,Indonesia,49.62552788480165,49.47709659501661,41.963371487278486
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS LT,AUS LT,45.37178157494226,45.23607335487763,47.17279028613238
7 20180,0,0,0,0
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 20180,0,0,0,0
7 2018AUS LT,AUS LT,45.37178157494226,45.23607335487763,47.17279028613238
7 2018AUS LT,AUS LT,45.37178157494226,45.23607335487763,47.17279028613238
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 20180,0,0,0,0
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 20180,0,0,0,0
7 2018AUS LT,AUS LT,45.37178157494226,45.23607335487763,47.17279028613238
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018Brazil,Brazil,64.8,64.6061814556331,59.36608304866989
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 20180,0,0,0,0
7 20180,0,0,0,0
7 20180,0,0,0,0
7 2018AUS LT,AUS LT,45.37178157494226,45.23607335487763,47.17279028613238
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018Indonesia,Indonesia,49.62552788480165,49.47709659501661,41.963371487278486
7 2018Indonesia,Indonesia,49.62552788480165,49.47709659501661,41.963371487278486
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 20180,0,0,0,0
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018Indonesia,Indonesia,49.62552788480165,49.47709659501661,41.963371487278486
7 20180,0,0,0,0
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 20180,0,0,0,0
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018AUS HT,AUS HT,49.06894676376303,48.92218022309375,63.78010338866369
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018SMB,SMB,58.4057443846328,58.23105123093999,56.37757309283159
7 2018Indonesia,Indonesia,49.62552788480165,49.47709659501661,41.963371487278486
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS LT,AUS LT,44.68933622102398,44.55566921338384,49.017310966611944
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS LT,AUS LT,44.68933622102398,44.55566921338384,49.017310966611944
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018Indonesia,Indonesia,47.801618896179704,47.65864296727787,41.444950377252354
8 2018Indonesia,Indonesia,47.801618896179704,47.65864296727787,41.444950377252354
8 20180,0,0,0,0
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 20180,0,0,0,0
8 2018AUS LT,AUS LT,44.68933622102398,44.55566921338384,49.017310966611944
8 20180,0,0,0,0
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 20180,0,0,0,0
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018Indonesia,Indonesia,47.801618896179704,47.65864296727787,41.444950377252354
8 2018Indonesia,Indonesia,47.801618896179704,47.65864296727787,41.444950377252354
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS LT,AUS LT,44.68933622102398,44.55566921338384,49.017310966611944
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018Indonesia,Indonesia,47.801618896179704,47.65864296727787,41.444950377252354
8 20180,0,0,0,0
8 20180,0,0,0,0
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018Indonesia,Indonesia,47.801618896179704,47.65864296727787,41.444950377252354
8 20180,0,0,0,0
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018AUS LT,AUS LT,44.68933622102398,44.55566921338384,49.017310966611944
8 2018AUS LT,AUS LT,44.68933622102398,44.55566921338384,49.017310966611944
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS LT,AUS LT,44.68933622102398,44.55566921338384,49.017310966611944
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018Indonesia,Indonesia,47.801618896179704,47.65864296727787,41.444950377252354
8 20180,0,0,0,0
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 20180,0,0,0,0
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 20180,0,0,0,0
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 20180,0,0,0,0
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 20180,0,0,0,0
8 20180,0,0,0,0
8 2018AUS LT,AUS LT,44.68933622102398,44.55566921338384,49.017310966611944
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018Indonesia,Indonesia,47.801618896179704,47.65864296727787,41.444950377252354
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018SMB,SMB,59.01777441174695,58.841250659767674,56.65932486804291
8 2018Indonesia,Indonesia,47.801618896179704,47.65864296727787,41.444950377252354
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 2018AUS HT,AUS HT,47.754910620929735,47.61207439773653,63.57489110309486
8 20180,0,0,0,0
8 2018Indonesia,Indonesia,47.801618896179704,47.65864296727787,41.444950377252354
8 2018AUS LT,AUS LT,44.68933622102398,44.55566921338384,49.017310966611944
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018Brazil,Brazil,62.29148810720724,62.105172589438936,60.26722952979545
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 2018Indonesia,Indonesia,50.118769577539496,49.96886298857378,42.18768006165168
9 2018Indonesia,Indonesia,50.118769577539496,49.96886298857378,42.18768006165168
9 2018Indonesia,Indonesia,50.118769577539496,49.96886298857378,42.18768006165168
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 2018Indonesia,Indonesia,50.118769577539496,49.96886298857378,42.18768006165168
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
