MONTH KEY,ANALYZED REGION KEY,MONTHLY AVERAGE CIF PRICE,MONTHLY AVERAGE CFR PRICE,MONTHLY AVERAGE VIU CFR PRICE
9 20180,0,0,0,0
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018Brazil,Brazil,62.29148810720724,62.105172589438936,60.26722952979545
9 2018Indonesia,Indonesia,50.118769577539496,49.96886298857378,42.18768006165168
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018Indonesia,Indonesia,50.118769577539496,49.96886298857378,42.18768006165168
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 20180,0,0,0,0
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 2018Indonesia,Indonesia,50.118769577539496,49.96886298857378,42.18768006165168
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 2018Indonesia,Indonesia,50.118769577539496,49.96886298857378,42.18768006165168
9 20180,0,0,0,0
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 20180,0,0,0,0
9 2018Indonesia,Indonesia,50.118769577539496,49.96886298857378,42.18768006165168
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 2018Indonesia,Indonesia,50.118769577539496,49.96886298857378,42.18768006165168
9 20180,0,0,0,0
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 2018Indonesia,Indonesia,50.118769577539496,49.96886298857378,42.18768006165168
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS LT,AUS LT,45.85775448745001,45.720592709322055,50.3152386358318
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 20180,0,0,0,0
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 2018Indonesia,Indonesia,50.118769577539496,49.96886298857378,42.18768006165168
9 20180,0,0,0,0
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018AUS HT,AUS HT,46.96027495873002,46.819815512193436,64.54912598551259
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 2018Indonesia,Indonesia,50.118769577539496,49.96886298857378,42.18768006165168
9 2018Indonesia,Indonesia,50.118769577539496,49.96886298857378,42.18768006165168
9 20180,0,0,0,0
9 2018SMB,SMB,64.39292634528812,64.20032536918059,62.156874432814895
9 20180,0,0,0,0
9 20180,0,0,0,0
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 20180,0,0,0,0
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS LT,AUS LT,44.072094120897475,43.940273300994484,47.921100207215254
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 2018AUS LT,AUS LT,44.072094120897475,43.940273300994484,47.921100207215254
10 2018AUS LT,AUS LT,44.072094120897475,43.940273300994484,47.921100207215254
10 2018Indonesia,Indonesia,50.50577428888151,50.3547101584063,44.5585085279567
10 20180,0,0,0,0
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 2018Indonesia,Indonesia,50.50577428888151,50.3547101584063,44.5585085279567
10 2018Indonesia,Indonesia,50.50577428888151,50.3547101584063,44.5585085279567
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 2018Indonesia,Indonesia,50.50577428888151,50.3547101584063,44.5585085279567
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 20180,0,0,0,0
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 2018AUS LT,AUS LT,44.072094120897475,43.940273300994484,47.921100207215254
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018Brazil,Brazil,64.8,64.6061814556331,60.0682263432834
10 20180,0,0,0,0
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 20180,0,0,0,0
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS LT,AUS LT,44.072094120897475,43.940273300994484,47.921100207215254
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018Indonesia,Indonesia,50.50577428888151,50.3547101584063,44.5585085279567
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS LT,AUS LT,44.072094120897475,43.940273300994484,47.921100207215254
10 2018AUS LT,AUS LT,44.072094120897475,43.940273300994484,47.921100207215254
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 20180,0,0,0,0
10 2018AUS LT,AUS LT,44.072094120897475,43.940273300994484,47.921100207215254
10 2018AUS LT,AUS LT,44.072094120897475,43.940273300994484,47.921100207215254
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018Indonesia,Indonesia,50.50577428888151,50.3547101584063,44.5585085279567
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 20180,0,0,0,0
10 2018AUS LT,AUS LT,44.072094120897475,43.940273300994484,47.921100207215254
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018Indonesia,Indonesia,50.50577428888151,50.3547101584063,44.5585085279567
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 2018Indonesia,Indonesia,50.50577428888151,50.3547101584063,44.5585085279567
10 2018Indonesia,Indonesia,50.50577428888151,50.3547101584063,44.5585085279567
10 2018AUS LT,AUS LT,44.072094120897475,43.940273300994484,47.921100207215254
10 2018AUS HT,AUS HT,45.33479826348999,45.19920066150548,60.832299827479915
10 2018SMB,SMB,65.60648073260148,65.41024998265354,63.703681243030864
10 20180,0,0,0,0
11 20180,0,0,0,0
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 20180,0,0,0,0
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 20180,0,0,0,0
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018Brazil,Brazil,65.1,64.90528414755732,59.93116040640899
11 20180,0,0,0,0
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 20180,0,0,0,0
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 20180,0,0,0,0
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 20180,0,0,0,0
11 20180,0,0,0,0
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 20180,0,0,0,0
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 20180,0,0,0,0
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 20180,0,0,0,0
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 20180,0,0,0,0
11 20180,0,0,0,0
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 20180,0,0,0,0
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 20180,0,0,0,0
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 2018AUS HT,AUS HT,50.57424908483814,50.42298014440493,66.71632643823486
11 2018AUS LT,AUS LT,45.83154324176859,45.69445986218205,50.04663487690449
11 20180,0,0,0,0
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018SMB,SMB,60.62685425269037,60.445517699591605,58.28470259279529
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
11 2018Indonesia,Indonesia,52.48851117113113,52.33151662126734,44.75667910300934
12 2018AUS HT,AUS HT,44.242188526830056,44.10985894998012,59.932584612943444
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 20180,0,0,0,0
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
11 20180,0,0,0,0
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
12 20180,0,0,0,0
12 20180,0,0,0,0
12 20180,0,0,0,0
12 2018AUS LT,AUS LT,44.34700319672051,44.2143601163714,45.748040507382306
12 2018AUS HT,AUS HT,44.242188526830056,44.10985894998012,59.932584612943444
12 2018AUS LT,AUS LT,44.34700319672051,44.2143601163714,45.748040507382306
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018AUS HT,AUS HT,44.242188526830056,44.10985894998012,59.932584612943444
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
12 20180,0,0,0,0
12 2018AUS LT,AUS LT,44.34700319672051,44.2143601163714,45.748040507382306
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018AUS LT,AUS LT,44.34700319672051,44.2143601163714,45.748040507382306
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
12 20180,0,0,0,0
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018AUS HT,AUS HT,44.242188526830056,44.10985894998012,59.932584612943444
12 2018AUS HT,AUS HT,44.242188526830056,44.10985894998012,59.932584612943444
12 2018Brazil,Brazil,65.22122529031257,65.02614684976328,56.91683759553637
12 2018Brazil,Brazil,65.22122529031257,65.02614684976328,56.91683759553637
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 20180,0,0,0,0
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
12 20180,0,0,0,0
12 2018AUS HT,AUS HT,44.242188526830056,44.10985894998012,59.932584612943444
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
12 2018AUS HT,AUS HT,44.242188526830056,44.10985894998012,59.932584612943444
12 2018AUS HT,AUS HT,44.242188526830056,44.10985894998012,59.932584612943444
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018AUS LT,AUS LT,44.34700319672051,44.2143601163714,45.748040507382306
12 2018AUS HT,AUS HT,44.242188526830056,44.10985894998012,59.932584612943444
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
12 2018AUS LT,AUS LT,44.34700319672051,44.2143601163714,45.748040507382306
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
12 2018Brazil,Brazil,65.22122529031257,65.02614684976328,56.91683759553637
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 20180,0,0,0,0
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
12 2018AUS LT,AUS LT,44.34700319672051,44.2143601163714,45.748040507382306
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018AUS LT,AUS LT,44.34700319672051,44.2143601163714,45.748040507382306
12 2018AUS LT,AUS LT,44.34700319672051,44.2143601163714,45.748040507382306
12 2018AUS LT,AUS LT,44.34700319672051,44.2143601163714,45.748040507382306
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
12 20180,0,0,0,0
12 20180,0,0,0,0
12 20180,0,0,0,0
12 2018AUS HT,AUS HT,44.242188526830056,44.10985894998012,59.932584612943444
12 2018Brazil,Brazil,65.22122529031257,65.02614684976328,56.91683759553637
12 20180,0,0,0,0
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018Indonesia,Indonesia,49.96408354406455,49.81463962518899,44.309059814763216
12 2018AUS HT,AUS HT,44.242188526830056,44.10985894998012,59.932584612943444
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 2018AUS LT,AUS LT,44.34700319672051,44.2143601163714,45.748040507382306
12 20180,0,0,0,0
12 2018AUS LT,AUS LT,44.34700319672051,44.2143601163714,45.748040507382306
12 2018SMB,SMB,60.94135369495111,60.75907646555443,58.63484687242994
12 20180,0,0,0,0
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 2019AUS LT,AUS LT,44.712089420138625,44.578354357067425,46.707965125176
1 20190,0,0,0,0
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 20190,0,0,0,0
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 2019AUS LT,AUS LT,44.712089420138625,44.578354357067425,46.707965125176
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 20190,0,0,0,0
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 20190,0,0,0,0
1 20190,0,0,0,0
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 20190,0,0,0,0
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 2019AUS LT,AUS LT,44.712089420138625,44.578354357067425,46.707965125176
1 2019AUS LT,AUS LT,44.712089420138625,44.578354357067425,46.707965125176
1 2019AUS LT,AUS LT,44.712089420138625,44.578354357067425,46.707965125176
1 2019AUS LT,AUS LT,44.712089420138625,44.578354357067425,46.707965125176
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 20190,0,0,0,0
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019AUS LT,AUS LT,44.712089420138625,44.578354357067425,46.707965125176
1 2019AUS LT,AUS LT,44.712089420138625,44.578354357067425,46.707965125176
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 20190,0,0,0,0
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 2019AUS LT,AUS LT,44.712089420138625,44.578354357067425,46.707965125176
1 2019Brazil,Brazil,66.4479099545153,66.24916246711396,57.34972032229728
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 20190,0,0,0,0
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 20190,0,0,0,0
1 2019AUS LT,AUS LT,44.712089420138625,44.578354357067425,46.707965125176
1 2019AUS LT,AUS LT,44.712089420138625,44.578354357067425,46.707965125176
1 2019AUS LT,AUS LT,44.712089420138625,44.578354357067425,46.707965125176
1 20190,0,0,0,0
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 2019Brazil,Brazil,66.4479099545153,66.24916246711396,57.34972032229728
1 20190,0,0,0,0
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 20190,0,0,0,0
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 2019AUS LT,AUS LT,44.712089420138625,44.578354357067425,46.707965125176
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 20190,0,0,0,0
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 2019Brazil,Brazil,66.4479099545153,66.24916246711396,57.34972032229728
1 20190,0,0,0,0
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
1 2019Indonesia,Indonesia,49.692928759049266,49.544295871434976,41.351375677446846
1 2019AUS HT,AUS HT,47.143407988704375,47.00240078634535,63.652590970722095
1 2019AUS LT,AUS LT,44.712089420138625,44.578354357067425,46.707965125176
1 2019SMB,SMB,59.0306876493488,58.85412527352821,57.22897588255694
2 20190,0,0,0,0
