Ref. No.,Refinery,Refinery Province,Refinery Province Category,Technology,Refinery Ownership,Owner,Bauxite Source,Bauxite Self Supply,Bauxite Origin Province,Bauxite Origin Province Category,Bauxite Origin County,,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
54,Aokaida,Shanxi,Shanxi,H-B,Aokaida,Other,Domestic,1,Xing,Shanxi,Xing,,2.462831313,2.52202879,2.589020322,2.650009236,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504,2.686187504
55,Chalco Lvliang (Xing),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,1,Xing,Shanxi,Xing,,2.555041535,2.66860346,2.769071524,0,0,0,0,0,0,0,0,0,0
55,Chalco Lvliang (Xing),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,0.8,Yuanping,Shanxi,Yuanping,,2.555041535,2.66860346,2.769071524,0,0,0,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Gu,Shanxi,Gu,,2.522743764,2.575898368,2.619618083,2.668297138,0,0,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,0.8,Jiaokou,Shanxi,Jiaokou,,2.522743764,2.575898368,2.619618083,2.668297138,0,0,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,0.5,Loufan,Shanxi,Loufan,,2.522743764,2.575898368,2.619618083,2.668297138,0,0,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,0,Ningwu,Shanxi,Ningwu,,2.522743764,2.575898368,2.619618083,2.668297138,0,0,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Pinglu,Shanxi,Pinglu,,2.522743764,2.575898368,2.619618083,2.668297138,0,0,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Qinyuan,Shanxi,Qinyuan,,2.522743764,2.575898368,2.619618083,2.668297138,0,0,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Xia,Shanxi,Xia,,2.522743764,2.575898368,2.619618083,2.668297138,0,0,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Xiaoyi,Shanxi,Xiaoyi,,2.522743764,2.575898368,2.619618083,2.668297138,0,0,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Xing,Shanxi,Xing,,2.522743764,2.575898368,2.619618083,2.668297138,0,0,0,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0.9,Huairen,Shanxi,Huairen,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0,Loufan,Shanxi,Loufan,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,1,Ningwu,Shanxi,Ningwu,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0,Shenchi,Shanxi,Shenchi,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0,Shuozhou,Shanxi,Shuozhou,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0.8,Wutai,Shanxi,Wutai,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,1,Xing,Shanxi,Xing,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,1,Yuanping,Shanxi,Yuanping,,2.683508017,2.752628925,2.800756979,2.843139103,2.896237791,2.961602985,3.043037777,0,0,0,0,0,0
58.1,Dongxu Tianyuan,Shanxi,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,0,Lin,Shanxi,Lin,,2.677198658,2.727155758,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146
58.1,Dongxu Tianyuan,Shanxi,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,0.7,Qinyuan,Shanxi,Qinyuan,,2.677198658,2.727155758,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146
58.1,Dongxu Tianyuan,Shanxi,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,0,Xiaoyi,Shanxi,Xiaoyi,,2.677198658,2.727155758,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146,2.752905146
59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,0,Jiaokou,Shanxi,Jiaokou,,2.659465497,2.858081088,3.08387965,0,0,0,0,0,0,0,0,0,0
59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,1,Lingshi,Shanxi,Lingshi,,2.659465497,2.858081088,3.08387965,0,0,0,0,0,0,0,0,0,0
59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,0.5,Wuxiang,Shanxi,Wuxiang,,2.659465497,2.858081088,3.08387965,0,0,0,0,0,0,0,0,0,0
59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,0.5,Xiangyuan,Shanxi,Xiangyuan,,2.659465497,2.858081088,3.08387965,0,0,0,0,0,0,0,0,0,0
60,Huaqing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Lin,Shanxi,Lin,,2.531210674,2.627983146,2.758284764,2.929659432,3.195014969,0,0,0,0,0,0,0,0
60,Huaqing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.5,Xiaoyi,Shanxi,Xiaoyi,,2.531210674,2.627983146,2.758284764,2.929659432,3.195014969,0,0,0,0,0,0,0,0
62,Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,1,Jiaokou,Shanxi,Jiaokou,,2.000539095,2.065922573,2.147597992,2.260857283,2.423692396,0,0,0,0,0,0,0,0
62,Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,1,Liulin,Shanxi,Liulin,,2.000539095,2.065922573,2.147597992,2.260857283,2.423692396,0,0,0,0,0,0,0,0
63,Taixing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Lin,Shanxi,Lin,,2.586646389,2.741941579,2.951575511,0,0,0,0,0,0,0,0,0,0
63,Taixing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.5,Xiaoyi,Shanxi,Xiaoyi,,2.586646389,2.741941579,2.951575511,0,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Fenyang,Shanxi,Fenyang,,2.707881424,2.802350544,2.872882286,3.027753908,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Heshun,Shanxi,Heshun,,2.707881424,2.802350544,2.872882286,3.027753908,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Jiaokou,Shanxi,Jiaokou,,2.707881424,2.802350544,2.872882286,3.027753908,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Jiexiu,Shanxi,Jiexiu,,2.707881424,2.802350544,2.872882286,3.027753908,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Lin,Shanxi,Lin,,2.707881424,2.802350544,2.872882286,3.027753908,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Loufan,Shanxi,Loufan,,2.707881424,2.802350544,2.872882286,3.027753908,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Wutai,Shanxi,Wutai,,2.707881424,2.802350544,2.872882286,3.027753908,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Xiaoyi,Shanxi,Xiaoyi,,2.707881424,2.802350544,2.872882286,3.027753908,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Zhongyang,Shanxi,Zhongyang,,2.707881424,2.802350544,2.872882286,3.027753908,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Fenyang,Shanxi,Fenyang,,2.845562744,3.136446982,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Heshun,Shanxi,Heshun,,2.845562744,3.136446982,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Jiexiu,Shanxi,Jiexiu,,2.845562744,3.136446982,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Lin,Shanxi,Lin,,2.845562744,3.136446982,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,1,Lingshi,Shanxi,Lingshi,,2.845562744,3.136446982,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Loufan,Shanxi,Loufan,,2.845562744,3.136446982,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Yu,Shanxi,Yu,,2.845562744,3.136446982,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Xiaoyi,Shanxi,Xiaoyi,,2.845562744,3.136446982,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Xiyang,Shanxi,Xiyang,,2.845562744,3.136446982,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Yangquan,Shanxi,Yangquan,,2.845562744,3.136446982,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Zhongyang,Shanxi,Zhongyang,,2.845562744,3.136446982,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Fenyang,Shanxi,Fenyang,,3.05292005,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Heshun,Shanxi,Heshun,,3.05292005,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Jiexiu,Shanxi,Jiexiu,,3.05292005,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Lin,Shanxi,Lin,,3.05292005,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Loufan,Shanxi,Loufan,,3.05292005,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Yu,Shanxi,Yu,,3.05292005,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Ningwu,Shanxi,Ningwu,,3.05292005,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Pinglu,Shanxi,Pinglu,,3.05292005,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Wutai,Shanxi,Wutai,,3.05292005,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Xiaoyi,Shanxi,Xiaoyi,,3.05292005,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Xiyang,Shanxi,Xiyang,,3.05292005,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Yangquan,Shanxi,Yangquan,,3.05292005,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Zhongyang,Shanxi,Zhongyang,,3.05292005,0,0,0,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0.5,Heshun,Shanxi,Heshun,,3.085548832,3.188351241,3.283134841,3.451159788,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,1,Yu,Shanxi,Yu,,3.085548832,3.188351241,3.283134841,3.451159788,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Pinglu,Shanxi,Pinglu,,3.085548832,3.188351241,3.283134841,3.451159788,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Wutai,Shanxi,Wutai,,3.085548832,3.188351241,3.283134841,3.451159788,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0.5,Wuxiang,Shanxi,Wuxiang,,3.085548832,3.188351241,3.283134841,3.451159788,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Xia,Shanxi,Xia,,3.085548832,3.188351241,3.283134841,3.451159788,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,1,Xiyang,Shanxi,Xiyang,,3.085548832,3.188351241,3.283134841,3.451159788,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Yuanping,Shanxi,Yuanping,,3.085548832,3.188351241,3.283134841,3.451159788,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,1,Yangquan,Shanxi,Yangquan,,3.085548832,3.188351241,3.283134841,3.451159788,0,0,0,0,0,0,0,0,0
70.1,Xinghua (Chalco Jiaokou),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,0.9,Jiaokou,Shanxi,Jiaokou,,2.334214979,2.415141729,2.465546017,2.503512422,2.549138907,2.592525564,2.628633907,2.657835075,2.679831895,2.702321507,2.725404352,2.749157887,2.773669238
70.1,Xinghua (Chalco Jiaokou),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,1,Xiaoyi,Shanxi,Xiaoyi,,2.334214979,2.415141729,2.465546017,2.503512422,2.549138907,2.592525564,2.628633907,2.657835075,2.679831895,2.702321507,2.725404352,2.749157887,2.773669238
71,Tiantong,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.9,Jiaokou,Shanxi,Jiaokou,,2.42008402,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642,2.486479642
72,Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0.2,Pinglu,Shanxi,Pinglu,,2.777682328,2.94884401,3.195449164,0,0,0,0,0,0,0,0,0,0
72,Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0.2,Xia,Shanxi,Xia,,2.777682328,2.94884401,3.195449164,0,0,0,0,0,0,0,0,0,0
73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,1,Malipo,Other,Malipo,,2.640367582,2.703413539,2.773425164,2.856928971,2.956211162,3.072727095,0,0,0,0,0,0,0
73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,1,Wenshan,Other,Wenshan,,2.640367582,2.703413539,2.773425164,2.856928971,2.956211162,3.072727095,0,0,0,0,0,0,0
73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,1,Xichou,Other,Xichou,,2.640367582,2.703413539,2.773425164,2.856928971,2.956211162,3.072727095,0,0,0,0,0,0,0
3,Shuijiang,Chongqing,Other,H-B,Bosai,Other,Domestic,0,Other,General 3rd Party Domestic Supply,-,,0,2.511152175,2.590948379,2.6565671,2.734230161,2.864383405,2.036898179,2.04547656,2.054757592,0,0,0,0
11,Tiangui,Guangxi,Guangxi,H-B,Zengshi,Other,Domestic,0,Guangxi,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,0,0,0,0,2.736962293,2.788073005,2.823271454
15,Chalco Zunyi,Guizhou,Guizhou,H-B,Chalco,Chalco,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0,0,2.417799105,2.462787678,2.493069329,2.527803564,2.562682856,2.600688828,2.630097634,2.63098532,2.34359597,2.359568166,0
16,Xian,Guizhou,Guizhou,H-B,Zengshi Group,Other,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,2.566361422,0,0,0,2.493069329,2.527803564,2.562682856,2.600688828,2.630097634,2.63098532,0,0,0
18,Qingzhen Guanglv,Guizhou,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,0,0,0,2.63098532,2.34359597,2.359568166,0
19.1,Qizheng Chemical,Guizhou,Guizhou,H-B,Qiya,Qiya,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,0,0,2.630097634,2.63098532,2.34359597,2.359568166,0
22,Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,0,0,0,0,2.34359597,2.359568166,0
24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,H-B-ODT-Sweet,Chalco,Chalco,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,2.408892058,2.452991135,0,0,0,0,0,0,0,0,0,0,0
25.1,Kaiman,Henan,Henan,"H-B, ODT, Sweetening",Jinjiang,Jinjiang,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,2.275263695,2.301543685,2.330185171,0,0,0,0
26.1,East Hope Mianchi,Henan,Henan,"H-B, ODT",East Hope,East Hope,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0,0,0,0,0,2.485881654,2.275263695,2.301543685,2.330185171,0,0,0,0
27,Huiyuan Lushan,Henan,Henan,"H-B, ODT","Shenhuo, Huiyuan",Shenhuo,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,2.408892058,2.452991135,2.463554593,0,0,0,0,0,0,0,0,0,0
31,Weilai,Henan,Henan,H-B,Private,Other,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,2.408892058,0,0,0,0,0,0,0,0,0,0,0,0
33,Yima Yixiang,Henan,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0,0,0,0,2.545473735,2.485881654,2.275263695,2.301543685,2.330185171,0,0,0,0
46.2,Chalco Shandong sinter,Shandong,Other,Sintering,Chalco,Chalco,Domestic,0,Other,General 3rd Party Domestic Supply,-,,2.449687733,0,0,0,0,0,0,0,0,0,0,0,0
55,Chalco Lvliang (Xing),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,2.813443612,2.672564335,2.887787501,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,2.672564335,2.887787501,0,0,0,0,0,0,0
59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,2.813443612,2.672564335,2.887787501,0,0,0,0,0,0,0
60,Huaqing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,0,2.887787501,0,0,0,0,0,0,0
61,Qiangjin Aluminium,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,2.672564335,2.887787501,2.960157003,2.657835075,2.679831895,2.702321507,2.725404352,2.749157887,2.773669238
62,Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,0,2.887787501,0,0,0,0,0,0,0
63,Taixing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,2.813443612,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,2.672564335,2.887787501,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,2.800700494,2.813443612,2.672564335,2.887787501,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,2.7707511,2.800700494,2.813443612,2.672564335,2.887787501,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,2.672564335,2.887787501,0,0,0,0,0,0,0
72,Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,2.813443612,2.672564335,2.887787501,0,0,0,0,0,0,0
73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,0,Other,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,2.036898179,2.04547656,2.054757592,0,0,0,0
1.2,Bosai Xianfeng import,Chongqing,Other,L-B,Bosai,Other,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,0,0,0,0,0
2,Bosai Wanzhou,Chongqing,Other,L-B,Bosai,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
3,Shuijiang,Chongqing,Other,H-B,Bosai,Other,Imported,0,-,General Imports,-,,0,0,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
6.2,Jinjiang Chongzuo import,Guangxi,Guangxi,L-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,0,0,0,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
10,Fangcheng,Guangxi,Guangxi,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,0,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
13,Baise Mining,Guangxi,Guangxi,H-B,Baise Mining,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
15,Chalco Zunyi,Guizhou,Guizhou,H-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
16,Xian,Guizhou,Guizhou,H-B,Zengshi Group,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,2.684393075,2.691696074,2.69476778,0,0,0
18,Qingzhen Guanglv,Guizhou,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,0,0,2.69476778,2.697043762,2.697360253,2.661804889
19.1,Qizheng Chemical,Guizhou,Guizhou,H-B,Qiya,Qiya,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,0,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
19.2,Qizheng Chemical Added LT,Guizhou,Guizhou,L-B,Qiya,Qiya,Imported,0,-,General Imports,-,,0,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
22,Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,0,0,0,2.697043762,2.697360253,2.661804889
