Ref. No.,Refinery,Refinery Province,Refinery Province Category,Technology,Refinery Ownership,Owner,Bauxite Source,Bauxite Self Supply,Bauxite Origin Province,Bauxite Origin Province Category,Bauxite Origin County,,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
23.2,Chalco Zhengzhou import,Henan,Henan,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
24.3,Chalco Zhongzhou LT Amt,Henan,Henan,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
25.1,Kaiman,Henan,Henan,"H-B, ODT, Sweetening",Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,0,0,0,0,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
25.2,Kaiman Import,Henan,Henan,L-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
26.1,East Hope Mianchi,Henan,Henan,"H-B, ODT",East Hope,East Hope,Imported,0,-,General Imports,-,,0,0,0,0,0,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
26.2,East Hope Mianchi Added LT,Henan,Henan,L-B,East Hope,East Hope,Imported,0,-,General Imports,-,,0,2.664692876,2.665270533,0,0,0,0,0,0,0,0,0,0
30.2,Wanji import,Henan,Henan,L-B,Wanji Holdings,Other,Imported,0,-,General Imports,-,,0,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
33,Yima Yixiang,Henan,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Imported,0,-,General Imports,-,,0,0,0,0,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
40.1,Xinwang L-B,Inner Mongolia,Other,L-B,BXG,Other,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
42.2,Mengxi import,Inner Mongolia,Other,L-B,Private,Other,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,0,0,0,0,0,0,0,0
43.1,Qihui H-B,Inner Mongolia,Other,H-B,Jinguotou,Other,Imported,0,-,General Imports,-,,0,0,0,0,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
43.2,Qihui L-B,Inner Mongolia,Other,L-B,Jinguotou,Other,Imported,0,-,General Imports,-,,0,0,0,0,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
44,Jinjiang Lianyungang,Jiangsu,Other,L-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,0,0,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
45,Chalco Lianyungang,Jiangsu,Other,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,0,0,0,0,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
46.1,Chalco Shandong L-B,Shandong,Other,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
46.3,Chalco Shandong sinter import,Shandong,Other,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
47.1,Chiping Xinfa L-B,Shandong,Other,L-B,Xinfa,Xinfa,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
47.2,Chiping Xinfa H-B,Shandong,Other,H-B,Xinfa,Xinfa,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
48,Lubei,Shandong,Other,L-B,Lubei Group,Jinjiang,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
49.1,Nanshan Donghai H-B,Shandong,Other,H-B,Nanshan Group,Nanshan,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
49.2,Nanshan Donghai L-B,Shandong,Other,L-B,Nanshan Group,Nanshan,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
50,Bochuang,Shandong,Other,L-B,Chuangxin Group,Other,Imported,0,-,General Imports,-,,0,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
52.1,Weiqiao - Binzhou L-B,Shandong,Other,L-B,Weiqiao,Weiqiao,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
52.2,Weiqiao - Binzhou H-B,Shandong,Other,H-B,Weiqiao,Weiqiao,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
53.1,Weiqiao-Wudi-Zhanhua L-B,Shandong,Other,L-B,Weiqiao,Weiqiao,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
53.2,Weiqiao-Wudi-Zhanhua H-B,Shandong,Other,H-B,Weiqiao,Weiqiao,Imported,0,-,General Imports,-,,2.641907649,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
55,Chalco Lvliang (Xing),Shanxi,Shanxi,H-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,0,0,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Imported,0,-,General Imports,-,,0,0,0,0,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,0,0,0
56.2,Chalco Shanxi import,Shanxi,Shanxi,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
57.2,SPIC Shanxi import,Shanxi,Shanxi,L-B,SPIC,SPIC,Imported,0,-,General Imports,-,,0,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
58.2,Dongxu Tianyuan import,Shanxi,Shanxi,L-B,Tianyuan Chemical,Other,Imported,0,-,General Imports,-,,0,0,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,0,0,0,0,0
59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Imported,0,-,General Imports,-,,0,0,0,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
59.2,East Hope Lingshi Import,Shanxi,Shanxi,L-B,East Hope,East Hope,Imported,0,-,General Imports,-,,0,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
60,Huaqing,Shanxi,Shanxi,H-B,Private,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
62,Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
63,Taixing,Shanxi,Shanxi,H-B,Private,Other,Imported,0,-,General Imports,-,,0,0,0,2.678504283,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Imported,0,-,General Imports,-,,0,0,0,0,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Imported,0,-,General Imports,-,,0,0,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
67.2,Xingan Chemical import,Shanxi,Shanxi,L-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Imported,0,-,General Imports,-,,0,0,0,0,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
70.2,Xinghua (Chalco Jiaokou) import,Shanxi,Shanxi,H-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,2.664692876,2.665270533,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
72,Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,0,2.678504283,2.697263887,2.66473755,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Imported,0,-,General Imports,-,,0,0,0,0,0,0,2.67373591,2.684393075,2.691696074,2.69476778,2.697043762,2.697360253,2.661804889
74,Guangxi - blending,Guangxi,Guangxi,H-B,spare,spare,Imported,0,-,General Imports,-,,0,2.664692876,2.665270533,2.678504283,0,0,0,0,0,0,0,0,0
76,Henan - blending,Henan,Henan,H-B,spare,spare,Imported,0,-,General Imports,-,,0,2.664692876,0,0,0,0,0,0,0,0,0,0,0
77,Shanxi - blending,Shanxi,Shanxi,H-B,spare,spare,Imported,0,-,General Imports,-,,0,2.664692876,2.665270533,0,0,0,0,0,0,0,0,0,0
78,Other - blending,Other,Other,H-B,spare,spare,Imported,0,-,General Imports,-,,0,2.664692876,0,0,0,0,0,0,0,0,0,0,0
