Ref. No.,Refinery,Refinery Province,Refinery Province Category,Technology,Refinery Ownership,Owner,Bauxite Source,Bauxite Self Supply,Bauxite Origin Province,Bauxite Origin Province Category,Bauxite Origin County,,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Qinyuan,Shanxi,Qinyuan,,393.530678,261.18458,163.4569622,166.4944014,0,0,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Xia,Shanxi,Xia,,27.04229507,17.94785228,11.23229179,11.44101586,0,0,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Xiaoyi,Shanxi,Xiaoyi,,920.7623261,611.1059057,382.4479797,389.5548197,0,0,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,1,Xing,Shanxi,Xing,,1286.886786,854.1010993,534.5214911,544.4542372,0,0,0,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0.9,Huairen,Shanxi,Huairen,,35.57091773,23.45601961,11.93306697,12.1136427,10.96878047,11.21633489,11.52474892,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0,Loufan,Shanxi,Loufan,,1052.924215,694.314699,353.227186,358.5723547,324.6836266,332.0114118,341.1406842,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,1,Ningwu,Shanxi,Ningwu,,578.1520808,381.2425265,193.9541608,196.8891493,178.2811257,182.3047526,187.3175615,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0,Shenchi,Shanxi,Shenchi,,218.2996621,143.9502122,73.23354732,74.34174533,67.31569562,68.83494362,70.72768865,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0,Shuozhou,Shanxi,Shuozhou,,261.989892,172.7602333,87.89042079,89.2204122,80.78817741,82.61148586,84.8830426,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,0.8,Wutai,Shanxi,Wutai,,1064.990767,702.2715724,357.2751832,362.6816078,328.4045136,335.8162754,345.0501696,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,1,Xing,Shanxi,Xing,,3755.224443,2476.253743,1259.774772,1278.838165,1157.974974,1184.109313,1216.668605,0,0,0,0,0,0
57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,1,Yuanping,Shanxi,Yuanping,,546.6704692,360.4830593,183.3929439,186.168116,168.5733389,172.3778707,177.1177215,0,0,0,0,0,0
58.1,Dongxu Tianyuan,Shanxi,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,0,Lin,Shanxi,Lin,,150.4664088,153.2741442,0,0,0,0,0,0,0,0,0,0,0
58.1,Dongxu Tianyuan,Shanxi,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,0.7,Qinyuan,Shanxi,Qinyuan,,308.3544868,314.1084474,0,0,0,0,0,0,0,0,0,0,0
58.1,Dongxu Tianyuan,Shanxi,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,0,Xiaoyi,Shanxi,Xiaoyi,,344.3387019,350.7641357,0,0,0,0,0,0,0,0,0,0,0
59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,0,Jiaokou,Shanxi,Jiaokou,,1414.158993,1479.777954,1294.610003,0,0,0,0,0,0,0,0,0,0
59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,1,Lingshi,Shanxi,Lingshi,,2655.131555,2778.333385,2430.674265,0,0,0,0,0,0,0,0,0,0
59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,0.5,Wuxiang,Shanxi,Wuxiang,,285.6320701,298.885799,261.4855452,0,0,0,0,0,0,0,0,0,0
59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,0.5,Xiangyuan,Shanxi,Xiangyuan,,698.0618269,730.4528753,639.0496604,0,0,0,0,0,0,0,0,0,0
60,Huaqing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Lin,Shanxi,Lin,,66.43394499,103.4607409,108.590569,115.337397,125.784146,0,0,0,0,0,0,0,0
60,Huaqing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.5,Xiaoyi,Shanxi,Xiaoyi,,439.8081898,684.934203,718.8948601,763.5604326,832.7203446,0,0,0,0,0,0,0,0
62,Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,1,Jiaokou,Shanxi,Jiaokou,,293.5970201,291.0649255,302.5720605,318.5290027,341.4706126,0,0,0,0,0,0,0,0
62,Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,1,Liulin,Shanxi,Liulin,,2207.076849,2188.042162,2274.54553,2394.499737,2566.960262,0,0,0,0,0,0,0,0
63,Taixing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Lin,Shanxi,Lin,,142.7259859,211.8128105,195.434456,0,0,0,0,0,0,0,0,0,0
63,Taixing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.5,Xiaoyi,Shanxi,Xiaoyi,,503.9356112,747.8667421,690.0381973,0,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Fenyang,Shanxi,Fenyang,,184.1128504,76.21437807,85.164535,164.6891617,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Heshun,Shanxi,Heshun,,13.80035949,5.712723546,6.383591348,12.34443783,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Jiaokou,Shanxi,Jiaokou,,4591.920147,1900.846885,2124.07088,4107.477986,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Jiexiu,Shanxi,Jiexiu,,85.571733,35.42282028,39.58266267,76.54401606,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Lin,Shanxi,Lin,,458.5010801,189.7986729,212.0874844,410.1297567,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Loufan,Shanxi,Loufan,,483.3559437,200.0874602,223.5845249,432.3624615,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Wutai,Shanxi,Wutai,,122.2238054,50.59511757,56.53670306,109.329338,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Xiaoyi,Shanxi,Xiaoyi,,674.5297657,279.2247607,312.0152326,603.3676707,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Zhongyang,Shanxi,Zhongyang,,155.6878741,64.4477258,72.01607805,139.2629869,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Fenyang,Shanxi,Fenyang,,256.3566432,407.6971677,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Heshun,Shanxi,Heshun,,19.21546392,30.55934154,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Jiexiu,Shanxi,Jiexiu,,119.1491098,189.4889635,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Lin,Shanxi,Lin,,659.69209,1049.142294,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,1,Lingshi,Shanxi,Lingshi,,666.9144097,1060.628321,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Loufan,Shanxi,Loufan,,673.0193299,1070.33729,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Yu,Shanxi,Yu,,74.15839364,117.9379113,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Xiaoyi,Shanxi,Xiaoyi,,2817.62277,4481.010551,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Xiyang,Shanxi,Xiyang,,94.74042148,150.6705698,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Yangquan,Shanxi,Yangquan,,378.0351026,601.2086861,0,0,0,0,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Zhongyang,Shanxi,Zhongyang,,216.7780289,344.7532597,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Fenyang,Shanxi,Fenyang,,420.4269391,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Heshun,Shanxi,Heshun,,15.75675703,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Jiexiu,Shanxi,Jiexiu,,195.4054902,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Lin,Shanxi,Lin,,872.5002323,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Loufan,Shanxi,Loufan,,1379.696335,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Yu,Shanxi,Yu,,60.81017845,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Ningwu,Shanxi,Ningwu,,272.7287931,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Pinglu,Shanxi,Pinglu,,803.1149004,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Wutai,Shanxi,Wutai,,558.2030833,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Xiaoyi,Shanxi,Xiaoyi,,2310.461905,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Xiyang,Shanxi,Xiyang,,77.68752334,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Yangquan,Shanxi,Yangquan,,309.9902913,0,0,0,0,0,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Zhongyang,Shanxi,Zhongyang,,355.5176959,0,0,0,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0.5,Heshun,Shanxi,Heshun,,63.35828076,32.7346064,42.13467974,56.69255298,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,1,Yu,Shanxi,Yu,,203.7659332,105.2774403,135.5089222,182.3283527,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Pinglu,Shanxi,Pinglu,,1237.914971,639.5795283,823.2412593,1107.677784,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Wutai,Shanxi,Wutai,,187.0456148,96.63874251,124.3895349,167.3671271,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0.5,Wuxiang,Shanxi,Wuxiang,,105.1383159,54.32062468,69.91934152,94.07704051,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Xia,Shanxi,Xia,,36.38062038,18.7963637,24.19392967,32.55312839,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,1,Xiyang,Shanxi,Xiyang,,104.12777,53.79851735,69.24730579,93.17281099,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Yuanping,Shanxi,Yuanping,,115.2148738,59.52676586,76.6204788,103.093475,0,0,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,1,Yangquan,Shanxi,Yangquan,,415.4926863,214.6679074,276.3119684,371.7799922,0,0,0,0,0,0,0,0,0
70.1,Xinghua (Chalco Jiaokou),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,0.9,Jiaokou,Shanxi,Jiaokou,,1436.224908,1073.235604,505.6773024,513.4641168,522.8219945,354.480326,359.4174796,363.4102039,366.4178655,369.4929076,372.6490634,375.8969236,0
70.1,Xinghua (Chalco Jiaokou),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,1,Xiaoyi,Shanxi,Xiaoyi,,664.5685729,496.6065202,233.9865027,237.5896097,241.9196777,164.0247869,166.3093017,168.1568111,169.5485134,170.9713938,172.4318071,173.9346538,0
71,Tiantong,Shanxi,Shanxi,H-B,Private,Other,Domestic,0.9,Jiaokou,Shanxi,Jiaokou,,121.004201,0,0,0,0,0,0,0,0,0,0,0,0
72,Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0.2,Pinglu,Shanxi,Pinglu,,2121.75363,2252.496773,2440.867983,0,0,0,0,0,0,0,0,0,0
72,Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0.2,Xia,Shanxi,Xia,,100.3922332,106.5784351,115.4913485,0,0,0,0,0,0,0,0,0,0
73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,1,Malipo,Other,Malipo,,46.12964887,52.11709761,53.46679962,55.07660736,56.99059483,59.23681878,0,0,0,0,0,0,0
73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,1,Wenshan,Other,Wenshan,,2130.641877,2407.190893,2469.531095,2543.885092,2632.28858,2736.037448,0,0,0,0,0,0,0
73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,1,Xichou,Other,Xichou,,1651.761468,1866.153672,1914.482368,1972.124654,2040.658684,2121.089085,0,0,0,0,0,0,0
3,Shuijiang,Chongqing,Other,H-B,Bosai,Other,Domestic,0,Other,General 3rd Party Domestic Supply,-,,0,612.7211307,1541.614285,1394.697728,1052.678612,802.0273533,356.4571814,143.1833592,71.91651571,0,0,0,0
11,Tiangui,Guangxi,Guangxi,H-B,Zengshi,Other,Domestic,0,Guangxi,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,0,0,0,0,4379.139669,4460.916808,4517.234327
15,Chalco Zunyi,Guizhou,Guizhou,H-B,Chalco,Chalco,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0,0,2417.799105,2462.787678,2493.069329,2527.803564,2562.682856,1872.495956,1472.854675,789.2955959,234.359597,117.9784083,0
16,Xian,Guizhou,Guizhou,H-B,Zengshi Group,Other,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,205.3089138,0,0,0,498.6138658,1263.901782,1281.341428,1170.309972,1104.641006,789.2955959,0,0,0
18,Qingzhen Guanglv,Guizhou,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,0,0,0,1315.49266,468.719194,235.9568166,0
19.1,Qizheng Chemical,Guizhou,Guizhou,H-B,Qiya,Qiya,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,0,0,1656.961509,1183.943394,421.8472746,212.3611349,0
22,Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Domestic,0,Guizhou,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,0,0,0,0,749.9507104,377.5309066,0
24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,H-B-ODT-Sweet,Chalco,Chalco,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,3974.671896,735.8973405,0,0,0,0,0,0,0,0,0,0,0
25.1,Kaiman,Henan,Henan,"H-B, ODT, Sweetening",Jinjiang,Jinjiang,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,1478.921402,460.3087369,233.0185171,0,0,0,0
26.1,East Hope Mianchi,Henan,Henan,"H-B, ODT",East Hope,East Hope,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0,0,0,0,0,3480.234316,2275.263695,920.6174739,466.0370343,0,0,0,0
27,Huiyuan Lushan,Henan,Henan,"H-B, ODT","Shenhuo, Huiyuan",Shenhuo,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,1204.446029,735.8973405,492.7109186,0,0,0,0,0,0,0,0,0,0
31,Weilai,Henan,Henan,H-B,Private,Other,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,240.8892058,0,0,0,0,0,0,0,0,0,0,0,0
33,Yima Yixiang,Henan,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,0,Henan,General 3rd Party Domestic Supply,-,,0,0,0,0,687.2779086,522.0351474,341.2895543,138.0926211,69.90555514,0,0,0,0
46.2,Chalco Shandong sinter,Shandong,Other,Sintering,Chalco,Chalco,Domestic,0,Other,General 3rd Party Domestic Supply,-,,1714.781413,0,0,0,0,0,0,0,0,0,0,0,0
55,Chalco Lvliang (Xing),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,1828.738348,694.866727,375.4123751,0,0,0,0,0,0,0
56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,427.6102935,231.023,0,0,0,0,0,0,0
59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,2110.082709,801.7693004,433.1681251,0,0,0,0,0,0,0
60,Huaqing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,0,86.63362502,0,0,0,0,0,0,0
61,Qiangjin Aluminium,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,1336.282167,2310.23,2368.125602,2126.26806,2143.865516,2161.857205,2180.323482,1649.494732,1664.201543
62,Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,0,346.5345001,0,0,0,0,0,0,0
63,Taixing,Shanxi,Shanxi,H-B,Private,Other,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,422.0165418,0,0,0,0,0,0,0,0,0
65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,1069.025734,577.5575001,0,0,0,0,0,0,0
66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,5489.372967,3938.821057,1496.636027,808.5805001,0,0,0,0,0,0,0
67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,7065.415306,3920.980691,2672.771432,1015.574447,548.6796251,0,0,0,0,0,0,0
68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,0,267.2564335,144.389375,0,0,0,0,0,0,0
72,Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,0,Shanxi,General 3rd Party Domestic Supply,-,,0,0,0,1125.377445,374.1590069,173.26725,0,0,0,0,0,0,0
73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,0,Other,General 3rd Party Domestic Supply,-,,0,0,0,0,0,0,712.9143627,245.4571872,123.2854555,0,0,0,0
1.2,Bosai Xianfeng import,Chongqing,Other,L-B,Bosai,Other,Imported,0,-,General Imports,-,,554.8006062,799.4078629,1066.108213,803.5512849,809.1791662,799.4212651,802.1207731,805.3179224,0,0,0,0,0
2,Bosai Wanzhou,Chongqing,Other,L-B,Bosai,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,1332.368775,3208.483092,3221.27169,6460.070579,6467.442672,7821.426911,9710.496912,9582.4976
3,Shuijiang,Chongqing,Other,H-B,Bosai,Other,Imported,0,-,General Imports,-,,0,0,279.853406,468.7382495,849.6381245,1119.189771,1403.711353,1691.167637,1789.977889,1886.337446,1348.521881,1348.680127,1330.902444
6.2,Jinjiang Chongzuo import,Guangxi,Guangxi,L-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,0,0,0,1065.89502,1336.867955,1342.196537,1345.848037,1347.38389,1348.521881,1348.680127,1330.902444
10,Fangcheng,Guangxi,Guangxi,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,0,2265.479953,5357.008566,5394.527775,5329.475101,8021.207731,8053.179224,8075.088223,8084.303339,10788.17505,10789.44101,10647.21956
13,Baise Mining,Guangxi,Guangxi,H-B,Baise Mining,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,2131.79004,2138.988728,2147.51446,2153.35686,2155.814224,2157.63501,2427.624228,2661.804889
15,Chalco Zunyi,Guizhou,Guizhou,H-B,Chalco,Chalco,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,214.751446,646.0070579,808.4303339,1078.817505,1213.812114,1197.8122
16,Xian,Guizhou,Guizhou,H-B,Zengshi Group,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,134.2196537,484.5052934,808.4303339,0,0,0
18,Qingzhen Guanglv,Guizhou,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,0,0,1347.38389,2157.63501,2427.624228,2661.804889
19.1,Qizheng Chemical,Guizhou,Guizhou,H-B,Qiya,Qiya,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,0,726.7579401,1212.645501,1941.871509,2184.861805,2395.6244
19.2,Qizheng Chemical Added LT,Guizhou,Guizhou,L-B,Qiya,Qiya,Imported,0,-,General Imports,-,,0,266.4692876,399.79058,535.7008566,539.4527775,532.9475101,534.747182,536.8786149,538.3392149,538.953556,539.4087525,539.4720507,532.3609778
22,Huajin,Guizhou,Guizhou,H-B,"Chalco, Jinjiang",Chalco,Imported,0,-,General Imports,-,,0,0,0,0,0,0,0,0,0,0,3452.216016,3884.198765,4258.887822
23.2,Chalco Zhengzhou import,Henan,Henan,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,528.3815297,799.4078629,799.58116,803.5512849,809.1791662,799.4212651,802.1207731,805.3179224,807.5088223,808.4303339,809.1131287,809.208076,798.5414666
24.3,Chalco Zhongzhou LT Amt,Henan,Henan,L-B,Chalco,Chalco,Imported,0,-,General Imports,-,,528.3815297,3997.039315,5597.06812,5357.008566,4855.074997,3997.106326,3743.230274,3758.150305,3768.374504,3772.674892,3506.156891,3506.568329,3460.346355
25.1,Kaiman,Henan,Henan,"H-B, ODT, Sweetening",Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,0,0,0,0,1737.928342,2147.51446,2422.526467,2694.76778,1348.521881,1348.680127,1330.902444
25.2,Kaiman Import,Henan,Henan,L-B,Jinjiang,Jinjiang,Imported,0,-,General Imports,-,,0,0,1332.635267,1339.252142,1348.631944,1332.368775,1336.867955,1342.196537,1345.848037,1347.38389,1348.521881,1348.680127,1330.902444
26.1,East Hope Mianchi,Henan,Henan,"H-B, ODT",East Hope,East Hope,Imported,0,-,General Imports,-,,0,0,0,0,0,1598.84253,2673.73591,4295.02892,4845.052934,5389.53556,4045.565644,4046.04038,3992.707333
26.2,East Hope Mianchi Added LT,Henan,Henan,L-B,East Hope,East Hope,Imported,0,-,General Imports,-,,0,133.2346438,266.5270533,0,0,0,0,0,0,0,0,0,0
30.2,Wanji import,Henan,Henan,L-B,Wanji Holdings,Other,Imported,0,-,General Imports,-,,0,959.2894355,2665.270533,2678.504283,2697.263887,2664.73755,2673.73591,2684.393075,2691.696074,2694.76778,2697.043762,2697.360253,2661.804889
33,Yima Yixiang,Henan,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Imported,0,-,General Imports,-,,0,0,0,0,80.91791662,239.8263795,401.0603865,644.2543379,726.7579401,808.4303339,809.1131287,809.208076,798.5414666
40.1,Xinwang L-B,Inner Mongolia,Other,L-B,BXG,Other,Imported,0,-,General Imports,-,,1320.953824,1279.052581,1332.635267,1339.252142,1348.631944,1332.368775,1336.867955,1073.75723,1076.67843,1077.907112,1078.817505,1078.944101,1064.721956
42.2,Mengxi import,Inner Mongolia,Other,L-B,Private,Other,Imported,0,-,General Imports,-,,132.0953824,506.2916465,533.0541067,535.7008566,539.4527775,0,0,0,0,0,0,0,0
