1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
t/t,4,Tuoyuan,Other,Chongqing,H-B,SPIC,SPIC,Domestic,7,326,2.203355728,2.449291621,2.563627676,2.698231297,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662,2.776119662
t/t,5,Chalco Pingguo ,Guangxi,Guangxi,H-B,Chalco,Chalco,Domestic,8,106,2.079989866,2.203111923,2.218484128,2.230938102,2.245081813,2.257670884,2.268115497,2.279015024,2.289598797,2.299073515,2.307746408,2.315816398,2.323419708,2.330513341,2.337321916,2.344032535,2.350549824,2.356911474,2.363149386,2.369291058,2.375360756,2.381380383,2.387370172,2.393349245,2.39924164,2.405099338,2.41103459
t/t,5,Chalco Pingguo ,Guizhou,Guangxi,H-B,Chalco,Chalco,Domestic,8,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,5,Chalco Pingguo ,Henan,Guangxi,H-B,Chalco,Chalco,Domestic,8,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,5,Chalco Pingguo ,Shanxi,Guangxi,H-B,Chalco,Chalco,Domestic,8,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,5,Chalco Pingguo ,Other,Guangxi,H-B,Chalco,Chalco,Domestic,8,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,6.1,Jinjiang Chongzuo domestic,Guangxi,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,9,106,2.747945591,2.747945591,2.747945591,2.747945591,2.747945591,2.747945591,2.747945591,2.747945591,2.747945591,2.747945591,2.747945591,2.747945591,2.747945591,2.747945591,2.747945591,2.747945591,2.747945591,2.747945591,3.029847281,3.080178103,3.111293736,3.134304184,3.152264261,3.166510246,3.181328619,3.19681388,3.211718643
t/t,6.1,Jinjiang Chongzuo domestic,Guizhou,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,9,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,6.1,Jinjiang Chongzuo domestic,Henan,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,9,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,6.1,Jinjiang Chongzuo domestic,Shanxi,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,9,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,6.1,Jinjiang Chongzuo domestic,Other,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,9,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,6.2,Jinjiang Chongzuo import,Guangxi,Guangxi,L-B,Jinjiang,Jinjiang,Imported,10,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,6.2,Jinjiang Chongzuo import,Guizhou,Guangxi,L-B,Jinjiang,Jinjiang,Imported,10,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,6.2,Jinjiang Chongzuo import,Henan,Guangxi,L-B,Jinjiang,Jinjiang,Imported,10,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,6.2,Jinjiang Chongzuo import,Shanxi,Guangxi,L-B,Jinjiang,Jinjiang,Imported,10,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,6.2,Jinjiang Chongzuo import,Other,Guangxi,L-B,Jinjiang,Jinjiang,Imported,10,326,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.1805517,2.221176886,2.230755331,2.237940989,2.24390067,2.249080784,2.253712566,2.257933398,2.261832443
t/t,7,Huayin,Guangxi,Guangxi,H-B,"Chalco, Guangxi Investment Group, Minmetal",Chalco,Domestic,11,106,2.34919694,2.34919694,2.34919694,2.451040667,2.500585889,2.537598923,2.561958678,2.580293133,2.59802485,2.615394441,2.631382249,2.647111877,2.662378681,2.676582427,2.690372716,2.703697189,2.716270405,2.728484483,2.740413453,2.751592341,2.762088964,2.772474182,2.782779659,2.793033451,2.8043338,2.816792006,2.829375265
t/t,7,Huayin,Guizhou,Guangxi,H-B,"Chalco, Guangxi Investment Group, Minmetal",Chalco,Domestic,11,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,7,Huayin,Henan,Guangxi,H-B,"Chalco, Guangxi Investment Group, Minmetal",Chalco,Domestic,11,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,7,Huayin,Shanxi,Guangxi,H-B,"Chalco, Guangxi Investment Group, Minmetal",Chalco,Domestic,11,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,7,Huayin,Other,Guangxi,H-B,"Chalco, Guangxi Investment Group, Minmetal",Chalco,Domestic,11,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,8,Jinjiang Tiandong,Guangxi,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,12,106,2.330290409,2.330290409,2.330290409,2.330290409,2.330290409,2.330290409,2.330290409,2.330290409,2.330290409,2.422001811,2.453874294,2.482126074,2.509138154,2.536564841,2.560175831,2.582973751,2.606127199,2.628493283,2.650312568,2.671769672,2.6930104,2.714155831,2.733208081,2.750199896,2.769089684,2.790137559,2.811642869
t/t,8,Jinjiang Tiandong,Guizhou,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,12,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,8,Jinjiang Tiandong,Henan,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,12,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,8,Jinjiang Tiandong,Shanxi,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,12,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,8,Jinjiang Tiandong,Other,Guangxi,H-B,Jinjiang,Jinjiang,Domestic,12,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,9,Xinfa Jingxi,Guangxi,Guangxi,H-B,Xinfa,Xinfa,Domestic,13,106,2.237525044,2.237525044,2.237525044,2.237525044,2.316027154,2.35491928,2.393982782,2.429612219,2.464051773,2.497450717,2.530740538,2.560744566,2.592136509,2.626679365,2.661344235,2.697605038,2.736261921,2.778366064,2.818420321,2.856121628,2.896318736,2.939731306,2.98734798,3.040680212,3.109248562,3.205145214,0
t/t,9,Xinfa Jingxi,Guizhou,Guangxi,H-B,Xinfa,Xinfa,Domestic,13,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,9,Xinfa Jingxi,Henan,Guangxi,H-B,Xinfa,Xinfa,Domestic,13,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,9,Xinfa Jingxi,Shanxi,Guangxi,H-B,Xinfa,Xinfa,Domestic,13,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,9,Xinfa Jingxi,Other,Guangxi,H-B,Xinfa,Xinfa,Domestic,13,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,10,Fangcheng,Guangxi,Guangxi,L-B,Chalco,Chalco,Imported,14,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,10,Fangcheng,Guizhou,Guangxi,L-B,Chalco,Chalco,Imported,14,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,10,Fangcheng,Henan,Guangxi,L-B,Chalco,Chalco,Imported,14,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,10,Fangcheng,Shanxi,Guangxi,L-B,Chalco,Chalco,Imported,14,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,10,Fangcheng,Other,Guangxi,L-B,Chalco,Chalco,Imported,14,326,2.301910186,2.301910186,2.301910186,2.301910186,2.301910186,2.301910186,2.301910186,2.301910186,2.301910186,2.301910186,2.301910186,2.301910186,2.301910186,2.301910186,2.301910186,2.301910186,2.413177819,2.427588198,2.436341118,2.444296886,2.45161448,2.45753063,2.462551124,2.46762957,2.472705216,2.477213314,2.481292378
t/t,11,Tiangui,Guangxi,Guangxi,H-B,Zengshi,Other,Domestic,15,106,2.246440159,2.246440159,2.246440159,2.246440159,2.246440159,2.246440159,2.246440159,2.246440159,2.246440159,2.246440159,2.246440159,2.246440159,2.246440159,2.246440159,2.246440159,2.246440159,2.414060404,2.46965941,2.525835749,2.579889949,2.655071247,2.758666625,2.879666496,0,0,0,0
t/t,11,Tiangui,Guizhou,Guangxi,H-B,Zengshi,Other,Domestic,15,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,11,Tiangui,Henan,Guangxi,H-B,Zengshi,Other,Domestic,15,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,11,Tiangui,Shanxi,Guangxi,H-B,Zengshi,Other,Domestic,15,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,11,Tiangui,Other,Guangxi,H-B,Zengshi,Other,Domestic,15,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,12,Beihai_GIG,Guangxi,Guangxi,L-B,GIG,Other,Imported,16,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,12,Beihai_GIG,Guizhou,Guangxi,L-B,GIG,Other,Imported,16,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,12,Beihai_GIG,Henan,Guangxi,L-B,GIG,Other,Imported,16,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,12,Beihai_GIG,Shanxi,Guangxi,L-B,GIG,Other,Imported,16,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,12,Beihai_GIG,Other,Guangxi,L-B,GIG,Other,Imported,16,326,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.388997155
t/t,13,Baise Mining,Guangxi,Guangxi,H-B,Baise Mining,Other,Imported,17,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,13,Baise Mining,Guizhou,Guangxi,H-B,Baise Mining,Other,Imported,17,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,13,Baise Mining,Henan,Guangxi,H-B,Baise Mining,Other,Imported,17,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,13,Baise Mining,Shanxi,Guangxi,H-B,Baise Mining,Other,Imported,17,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,13,Baise Mining,Other,Guangxi,H-B,Baise Mining,Other,Imported,17,326,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.340546275,2.392696902,2.397091795,2.400113447,2.402465747,2.404408675,2.406170151,2.407876152,2.409451834
t/t,14,Chalco Guizhou,Guangxi,Guizhou,Series & Sinter (95:25),Chalco,Chalco,Domestic,18,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,14,Chalco Guizhou,Guizhou,Guizhou,Series & Sinter (95:25),Chalco,Chalco,Domestic,18,161,1.883129889,1.990390397,2.012374262,2.030950299,2.048806948,2.065691608,2.082687166,2.103699852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,14,Chalco Guizhou,Henan,Guizhou,Series & Sinter (95:25),Chalco,Chalco,Domestic,18,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,14,Chalco Guizhou,Shanxi,Guizhou,Series & Sinter (95:25),Chalco,Chalco,Domestic,18,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,14,Chalco Guizhou,Other,Guizhou,Series & Sinter (95:25),Chalco,Chalco,Domestic,18,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,15,Chalco Zunyi,Guangxi,Guizhou,H-B,Chalco,Chalco,Domestic,19,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,15,Chalco Zunyi,Guizhou,Guizhou,H-B,Chalco,Chalco,Domestic,19,161,2.261929554,2.261929554,2.261929554,2.261929554,2.261929554,2.261929554,2.50344196,2.579790278,2.638084916,2.687699137,2.738999756,2.797475249,2.860956214,2.93079695,3.014394404,0,0,0,0,0,0,0,0,0,0,0,0
t/t,15,Chalco Zunyi,Henan,Guizhou,H-B,Chalco,Chalco,Domestic,19,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,15,Chalco Zunyi,Shanxi,Guizhou,H-B,Chalco,Chalco,Domestic,19,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,15,Chalco Zunyi,Other,Guizhou,H-B,Chalco,Chalco,Domestic,19,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,16,Xian,Guangxi,Guizhou,H-B,Zengshi Group,Other,Domestic,20,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,16,Xian,Guizhou,Guizhou,H-B,Zengshi Group,Other,Domestic,20,161,1.951068187,1.951068187,1.951068187,1.951068187,1.951068187,2.174861778,2.229530185,2.27090672,2.306283523,2.342243223,2.380570946,2.423708229,2.476293362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,16,Xian,Henan,Guizhou,H-B,Zengshi Group,Other,Domestic,20,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,16,Xian,Shanxi,Guizhou,H-B,Zengshi Group,Other,Domestic,20,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,16,Xian,Other,Guizhou,H-B,Zengshi Group,Other,Domestic,20,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,17,Huafei,Guangxi,Guizhou,H-B,Shanghai Huafei Investment Co.Ltd,Other,Domestic,21,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,17,Huafei,Guizhou,Guizhou,H-B,Shanghai Huafei Investment Co.Ltd,Other,Domestic,21,161,2.155279383,2.155279383,2.155279383,2.155279383,2.362256869,2.362256869,2.390780951,2.405335509,2.41867615,2.443187441,2.480601,2.516411297,2.548204543,2.576844902,2.593853786,2.606128223,2.62571063,2.647447813,2.669781087,2.693499879,2.7185561,2.744249716,2.772927095,2.808552111,2.855971079,2.913280523,0
t/t,17,Huafei,Henan,Guizhou,H-B,Shanghai Huafei Investment Co.Ltd,Other,Domestic,21,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,17,Huafei,Shanxi,Guizhou,H-B,Shanghai Huafei Investment Co.Ltd,Other,Domestic,21,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,17,Huafei,Other,Guizhou,H-B,Shanghai Huafei Investment Co.Ltd,Other,Domestic,21,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,18,Qingzhen Guanglv,Guangxi,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,22,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,18,Qingzhen Guanglv,Guizhou,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,22,161,2.12466551,2.12466551,2.12466551,2.12466551,2.12466551,2.12466551,2.12466551,2.12466551,2.321849362,2.366648446,2.396775303,2.421304307,2.443857336,2.466372704,2.487319063,2.506342483,2.527156742,2.549972894,2.580472998,2.621316497,2.668130421,2.732286175,0,0,0,0,0
t/t,18,Qingzhen Guanglv,Henan,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,22,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,18,Qingzhen Guanglv,Shanxi,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,22,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,18,Qingzhen Guanglv,Other,Guizhou,H-B,Guangdong Guang Al Group Co.Ltd,Other,Domestic,22,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,19.1,Qizheng Chemical,Guangxi,Guizhou,H-B,Qiya,Qiya,Domestic,23,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,19.1,Qizheng Chemical,Guizhou,Guizhou,H-B,Qiya,Qiya,Domestic,23,161,2.059612097,2.059612097,2.059612097,2.059612097,2.059612097,2.059612097,2.059612097,2.200072667,2.249049556,2.294103354,2.325846076,2.348372805,2.376419504,2.40729637,2.434348672,2.460287218,2.490736981,2.525497672,2.563589331,2.608993453,2.664686409,0,0,0,0,0,0
t/t,19.1,Qizheng Chemical,Henan,Guizhou,H-B,Qiya,Qiya,Domestic,23,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,19.1,Qizheng Chemical,Shanxi,Guizhou,H-B,Qiya,Qiya,Domestic,23,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,19.1,Qizheng Chemical,Other,Guizhou,H-B,Qiya,Qiya,Domestic,23,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,19.2,Qizheng Chemical Added LT,Guangxi,Guizhou,L-B,Qiya,Qiya,Imported,24,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,19.2,Qizheng Chemical Added LT,Guizhou,Guizhou,L-B,Qiya,Qiya,Imported,24,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,19.2,Qizheng Chemical Added LT,Henan,Guizhou,L-B,Qiya,Qiya,Imported,24,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t/t,19.2,Qizheng Chemical Added LT,Shanxi,Guizhou,L-B,Qiya,Qiya,Imported,24,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
