country,mine,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
New,Chalco Boffa,26.859253523523805,28.24281864652381,28.285287969523807,28.327757282523805,,,,,,,,,,,
New,Alufer (Bel Air),20.201276032000003,21.168875729,21.198576754,21.228277780000003,,,,,,,,,,,
Existing Opn.,Gove,12.538739201999999,13.03272626,12.882838323999998,12.605411576000002,,,,,,,,,,,
New,AMR,28.840062142,30.261699436999997,30.3053374,30.348975373000002,,,,,,,,,,,
Expansion,Gujarat & Maharashtra,21.544139873,21.998481652000002,21.992510693,22.194604307,,,,,,,,,,,
New,West Kalimantan,23.461439205650002,24.423385317650002,24.82852411765,24.96733544265,,,,,,,,,,,
New,Henan-Chine,24.015346171,25.213791226,25.25057818,25.287365133999998,,,,,,,,,,,
New,Kuantan,24.690568747,27.5,27.9677802,32.09,32.09,32.09,32.09,32.09,32.09,32.09,32.09,32.09,32.09,32.09,32.09
New,Aurum Xinfa-Fiji,19.254582305714287,20.038813464714288,20.062885886714284,20.086958310714287,,,,,,,,,,,
New,Dom. Rep.,24.960708693,26.314873455,26.356440317999997,26.398007180999997,,,,,,,,,,,
Expansion,Discovery Bay,21.68383479966667,22.69470116866667,22.72573029466667,22.756759409666667,,,,,,,,,,,
New,Awaso,24.296807593333334,25.468493788333333,25.504459368333336,25.540424938333338,,,,,,,,,,,
New,CBG,15.863918862333332,16.747740294333333,16.774869693333333,16.801999092333332,,,,,,,,,,,
New,AMC,27.208039079142853,28.531948064142853,28.572586207142855,28.613224350142858,,,,,,,,,,,
New,GAC,17.133711229666666,17.970115727666666,17.995789636666668,18.021463545666666,,,,,,,,,,,
New,Solomon Islands,24.570047945,25.882623666,25.922913918,25.963204179999998,,,,,,,,,,,
 Cape York,Metallica,19.820973512764798,20.847610161764802,20.6699167107648,20.330564474764802,,,,,,,,,,,
" Queensland""",Aurukun,21.45372984157143,22.386326571571427,22.22490983657143,21.91664227357143,,,,,,,,,,,
New,Metro LT,21.12847362,22.070423996,21.848533160000002,21.432839899,,,,,,,,,,,
Expansion,MRN,16.495790564666667,18.922554915666666,18.940166666666666,19.992575600666665,,,,,,,,,,,
Expansion,Juruti,12.098418462666668,13.928046232666667,13.940166666666666,14.753521394666668,,,,,,,,,,,
" State of Minas Gerais""",Mirai,29.09625828,32.89798112,32.932942080000004,34.45490181,,,,,,,,,,,
New,Metro BH1,21.12847362,22.070423996,21.848533160000002,21.432839899,,,,,,,,,,,
" western Cape York Peninsula""",Amrun,19.51315423539839,20.295593504398393,20.06253684239839,19.63083313839839,,,,,,,,,,,
" Para State""",Rondon do Para,33.98362650333333,40.192300413333335,40.22093585333334,43.19579094333333,,,,,,,,,,,
Expansion,Huntly,15.135402037999999,15.752587556000002,15.581376049,15.263226351,,,,,,,,,,,
" Dak Nong Province""",Vietnam Others,18.368543158,19.07936127,18.997999999999998,18.933535147,,,,,,,,,,,
New,SMB Malapouya,25.620315448,26.854002209999997,26.891870930000003,26.929739649999995,,,,,,,,,,,
New,Rundi,28.685921935,30.075655381,30.118314038,30.160972696,,,,,,,,,,,
New,Metro Blend,21.12847362,22.070423996,21.848533160000002,21.432839899,,,,,,,,,,,
Existing Opn.,Seydisehir,15.246373735999999,15.968421142,15.990584799,16.012748456,,,,,,,,,,,
New,Dian Dian,18.525165023857145,19.421847616857146,19.449371802857147,19.476895978857147,,,,,,,,,,,
New,Dynamic,18.658426439750002,19.53572498075,19.562654151750003,19.589583333750003,,,,,,,,,,,
New,GDM,27.221442481999997,28.517144787999996,28.556917109999997,28.596689431999998,,,,,,,,,,,
New,Ashapura Guinea,33.127989916,34.795845888,34.84704168,34.898237472,,,,,,,,,,,
New,SMB Kaboye,26.967104186,28.288164977999998,28.32871569,28.369266401999997,,,,,,,,,,,
New,SMB Dabiss S,30.793902476,32.329593878,32.3767328,32.423871722,,,,,,,,,,,
New,AGB2A,24.368971795999997,25.525526017999997,25.561027109999998,25.596528202,,,,,,,,,,,
Existing Opn.,Mokanji,24.680163331,25.923660299999998,25.961830146,26.000000002,,,,,,,,,,,
Existing Opn.,CBK Kindia,19.829811946333336,20.539062484333336,20.560833333333335,20.582604183333334,,,,,,,,,,,
New,SPIC,29.350685581285717,30.811949565285712,30.856803894285715,30.901658223285715,,,,,,,,,,,
