Mine,Reactive Alumina,Reactive Silica,Available Alumina,Tonnes per Tonne,Bauxite Cost Incl. Processing Penalties,Caustic Use t.NAOH / t.AA,Caustic cost,Thermal Energy Cost,Lime Cost,Mud make,Mud Disposal Cost,Total Cost
West Kalimantan Generic,,,,,0,,,50.459594890727935,1.2230995948482588,,,
West Kalimantan Generic,,,,,0,,,50.459594890727935,1.2230995948482588,,,
Weipa/Amrun Generic,,,,,0,,,50.459594890727935,1.2230995948482588,,,
Malaysia Kuantan washed,,,,,0,,,50.459594890727935,1.2230995948482588,,,
Malaysia Kuantan washed,,,,,0,,,50.459594890727935,1.2230995948482588,,,
India Gujarat,,,,,0,,,50.459594890727935,1.2230995948482588,,,
India Gujarat,,,,,0,,,50.459594890727935,1.2230995948482588,,,
India Gujarat,,,,,0,,,50.459594890727935,1.2230995948482588,,,
SMB Generic,,,,,0,,,50.459594890727935,1.2230995948482588,,,
