Years,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Stock Building Demand - do this every year,0,0,0,0.0,15.986526534342786,13.63766967485,20.126558646857003,16.4143895383,13.874223072360001,13.62609116995,12.143366793299998,3.8765148279,0.8290896559100001,2.35408416496,5.00802615885,3.6183093255,2.16004341698,1.7598027897600004,0,0,0,0,0,0,0,0,0
