index,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
ChinaDemand,9.57216762,3.06089104,10.451608369999999,11.519478878,26.966293688999997,25.867386027,44.536369945000004,44.138809462000005,44.53753670100001,61.81442851,63.438139959,67.23853087,66.53139190000002,65.26040982500001,67.04534549200001,67.472375989,65.20971239999999,62.233013996000004,101.05,101.11999999999999,100.27,89.07,89.07,89.07,89.07,89.07,89.07
