Rank,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
0,4.20216012,4.66889508,4.70289564,5.324178599999999,0.119556,1.2393,2.8576799999999998,3.8102400000000003,3.8102400000000003,3.8102400000000003,3.8102400000000003,4.2336,4.2336,4.2336,4.2336,4.2336,4.2336,4.2336,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5
1,1.8891675,2.8676025000000003,3.4773074999999993,4.284,7.12582191,2.31822,1.9190925,1.9190924999999996,3.0410234999999997,3.0410234999999997,3.0410234999999997,3.0410235000000005,3.0410235000000005,3.378915,3.378915,3.378915,3.378915,3.378915,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
2,1.8755191770000001,2.859628934,1.6554972130000003,1.4580000000000002,3.1674825,2.8305,2.2102199999999996,2.2102199999999996,2.2102199999999996,2.3827499999999997,2.3827499999999997,2.3827499999999997,2.3827499999999997,2.3827499999999997,2.3827499999999997,2.3827499999999997,2.3827499999999997,2.3827499999999997,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5
3,3.4808400000000006,8.162987526,2.586504141999999,0.78003,0.23798861100000046,0.14580000000000037,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,3.0600000000000005,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
4,1.1022062259999998,0.056612529999998884,0.019064033999999452,0.53064,2.987354304,5.583599999999999,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,2.9160000000000004,0.6000000000000014,0.6000000000000014,0.6000000000000014,0.6000000000000014,0.6000000000000014,0.6000000000000014,0.6000000000000014,0.6000000000000014,0.6000000000000014
5,0.13994100000000032,0.41641920200000015,0.10326822500000077,0.7267499999999991,0.18721496300000062,0.30375000000000085,5.9399999999999995,4.395599999999998,0.4751999999999992,3.825000000000001,3.825000000000001,3.8249999999999993,3.8249999999999993,3.825000000000001,3.825000000000001,3.825000000000001,3.825000000000001,3.825000000000001,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
6,0.5810399999999998,0.3307273940000002,0.48366772199999986,1.64025,0.018992556000000604,0.16975799999999985,2.095200000000002,2.0951999999999984,1.9124999999999996,2.095200000000002,2.095200000000002,1.396799999999999,0.6983999999999995,0.7560000000000002,0.7560000000000002,0.7560000000000002,0.7560000000000002,0.7560000000000002,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
7,0.3741290779999993,0.15737822499999865,1.3787755100000005,0.03941999999999979,0.4055620470000001,0.13364999999999938,0.7262999999999984,0.7262999999999984,2.095200000000002,0.7560000000000002,0.7560000000000002,0.7560000000000002,0.7560000000000002,0.8730000000000011,0.8730000000000011,0.8730000000000011,1.0743749999999999,1.0743749999999999,1.2000000000000028,1.2000000000000028,1.2000000000000028,1.2000000000000028,1.2000000000000028,1.2000000000000028,1.2000000000000028,1.2000000000000028,1.2000000000000028
8,0.08720727799999928,0.12254198600000166,0.09993185399999938,0.14853824999999965,0.24844287600000037,0.3924000000000003,0.8730000000000011,0.8730000000000011,0.7262999999999984,0.8730000000000011,0.8730000000000011,0.8730000000000011,0.8730000000000011,0.41903999999999897,0.41903999999999897,0.41903999999999897,0.5346000000000011,0.5346000000000011,8.550000000000004,8.550000000000004,8.550000000000004,8.550000000000004,8.550000000000004,8.550000000000004,8.550000000000004,8.550000000000004,8.550000000000004
9,0.21618430507864872,0.7285499999999985,1.961453724,0.3519450000000006,0.16480800000000073,0.4618053,0.41903999999999897,0.41903999999999897,0.8730000000000011,0.41903999999999897,0.41903999999999897,0.41903999999999897,0.41903999999999897,2.8634400000000007,3.666599999999999,3.666599999999999,4.1202000000000005,4.1202000000000005,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
10,,0.0130718949999995,0.01548000000000016,1.0599999999999987,0.6753470089999993,0.3149999999999995,1.29204,1.29204,0.41903999999999897,2.8634400000000007,2.8634400000000007,2.8634400000000007,2.8634400000000007,3.142800000000001,3.142800000000001,3.142800000000001,4.122,4.122,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003,11.700000000000003
11,,0.05759609263472143,0.011880000000001445,0.6423291900000017,0.20790000000000042,0.5984999999999996,2.6367119999999993,2.6367119999999993,1.29204,1.5714000000000006,1.5714000000000006,3.142800000000001,3.142800000000001,1.245114000000001,1.245114000000001,1.245114000000001,1.245114000000001,1.245114000000001,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997,2.799999999999997
12,,,0.0434913899999998,1.1548724260000007,0.47879999999999967,0.5237834199999991,0.7556814000000003,0.7556814000000003,0.7856999999999985,1.8127394999999993,1.245114000000001,1.245114000000001,1.245114000000001,0.7605900000000005,0.7605900000000005,0.7605900000000005,0.7605900000000005,0.7605900000000005,10.0,15.0,15.0,17.0,20.0,20.0,20.0,20.0,20.0
