Rank,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
13,,,2.798366012999999,0.3114836949999997,0.20686018199999978,0.5345999999999993,1.25685,1.25685,2.6367119999999993,0.7605900000000005,0.7605900000000005,0.7605900000000005,0.7605900000000005,0.5238000000000014,0.5238000000000014,0.5238000000000014,0.5264999999999986,0.5264999999999986,2.980000000000004,3.049999999999997,2.200000000000003,2.8499999999999943,2.8499999999999943,2.8499999999999943,2.8499999999999943,2.8499999999999943,2.8499999999999943
14,,,0.16652826199999993,0.14849999999999852,0.43777800000000155,0.09182142000000049,0.7695000000000007,0.7695000000000007,0.7556814000000003,1.1812499999999986,2.3625000000000007,0.5238000000000014,0.5238000000000014,2.953125,3.1499999999999986,3.1499999999999986,3.1499999999999986,3.1499999999999986,2.8499999999999943,2.8499999999999943,2.8499999999999943,0.8199999999999932,0.8199999999999932,0.8199999999999932,0.8199999999999932,0.8199999999999932,0.8199999999999932
15,,,,0.16527855600000052,0.27797787100000093,0.3560692579999998,0.38700000000000045,0.38700000000000045,1.25685,1.25685,0.7694999999999972,2.756249999999998,2.756249999999998,0.7695000000000007,0.7695000000000007,0.7695000000000007,0.7695000000000007,0.7695000000000007,0.8199999999999932,0.8199999999999932,0.8199999999999932,5.0,5.0,5.0,5.0,5.0,5.0
16,,,,1.3793103450000004,0.5716929549999996,5.88995858,3.7085630999999992,3.5285630999999995,0.7695000000000007,0.7695000000000007,0.38700000000000045,0.7695000000000007,0.7695000000000007,0.7740000000000009,0.7740000000000009,0.7740000000000009,0.7740000000000009,1.1610000000000014,4.0,5.0,5.0,12.0,12.0,12.0,12.0,12.0,12.0
17,,,,0.31698113199999867,0.20671320800000004,0.7296655449999996,0.5940000000000012,0.5940000000000012,0.38700000000000045,0.38700000000000045,3.2567071,0.38700000000000045,0.38700000000000045,2.8567071000000013,2.6567070999999984,2.556707099999997,2.556707099999997,2.556707099999997,12.0,12.0,12.0,19.999999999999986,19.999999999999986,19.999999999999986,19.999999999999986,19.999999999999986,19.999999999999986
18,,,,3.0588235290000014,0.07469999999999999,0.22641509400000004,0.4591070999999971,0.4591070999999971,3.2285631000000024,3.3567071000000013,2.0790000000000006,3.2567071,3.2567071,2.0790000000000006,2.0790000000000006,2.0790000000000006,2.0790000000000006,2.0790000000000006,20.0,20.0,20.0,3.0,3.0,3.0,3.0,3.0,3.0
19,,,,2.187000000000001,2.374067499999999,3.5940345419999993,0.568388726000002,1.347839999999998,0.5940000000000012,1.336500000000001,0.4591070999999971,2.0790000000000006,2.0790000000000006,0.4591070999999971,0.4591070999999971,0.4591070999999971,0.4591070999999971,0.4591070999999971,3.0,3.0,3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0
20,,,,,10.836069470999998,12.026966129999998,5.100672899999999,1.2347025770000002,0.4591070999999971,0.4591070999999971,3.3695999999999984,0.4591070999999971,0.4591070999999971,3.7439999999999998,3.7439999999999998,3.7439999999999998,3.7439999999999998,3.7439999999999998,3.069999999999993,2.990000000000009,2.25,6.0,6.0,6.0,6.0,6.0,6.0
21,,,,,,0.03440271100000558,0.7552038400000001,5.280672899999999,3.3695999999999984,3.3695999999999984,1.9788432690000022,3.3695999999999984,3.7439999999999998,1.9526353250000028,1.943643092000002,1.9345235890000012,1.9252692589999967,1.9161030490000002,-3.0,-3.0,-3.0,4.5,4.5,4.5,4.5,4.5,4.5
22,,,,,,,0.188679245000003,0.7552038400000001,1.9955455059999991,1.9872899929999974,6.208142899999999,1.9702413699999966,1.9615024000000005,6.608142900000004,6.8081429,6.908142900000001,6.908142900000001,6.908142900000001,6.0,6.0,6.0,0.5,0.5,0.5,0.5,0.5,0.5
23,,,,,,,4.588188737000003,1.2465899999999976,5.580672900000003,6.108142899999997,1.2312000000000012,6.208142899999999,6.208142899999999,1.2312000000000012,1.2312000000000012,1.2312000000000012,1.2312000000000012,1.2312000000000012,4.5,4.5,4.5,9.0,9.0,9.0,9.0,9.0,9.0
24,,,,,,,0.21515007499998973,0.188679245000003,1.6621200000000016,0.8207999999999984,2.7702000000000027,1.2312000000000012,1.2312000000000012,2.7702000000000027,3.078000000000003,3.078000000000003,3.078000000000003,3.402000000000001,0.5,0.5,0.5,,,,,,
25,,,,,,,,3.594550298999998,0.188679245000003,2.4931800000000024,0.188679245000003,2.7702000000000027,2.7702000000000027,0.188679245000003,0.188679245000003,0.188679245000003,0.188679245000003,0.188679245000003,9.0,0.6747037599999999,6.274163360000017,,,,,,
26,,,,,,,,2.8276150390000083,0.8590500000000034,0.188679245000003,1.6807500000000033,0.188679245000003,0.188679245000003,1.8674999999999997,1.8674999999999997,1.8674999999999997,1.8674999999999997,1.8674999999999997,,,,,,,,,
27,,,,,,,,,4.960013566999997,1.6807500000000033,6.670349999999999,1.6807500000000033,1.6807500000000033,6.670350000000006,6.670349999999999,6.670350000000006,6.670349999999999,3.4832298359999996,,,,,,,,,
28,,,,,,,,,4.155441681999989,4.960013566999997,5.699622885999993,6.670349999999999,6.670349999999999,3.2758043299999713,5.466961562999998,6.756081065999979,5.57790039599999,8.798186770000001,,,,,,,,,
29,,,,,,,,,,2.6982070949999937,,2.339314784999999,1.9370537549999938,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,
