Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Chalco Boffa,0.0,0.0,0.0,0.0,1.2408673468593643,0.0,8.099999999481598,10.7999999993088,10.7999999993088,10.7999999993088,10.7999999993088,11.999999999232,11.999999999232,11.999999999232,11.999999999232,11.999999999232,11.999999999232,11.999999999232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alufer (Bel Air),0.3839259259307259,0.1553155829923362,0.0,0.9655555555676267,0.452148148153802,0.0,3.44814814819125,3.44814814819125,3.44814814819125,3.44814814819125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weipa,9.009084556038601,0.0,0.049341392964109186,0.0,0.6430180293347054,0.34591194967724836,1.1375519179665572,7.157781578668966,7.157781578668966,1.0551841358183973,1.0551841358183973,1.0551841358183973,1.0551841358183973,1.0551841358183973,1.0551841358183973,1.0551841358183973,1.3461756371910027,1.3461756371910027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gove,10.98603952954909,12.206261647211402,12.29515200015369,11.20000000014,0.6221924470666022,0.7941176470687522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMR,0.0,0.0,0.0,0.4074074074124959,0.0,0.0,0.0,0.0,0.0,5.452098746295853,5.4289252922489375,5.405326118037379,5.3813508916996415,5.357024211315256,5.332354161932229,5.307334949311887,5.28194584094393,5.256798488405902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat & Maharashtra,0.0,0.0,0.0,0.0,0.567114425247144,0.6211662386908923,13.993615638035001,14.487442798535,15.310488066035012,16.757593690195744,17.03194211269575,17.03194211269575,17.03194211269575,18.129335802695763,18.67803264769575,18.952381070195756,18.952381070195756,18.952381070195756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Kalimantan,0.9447703988954201,0.8351701867851703,0.0,0.09954545453549947,0.04796099999520542,0.9909090908100008,5.290909090380005,1.834090908907496,1.834090908907496,2.204545454325003,2.204545454325003,2.204545454325003,2.204545454325003,2.204545454325003,2.204545454325003,2.204545454325003,2.7130681815468747,2.7130681815468747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henan-Chine,0.0,0.0,1.264490776486394,2.7712418300999966,0.0,0.0,0.0,0.0,0.0,3.088235294156246,6.176470588312502,7.205882353031244,1.3694117647230035,1.3694117647230035,1.3694117647230035,1.3694117647230035,1.3764705882524964,1.3764705882524964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuantan & Johor,0.0,0.0,0.0,0.0,0.8236381363065947,10.648991235688667,0.0,0.0,0.0,14.203933469420937,19.10180412572085,19.10180412572085,19.10180412572085,19.10180412572087,19.10180412572085,19.10180412572087,19.10180412572085,9.974884983867227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurum Xinfa-Fiji,0.0,0.0,0.0,0.0,0.0,17.92985868841996,1.627688218957035,3.5358034854807876,5.714620579066239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dom. Rep.,0.0,0.0,0.0,0.0,0.0,0.09473416218916664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Discovery Bay,0.0,0.030801246476082463,0.0,0.0,5.594004405509658,0.0,13.139143005391412,10.293672105893886,14.203933469420937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Awaso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8597938148390347,9.649484537097596,9.649484537097596,9.649484537097596,9.649484537097596,10.721649485664,10.721649485664,10.721649485664,10.721649485664,8.404040402783998,8.404040402783998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBG,0.0,0.0,0.0,2.887181065000002,0.0,0.23399954131997283,2.1640360827018843,0.0,0.0,0.0,0.0,1.5000000001578042,2.178092783734292,2.178092783734292,2.178092783734292,2.178092783734292,1.9383027525882013,1.9383027525882013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMC,0.5244645926607862,1.7674672490401464,0.0,0.0,1.6383964314662305,0.7641921397949988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.020618557649996,9.020618557649996,7.6419213979499965,7.6419213979499965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAC,1.5866306216632795,1.137104945170362,7.062898724280785,0.0,1.1074575980218961,1.2610395673729822,0.0,0.0,3.5281395917902802,4.290980584609802,4.290980584609802,8.581961169219603,8.581961169219603,8.581961169219603,8.581961169219603,8.581961169219603,11.255836814154,11.255836814154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solomon Islands,0.20772391695325826,0.37486803957063286,0.24598038931808794,1.85799729858615,0.44593784278669685,0.0,0.0,2.0794477669650027,2.0794477669650027,4.958466453187204,4.958466453187204,3.305644302124797,1.6528221510623986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metallica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aurukun,0.0,0.0,0.0,0.0,30.504375952232817,33.85684240730821,0.6056641470890377,7.959955630469373,11.697890610109615,6.852589448475605,14.475232728158591,5.941116915028351,4.919501600614922,8.319503061357326,13.884346828402204,17.15830112214473,14.16609624558026,22.344601323427998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metro LT,0.0,0.0,7.634577536251889,0.0,1.3062750574355992,3.3810916430241003,2.0798969074352955,6.000000000631196,6.000000000631206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
