Name3,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
extra tonnes to get to 39.1 weeks closing stocks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,115.30102785000001,118.30812255000002,120.21166589999999,122.115209325,123.82814452500001,125.541079725,125.68954185000004,125.83800405000002
