Years,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Difference between opening and closing stocks,-2.0932830157923323,-2.7750000000000004,-2.6799999999999997,-4.105,-6.051129963000001,-5.149999999999995,-7.557269622999996,-6.140000000000001,-5.159999999999997,-5.109999999999999,-4.540000000000006,-1.4500000000000028,-0.3100000000000023,-0.8799999999999955,-1.8700000000000045,-1.3499999999999943,-0.8199999999999932,-0.6700000000000017,71.46839958599999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
