Years,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
BARs in use for overall Weiqiao self Supply,0,0,0,0,2.641907649,2.648091199,2.663205053,2.673353345,2.688802921,2.666554045,2.674750395,2.673458502,2.674482761,2.675095642,2.678088855,2.68022913,2.634199289,2.626571328,0,0,0,0,0,0,0,0,0
