,Bar,Fill x,Fill under Series 1,Fill under Series 2,Fill under Series 3,Fill under Series 4,Fill under Series 5,Fill under Series 6,Fill under Series 7,Fill under Series 8,Fill under Series 9,Fill under Series 10
0,,6.211597873201183,22.23696303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,,59.63133958273135,23.25931928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,,77.02381362769465,32.93129375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,,103.11252469513961,34.06173177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,,121.74731831474315,34.36529686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,,177.6516991735538,35.05316578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,,221.13288428596206,36.80947881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,,224.23868322256263,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,,258.77516739756123,40.15104228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,,314.67954825637185,40.66062485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,,376.7955269883837,41.67233966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,,518.4199584973707,41.782499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,,572.1502801005608,43.10650493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,,609.419867339768,43.18924573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,,665.3242481985786,43.26388006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,,700.0994999469557,44.61228172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,,743.5806850593639,0.0,46.19089083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,,761.967575770713,0.0,46.73237702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,,925.9537596232241,0.0,47.50551135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,,993.0390166537969,0.0,48.16825339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,,1000.0,0.0,52.31608248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,,1000.0,38.09874868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,,1000.0,38.78096731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,,1000.0,38.78096731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,,1000.0,0.0,41.67233966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,,1000.0,41.782499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,,1000.0,45.82582872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,,1000.0,46.19089083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,,1000.0,46.59111881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,,1000.0,46.73237702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,,1000.0,47.50551135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,,1000.0,47.78133815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,,1000.0,0.0,48.37500407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,,1000.0,0.0,49.49918761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,,1000.0,49.66662188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,,1000.0,50.00286218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,,1000.0,0.0,50.00286218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,,1000.0,51.38632167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,,1000.0,0.0,51.38632167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,,1000.0,51.59333104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,,1000.0,51.90709735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,,1000.0,52.02479945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
