Mine,Vessel dwt,Vessel Class for timecharter & fuel burn rates,"Vessel Class for distance, canals, loading and unloading rates, fuel prices",Estimated LOA (length over all) (m),Estimated NRT (net register tons),Estimated GRT (gross register tons)
Juruti,0.0,Handysize,Handysize,145.89,0.0,4797.0
Juruti,0.0,Handysize,Handysize,145.89,0.0,4797.0
Juruti,0.0,Handysize,Handysize,145.89,0.0,4797.0
Juruti,0.0,Handysize,Handysize,145.89,0.0,4797.0
Juruti,0.0,Handysize,Handysize,145.89,0.0,4797.0
Juruti,0.0,Handysize,Handysize,145.89,0.0,4797.0
Juruti,0.0,Handysize,Handysize,145.89,0.0,4797.0
Juruti,0.0,Handysize,Handysize,145.89,0.0,4797.0
