Mine,HSFO(180 / 380),VLSFO,LNG,MDO/MGO Regular,MDO/MGO Low Sulphur
Juruti,253.1,329.1,,376.3,371.1
Juruti,253.1,329.1,,376.3,371.1
Juruti,253.1,329.1,,376.3,371.1
Juruti,253.1,329.1,,376.3,371.1
Juruti,253.1,329.1,,376.3,371.1
Juruti,253.1,329.1,,376.3,371.1
Juruti,253.1,329.1,,376.3,371.1
Juruti,253.1,329.1,,376.3,371.1
