Mine,Reactive Alumina,Reactive Silica,Available Alumina,Tonnes per Tonne,Bauxite Cost Incl. Processing Penalties,Caustic Use t.NAOH / t.AA,Caustic cost,Thermal Energy Cost,Lime Cost,Mud make,Mud Disposal Cost,Total Cost
West Kalimantan Generic,,,,,0,,,50.459594890727935,1.2230995948482588,,,
West Kalimantan Generic,,,,,0,,,50.459594890727935,1.2230995948482588,,,
Weipa/Amrun Generic,0.54,0.08999999999999998,0.42930000000000007,2.588192665061987,0,0.17476240391334727,42.057650835174634,56.06621654525326,7.474497524072693,1.9829550689753344,8.42135951897928,114.01972442347986
Malaysia Kuantan washed,0.0,0.0,0.0,inf,0,,,0.0,0.0,,,
Malaysia Kuantan washed,0.0,0.0,0.0,inf,0,,,0.0,0.0,,,
India Gujarat,0.0,0.0,0.0,inf,0,,,0.0,0.0,,,
India Gujarat,0.0,0.0,0.0,inf,0,,,0.0,0.0,,,
India Gujarat,0.0,0.0,0.0,inf,0,,,0.0,0.0,,,
SMB Generic,,,,,0,,,50.459594890727935,1.2230995948482588,,,
