bauxite,owner,ownership,technology,category,province,refinery,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
Domestic,Chalco,Chalco,H-B,Guizhou,Shanxi,Chalco Huaxing,30314.382096899193,30314.382096899193,30314.382096899193,30314.382096899193,29291.25510959299,27357.06417343204,23823.85929600871,19494.20379163845,15036.317513328382,12508.302894223823,9701.411447246552,6481.38518602384,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,30314.382096899193,30314.382096899193,30314.382096899193,30314.382096899193,30314.382096899193
Domestic,Chalco,Chalco,H-B,Henan,Shanxi,Chalco Huaxing,30314.382096899193,30314.382096899193,30314.382096899193,30314.382096899193,29291.25510959299,27357.06417343204,23823.85929600871,19494.20379163845,15036.317513328382,12508.302894223823,9701.411447246552,6481.38518602384,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,30314.382096899193,30314.382096899193,30314.382096899193,30314.382096899193,30314.382096899193
Domestic,Chalco,Chalco,H-B,Other,Shanxi,Chalco Huaxing,30314.382096899193,30314.382096899193,30314.382096899193,30314.382096899193,29291.25510959299,27357.06417343204,23823.85929600871,19494.20379163845,15036.317513328382,12508.302894223823,9701.411447246552,6481.38518602384,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,3207.68129970784,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374
Domestic,Chalco,Chalco,H-B,Shanxi,Shanxi,Chalco Huaxing,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,32631.566634132287,31965.62940868897,30781.43726855837,28803.637581796436,27340.517602135533,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,32631.566634132287,31965.62940868897
Domestic,Chalco,Chalco,H-B,Guangxi,Shanxi,Chalco Xinghua,30781.43726855837,28803.637581796436,27340.517602135533,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,32631.566634132287,31965.62940868897
Domestic,Chalco,Chalco,H-B,Guizhou,Shanxi,Chalco Xinghua,30781.43726855837,28803.637581796436,27340.517602135533,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,32631.566634132287,31965.62940868897,30781.43726855837,28803.637581796436,27340.517602135533
Domestic,Chalco,Chalco,H-B,Henan,Shanxi,Chalco Xinghua,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,33038.813240565374,32631.566634132287,31965.62940868897,30781.43726855837,28803.637581796436,27340.517602135533
Domestic,Chalco,Chalco,H-B,Other,Shanxi,Chalco Xinghua,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,27112.17482032666,78112.95945577875,73687.502027069,69384.00473246747,65274.29837478506,62548.47476844901,60017.01044671849,57260.022636812166,53229.76720492033,48588.704794530284,43909.17110047512,39192.32918384985,35231.18048087045,30802.037565434686,26342.135110402596,23423.236858353754
Domestic,Chalco,Chalco,H-B,Shanxi,Shanxi,Chalco Xinghua,21167.91685342529,19357.47528155354,17542.066022054656,15721.66986437074,13896.264275982092,12065.823398382525,10918.632540247112,10458.960372471418,10458.960372471418,10458.960372471418,10458.960372471418,10458.960372471418,78112.95945577875,73687.502027069,69384.00473246747,65274.29837478506,62548.47476844901,60017.01044671849,57260.022636812166,53229.76720492033,48588.704794530284,43909.17110047512,39192.32918384985,35231.18048087045,30802.037565434686,26342.135110402596,23423.236858353754
Domestic,Chalco,Chalco,"H-B (Lime), sinter",Guangxi,Shanxi,Chalco Shanxi,21167.91685342529,19357.47528155354,17542.066022054656,15721.66986437074,13896.264275982092,12065.823398382525,10918.632540247112,10458.960372471418,10458.960372471418,10458.960372471418,10458.960372471418,10458.960372471418,78112.95945577875,73687.502027069,69384.00473246747,65274.29837478506,62548.47476844901,60017.01044671849,57260.022636812166,53229.76720492033,48588.704794530284,43909.17110047512,39192.32918384985,35231.18048087045,30802.037565434686,26342.135110402596,23423.236858353754
Domestic,Chalco,Chalco,"H-B (Lime), sinter",Guizhou,Shanxi,Chalco Shanxi,21167.91685342529,19357.47528155354,17542.066022054656,15721.66986437074,13896.264275982092,12065.823398382525,10918.632540247112,10458.960372471418,10458.960372471418,10458.960372471418,10458.960372471418,10458.960372471418,78112.95945577875,73687.502027069,69384.00473246747,65274.29837478506,62548.47476844901,60017.01044671849,57260.022636812166,53229.76720492033,48588.704794530284,43909.17110047512,39192.32918384985,35231.18048087045,30802.037565434686,26342.135110402596,23423.236858353754
Domestic,Chalco,Chalco,"H-B (Lime), sinter",Henan,Shanxi,Chalco Shanxi,21167.91685342529,19357.47528155354,17542.066022054656,15721.66986437074,13896.264275982092,12065.823398382525,10918.632540247112,10458.960372471418,10458.960372471418,10458.960372471418,10458.960372471418,10458.960372471418,78112.95945577875,73687.502027069,69384.00473246747,65274.29837478506,62548.47476844901,60017.01044671849,57260.022636812166,53229.76720492033,48588.704794530284,43909.17110047512,39192.32918384985,35231.18048087045,30802.037565434686,26342.135110402596,23423.236858353754
Domestic,Chalco,Chalco,"H-B (Lime), sinter",Other,Shanxi,Chalco Shanxi,21167.91685342529,19357.47528155354,17542.066022054656,15721.66986437074,13896.264275982092,12065.823398382525,10918.632540247112,10458.960372471418,10458.960372471418,10458.960372471418,10458.960372471418,10458.960372471418,25689.524917789142,24281.158113013244,22296.33757648111,20032.151768690106,17723.077638294162,15377.41265797756,11334.818521572159,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179
Domestic,Chalco,Chalco,"H-B (Lime), sinter",Shanxi,Shanxi,Chalco Shanxi,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,25689.524917789142,24281.158113013244,22296.33757648111,20032.151768690106,17723.077638294162,15377.41265797756,11334.818521572159,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179
Domestic,Chalco,Chalco,H-B-ODT-Sweet,Guangxi,Henan,Chalco Zhongzhou Dom. Bayer,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,25689.524917789142,24281.158113013244,22296.33757648111,20032.151768690106,17723.077638294162,15377.41265797756,11334.818521572159,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179
Domestic,Chalco,Chalco,H-B-ODT-Sweet,Guizhou,Henan,Chalco Zhongzhou Dom. Bayer,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,25689.524917789142,24281.158113013244,22296.33757648111,20032.151768690106,17723.077638294162,15377.41265797756,11334.818521572159,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179
Domestic,Chalco,Chalco,H-B-ODT-Sweet,Henan,Henan,Chalco Zhongzhou Dom. Bayer,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,25689.524917789142,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179
Domestic,Chalco,Chalco,H-B-ODT-Sweet,Other,Henan,Chalco Zhongzhou Dom. Bayer,7207.812744297179,7207.812744297179,7207.812744297179,7207.812744297179,12525.199738138659,10461.476410615898,8255.702198018931,5946.361597240933,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806
Domestic,Chalco,Chalco,H-B-ODT-Sweet,Shanxi,Henan,Chalco Zhongzhou Dom. Bayer,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,12525.199738138659,10461.476410615898,8255.702198018931,5946.361597240933,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806
Domestic,Chalco,Chalco,Series & Sinter (95:25),Guangxi,Guizhou,Chalco Guizhou,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,12525.199738138659,10461.476410615898,8255.702198018931,5946.361597240933,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806
Domestic,Chalco,Chalco,Series & Sinter (95:25),Guizhou,Guizhou,Chalco Guizhou,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,12525.199738138659,10461.476410615898,8255.702198018931,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,12525.199738138659,10461.476410615898,8255.702198018931,5946.361597240933,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806
Domestic,Chalco,Chalco,Series & Sinter (95:25),Henan,Guizhou,Chalco Guizhou,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,3565.2059530664806,20157.052120427623,18154.80254523635,16117.821257202382,14051.1482445508,12690.146039318744,11423.683649343522,10148.050354397437,8970.425980130936,7785.25085365881,6700.969101494809,5719.499314532692,4732.949825271542,3851.470105288992,2855.217404525932,2410.1200907998823,1963.9809795636584,1516.7932249068115,1068.5494531828715
Domestic,Chalco,Chalco,Series & Sinter (95:25),Other,Guizhou,Chalco Guizhou,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,20157.052120427623,18154.80254523635,16117.821257202382,14051.1482445508,12690.146039318744,11423.683649343522,10148.050354397437,8970.425980130936,7785.25085365881,6700.969101494809,5719.499314532692,4732.949825271542,3851.470105288992,2855.217404525932,2410.1200907998823,1963.9809795636584,1516.7932249068115,1068.5494531828715
Domestic,Chalco,Chalco,Series & Sinter (95:25),Shanxi,Guizhou,Chalco Guizhou,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,20157.052120427623,18154.80254523635,16117.821257202382,14051.1482445508,12690.146039318744,11423.683649343522,10148.050354397437,8970.425980130936,7785.25085365881,6700.969101494809,5719.499314532692,4732.949825271542,3851.470105288992,2410.1200907998823,1963.9809795636584,1516.7932249068115,1068.5494531828715,619.2417495448374
Domestic,Chalco,Chalco,Sinter,Guangxi,Henan,Chalco Zhongzhou Dom. Sinter,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,20157.052120427623,18154.80254523635,16117.821257202382,14051.1482445508,12690.146039318744,11423.683649343522,10148.050354397437,8970.425980130936,7785.25085365881,6700.969101494809,5719.499314532692,4732.949825271542,3851.470105288992,2855.217404525932,2410.1200907998823,1963.9809795636584,1516.7932249068115,1068.5494531828715,619.2417495448374
Domestic,Chalco,Chalco,Sinter,Guizhou,Henan,Chalco Zhongzhou Dom. Sinter,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,20157.052120427623,18154.80254523635,16117.821257202382,14051.1482445508,12690.146039318744,3851.470105288992,2855.217404525932,2410.1200907998823,1963.9809795636584,1516.7932249068115,1068.5494531828715,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374,619.2417495448374
Domestic,Chalco,Chalco,Sinter,Henan,Henan,Chalco Zhongzhou Dom. Sinter,619.2417495448374,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Domestic,Chalco,Chalco,Sinter,Other,Henan,Chalco Zhongzhou Dom. Sinter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Domestic,Chalco,Chalco,Sinter,Shanxi,Henan,Chalco Zhongzhou Dom. Sinter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Domestic,Chalco,Chalco,Sintering,Guangxi,Shandong,Chalco Shandong sinter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Domestic,Chalco,Chalco,Sintering,Guizhou,Shandong,Chalco Shandong sinter,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,272573.96015004645,272573.96015004645,272421.4033827514,271186.79996400705,267246.99565627857
Domestic,Chalco,Chalco,Sintering,Henan,Shandong,Chalco Shandong sinter,263014.2979592855,259243.09182482358,255447.9947107887,250615.78770337068,245756.4623232247,240616.49815967586,234936.7787924313,229231.38602477175,178411.60209060763,173057.87669401482,167691.43659500574,162312.54789484857,156921.4490861643,151518.35435877275,272573.96015004645,272573.96015004645,272421.4033827514,271186.79996400705,267246.99565627857,263014.2979592855,259243.09182482358,255447.9947107887,250615.78770337068,245756.4623232247,240616.49815967586,234936.7787924313,229231.38602477175
Domestic,Chalco,Chalco,Sintering,Other,Shandong,Chalco Shandong sinter,223606.59348481317,217594.72285968086,211822.71781047698,206031.2363561201,200221.18291805068,194393.32411458247,189079.68136264585,183752.31506437896,178411.60209060763,173057.87669401482,167691.43659500574,162312.54789484857,156921.4490861643,151518.35435877275,272573.96015004645,272573.96015004645,272421.4033827514,271186.79996400705,267246.99565627857,263014.2979592855,259243.09182482358,255447.9947107887,250615.78770337068,245756.4623232247,240616.49815967586,234936.7787924313,229231.38602477175
Domestic,Chalco,Chalco,Sintering,Shanxi,Shandong,Chalco Shandong sinter,223606.59348481317,217594.72285968086,211822.71781047698,206031.2363561201,200221.18291805068,194393.32411458247,189079.68136264585,183752.31506437896,178411.60209060763,173057.87669401482,167691.43659500574,162312.54789484857,156921.4490861643,151518.35435877275,272573.96015004645,272573.96015004645,272421.4033827514,263014.2979592855,259243.09182482358,255447.9947107887,250615.78770337068,245756.4623232247,240616.49815967586,234936.7787924313,229231.38602477175,223606.59348481317,217594.72285968086
Domestic,Chalco,"Chalco, Guangxi Investment Group, Minmetal",H-B,Guangxi,Guangxi,Huayin,211822.71781047698,206031.2363561201,200221.18291805068,194393.32411458247,189079.68136264585,183752.31506437896,178411.60209060763,173057.87669401482,167691.43659500574,162312.54789484857,156921.4490861643,151518.35435877275,272573.96015004645,272573.96015004645,272421.4033827514,271186.79996400705,267246.99565627857,263014.2979592855,259243.09182482358,255447.9947107887,250615.78770337068,245756.4623232247,240616.49815967586,234936.7787924313,229231.38602477175,223606.59348481317,217594.72285968086
Domestic,Chalco,"Chalco, Guangxi Investment Group, Minmetal",H-B,Guizhou,Guangxi,Huayin,211822.71781047698,206031.2363561201,200221.18291805068,194393.32411458247,189079.68136264585,183752.31506437896,178411.60209060763,173057.87669401482,167691.43659500574,162312.54789484857,156921.4490861643,151518.35435877275,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,54752.327794654004,51358.85109737304,47521.67845339712,43632.27633695033,39700.74811731802
Domestic,Chalco,"Chalco, Guangxi Investment Group, Minmetal",H-B,Henan,Guangxi,Huayin,35732.70859499424,31731.69578280132,27700.089650766495,23639.542110631774,19551.204880235062,15435.860032133103,11293.99806908446,7125.864842677371,7125.864842677371,7125.864842677371,7125.864842677371,7125.864842677371,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,54752.327794654004,51358.85109737304,47521.67845339712,43632.27633695033,39700.74811731802
Domestic,Chalco,"Chalco, Guangxi Investment Group, Minmetal",H-B,Other,Guangxi,Huayin,35732.70859499424,31731.69578280132,27700.089650766495,23639.542110631774,19551.204880235062,15435.860032133103,11293.99806908446,7125.864842677371,7125.864842677371,7125.864842677371,7125.864842677371,7125.864842677371,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,58170.41784888474,54752.327794654004,51358.85109737304,47521.67845339712,43632.27633695033,39700.74811731802
