Reactive Alumina,Reactive Silica,Available Alumina,Tonnes per Tonne,Bauxite Cost Incl. Processing Penalties,Caustic Use t.NAOH / t.AA,Caustic cost,Thermal Energy Cost,Lime Cost,Mud make,Mud Disposal Cost,Total Cost
0.5,0.05,0.45,2.4691358024691357,0,0.14611111111111114,38.71463127406984,51.05236142938986,1.2374677742767115,1.6512469135802468,7.095016815727213,98.09947729346362
0.5,0.05,0.45,2.4691358024691357,0,0.14611111111111114,35.10300860498713,50.374164429055966,1.2210288298473715,1.6512469135802468,7.000764189854071,93.69896605374453
0.5,0.05,0.45,2.4691358024691357,0,0.14611111111111114,35.10300860498713,50.374164429055966,1.2210288298473715,1.8352469135802467,7.7808659422565585,94.47906780614701
0.5,0.05,0.45,2.4691358024691357,0,0.14611111111111114,35.10300860498713,50.374164429055966,1.2210288298473715,1.6512469135802468,7.000764189854071,93.69896605374453
0.5,0.05,0.45,2.4691358024691357,0,0.14611111111111114,35.10300860498713,50.374164429055966,1.2210288298473715,1.6512469135802468,7.000764189854071,93.69896605374453
0.5,0.05,0.45,2.4691358024691357,0,0.14611111111111114,35.10300860498713,50.374164429055966,1.2210288298473715,1.6512469135802468,7.000764189854071,93.69896605374453
0.5,0.05,0.45,2.4691358024691357,0,0.14611111111111114,35.10300860498713,50.374164429055966,1.2210288298473715,1.6512469135802468,7.000764189854071,93.69896605374453
0.5,0.05,0.45,2.4691358024691357,0,0.14611111111111114,35.10300860498713,50.374164429055966,1.2210288298473715,1.6512469135802468,7.000764189854071,93.69896605374453
0.5,0.05,0.45,2.4691358024691357,0,0.14611111111111114,35.10300860498713,50.374164429055966,1.2210288298473715,1.8352469135802467,7.7808659422565585,94.47906780614701
0.5,0.05,0.45,2.4691358024691357,0,0.14611111111111114,35.10300860498713,50.374164429055966,1.2210288298473715,1.8352469135802467,7.7808659422565585,94.47906780614701
0.5,0.05,0.45,2.4691358024691357,0,0.14611111111111114,35.10300860498713,50.374164429055966,1.2210288298473715,1.6512469135802468,7.000764189854071,93.69896605374453
0.5,0.05,0.45,2.4691358024691357,0,0.14611111111111114,35.10300860498713,50.374164429055966,1.2210288298473715,1.8352469135802467,7.7808659422565585,94.47906780614701
0.5,0.05,0.45,2.4691358024691357,0,0.14611111111111114,35.10300860498713,50.374164429055966,1.2210288298473715,1.8352469135802467,7.7808659422565585,94.47906780614701
0.5,0.05,0.45,2.4691358024691357,0,0.14611111111111114,35.10300860498713,50.374164429055966,1.2210288298473715,1.6512469135802468,7.000764189854071,93.69896605374453
