1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
,23.2,Chalco Zhengzhou import,Henan,Henan,L-B,Chalco,Chalco,Imported,,,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,24.1,Chalco Zhongzhou Dom. Sinter,Henan,Henan,Sinter,Chalco,Chalco,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24.2,Chalco Zhongzhou Dom. Bayer,Henan,Henan,H-B-ODT-Sweet,Chalco,Chalco,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,24.3,Chalco Zhongzhou LT Amt,Henan,Henan,L-B,Chalco,Chalco,Imported,,,0,0,0,0,0,0,0.2,0.15,0.15,0.2,0.2,0,0,0.2,1.5,2.1,2,1.8,1.5,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3
,25.1,Kaiman,Henan,Henan,"H-B, ODT, Sweetening",Jinjiang,Jinjiang,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.8,0.9,1,0.5,0.5,0.5,0.5
,25.2,Kaiman Import,Henan,Henan,L-B,Jinjiang,Jinjiang,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
,26.1,East Hope Mianchi,Henan,Henan,"H-B, ODT",East Hope,East Hope,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,1.6,1.8,2,1.5,1.5,1.5,1.5
,26.2,East Hope Mianchi Added LT,Henan,Henan,L-B,East Hope,East Hope,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0
,27,Huiyuan Lushan,Henan,Henan,"H-B, ODT","Shenhuo, Huiyuan",Shenhuo,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,28,Jingxin,Henan,Henan,H-B,Private,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,29,Shenhuo,Henan,Henan,Sintering,Shenhuo,Shenhuo,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30.1,Wanji,Henan,Henan,H-B,Wanji Holdings,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,30.2,Wanji import,Henan,Henan,L-B,Wanji Holdings,Other,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,1,1,1,1,1,1,1,1,1,1,1,1
,31,Weilai,Henan,Henan,H-B,Private,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,32,Yifeng Gongyi (Yulian Xinya),Henan,Henan,H-B,Private,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,33,Yima Yixiang,Henan,Henan,"H-B, CGA","Jinjiang, Yima Coal Group",Jinjiang,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.09,0.15,0.24,0.27,0.3,0.3,0.3,0.3,0.3
,34,Zhongmei,Henan,Henan,"H-B, Sweetening","Yongmei Group, Wuzhou Aluminium, Dengfeng Electric Power Corporation",Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,35,Shaoxing,Henan,Henan,H-B,Private,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,36,Zhongchao,Henan,Henan,H-B,Private,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,37,Jialu Xianfeng,Hubei,Other,H-B,Private,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,38,Jinshi,Hubei,Other,H-B,Private,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,39,Huixiang,Hunan,Other,H-B,Private,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,40.1,Xinwang L-B,Inner Mongolia,Other,L-B,BXG,Other,Imported,,,0,0,0,0,0,0,0,0,0,0.5,0.2,0,0,0.5,0.48,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4
,40.2,Xinwang H-B,Inner Mongolia,Other,H-B,BXG,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,41,Datang Tuoketuo Fly Ash,Inner Mongolia,Other,fly ash,Private,Other,Fly ash,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,42.1,Mengxi Fly Ash,Inner Mongolia,Other,fly ash,Private,Other,Fly ash,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,42.2,Mengxi import,Inner Mongolia,Other,L-B,Private,Other,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.19,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0
,43.1,Qihui H-B,Inner Mongolia,Other,H-B,Jinguotou,Other,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.3,1.3,1.3,1.8,2,2,2,2
,43.2,Qihui L-B,Inner Mongolia,Other,L-B,Jinguotou,Other,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.2,2,2,2.2,2.7,2.7,2.7,2.7
,44,Jinjiang Lianyungang,Jiangsu,Other,L-B,Jinjiang,Jinjiang,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.2,2,2,2,2,2,2,2
,45,Chalco Lianyungang,Jiangsu,Other,L-B,Chalco,Chalco,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.6,1.9,2.7,3,3,3,3
,46.1,Chalco Shandong L-B,Shandong,Other,L-B,Chalco,Chalco,Imported,,,0.9,1.15,1.15,1.15,1.15,1.25,1.25,1.35,1.2,1.5,1.5,1.5,1.5,1.5,2.15,2,2,2,2,2,2,2,2,2,2,2,2
,46.2,Chalco Shandong sinter,Shandong,Other,Sintering,Chalco,Chalco,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,46.3,Chalco Shandong sinter import,Shandong,Other,L-B,Chalco,Chalco,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,47.1,Chiping Xinfa L-B,Shandong,Other,L-B,Xinfa,Xinfa,Imported,,,0,0.6,1.8,1.8,1.8,1.8,2.4,3.25,3.2,1,1.7,2,2.9,3.1,3.3,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.2,3.2
,47.2,Chiping Xinfa H-B,Shandong,Other,H-B,Xinfa,Xinfa,Imported,,,0.3,0.8,0.8,1,1,1.2,0.8,0.8,0.8,2,2,2,2,1.6,1.26,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
,48,Lubei,Shandong,Other,L-B,Lubei Group,Jinjiang,Imported,,,0,0,0.2,0.2,0.2,0.7,0.7,0.5,0.25,0.25,0.25,0.5,0.9,0.9,0.92,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
,49.1,Nanshan Donghai H-B,Shandong,Other,H-B,Nanshan Group,Nanshan,Imported,,,0,0,0,0,0,0.38,0.8,0.95,0.95,0.95,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,49.2,Nanshan Donghai L-B,Shandong,Other,L-B,Nanshan Group,Nanshan,Imported,,,0,0.14,0.25,0.22,0.25,0.39,0.4,0.6,0.66,0.67,0.67,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
,50,Bochuang,Shandong,Other,L-B,Chuangxin Group,Other,Imported,,,0,0,0,0,0,0,0,0,0.1,0.4,0.5,0.45,0.1,0,0.39,0.5,0.8,0.8,1.2,1.2,1.2,1.2,1.2,1.4,1.4,1.4,1.4
,51,Nanhan,Shandong,Other,L-B,Private,Other,Imported,,,0,0,0,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,52.1,Weiqiao - Binzhou L-B,Shandong,Other,L-B,Weiqiao,Weiqiao,Imported,,,0,0.6,2.1,1.8,1.8,2.92,3.52,5.2,5.4,3,3,3.6,4,4,3.8,4,4,4,4,4,4,4,4,4,4,4,4
,52.2,Weiqiao - Binzhou H-B,Shandong,Other,H-B,Weiqiao,Weiqiao,Imported,,,0,0,0,0,0,0,0,0,0,1,1,1.8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,53.1,Weiqiao-Wudi-Zhanhua L-B,Shandong,Other,L-B,Weiqiao,Weiqiao,Imported,,,0,0,0,0,0,0,0,0.3,0.9,3,4.5,4.5,6,7,7.2,8,8.5,9,9,9,9,9,9,9,9,9,9
,53.2,Weiqiao-Wudi-Zhanhua H-B,Shandong,Other,H-B,Weiqiao,Weiqiao,Imported,,,0,0,0,0,0,0,0,0,0,0,0.7,1.8,3,2,2.8,2,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
,54,Aokaida,Shanxi,Shanxi,H-B,Aokaida,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,55,Chalco Lvliang (Xing),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,1.04,1.17,1.3,1.25,1.25,1.25,1.2,1.2,1.2,1.2
,56.1,Chalco Shanxi,Shanxi,Shanxi,"H-B (Lime), sinter",Chalco,Chalco,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.72,0.8,0.5,0.5,0.2,0,0,0,0
,56.2,Chalco Shanxi import,Shanxi,Shanxi,L-B,Chalco,Chalco,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1
,57.1,SPIC Shanxi,Shanxi,Shanxi,H-B & Sinter,SPIC,SPIC,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8
,57.2,SPIC Shanxi import,Shanxi,Shanxi,L-B,SPIC,SPIC,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,1.9,1.9,1.9,1.9,1.9,1.9,1.5,1.5,1.5,1.5,1.5,1.5
,58.1,Dongxu Tianyuan,Shanxi,Shanxi,H-B,Tianyuan Chemical,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,58.2,Dongxu Tianyuan import,Shanxi,Shanxi,L-B,Tianyuan Chemical,Other,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0
,59.1,East Hope Lingshi,Shanxi,Shanxi,H-B,East Hope,East Hope,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,1.2,1.35,1.5,1,1,1,1,1,1,1
,59.2,East Hope Lingshi Import,Shanxi,Shanxi,L-B,East Hope,East Hope,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
,60,Huaqing,Shanxi,Shanxi,H-B,Private,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,61,Qiangjin Aluminium,Shanxi,Shanxi,H-B,Private,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,62,Senze,Shanxi,Shanxi,H-B & Sinter (1.2:0.1),Senze,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,1,1,1,0.8,0.8,0.8,0.8,0.8
,63,Taixing,Shanxi,Shanxi,H-B,Private,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0
,64,Wusheng,Shanxi,Shanxi,H-B,Private,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,65,Xinfa - Jiaokou,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.8,2,2,1.85,1.55,1.6,1.6,1.6,1.6
,66,Xinfa - Xiaoyi,Shanxi,Shanxi,H-B,Xinfa,Xinfa,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,1.4,2.24,2.52,2.8,2.8,2.4,2.4,2.4,2.4,2.4,2.4
,67.1,Xingan Chemical,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.95,1.52,1.71,1.9,1.9,1.7,1.7,1.6,1.6,1.6,1.6
,67.2,Xingan Chemical import,Shanxi,Shanxi,L-B,Jinjiang,Jinjiang,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4
,68,Yangquan Zhaofeng,Shanxi,Shanxi,H-B (Lime),"Xinfa, Yangquan Coal",Xinfa,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2
,69,Gangyuan Jiaohua,Shanxi,Shanxi,H-B,Private,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,70.1,Xinghua (Chalco Jiaokou),Shanxi,Shanxi,H-B,Chalco,Chalco,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,70.2,Xinghua (Chalco Jiaokou) import,Shanxi,Shanxi,H-B,Chalco,Chalco,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.55,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
,71,Tiantong,Shanxi,Shanxi,H-B,Private,Other,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,72,Fusheng,Shanxi,Shanxi,H-B,Jinjiang,Jinjiang,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.56,0.54,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5
,73,YMG - Wenshan,Yunnan,Other,H-B,Yunnan Aluminium Companuy,Chalco,Domestic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.08,1.14,1.2,1.2,1.2,1,1
,74,Guangxi - blending,Guangxi,Guangxi,H-B,spare,spare,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0.4,0.2,0,0,0,0,0,0,0,0,0,0
,75,Guizhou - blending,Guizhou,Guizhou,H-B,spare,spare,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,76,Henan - blending,Henan,Henan,H-B,spare,spare,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0
,77,Shanxi - blending,Shanxi,Shanxi,H-B,spare,spare,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0.35,0,0,0,0,0,0,0,0,0,0,0
,78,Other - blending,Other,Other,H-B,spare,spare,Imported,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0
