Date 1,Low,High,Average,Date 2,Cash Buyer,Cash Seller & Settlement,Unnamed: 7,Date 3,USD:CNY
2015-01-05 00:00:00.000,12830.0,12870.0,12850.0,2012-01-03 00:00:00.000,2005.5,2006.0,,2010-10-08 00:00:00.000,6.683
2015-01-06 00:00:00.000,12770.0,12810.0,12790.0,2012-01-04 00:00:00.000,2051.0,2052.0,,2010-10-11 00:00:00.000,6.6732
2015-01-07 00:00:00.000,12720.0,12760.0,12740.0,2012-01-05 00:00:00.000,2003.0,2003.5,,2010-10-12 00:00:00.000,6.6775
2015-01-08 00:00:00.000,12720.0,12760.0,12740.0,2012-01-06 00:00:00.000,2019.0,2020.0,,2010-10-13 00:00:00.000,6.6693
2015-01-09 00:00:00.000,12790.0,12830.0,12810.0,2012-01-09 00:00:00.000,2061.0,2061.5,,2010-10-14 00:00:00.000,6.6582
2015-01-12 00:00:00.000,12740.0,12780.0,12760.0,2012-01-10 00:00:00.000,2137.0,2138.0,,2010-10-15 00:00:00.000,6.6497
2015-01-13 00:00:00.000,12650.0,12690.0,12670.0,2012-01-11 00:00:00.000,2134.0,2134.5,,2010-10-18 00:00:00.000,6.6541
2015-01-14 00:00:00.000,12450.0,12490.0,12470.0,2012-01-12 00:00:00.000,2157.0,2157.5,,2010-10-19 00:00:00.000,6.6553
2015-01-15 00:00:00.000,12680.0,12720.0,12700.0,2012-01-13 00:00:00.000,2109.5,2110.0,,2010-10-20 00:00:00.000,6.6754
2015-01-16 00:00:00.000,12730.0,12770.0,12750.0,2012-01-16 00:00:00.000,2120.0,2121.0,,2010-10-21 00:00:00.000,6.6695
2015-01-19 00:00:00.000,12810.0,12850.0,12830.0,2012-01-17 00:00:00.000,2171.0,2171.5,,2010-10-22 00:00:00.000,6.6759
2015-01-20 00:00:00.000,12740.0,12780.0,12760.0,2012-01-18 00:00:00.000,2174.0,2175.0,,2010-10-25 00:00:00.000,6.6729
2015-01-21 00:00:00.000,12670.0,12710.0,12690.0,2012-01-19 00:00:00.000,2180.5,2181.0,,2010-10-26 00:00:00.000,6.6762
2015-01-22 00:00:00.000,12690.0,12730.0,12710.0,2012-01-20 00:00:00.000,2183.0,2184.0,,2010-10-27 00:00:00.000,6.6912
2015-01-23 00:00:00.000,12700.0,12740.0,12720.0,2012-01-23 00:00:00.000,2193.0,2193.5,,2010-10-28 00:00:00.000,6.6986
2015-01-26 00:00:00.000,12650.0,12690.0,12670.0,2012-01-24 00:00:00.000,2190.0,2190.5,,2010-10-29 00:00:00.000,6.6908
2015-01-27 00:00:00.000,12710.0,12750.0,12730.0,2012-01-25 00:00:00.000,2185.5,2186.0,,,
2015-01-28 00:00:00.000,12650.0,12690.0,12670.0,2012-01-26 00:00:00.000,2231.5,2232.0,,2010-11-01 00:00:00.000,6.6886
2015-01-29 00:00:00.000,12630.0,12670.0,12650.0,2012-01-27 00:00:00.000,2241.0,2241.5,,2010-11-02 00:00:00.000,6.6925
2015-01-30 00:00:00.000,12620.0,12660.0,12640.0,2012-01-30 00:00:00.000,2210.0,2210.5,,2010-11-03 00:00:00.000,6.6818
2015-02-02 00:00:00.000,12660.0,12700.0,12680.0,2012-01-31 00:00:00.000,2257.0,2257.5,,2010-11-04 00:00:00.000,6.6708
2015-02-03 00:00:00.000,12870.0,12910.0,12890.0,2012-02-01 00:00:00.000,2219.0,2219.5,,2010-11-05 00:00:00.000,6.661
2015-02-04 00:00:00.000,12970.0,13010.0,12990.0,2012-02-02 00:00:00.000,2200.0,2201.0,,2010-11-08 00:00:00.000,6.6692
2015-02-05 00:00:00.000,12970.0,13010.0,12990.0,2012-02-03 00:00:00.000,2158.0,2159.0,,2010-11-09 00:00:00.000,6.6658
2015-02-06 00:00:00.000,13080.0,13120.0,13100.0,2012-02-06 00:00:00.000,2175.0,2175.5,,2010-11-10 00:00:00.000,6.6658
2015-02-09 00:00:00.000,13030.0,13070.0,13050.0,2012-02-07 00:00:00.000,2172.0,2173.0,,2010-11-11 00:00:00.000,6.645
2015-02-10 00:00:00.000,12980.0,13020.0,13000.0,2012-02-08 00:00:00.000,2236.0,2236.5,,2010-11-12 00:00:00.000,6.6242
2015-02-11 00:00:00.000,12850.0,12890.0,12870.0,2012-02-09 00:00:00.000,2232.0,2232.5,,2010-11-15 00:00:00.000,6.6239
2015-02-12 00:00:00.000,12730.0,12770.0,12750.0,2012-02-10 00:00:00.000,2218.0,2218.5,,2010-11-16 00:00:00.000,6.6441
2015-02-13 00:00:00.000,12860.0,12900.0,12880.0,2012-02-13 00:00:00.000,2207.0,2207.5,,2010-11-17 00:00:00.000,6.649
2015-02-16 00:00:00.000,12890.0,12930.0,12910.0,2012-02-14 00:00:00.000,2162.5,2163.5,,2010-11-18 00:00:00.000,6.6455
2015-02-17 00:00:00.000,12870.0,12910.0,12890.0,2012-02-15 00:00:00.000,2173.0,2174.0,,2010-11-19 00:00:00.000,6.6408
2015-02-25 00:00:00.000,12890.0,12930.0,12910.0,2012-02-16 00:00:00.000,2116.5,2117.0,,2010-11-22 00:00:00.000,6.6389
2015-02-26 00:00:00.000,12800.0,12840.0,12820.0,2012-02-17 00:00:00.000,2127.0,2127.5,,2010-11-23 00:00:00.000,6.6469
2015-02-27 00:00:00.000,12780.0,12820.0,12800.0,2012-02-20 00:00:00.000,2129.5,2130.5,,2010-11-24 00:00:00.000,6.6589
2015-03-02 00:00:00.000,12810.0,12850.0,12830.0,2012-02-21 00:00:00.000,2175.0,2175.5,,2010-11-25 00:00:00.000,6.6557
2015-03-03 00:00:00.000,12820.0,12860.0,12840.0,2012-02-22 00:00:00.000,2211.0,2212.0,,2010-11-26 00:00:00.000,6.6553
2015-03-04 00:00:00.000,12800.0,12840.0,12820.0,2012-02-23 00:00:00.000,2228.5,2229.0,,2010-11-29 00:00:00.000,6.67
2015-03-05 00:00:00.000,12790.0,12830.0,12810.0,2012-02-24 00:00:00.000,2252.5,2253.0,,2010-11-30 00:00:00.000,6.6762
2015-03-06 00:00:00.000,12770.0,12810.0,12790.0,2012-02-27 00:00:00.000,2266.5,2267.0,,,
2015-03-09 00:00:00.000,12740.0,12780.0,12760.0,2012-02-28 00:00:00.000,2307.5,2308.0,,2010-12-01 00:00:00.000,6.6786
2015-03-10 00:00:00.000,12760.0,12800.0,12780.0,2012-02-29 00:00:00.000,2301.0,2301.5,,2010-12-02 00:00:00.000,6.6691
2015-03-11 00:00:00.000,12720.0,12760.0,12740.0,2012-03-01 00:00:00.000,2288.0,2289.0,,2010-12-03 00:00:00.000,6.6605
2015-03-12 00:00:00.000,12730.0,12770.0,12750.0,2012-03-02 00:00:00.000,2295.0,2295.5,,2010-12-06 00:00:00.000,6.6605
2015-03-13 00:00:00.000,12920.0,12960.0,12940.0,2012-03-05 00:00:00.000,2253.0,2253.5,,2010-12-07 00:00:00.000,6.6565
2015-03-16 00:00:00.000,12890.0,12930.0,12910.0,2012-03-06 00:00:00.000,2202.0,2202.5,,2010-12-08 00:00:00.000,6.6616
2015-03-17 00:00:00.000,12860.0,12900.0,12880.0,2012-03-07 00:00:00.000,2172.0,2173.0,,2010-12-09 00:00:00.000,6.6654
2015-03-18 00:00:00.000,12870.0,12910.0,12890.0,2012-03-08 00:00:00.000,2174.5,2175.0,,2010-12-10 00:00:00.000,6.6604
2015-03-19 00:00:00.000,12970.0,13010.0,12990.0,2012-03-09 00:00:00.000,2169.5,2170.0,,2010-12-13 00:00:00.000,6.663
2015-03-20 00:00:00.000,13040.0,13080.0,13060.0,2012-03-12 00:00:00.000,2166.0,2166.5,,2010-12-14 00:00:00.000,6.6531
2015-03-23 00:00:00.000,13030.0,13070.0,13050.0,2012-03-13 00:00:00.000,2187.0,2187.5,,2010-12-15 00:00:00.000,6.6531
2015-03-24 00:00:00.000,13010.0,13050.0,13030.0,2012-03-14 00:00:00.000,2196.0,2196.5,,2010-12-16 00:00:00.000,6.6635
2015-03-25 00:00:00.000,13020.0,13060.0,13040.0,2012-03-15 00:00:00.000,2195.0,2195.5,,2010-12-17 00:00:00.000,6.6593
2015-03-26 00:00:00.000,13040.0,13080.0,13060.0,2012-03-16 00:00:00.000,2221.5,2222.5,,2010-12-20 00:00:00.000,6.6623
2015-03-27 00:00:00.000,13090.0,13130.0,13110.0,2012-03-19 00:00:00.000,2218.5,2219.0,,2010-12-21 00:00:00.000,6.6597
2015-03-30 00:00:00.000,13120.0,13160.0,13140.0,2012-03-20 00:00:00.000,2200.0,2200.5,,2010-12-22 00:00:00.000,6.6548
2015-03-31 00:00:00.000,13200.0,13240.0,13220.0,2012-03-21 00:00:00.000,2192.0,2192.5,,2010-12-23 00:00:00.000,6.6466
2015-04-01 00:00:00.000,13220.0,13260.0,13240.0,2012-03-22 00:00:00.000,2139.0,2139.5,,2010-12-24 00:00:00.000,6.6371
2015-04-02 00:00:00.000,13250.0,13290.0,13270.0,2012-03-23 00:00:00.000,2130.5,2131.0,,2010-12-27 00:00:00.000,6.6305
2015-04-03 00:00:00.000,13260.0,13300.0,13280.0,2012-03-26 00:00:00.000,2136.5,2137.0,,2010-12-28 00:00:00.000,6.6252
2015-04-07 00:00:00.000,13290.0,13330.0,13310.0,2012-03-27 00:00:00.000,2132.5,2133.0,,2010-12-29 00:00:00.000,6.6247
2015-04-08 00:00:00.000,13290.0,13330.0,13310.0,2012-03-28 00:00:00.000,2137.5,2138.0,,2010-12-30 00:00:00.000,6.6229
2015-04-09 00:00:00.000,13010.0,13050.0,13030.0,2012-03-29 00:00:00.000,2106.5,2107.5,,2010-12-31 00:00:00.000,6.6229
2015-04-10 00:00:00.000,13120.0,13160.0,13140.0,2012-03-30 00:00:00.000,2098.0,2098.5,,,
2015-04-13 00:00:00.000,13120.0,13160.0,13140.0,2012-04-02 00:00:00.000,2081.0,2081.5,,2011-01-04 00:00:00.000,6.6215
2015-04-14 00:00:00.000,12950.0,12990.0,12970.0,2012-04-03 00:00:00.000,2090.0,2091.0,,2011-01-05 00:00:00.000,6.6295
2015-04-15 00:00:00.000,12950.0,12990.0,12970.0,2012-04-04 00:00:00.000,2059.0,2059.5,,2011-01-06 00:00:00.000,6.6322
2015-04-16 00:00:00.000,13010.0,13050.0,13030.0,2012-04-05 00:00:00.000,2053.0,2054.0,,2011-01-07 00:00:00.000,6.6341
2015-04-17 00:00:00.000,13090.0,13130.0,13110.0,2012-04-10 00:00:00.000,2050.0,2050.5,,2011-01-10 00:00:00.000,6.6349
2015-04-20 00:00:00.000,13000.0,13040.0,13020.0,2012-04-11 00:00:00.000,2035.5,2036.0,,2011-01-11 00:00:00.000,6.6216
2015-04-21 00:00:00.000,12970.0,13010.0,12990.0,2012-04-12 00:00:00.000,2069.0,2070.0,,2011-01-12 00:00:00.000,6.6128
2015-04-22 00:00:00.000,12970.0,13010.0,12990.0,2012-04-13 00:00:00.000,2045.5,2046.0,,2011-01-13 00:00:00.000,6.5997
2015-04-23 00:00:00.000,13000.0,13040.0,13020.0,2012-04-16 00:00:00.000,2026.0,2027.0,,2011-01-14 00:00:00.000,6.5896
2015-04-24 00:00:00.000,13080.0,13120.0,13100.0,2012-04-17 00:00:00.000,2040.0,2040.5,,2011-01-17 00:00:00.000,6.5897
2015-04-27 00:00:00.000,13150.0,13190.0,13170.0,2012-04-18 00:00:00.000,2028.0,2028.5,,2011-01-18 00:00:00.000,6.5891
2015-04-28 00:00:00.000,13090.0,13130.0,13110.0,2012-04-19 00:00:00.000,2016.0,2016.5,,2011-01-19 00:00:00.000,6.5885
2015-04-29 00:00:00.000,13110.0,13150.0,13130.0,2012-04-20 00:00:00.000,2034.0,2034.5,,2011-01-20 00:00:00.000,6.5883
2015-04-30 00:00:00.000,13100.0,13140.0,13120.0,2012-04-23 00:00:00.000,2011.0,2011.5,,2011-01-21 00:00:00.000,6.5886
2015-05-04 00:00:00.000,13170.0,13210.0,13190.0,2012-04-24 00:00:00.000,2029.0,2030.0,,2011-01-24 00:00:00.000,6.5883
2015-05-05 00:00:00.000,13130.0,13170.0,13150.0,2012-04-25 00:00:00.000,2039.5,2040.0,,2011-01-25 00:00:00.000,6.5881
2015-05-06 00:00:00.000,13240.0,13280.0,13260.0,2012-04-26 00:00:00.000,2040.0,2040.5,,2011-01-26 00:00:00.000,6.5878
2015-05-07 00:00:00.000,13140.0,13180.0,13160.0,2012-04-27 00:00:00.000,2067.5,2068.5,,2011-01-27 00:00:00.000,6.5876
2015-05-08 00:00:00.000,13140.0,13180.0,13160.0,2012-04-30 00:00:00.000,2057.0,2058.0,,2011-01-28 00:00:00.000,6.593
2015-05-11 00:00:00.000,13080.0,13120.0,13100.0,2012-05-01 00:00:00.000,2066.0,2067.0,,2011-01-31 00:00:00.000,6.5891
2015-05-12 00:00:00.000,13020.0,13060.0,13040.0,2012-05-02 00:00:00.000,2064.0,2064.5,,,
2015-05-13 00:00:00.000,13050.0,13090.0,13070.0,2012-05-03 00:00:00.000,2047.0,2047.5,,2011-02-01 00:00:00.000,6.5891
2015-05-14 00:00:00.000,13040.0,13080.0,13060.0,2012-05-04 00:00:00.000,2047.5,2048.0,,2011-02-09 00:00:00.000,6.585
2015-05-15 00:00:00.000,13040.0,13080.0,13060.0,2012-05-08 00:00:00.000,2025.5,2026.0,,2011-02-10 00:00:00.000,6.5849
2015-05-18 00:00:00.000,13060.0,13100.0,13080.0,2012-05-09 00:00:00.000,1986.5,1987.0,,2011-02-11 00:00:00.000,6.5952
2015-05-19 00:00:00.000,13030.0,13070.0,13050.0,2012-05-10 00:00:00.000,2003.0,2003.5,,2011-02-14 00:00:00.000,6.5985
2015-05-20 00:00:00.000,13020.0,13060.0,13040.0,2012-05-11 00:00:00.000,1991.5,1992.0,,2011-02-15 00:00:00.000,6.5929
2015-05-21 00:00:00.000,13030.0,13070.0,13050.0,2012-05-14 00:00:00.000,1981.0,1982.0,,2011-02-16 00:00:00.000,6.5855
2015-05-22 00:00:00.000,13040.0,13080.0,13060.0,2012-05-15 00:00:00.000,1978.5,1979.5,,2011-02-17 00:00:00.000,6.58
2015-05-25 00:00:00.000,13010.0,13050.0,13030.0,2012-05-16 00:00:00.000,1994.0,1994.5,,2011-02-18 00:00:00.000,6.5781
2015-05-26 00:00:00.000,12990.0,13030.0,13010.0,2012-05-17 00:00:00.000,1986.5,1987.0,,2011-02-21 00:00:00.000,6.5705
2015-05-27 00:00:00.000,12950.0,12990.0,12970.0,2012-05-18 00:00:00.000,2016.0,2016.5,,2011-02-22 00:00:00.000,6.5772
2015-05-28 00:00:00.000,12900.0,12940.0,12920.0,2012-05-21 00:00:00.000,2003.5,2004.0,,2011-02-23 00:00:00.000,6.5828
2015-05-29 00:00:00.000,12940.0,12980.0,12960.0,2012-05-22 00:00:00.000,1996.0,1996.5,,2011-02-24 00:00:00.000,6.5795
2015-06-01 00:00:00.000,12930.0,12970.0,12950.0,2012-05-23 00:00:00.000,1974.5,1975.0,,2011-02-25 00:00:00.000,6.5757
2015-06-02 00:00:00.000,12940.0,12980.0,12960.0,2012-05-24 00:00:00.000,1968.0,1969.0,,2011-02-28 00:00:00.000,6.5752
2015-06-03 00:00:00.000,12930.0,12970.0,12950.0,2012-05-25 00:00:00.000,1979.0,1979.5,,,
2015-06-04 00:00:00.000,12910.0,12950.0,12930.0,2012-05-28 00:00:00.000,1980.0,1980.5,,2011-03-01 00:00:00.000,6.5706
2015-06-05 00:00:00.000,12850.0,12890.0,12870.0,2012-05-29 00:00:00.000,1979.0,1979.5,,2011-03-02 00:00:00.000,6.5736
2015-06-08 00:00:00.000,12810.0,12850.0,12830.0,2012-05-30 00:00:00.000,1957.0,1957.5,,2011-03-03 00:00:00.000,6.5695
2015-06-09 00:00:00.000,12760.0,12800.0,12780.0,2012-05-31 00:00:00.000,1973.0,1973.5,,2011-03-04 00:00:00.000,6.5671
2015-06-10 00:00:00.000,12750.0,12790.0,12770.0,2012-06-01 00:00:00.000,1936.0,1937.0,,2011-03-07 00:00:00.000,6.5651
2015-06-11 00:00:00.000,12720.0,12760.0,12740.0,2012-06-06 00:00:00.000,1944.5,1945.0,,2011-03-08 00:00:00.000,6.5687
2015-06-12 00:00:00.000,12530.0,12570.0,12550.0,2012-06-07 00:00:00.000,1946.5,1947.0,,2011-03-09 00:00:00.000,6.5748
2015-06-15 00:00:00.000,12550.0,12590.0,12570.0,2012-06-08 00:00:00.000,1938.0,1938.5,,2011-03-10 00:00:00.000,6.5713
2015-06-16 00:00:00.000,12530.0,12570.0,12550.0,2012-06-11 00:00:00.000,1943.0,1943.5,,2011-03-11 00:00:00.000,6.575
2015-06-17 00:00:00.000,12570.0,12610.0,12590.0,2012-06-12 00:00:00.000,1925.5,1926.0,,2011-03-14 00:00:00.000,6.5701
2015-06-18 00:00:00.000,12550.0,12590.0,12570.0,2012-06-13 00:00:00.000,1923.5,1924.0,,2011-03-15 00:00:00.000,6.5679
2015-06-19 00:00:00.000,12570.0,12610.0,12590.0,2012-06-14 00:00:00.000,1924.0,1924.5,,2011-03-16 00:00:00.000,6.5718
2015-06-23 00:00:00.000,12620.0,12660.0,12640.0,2012-06-15 00:00:00.000,1914.0,1914.5,,2011-03-17 00:00:00.000,6.569
2015-06-24 00:00:00.000,12640.0,12680.0,12660.0,2012-06-18 00:00:00.000,1881.5,1882.0,,2011-03-18 00:00:00.000,6.5668
2015-06-25 00:00:00.000,12610.0,12650.0,12630.0,2012-06-19 00:00:00.000,1878.0,1878.5,,2011-03-21 00:00:00.000,6.5632
2015-06-26 00:00:00.000,12610.0,12650.0,12630.0,2012-06-20 00:00:00.000,1879.0,1879.5,,2011-03-22 00:00:00.000,6.5632
2015-06-29 00:00:00.000,12610.0,12650.0,12630.0,2012-06-21 00:00:00.000,1841.5,1842.0,,2011-03-23 00:00:00.000,6.5601
2015-06-30 00:00:00.000,12490.0,12530.0,12510.0,2012-06-22 00:00:00.000,1823.0,1823.5,,2011-03-24 00:00:00.000,6.5625
2015-07-01 00:00:00.000,12420.0,12460.0,12440.0,2012-06-25 00:00:00.000,1816.5,1817.0,,2011-03-25 00:00:00.000,6.558
2015-07-02 00:00:00.000,12530.0,12570.0,12550.0,2012-06-26 00:00:00.000,1810.0,1810.5,,2011-03-28 00:00:00.000,6.5618
2015-07-03 00:00:00.000,12490.0,12530.0,12510.0,2012-06-27 00:00:00.000,1810.0,1810.5,,2011-03-29 00:00:00.000,6.5625
2015-07-06 00:00:00.000,12400.0,12440.0,12420.0,2012-06-28 00:00:00.000,1832.0,1832.5,,2011-03-30 00:00:00.000,6.5586
2015-07-07 00:00:00.000,12300.0,12340.0,12320.0,2012-06-29 00:00:00.000,1834.0,1834.5,,2011-03-31 00:00:00.000,6.5564
2015-07-08 00:00:00.000,12020.0,12060.0,12040.0,2012-07-02 00:00:00.000,1866.5,1867.0,,2011-04-01 00:00:00.000,6.5564
2015-07-09 00:00:00.000,12100.0,12140.0,12120.0,2012-07-03 00:00:00.000,1910.0,1911.0,,2011-04-06 00:00:00.000,6.5496
2015-07-10 00:00:00.000,12270.0,12310.0,12290.0,2012-07-04 00:00:00.000,1929.5,1930.0,,2011-04-07 00:00:00.000,6.5456
2015-07-13 00:00:00.000,12260.0,12300.0,12280.0,2012-07-05 00:00:00.000,1914.0,1914.5,,2011-04-08 00:00:00.000,6.542
2015-07-14 00:00:00.000,12300.0,12340.0,12320.0,2012-07-06 00:00:00.000,1887.0,1888.0,,2011-04-11 00:00:00.000,6.5401
2015-07-15 00:00:00.000,12280.0,12320.0,12300.0,2012-07-09 00:00:00.000,1876.0,1876.5,,2011-04-12 00:00:00.000,6.544
2015-07-16 00:00:00.000,12270.0,12310.0,12290.0,2012-07-10 00:00:00.000,1889.0,1890.0,,2011-04-13 00:00:00.000,6.5369
2015-07-17 00:00:00.000,12360.0,12400.0,12380.0,2012-07-11 00:00:00.000,1872.0,1872.5,,2011-04-14 00:00:00.000,6.5339
2015-07-20 00:00:00.000,12290.0,12330.0,12310.0,2012-07-12 00:00:00.000,1835.0,1835.5,,2011-04-15 00:00:00.000,6.5301
2015-07-21 00:00:00.000,12270.0,12310.0,12290.0,2012-07-13 00:00:00.000,1861.0,1861.5,,2011-04-18 00:00:00.000,6.531
2015-07-22 00:00:00.000,12200.0,12240.0,12220.0,2012-07-16 00:00:00.000,1861.0,1862.0,,2011-04-19 00:00:00.000,6.5346
2015-07-23 00:00:00.000,12130.0,12170.0,12150.0,2012-07-17 00:00:00.000,1888.0,1888.5,,2011-04-20 00:00:00.000,6.5294
2015-07-24 00:00:00.000,12120.0,12160.0,12140.0,2012-07-18 00:00:00.000,1868.0,1868.5,,2011-04-21 00:00:00.000,6.5294
2015-07-27 00:00:00.000,12110.0,12150.0,12130.0,2012-07-19 00:00:00.000,1908.5,1909.0,,2011-04-22 00:00:00.000,6.5156
2015-07-28 00:00:00.000,12080.0,12120.0,12100.0,2012-07-20 00:00:00.000,1894.0,1894.5,,2011-04-25 00:00:00.000,6.5161
2015-07-29 00:00:00.000,12190.0,12230.0,12210.0,2012-07-23 00:00:00.000,1835.0,1835.5,,2011-04-26 00:00:00.000,6.5173
2015-07-30 00:00:00.000,12120.0,12160.0,12140.0,2012-07-24 00:00:00.000,1839.5,1840.0,,2011-04-27 00:00:00.000,6.5096
2015-07-31 00:00:00.000,12080.0,12120.0,12100.0,2012-07-25 00:00:00.000,1846.0,1847.0,,2011-04-28 00:00:00.000,6.5051
2015-08-03 00:00:00.000,12010.0,12050.0,12030.0,2012-07-26 00:00:00.000,1865.0,1865.5,,2011-04-29 00:00:00.000,6.499
2015-08-04 00:00:00.000,11940.0,11980.0,11960.0,2012-07-27 00:00:00.000,1859.5,1860.0,,2011-05-03 00:00:00.000,6.5002
2015-08-05 00:00:00.000,11940.0,11980.0,11960.0,2012-07-30 00:00:00.000,1851.0,1851.5,,2011-05-04 00:00:00.000,6.5013
2015-08-06 00:00:00.000,11920.0,11960.0,11940.0,2012-07-31 00:00:00.000,1862.0,1862.5,,2011-05-05 00:00:00.000,6.5025
2015-08-07 00:00:00.000,11880.0,11920.0,11900.0,2012-08-09 00:00:00.000,1865.5,1866.0,,2011-05-06 00:00:00.000,6.5053
2015-08-10 00:00:00.000,11890.0,11930.0,11910.0,2012-08-10 00:00:00.000,1834.0,1835.0,,2011-05-09 00:00:00.000,6.4988
2015-08-11 00:00:00.000,11980.0,12020.0,12000.0,2012-08-13 00:00:00.000,1823.5,1824.0,,2011-05-10 00:00:00.000,6.495
2015-08-12 00:00:00.000,11970.0,12010.0,11990.0,2012-08-14 00:00:00.000,1812.5,1813.0,,2011-05-11 00:00:00.000,6.4948
2015-08-13 00:00:00.000,12020.0,12060.0,12040.0,2012-08-15 00:00:00.000,1803.0,1803.5,,2011-05-12 00:00:00.000,6.5005
2015-08-14 00:00:00.000,11980.0,12020.0,12000.0,2012-08-16 00:00:00.000,1793.0,1793.5,,2011-05-13 00:00:00.000,6.5017
2015-08-17 00:00:00.000,11980.0,12020.0,12000.0,2012-08-17 00:00:00.000,1810.0,1810.5,,2011-05-16 00:00:00.000,6.5089
2015-08-18 00:00:00.000,11940.0,11980.0,11960.0,2012-08-20 00:00:00.000,1798.0,1799.0,,2011-05-17 00:00:00.000,6.5108
2015-08-19 00:00:00.000,11860.0,11900.0,11880.0,2012-08-21 00:00:00.000,1820.5,1821.0,,2011-05-18 00:00:00.000,6.5074
2015-08-20 00:00:00.000,11890.0,11930.0,11910.0,2012-08-22 00:00:00.000,1828.0,1829.0,,2011-05-19 00:00:00.000,6.5048
2015-08-21 00:00:00.000,11910.0,11950.0,11930.0,2012-08-23 00:00:00.000,1861.0,1861.5,,2011-05-20 00:00:00.000,6.4983
2015-08-24 00:00:00.000,11800.0,11840.0,11820.0,2012-08-24 00:00:00.000,1870.5,1871.5,,2011-05-23 00:00:00.000,6.4998
2015-08-25 00:00:00.000,11780.0,11820.0,11800.0,2012-08-28 00:00:00.000,1882.0,1883.0,,2011-05-24 00:00:00.000,6.5038
2015-08-26 00:00:00.000,11750.0,11790.0,11770.0,2012-08-29 00:00:00.000,1872.0,1873.0,,2011-05-25 00:00:00.000,6.4949
2015-08-27 00:00:00.000,11770.0,11810.0,11790.0,2012-08-30 00:00:00.000,1867.0,1868.0,,2011-05-26 00:00:00.000,6.4921
2015-08-28 00:00:00.000,11780.0,11820.0,11800.0,2012-08-31 00:00:00.000,1848.5,1849.0,,2011-05-27 00:00:00.000,6.4898
2015-08-31 00:00:00.000,11770.0,11810.0,11790.0,2012-09-03 00:00:00.000,1879.0,1880.0,,2011-05-30 00:00:00.000,6.4856
2015-09-01 00:00:00.000,11710.0,11750.0,11730.0,2012-09-04 00:00:00.000,1927.0,1927.5,,2011-05-31 00:00:00.000,6.4845
2015-09-02 00:00:00.000,11730.0,11770.0,11750.0,2012-09-05 00:00:00.000,1927.5,1928.0,,2011-06-01 00:00:00.000,6.4837
2015-09-07 00:00:00.000,11730.0,11770.0,11750.0,2012-09-06 00:00:00.000,1962.0,1963.0,,2011-06-02 00:00:00.000,6.4886
2015-09-08 00:00:00.000,11730.0,11770.0,11750.0,2012-09-07 00:00:00.000,1987.5,1988.0,,2011-06-03 00:00:00.000,6.4846
2015-09-09 00:00:00.000,11840.0,11880.0,11860.0,2012-09-10 00:00:00.000,2031.5,2032.0,,2011-06-06 00:00:00.000,6.4846
2015-09-10 00:00:00.000,11820.0,11860.0,11840.0,2012-09-11 00:00:00.000,2056.0,2058.0,,2011-06-07 00:00:00.000,6.4816
2015-09-11 00:00:00.000,11810.0,11850.0,11830.0,2012-09-12 00:00:00.000,2074.0,2074.5,,2011-06-08 00:00:00.000,6.4795
2015-09-14 00:00:00.000,11860.0,11900.0,11880.0,2012-09-13 00:00:00.000,2081.5,2082.0,,2011-06-09 00:00:00.000,6.483
2015-09-15 00:00:00.000,11820.0,11860.0,11840.0,2012-09-14 00:00:00.000,2176.5,2177.0,,2011-06-10 00:00:00.000,6.4853
2015-09-16 00:00:00.000,11810.0,11850.0,11830.0,2012-09-17 00:00:00.000,2161.5,2162.0,,2011-06-13 00:00:00.000,6.4892
2015-09-17 00:00:00.000,11820.0,11860.0,11840.0,2012-09-18 00:00:00.000,2152.0,2153.0,,2011-06-14 00:00:00.000,6.4822
2015-09-18 00:00:00.000,11850.0,11890.0,11870.0,2012-09-19 00:00:00.000,2123.0,2124.0,,2011-06-15 00:00:00.000,6.4796
2015-09-21 00:00:00.000,11870.0,11910.0,11890.0,2012-09-20 00:00:00.000,2095.0,2096.0,,2011-06-16 00:00:00.000,6.4803
2015-09-22 00:00:00.000,11740.0,11780.0,11760.0,2012-09-21 00:00:00.000,2093.0,2093.5,,2011-06-17 00:00:00.000,6.4716
2015-09-23 00:00:00.000,11730.0,11770.0,11750.0,2012-09-24 00:00:00.000,2058.0,2059.0,,2011-06-20 00:00:00.000,6.4696
2015-09-24 00:00:00.000,11740.0,11780.0,11760.0,2012-09-25 00:00:00.000,2068.0,2069.0,,2011-06-21 00:00:00.000,6.469
2015-09-25 00:00:00.000,11770.0,11810.0,11790.0,2012-09-26 00:00:00.000,2048.0,2049.0,,2011-06-22 00:00:00.000,6.4683
2015-09-28 00:00:00.000,11740.0,11780.0,11760.0,2012-09-27 00:00:00.000,2067.5,2068.0,,2011-06-23 00:00:00.000,6.4736
2015-09-29 00:00:00.000,11630.0,11670.0,11650.0,2012-09-28 00:00:00.000,2093.5,2094.0,,2011-06-24 00:00:00.000,6.4742
2015-09-30 00:00:00.000,11600.0,11640.0,11620.0,2012-10-01 00:00:00.000,2068.0,2068.5,,2011-06-27 00:00:00.000,6.4742
2015-10-08 00:00:00.000,11550.0,11590.0,11570.0,2012-10-02 00:00:00.000,2103.5,2104.0,,2011-06-28 00:00:00.000,6.475
