Month,Date,Australia (FOB WA),CMAAX,Frieght,USD:RMB,Unnamed: 6,Import Inducement Value,Unnamed: 8,VAT,Unnamed: 10,Port Handling (RMB/t)
2011-02-01 00:00:00.000,40597.0,396.0,424.953875419918,25.0,6.5828,,20.0,,,,
2011-02-01 00:00:00.000,40598.0,400.0,421.562063922566,25.0,6.5795,,20.0,,,,
2011-02-01 00:00:00.000,40599.0,400.0,423.45177787425,25.0,6.5757,,20.0,,,,
2011-02-01 00:00:00.000,40602.0,401.0,423.45177787425,25.0,6.5752,,20.0,,,,
2011-03-01 00:00:00.000,40603.0,401.0,424.67338798492005,25.0,6.5706,,20.0,,,,
2011-03-01 00:00:00.000,40604.0,401.0,426.08568845432893,25.0,6.5736,,20.0,,,,
2011-03-01 00:00:00.000,40605.0,402.0,427.34278214027603,25.0,6.5695,,20.0,,,,
2011-03-01 00:00:00.000,40606.0,402.0,427.34278214027603,25.0,6.5671,,20.0,,,,
2011-03-01 00:00:00.000,40609.0,402.0,428.95115161287697,25.0,6.5651,,20.0,,,,
2011-03-01 00:00:00.000,40610.0,402.0,429.530033059048,25.0,6.5687,,20.0,,,,
2011-03-01 00:00:00.000,40611.0,402.0,428.51699052824796,25.0,6.5748,,20.0,,,,
2011-03-01 00:00:00.000,40612.0,403.0,428.06112138938795,25.0,6.5713,,20.0,,,,
2011-03-01 00:00:00.000,40613.0,403.0,427.14938311166895,25.0,6.575,,20.0,,,,
2011-03-01 00:00:00.000,40616.0,403.0,427.6486683589911,25.0,6.5701,,20.0,,,,
2011-03-01 00:00:00.000,40617.0,401.0,427.37731768109893,25.0,6.5679,,20.0,,,,
2011-03-01 00:00:00.000,40618.0,399.0,426.693513972809,25.0,6.5718,,20.0,,,,
2011-03-01 00:00:00.000,40619.0,400.0,427.37731768109893,25.0,6.569,,20.0,,,,
2011-03-01 00:00:00.000,40620.0,401.0,427.37731768109893,25.0,6.5668,,20.0,,,,
2011-03-01 00:00:00.000,40623.0,401.0,427.7572086301489,25.0,6.5632,,20.0,,,,
2011-03-01 00:00:00.000,40624.0,402.0,427.7572086301489,25.0,6.5632,,20.0,,,,
2011-03-01 00:00:00.000,40625.0,405.0,428.51699052824796,25.0,6.5601,,20.0,,,,
2011-03-01 00:00:00.000,40626.0,405.0,425.285082454242,25.0,6.5625,,20.0,,,,
2011-03-01 00:00:00.000,40627.0,405.0,424.71808103775004,25.0,6.558,,20.0,,,,
2011-03-01 00:00:00.000,40630.0,405.0,420.050849377994,25.0,6.5618,,20.0,,,,
2011-03-01 00:00:00.000,40631.0,405.0,419.14634711835197,25.0,6.5625,,20.0,,,,
2011-03-01 00:00:00.000,40632.0,404.0,420.1593896491511,25.0,6.5586,,20.0,,,,
2011-03-01 00:00:00.000,40633.0,404.0,420.1593896491511,25.0,6.5564,,20.0,,,,
2011-04-01 00:00:00.000,40634.0,403.0,418.024764316395,25.0,6.5564,,20.0,,,,
2011-04-01 00:00:00.000,40637.0,403.0,418.024764316395,25.0,6.5564,,20.0,,,,
2011-04-01 00:00:00.000,40638.0,403.0,418.024764316395,25.0,6.5564,,20.0,,,,
2011-04-01 00:00:00.000,40639.0,404.0,414.564632035871,25.0,6.5496,,20.0,,,,
2011-04-01 00:00:00.000,40640.0,405.0,411.44722388427397,25.0,6.5456,,20.0,,,,
2011-04-01 00:00:00.000,40641.0,405.0,412.354357423218,25.0,6.542,,20.0,,,,
2011-04-01 00:00:00.000,40644.0,407.0,411.54852813735397,25.0,6.5401,,20.0,,,,
2011-04-01 00:00:00.000,40645.0,407.0,410.5861377330949,25.0,6.544,,20.0,,,,
2011-04-01 00:00:00.000,40646.0,407.0,413.32135256625395,25.0,6.5369,,20.0,,,,
2011-04-01 00:00:00.000,40647.0,407.0,413.32135256625395,25.0,6.5339,,20.0,,,,
2011-04-01 00:00:00.000,40648.0,406.0,410.340669735247,25.0,6.5301,,20.0,,,,
2011-04-01 00:00:00.000,40651.0,407.0,410.340669735247,25.0,6.531,,20.0,,,,
2011-04-01 00:00:00.000,40652.0,408.5,409.826355834995,25.0,6.5346,,20.0,,,,
2011-04-01 00:00:00.000,40653.0,409.0,411.04200687195396,25.0,6.5294,,20.0,,,,
2011-04-01 00:00:00.000,40654.0,419.5,409.90233402480493,25.0,6.5294,,20.0,,,,
2011-04-01 00:00:00.000,40659.0,419.5,409.63756154516403,25.0,6.5173,,20.0,,,,
2011-04-01 00:00:00.000,40660.0,419.5,409.63756154516403,25.0,6.5096,,20.0,,,,
2011-04-01 00:00:00.000,40661.0,419.5,409.63756154516403,25.0,6.5051,,20.0,,,,
2011-05-01 00:00:00.000,40666.0,419.5,406.23005485065596,25.0,6.5002,,20.0,,,,
2011-05-01 00:00:00.000,40667.0,419.5,406.6656631389,25.0,6.5013,,20.0,,,,
2011-05-01 00:00:00.000,40668.0,419.5,406.6656631389,25.0,6.5025,,20.0,,,,
2011-05-01 00:00:00.000,40669.0,419.5,406.6656631389,25.0,6.5053,,20.0,,,,
2011-05-01 00:00:00.000,40672.0,415.5,401.755783672958,25.0,6.4988,,20.0,,,,
2011-05-01 00:00:00.000,40673.0,417.5,401.755783672958,25.0,6.495,,20.0,,,,
2011-05-01 00:00:00.000,40674.0,417.5,405.72353358525595,25.0,6.4948,,20.0,,,,
2011-05-01 00:00:00.000,40675.0,417.5,408.32850009302695,25.0,6.5005,,20.0,,,,
2011-05-01 00:00:00.000,40676.0,415.0,400.202451792398,25.0,6.5017,,20.0,,,,
2011-05-01 00:00:00.000,40679.0,413.0,399.4302457877889,25.0,6.5089,,20.0,,,,
2011-05-01 00:00:00.000,40680.0,410.0,398.125714604259,25.0,6.5108,,20.0,,,,
2011-05-01 00:00:00.000,40681.0,410.0,397.83627388117293,25.0,6.5074,,20.0,,,,
2011-05-01 00:00:00.000,40682.0,410.0,401.671363462058,25.0,6.5048,,20.0,,,,
2011-05-01 00:00:00.000,40683.0,410.0,404.203969789057,25.0,6.4983,,20.0,,,,
2011-05-01 00:00:00.000,40686.0,408.0,403.7364116979189,25.0,6.4998,,20.0,,,,
2011-05-01 00:00:00.000,40687.0,407.0,399.91343671743493,25.0,6.5038,,20.0,,,,
2011-05-01 00:00:00.000,40688.0,407.0,394.619028920722,25.0,6.4949,,20.0,,,,
2011-05-01 00:00:00.000,40689.0,405.0,391.3567486030071,25.0,6.4921,,20.0,,,,
2011-05-01 00:00:00.000,40690.0,400.0,392.46956047396105,25.0,6.4898,,20.0,,,,
2011-05-01 00:00:00.000,40694.0,396.0,397.403921801064,25.0,6.4845,,20.0,,,,
2011-06-01 00:00:00.000,40695.0,397.0,395.648164936542,25.0,6.4837,,20.0,,,,
2011-06-01 00:00:00.000,40696.0,397.0,394.8966415373349,25.0,6.4886,,20.0,,,,
2011-06-01 00:00:00.000,40697.0,397.0,397.6191933388591,25.0,6.4846,,20.0,,,,
2011-06-01 00:00:00.000,40700.0,397.0,397.6191933388591,25.0,6.4846,,20.0,,,,
2011-06-01 00:00:00.000,40701.0,395.0,397.6191933388591,25.0,6.4816,,20.0,,,,
2011-06-01 00:00:00.000,40702.0,393.0,398.57264513255296,25.0,6.4795,,20.0,,,,
2011-06-01 00:00:00.000,40703.0,393.0,400.25510334498597,25.0,6.483,,20.0,,,,
2011-06-01 00:00:00.000,40704.0,393.0,400.91158156395795,25.0,6.4853,,20.0,,,,
2011-06-01 00:00:00.000,40707.0,393.0,401.367450702818,25.0,6.4892,,20.0,,,,
2011-06-01 00:00:00.000,40708.0,393.0,402.5831017397769,25.0,6.4822,,20.0,,,,
2011-06-01 00:00:00.000,40709.0,393.0,402.753477074503,25.0,6.4796,,20.0,,,,
2011-06-01 00:00:00.000,40710.0,393.0,405.4472492586751,25.0,6.4803,,20.0,,,,
2011-06-01 00:00:00.000,40711.0,393.0,403.61952217513397,25.0,6.4716,,20.0,,,,
2011-06-01 00:00:00.000,40714.0,392.0,403.95070915635694,25.0,6.4696,,20.0,,,,
2011-06-01 00:00:00.000,40715.0,390.0,405.58539142196497,25.0,6.469,,20.0,,,,
2011-06-01 00:00:00.000,40716.0,390.0,408.38277022860495,25.0,6.4683,,20.0,,,,
2011-06-01 00:00:00.000,40717.0,389.0,408.90080334094597,25.0,6.4736,,20.0,,,,
2011-06-01 00:00:00.000,40718.0,388.0,409.45912791758,25.0,6.4742,,20.0,,,,
2011-06-01 00:00:00.000,40721.0,388.0,409.45912791758,25.0,6.4742,,20.0,,,,
2011-06-01 00:00:00.000,40722.0,388.0,409.26918244305494,25.0,6.475,,20.0,,,,
2011-06-01 00:00:00.000,40723.0,387.0,408.87120144881203,25.0,6.4718,,20.0,,,,
2011-06-01 00:00:00.000,40724.0,386.0,411.150547143112,25.0,6.4716,,20.0,,,,
2011-07-01 00:00:00.000,40725.0,384.0,418.09,25.0,6.4685,,20.0,,,,
2011-07-01 00:00:00.000,40728.0,384.0,417.21,25.0,6.4661,,20.0,,,,
2011-07-01 00:00:00.000,40729.0,384.0,418.83,25.0,6.4661,,20.0,,,,
2011-07-01 00:00:00.000,40730.0,383.0,418.34,25.0,6.465,,20.0,,,,
2011-07-01 00:00:00.000,40731.0,383.0,418.54,25.0,6.4732,,20.0,,,,
2011-07-01 00:00:00.000,40732.0,381.5,417.64,25.0,6.4705,,20.0,,,,
2011-07-01 00:00:00.000,40735.0,381.5,418.85,25.0,6.4709,,20.0,,,,
2011-07-01 00:00:00.000,40736.0,380.0,421.83,25.0,6.4748,,20.0,,,,
2011-07-01 00:00:00.000,40737.0,380.0,424.06,25.0,6.4728,,20.0,,,,
2011-07-01 00:00:00.000,40738.0,378.5,425.45,25.0,6.464,,20.0,,,,
2011-07-01 00:00:00.000,40739.0,378.5,425.45,25.0,6.4665,,20.0,,,,
2011-07-01 00:00:00.000,40742.0,378.5,427.16,25.0,6.468,,20.0,,,,
2011-07-01 00:00:00.000,40743.0,378.5,427.39,25.0,6.4684,,20.0,,,,
2011-07-01 00:00:00.000,40744.0,378.5,431.11,25.0,6.4684,,20.0,,,,
2011-07-01 00:00:00.000,40745.0,378.5,439.57,25.0,6.4536,,20.0,,,,
2011-07-01 00:00:00.000,40746.0,378.5,436.45,25.0,6.4495,,20.0,,,,
2011-07-01 00:00:00.000,40749.0,384.0,436.45,25.0,6.4503,,20.0,,,,
2011-07-01 00:00:00.000,40750.0,383.0,436.45,25.0,6.447,,20.0,,,,
2011-07-01 00:00:00.000,40751.0,378.5,442.65,25.0,6.4426,,20.0,,,,
2011-07-01 00:00:00.000,40752.0,379.5,448.99,25.0,6.4438,,20.0,,,,
2011-07-01 00:00:00.000,40753.0,378.5,448.99,25.0,6.4442,,20.0,,,,
2011-08-01 00:00:00.000,40756.0,378.5,447.89,25.0,6.4399,,20.0,,,,
2011-08-01 00:00:00.000,40757.0,379.0,450.27,25.0,6.4419,,20.0,,,,
2011-08-01 00:00:00.000,40758.0,379.0,450.52,25.0,6.4441,,20.0,,,,
2011-08-01 00:00:00.000,40759.0,375.0,450.37,25.0,6.4386,,20.0,,,,
2011-08-01 00:00:00.000,40760.0,372.5,450.85,25.0,6.4451,,20.0,,,,
2011-08-01 00:00:00.000,40763.0,372.5,451.14860603547294,25.0,6.4305,,20.0,,,,
2011-08-01 00:00:00.000,40764.0,372.5,450.938231306616,25.0,6.4335,,20.0,,,,
2011-08-01 00:00:00.000,40765.0,372.5,451.85219817039894,25.0,6.4167,,20.0,,,,
2011-08-01 00:00:00.000,40766.0,371.5,453.3762560360049,25.0,6.3991,,20.0,,,,
2011-08-01 00:00:00.000,40767.0,370.0,453.84439025407,25.0,6.3972,,20.0,,,,
2011-08-01 00:00:00.000,40770.0,370.0,453.96042581343596,25.0,6.395,,20.0,,,,
2011-08-01 00:00:00.000,40771.0,370.0,454.13796215517,25.0,6.3925,,20.0,,,,
2011-08-01 00:00:00.000,40772.0,368.5,452.645477842365,25.0,6.3996,,20.0,,,,
2011-08-01 00:00:00.000,40773.0,367.0,452.493405482052,25.0,6.3942,,20.0,,,,
2011-08-01 00:00:00.000,40774.0,367.0,450.07258275624093,25.0,6.4032,,20.0,,,,
2011-08-01 00:00:00.000,40777.0,367.0,450.5211181774151,25.0,6.3997,,20.0,,,,
2011-08-01 00:00:00.000,40778.0,367.0,450.71655179958395,25.0,6.3987,,20.0,,,,
2011-08-01 00:00:00.000,40779.0,367.0,451.35845749342707,25.0,6.3896,,20.0,,,,
2011-08-01 00:00:00.000,40780.0,366.0,448.282807388093,25.0,6.3896,,20.0,,,,
2011-08-01 00:00:00.000,40781.0,366.0,446.9637737816,25.0,6.395,,20.0,,,,
2011-08-01 00:00:00.000,40785.0,366.0,449.88316440248803,25.0,6.3849,,20.0,,,,
2011-08-01 00:00:00.000,40786.0,365.0,454.068611332926,25.0,6.3867,,20.0,,,,
2011-09-01 00:00:00.000,40787.0,365.0,452.406995021222,25.0,6.3867,,20.0,,,,
2011-09-01 00:00:00.000,40788.0,365.0,451.254121280414,25.0,6.3896,,20.0,,,,
2011-09-01 00:00:00.000,40791.0,365.0,451.83822742414293,25.0,6.3926,,20.0,,,,
2011-09-01 00:00:00.000,40792.0,365.0,453.15,25.0,6.3946,,20.0,,,,
2011-09-01 00:00:00.000,40793.0,368.0,449.57071559035296,25.0,6.3968,,20.0,,,,
2011-09-01 00:00:00.000,40794.0,368.0,451.483363633036,25.0,6.3968,,20.0,,,,
2011-09-01 00:00:00.000,40795.0,368.0,451.808263272082,25.0,6.3922,,20.0,,,,
2011-09-01 00:00:00.000,40799.0,368.0,451.384573862618,25.0,6.3982,,20.0,,,,
2011-09-01 00:00:00.000,40800.0,368.0,452.086881729203,25.0,6.3945,,20.0,,,,
2011-09-01 00:00:00.000,40801.0,368.0,450.955721891682,25.0,6.3945,,20.0,,,,
2011-09-01 00:00:00.000,40802.0,369.0,452.580330215099,25.0,6.3797,,20.0,,,,
2011-09-01 00:00:00.000,40805.0,369.0,453.52276874969397,25.0,6.3848,,20.0,,,,
2011-09-01 00:00:00.000,40806.0,369.0,451.52261531571907,25.0,6.38,,20.0,,,,
2011-09-01 00:00:00.000,40807.0,369.0,451.160831892187,25.0,6.3772,,20.0,,,,
2011-09-01 00:00:00.000,40808.0,369.0,452.2088994255489,25.0,6.3808,,20.0,,,,
2011-09-01 00:00:00.000,40809.0,366.0,450.47514619883003,25.0,6.384,,20.0,,,,
2011-09-01 00:00:00.000,40812.0,366.0,447.6033576527809,25.0,6.3735,,20.0,,,,
2011-09-01 00:00:00.000,40813.0,363.0,447.42785445420293,25.0,6.376,,20.0,,,,
2011-09-01 00:00:00.000,40814.0,363.0,448.391305031199,25.0,6.3623,,20.0,,,,
2011-09-01 00:00:00.000,40815.0,362.0,450.0117804131,25.0,6.3665,,20.0,,,,
2011-09-01 00:00:00.000,40816.0,362.0,450.8332153141669,25.0,6.3549,,20.0,,,,
2011-10-01 00:00:00.000,40826.0,362.0,451.75038530494095,28.0,6.3586,,20.0,,,,
2011-10-01 00:00:00.000,40827.0,360.0,452.48334199707,28.0,6.3483,,20.0,,,,
2011-10-01 00:00:00.000,40828.0,358.0,450.8582692934729,28.0,6.3598,,20.0,,,,
2011-10-01 00:00:00.000,40829.0,357.0,450.472483892909,28.0,6.3737,,20.0,,,,
2011-10-01 00:00:00.000,40830.0,355.0,447.95489476490707,28.0,6.3762,,20.0,,,,
2011-10-01 00:00:00.000,40833.0,355.0,448.320514832836,28.0,6.371,,20.0,,,,
2011-10-01 00:00:00.000,40834.0,354.0,452.48481616110894,28.0,6.3749,,20.0,,,,
2011-10-01 00:00:00.000,40835.0,352.0,448.091947770263,28.0,6.3727,,20.0,,,,
2011-10-01 00:00:00.000,40836.0,349.0,448.619926405385,28.0,6.3652,,20.0,,,,
2011-10-01 00:00:00.000,40837.0,343.0,448.5895697312049,28.0,6.3628,,20.0,,,,
2011-10-01 00:00:00.000,40840.0,343.0,449.65302365104105,28.0,6.3549,,20.0,,,,
2011-10-01 00:00:00.000,40841.0,343.0,446.970769871209,28.0,6.3549,,20.0,,,,
2011-10-01 00:00:00.000,40842.0,343.0,447.267814979086,28.0,6.3425,,20.0,,,,
2011-10-01 00:00:00.000,40843.0,343.0,446.901415710392,28.0,6.3477,,20.0,,,,
2011-10-01 00:00:00.000,40844.0,343.0,448.47859893057,28.0,6.329,,20.0,,,,
2011-10-01 00:00:00.000,40847.0,343.0,446.777218063151,28.0,6.3233,,20.0,,,,
2011-11-01 00:00:00.000,40848.0,343.0,445.268085588872,27.0,6.3293,,20.0,,,,
2011-11-01 00:00:00.000,40849.0,342.0,442.83299366478707,27.0,6.3297,,20.0,,,,
2011-11-01 00:00:00.000,40850.0,340.0,445.121194195532,27.0,6.3198,,20.0,,,,
2011-11-01 00:00:00.000,40851.0,340.0,445.353743857662,27.0,6.3165,,20.0,,,,
2011-11-01 00:00:00.000,40854.0,340.0,443.529134284054,27.0,6.3212,,20.0,,,,
2011-11-01 00:00:00.000,40855.0,340.0,443.283691500998,27.0,6.3247,,20.0,,,,
2011-11-01 00:00:00.000,40856.0,339.0,440.68766836814694,27.0,6.3207,,20.0,,,,
2011-11-01 00:00:00.000,40857.0,338.0,435.586317510767,27.0,6.3329,,20.0,,,,
2011-11-01 00:00:00.000,40858.0,335.0,435.6688709452329,27.0,6.3317,,20.0,,,,
2011-11-01 00:00:00.000,40861.0,331.0,438.320940366722,27.0,6.3301,,20.0,,,,
2011-11-01 00:00:00.000,40862.0,331.0,435.872375307396,27.0,6.3436,,20.0,,,,
2011-11-01 00:00:00.000,40863.0,331.0,433.228186381283,27.0,6.3509,,20.0,,,,
2011-11-01 00:00:00.000,40864.0,330.0,432.607532193704,27.0,6.3553,,20.0,,,,
2011-11-01 00:00:00.000,40865.0,329.0,432.16400035779,27.0,6.3548,,20.0,,,,
2011-11-01 00:00:00.000,40868.0,328.0,432.695983843618,27.0,6.3522,,20.0,,,,
2011-11-01 00:00:00.000,40869.0,327.0,432.564969973514,27.0,6.3555,,20.0,,,,
2011-11-01 00:00:00.000,40870.0,326.0,430.80971929124604,27.0,6.3498,,20.0,,,,
2011-11-01 00:00:00.000,40871.0,326.0,427.128017773913,27.0,6.357,,20.0,,,,
2011-11-01 00:00:00.000,40872.0,323.5,430.31244175153296,27.0,6.3554,,20.0,,,,
2011-11-01 00:00:00.000,40875.0,320.0,430.10264878630096,27.0,6.3585,,20.0,,,,
2011-11-01 00:00:00.000,40876.0,317.0,430.089120780614,27.0,6.3587,,20.0,,,,
2011-11-01 00:00:00.000,40877.0,315.0,429.55089631706596,27.0,6.3482,,20.0,,,,
2011-12-01 00:00:00.000,40878.0,315.0,426.740550844428,26.0,6.3353,,20.0,,,,
2011-12-01 00:00:00.000,40879.0,315.0,426.560662700293,26.0,6.331,,20.0,,,,
2011-12-01 00:00:00.000,40882.0,315.0,426.219671510229,26.0,6.3349,,20.0,,,,
2011-12-01 00:00:00.000,40883.0,315.0,427.164348464294,26.0,6.3334,,20.0,,,,
2011-12-01 00:00:00.000,40884.0,314.0,426.479721266092,26.0,6.3334,,20.0,,,,
2011-12-01 00:00:00.000,40885.0,314.0,424.3655709572789,26.0,6.3319,,20.0,,,,
2011-12-01 00:00:00.000,40886.0,311.0,423.6183382611009,26.0,6.3352,,20.0,,,,
2011-12-01 00:00:00.000,40889.0,310.0,422.65222366063296,26.0,6.3297,,20.0,,,,
2011-12-01 00:00:00.000,40890.0,312.0,422.563025485051,26.0,6.3359,,20.0,,,,
2011-12-01 00:00:00.000,40891.0,312.0,423.636550335952,26.0,6.3396,,20.0,,,,
2011-12-01 00:00:00.000,40892.0,308.0,419.6122296130911,26.0,6.3412,,20.0,,,,
2011-12-01 00:00:00.000,40893.0,306.0,418.8980327221569,26.0,6.3352,,20.0,,,,
2011-12-01 00:00:00.000,40896.0,306.0,419.67270671822,26.0,6.3303,,20.0,,,,
2011-12-01 00:00:00.000,40897.0,305.0,419.3547276820169,26.0,6.3351,,20.0,,,,
2011-12-01 00:00:00.000,40898.0,305.0,420.441836313526,26.0,6.3248,,20.0,,,,
2011-12-01 00:00:00.000,40899.0,305.0,419.198045635504,26.0,6.3253,,20.0,,,,
2011-12-01 00:00:00.000,40900.0,305.0,416.79191254410006,26.0,6.3209,,20.0,,,,
2011-12-01 00:00:00.000,40903.0,305.0,415.2215854289809,26.0,6.3167,,20.0,,,,
2011-12-01 00:00:00.000,40904.0,305.0,415.320209760458,26.0,6.3152,,20.0,,,,
2011-12-01 00:00:00.000,40905.0,305.0,413.1947062419471,26.0,6.3146,,20.0,,,,
2011-12-01 00:00:00.000,40906.0,305.0,417.095947173428,26.0,6.3157,,20.0,,,,
2011-12-01 00:00:00.000,40907.0,305.0,418.075651662972,26.0,6.3009,,20.0,,,,
2012-01-01 00:00:00.000,40912.0,303.0,417.280082855828,25.0,6.3001,,20.0,,,,
2012-01-01 00:00:00.000,40913.0,303.0,416.975224658921,25.0,6.3115,,20.0,,,,
2012-01-01 00:00:00.000,40914.0,303.0,413.9482890656149,25.0,6.3166,,20.0,,,,
2012-01-01 00:00:00.000,40917.0,305.0,412.51,25.0,6.32469515890524,,20.0,,,,
2012-01-01 00:00:00.000,40918.0,306.0,412.97,25.0,6.31765019250793,,20.0,,,,
2012-01-01 00:00:00.000,40919.0,308.0,413.61,25.0,6.315127777374821,,20.0,,,,
2012-01-01 00:00:00.000,40920.0,308.0,413.12,25.0,6.32261812548412,,20.0,,,,
2012-01-01 00:00:00.000,40921.0,312.0,413.4,25.0,6.32075471698113,,20.0,,,,
2012-01-01 00:00:00.000,40924.0,312.0,414.58,25.0,6.33170919967196,,20.0,,,,
2012-01-01 00:00:00.000,40925.0,312.0,414.95,25.0,6.32606338113026,,20.0,,,,
2012-01-01 00:00:00.000,40926.0,312.0,414.61,25.0,6.32160343455295,,20.0,,,,
2012-01-01 00:00:00.000,40927.0,313.0,414.82,25.0,6.318403162817609,,20.0,,,,
2012-01-01 00:00:00.000,40928.0,313.0,415.05,25.0,6.31490181905794,,20.0,,,,
2012-01-01 00:00:00.000,40938.0,318.0,416.91,25.0,6.30591734427095,,20.0,,,,
2012-01-01 00:00:00.000,40939.0,318.0,416.65,25.0,6.312252490099599,,20.0,,,,
2012-02-01 00:00:00.000,40940.0,320.0,416.73,24.0,6.31104072181028,,20.0,,,,
2012-02-01 00:00:00.000,40941.0,320.0,416.64,24.0,6.30760368663594,,20.0,,,,
2012-02-01 00:00:00.000,40942.0,320.0,417.08,24.0,6.31053994437518,,20.0,,,,
2012-02-01 00:00:00.000,40945.0,320.0,418.1,24.0,6.31188710834729,,20.0,,,,
2012-02-01 00:00:00.000,40946.0,320.0,416.21,24.0,6.31171764253622,,20.0,,,,
2012-02-01 00:00:00.000,40947.0,320.0,416.8,24.0,6.30278310940499,,20.0,,,,
2012-02-01 00:00:00.000,40948.0,320.0,418.46,24.0,6.30167757969698,,20.0,,,,
2012-02-01 00:00:00.000,40949.0,317.5,418.63,24.0,6.29434106490218,,20.0,,,,
2012-02-01 00:00:00.000,40952.0,317.5,418.25,24.0,6.2928870292887,,20.0,,,,
2012-02-01 00:00:00.000,40953.0,315.0,415.76,24.0,6.2944968250914,,20.0,,,,
2012-02-01 00:00:00.000,40954.0,315.0,415.15205148103297,25.0,6.2958,,20.0,,,,
2012-02-01 00:00:00.000,40955.0,315.0,415.47885525596604,25.0,6.2991,,20.0,,,,
2012-02-01 00:00:00.000,40956.0,318.0,413.65790172401694,25.0,6.2951,,20.0,,,,
2012-02-01 00:00:00.000,40959.0,318.0,413.74334378958,25.0,6.2938,,20.0,,,,
2012-02-01 00:00:00.000,40960.0,318.0,415.415270879057,25.0,6.296,,20.0,,,,
2012-02-01 00:00:00.000,40961.0,318.0,414.45734768620093,25.0,6.2988,,20.0,,,,
2012-02-01 00:00:00.000,40962.0,318.0,414.08195967063796,25.0,6.3031,,20.0,,,,
