Date,Value
2011-07-01 00:00:00.000,50.957398705688895
2011-07-02 00:00:00.000,50.957398705688895
2011-07-03 00:00:00.000,50.957398705688895
2011-07-04 00:00:00.000,44.4867224172996
2011-07-05 00:00:00.000,45.26572850596929
2011-07-06 00:00:00.000,45.3450366591173
2011-07-07 00:00:00.000,46.0209044197736
2011-07-08 00:00:00.000,45.851926828347
2011-07-09 00:00:00.000,45.851926828347
2011-07-10 00:00:00.000,45.851926828347
2011-07-11 00:00:00.000,46.7713113679144
2011-07-12 00:00:00.000,45.5338170496513
2011-07-13 00:00:00.000,47.1514002120129
2011-07-14 00:00:00.000,47.0512783330526
2011-07-15 00:00:00.000,47.0682784758495
2011-07-16 00:00:00.000,47.0682784758495
2011-07-17 00:00:00.000,47.0682784758495
2011-07-18 00:00:00.000,48.24170387266279
2011-07-19 00:00:00.000,48.10192465900639
2011-07-20 00:00:00.000,47.367628459053606
2011-07-21 00:00:00.000,47.39866065130239
2011-07-22 00:00:00.000,45.9305397763025
2011-07-23 00:00:00.000,45.9305397763025
2011-07-24 00:00:00.000,45.9305397763025
2011-07-25 00:00:00.000,45.63635626247871
2011-07-26 00:00:00.000,46.3085886246317
2011-07-27 00:00:00.000,45.7695753533718
2011-07-28 00:00:00.000,45.6072682673916
2011-07-29 00:00:00.000,45.8529334955944
2011-07-30 00:00:00.000,45.8529334955944
2011-07-31 00:00:00.000,45.5485454993682
2011-08-01 00:00:00.000,45.8147044009423
2011-08-02 00:00:00.000,44.9647322845929
2011-08-03 00:00:00.000,45.699078263848705
2011-08-04 00:00:00.000,45.418107469766504
2011-08-05 00:00:00.000,46.1168416233532
2011-08-06 00:00:00.000,45.886296298888105
2011-08-07 00:00:00.000,45.955131298415296
2011-08-08 00:00:00.000,45.955131298415296
2011-08-09 00:00:00.000,46.3595632269917
2011-08-10 00:00:00.000,45.947382042281106
2011-08-11 00:00:00.000,46.4319307911578
2011-08-12 00:00:00.000,46.11374197281611
2011-08-13 00:00:00.000,46.1516716491479
2011-08-14 00:00:00.000,46.129255637392305
2011-08-15 00:00:00.000,46.3132110508617
2011-08-16 00:00:00.000,45.8169076707683
2011-08-17 00:00:00.000,45.0965916117235
2011-08-18 00:00:00.000,44.5715299563084
2011-08-19 00:00:00.000,45.172543038788994
2011-08-20 00:00:00.000,45.107024662052005
2011-08-21 00:00:00.000,45.993997021418295
2011-08-22 00:00:00.000,45.9671942381533
2011-08-23 00:00:00.000,45.9671942381533
2011-08-24 00:00:00.000,45.44511764894921
2011-08-25 00:00:00.000,44.892150681241
2011-08-26 00:00:00.000,45.4791859389334
2011-08-27 00:00:00.000,45.619034886588494
2011-08-28 00:00:00.000,45.376241231820096
2011-08-29 00:00:00.000,45.6558487548647
2011-08-30 00:00:00.000,45.6558487548647
2011-08-31 00:00:00.000,46.081851817782706
2011-09-01 00:00:00.000,46.95231964184671
2011-09-02 00:00:00.000,46.185390936906394
2011-09-03 00:00:00.000,46.312206240012706
2011-09-04 00:00:00.000,45.742727416398104
2011-09-05 00:00:00.000,46.5697946898238
2011-09-06 00:00:00.000,46.6020014573233
2011-09-07 00:00:00.000,46.516181043757
2011-09-08 00:00:00.000,46.2188704556414
2011-09-09 00:00:00.000,46.28449796572271
