Date,Year,Quarter,"Bauxite Import, t",Australia,Brazil,Dominican Republic,Fiji,Ghana,Guinea,Guyana,India,Indonesia,Jamaica,Malaysia,Montenegro,Sierra Leone,Solomon Islands,Turkey,Vietnam,Laos,Saudi Arabia,Thailand,Other
2012-08-01 00:00:00.000,2012,Q3,Customs,990416.971,0.0,0.0,64589.33,0.0,0.0,0.0,0.0,945481.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01 00:00:00.000,2012,Q3,Customs,877372.38,0.0,0.0,54155.12,0.0,0.0,27680.884,111942.56800000001,626820.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01 00:00:00.000,2012,Q4,Customs,730942.056,0.0,0.0,0.0,0.0,0.0,25887.0,285107.515,1048693.94,0.0,51245.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01 00:00:00.000,2012,Q4,Customs,792619.542,55564.0,0.0,112538.92,0.0,0.0,24422.1,361444.348,2265365.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01 00:00:00.000,2012,Q4,Customs,732048.623,158283.0,0.0,0.0,,51412.858,54322.002,291431.042,2251946.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01 00:00:00.000,2013,Q1,Customs,985980.403,53196.0,0.0,0.0,36100.0,343165.537,30046.174,649705.705,3038986.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01 00:00:00.000,2013,Q1,Customs,904747.695,0.0,0.0,52525.724,38299.0,50653.77,0.0,469106.368,2779215.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01 00:00:00.000,2013,Q1,Customs,782199.057,0.0,0.0,0.0,0.0,0.0,0.0,400437.457,3377968.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01 00:00:00.000,2013,Q2,Customs,1330226.901,0.0,0.0,41755.149,0.0,62514.0,0.0,743956.621,4557343.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01 00:00:00.000,2013,Q2,Customs,1413584.393,0.0,0.0,0.0,91760.0,65709.26,0.0,737568.464,3774787.786,0.0,63045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01 00:00:00.000,2013,Q2,Customs,1263926.16,107482.225,0.0,61238.546,0.0,62729.24,0.0,443185.306,4094987.729,0.0,44694.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01 00:00:00.000,2013,Q3,Customs,1344583.919,111449.031,0.0,0.0,27030.0,59155.67,0.0,936793.803,4044857.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-01 00:00:00.000,2013,Q3,Customs,1231285.027,49433.761,0.0,115132.177,159973.0,65409.546,0.0,376068.545,4983318.287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-01 00:00:00.000,2013,Q3,Customs,1631539.465,0.0,0.0,0.0,38217.0,0.0,0.0,253838.365,5667835.392000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-01 00:00:00.000,2013,Q4,Customs,902852.087,43564.451,301528.805,66438.26,77280.0,121770.505,0.0,51841.04,5359585.077,0.0,48400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01 00:00:00.000,2013,Q4,Customs,1500012.214,206290.881,0.0,59128.51,62990.0,0.0,0.0,50132.5,3491510.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-01 00:00:00.000,2013,Q4,Customs,1000919.554,197065.984,0.0,64516.406,140050.0,0.0,0.0,281174.66,3532711.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-01 00:00:00.000,2014,Q1,Customs,1416593.994,0.0,149381.82,0.0,87195.0,125474.739,0.0,97598.694,6139594.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-01 00:00:00.000,2014,Q1,Customs,895544.1,0.0,151924.98,0.0,0.0,0.0,0.0,53776.7,2127996.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01 00:00:00.000,2014,Q1,Customs,768830.758,174846.0,193720.14,0.0,117380.2,0.0,0.0,48499.5,477385.97,0.0,48594.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:00.000,2014,Q2,Customs,1018574.752,52400.0,254509.67,0.0,56935.9,59404.69,0.0,134320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-01 00:00:00.000,2014,Q3,Customs,1537415.0780000002,113976.0,143351.66,0.0,69567.55,0.0,0.0,354863.18,0.0,0.0,277033.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01 00:00:00.000,2014,Q4,Customs,1869501.861,0.0,0.0,0.0,90724.07,0.0,0.0,613104.452,0.0,0.0,673558.12,0.0,0.0,0.0,0.0,922.38,0.0,0.0,0.0,0.0
2014-05-01 00:00:00.000,2014,Q2,Customs,1236242.081,62656.0,128866.99,0.0,24480.41,0.0,0.0,547225.2,44967.54,0.0,78235.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01 00:00:00.000,2014,Q2,Customs,1414740.0769999998,172202.0,143942.63,114180.391,174463.2,0.0,31810.0,800277.52,0.0,0.0,76167.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01 00:00:00.000,2014,Q3,Customs,1655261.281,57267.0,142936.77,65605.29,37543.5,0.0,0.0,909849.958,0.0,0.0,226691.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01 00:00:00.000,2014,Q3,Customs,1492794.535,0.0,0.0,66886.092,136831.08,0.0,0.0,590587.006,0.0,0.0,566028.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01 00:00:00.000,2014,Q4,Customs,1275651.288,0.0,146866.01,62806.18,0.0,0.0,0.0,434837.036,0.0,0.0,640199.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01 00:00:00.000,2014,Q4,Customs,1070758.594,0.0,140311.5,66047.29,44675.0,0.0,0.0,560518.031,0.0,0.0,679286.9240000001,0.0,0.0,0.0,0.0,5807.47,0.0,0.0,1750.0,0.0
2015-01-01 00:00:00.000,2015,Q1,Customs,1501869.57,0.0,0.0,50118.51,68950.0,0.0,0.0,579647.639,0.0,0.0,342893.79,0.0,0.0,40829.19,0.0,3513.16,0.0,0.0,0.0,0.0
2015-02-01 00:00:00.000,2015,Q1,Customs,1583143.158,0.0,0.0,0.0,44640.0,0.0,0.0,706403.574,0.0,0.0,690321.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01 00:00:00.000,2015,Q1,Customs,1850948.622,158174.0,0.0,56950.08,104375.0,0.0,0.0,770001.2959999999,0.0,0.0,1456488.148,0.0,0.0,46381.23,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01 00:00:00.000,2015,Q2,Customs,1623970.94,230665.0,0.0,0.0,57314.0,0.0,37499.403,657937.605,0.0,0.0,2065139.685,0.0,0.0,46460.76,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01 00:00:00.000,2015,Q2,Customs,1614928.894,0.0,140519.0,65267.88,72427.0,0.0,0.0,358277.216,0.0,0.0,1580804.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01 00:00:00.000,2015,Q2,Customs,1302668.398,0.0,150603.5,0.0,52001.0,0.0,0.0,659732.53,0.0,0.0,1833121.2869999998,0.0,0.0,42680.25,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01 00:00:00.000,2015,Q3,Customs,1901242.961,55880.0,147325.0,0.0,25520.0,0.0,0.0,523738.664,0.0,0.0,2281064.059,50276.018,0.0,75726.924,0.0,1001.21,0.0,0.0,0.0,0.0
2015-08-01 00:00:00.000,2015,Q3,Customs,1621452.0480000002,239361.0,279129.0,0.0,57163.5,59935.0,0.0,303103.433,0.0,0.0,2014022.393,0.0,0.0,0.0,0.0,2603.46,0.0,0.0,0.0,0.0
2015-09-01 00:00:00.000,2015,Q3,Customs,2089753.113,179462.0,139606.0,0.0,59635.8,0.0,0.0,622300.417,0.0,0.0,3715679.922,0.0,0.0,0.0,0.0,7743.7,0.0,0.0,0.0,0.0
2015-10-01 00:00:00.000,2015,Q4,Customs,1335370.506,55727.0,289504.0,0.0,62289.0,0.0,0.0,553529.144,0.0,0.0,2173678.718,0.0,0.0,0.0,0.0,5910.46,0.0,0.0,0.0,0.0
2019-01-01 00:00:00.000,2019,Q1,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01 00:00:00.000,2019,Q1,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01 00:00:00.000,2019,Q1,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01 00:00:00.000,2019,Q2,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01 00:00:00.000,2015,Q4,Customs,1121021.245,316076.0,0.0,0.0,92599.2,160630.59,0.0,1116391.534,0.0,0.0,2540388.467,65062.425,0.0,0.0,0.0,4708.56,0.0,0.0,0.0,0.0
2015-12-01 00:00:00.000,2015,Q4,Customs,2034800.581,383269.335,0.0,0.0,45459.0,113076.248,0.0,994283.819,0.0,0.0,3493026.766,0.0,0.0,39811.29,0.0,2991.88,0.0,0.0,0.0,0.0
2016-01-01 00:00:00.000,2016,Q1,Customs,1198536.837,169294.0,141606.3,0.0,83835.89999999998,431650.989,0.0,1118187.713,0.0,0.0,2159697.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01 00:00:00.000,2016,Q1,Customs,1057320.609,151487.115,0.0,0.0,79718.39999999998,324233.651,0.0,568186.682,0.0,0.0,986930.05,0.0,0.0,0.0,53823.0,0.0,0.0,0.0,0.0,0.0
2016-03-01 00:00:00.000,2016,Q1,Customs,1734359.314,242911.0,142761.66,0.0,61335.0,937061.333,0.0,674540.406,0.0,0.0,1316283.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01 00:00:00.000,2016,Q2,Customs,2130956.594,56407.0,0.0,0.0,141462.0,900030.6979999999,0.0,540062.032,0.0,0.0,637670.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01 00:00:00.000,2016,Q2,Customs,1725240.071,521170.075,0.0,0.0,40720.5,989916.478,0.0,448486.5,0.0,0.0,77393.064,0.0,0.0,0.0,0.0,45072.33,0.0,0.0,0.0,0.0
2016-06-01 00:00:00.000,2016,Q2,Customs,1679325.878,407297.822,0.0,0.0,80190.0,991848.524,0.0,53485.0,0.0,0.0,228327.074,65261.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01 00:00:00.000,2016,Q3,Customs,2126058.578,391689.169,0.0,0.0,88754.39999999998,873825.777,0.0,0.0,0.0,0.0,151677.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01 00:00:00.000,2016,Q3,Customs,2237569.441,429229.572,0.0,0.0,81003.6,1003286.881,0.0,74586.44999999998,0.0,0.0,507390.174,124416.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01 00:00:00.000,2016,Q3,Customs,1736741.05,434656.778,0.0,58033.59,95517.0,970424.515,0.0,319130.871,0.0,0.0,678789.335,67178.03,0.0,106157.94,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01 00:00:00.000,2016,Q4,Customs,2051915.634,468615.595,0.0,,70200.0,1183607.109,0.0,200766.284,0.0,0.0,261196.49,0.0,0.0,41336.25,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01 00:00:00.000,2016,Q4,Customs,1948932.484,633943.695,0.0,,125066.0,1515870.086,0.0,325525.292,0.0,0.0,492773.341,71383.81,0.0,0.0,0.0,49658.05,0.0,0.0,0.0,0.0
2016-12-01 00:00:00.000,2016,Q4,Customs,1676457.7869999998,492084.233,0.0,,137871.1,1818749.48,0.0,218873.259,0.0,0.0,165587.473,59237.366,0.0,90539.11,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01 00:00:00.000,2017,Q1,Customs,2140395.0,328576.006,0.0,,28391.0,1642167.697,0.0,50952.0,0.0,0.0,188476.002,57514.802,0.0,108225.0,0.0,50214.0,0.0,0.0,0.0,0.0
2017-02-01 00:00:00.000,2017,Q1,Customs,1878096.0,155222.557,0.0,,62746.0,1335567.098,0.0,248686.013,0.0,0.0,466928.323,61328.0,0.0,49559.93,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01 00:00:00.000,2018,Q2,Customs,2027355.3,0.0,0.0,0.0,0.0,3046241.487,0.0,0.0,581822.09,0.0,0.0,0.0,0.0,107235.0,0.0,50428.0,0.0,0.0,0.0,0.0
2018-10-01 00:00:00.000,2018,Q4,Customs,2682121.0,146097.0,0.0,0.0,0.0,2545777.0,0.0,0.0,442929.133,82409.0,48406.41099999999,0.0,0.0,113527.5,61180.2,0.0,0.0,0.0,0.0,0.0
2017-03-01 00:00:00.000,2017,Q1,Customs,1877255.886,318557.933,0.0,,106823.5,1859841.76,0.0,319854.09,0.0,0.0,481148.477,0.0,0.0,105112.5,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01 00:00:00.000,2017,Q2,Customs,1443748.36,257702.777,0.0,58709.6,184050.0,2336482.45,0.0,327862.57,0.0,0.0,622942.762,145165.048,50535.0,105718.92,0.0,51838.704,0.0,0.0,0.0,0.0
2017-05-01 00:00:00.000,2017,Q2,Customs,1924420.929,108681.465,0.0,,41450.5,2266216.917,0.0,390835.532,0.0,41871.2,719614.214,67959.514,0.0,54750.0,0.0,52595.676,0.0,0.0,0.0,0.0
2017-06-01 00:00:00.000,2017,Q2,Customs,2377687.071,207046.904,0.0,0.0,0.0,2743004.942,0.0,318143.689,0.0,68166.4,915821.475,60499.587,0.0,202953.85,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01 00:00:00.000,2017,Q3,Customs,1968431.794,269043.707,0.0,,43903.86,2721043.467,0.0,159720.299,50294.987,39602.4,651435.181,87827.27199999998,0.0,98476.5,0.0,49975.773,0.0,0.0,0.0,0.0
2017-08-01 00:00:00.000,2017,Q3,Customs,2307553.585,527617.182,0.0,,49183.0,2784795.778,0.0,54627.58,97658.17,0.0,549995.242,0.0,0.0,155249.65,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01 00:00:00.000,2017,Q3,Customs,2830978.065,369223.188,0.0,,99256.51,2461675.37,0.0,104799.4,288593.296,0.0,75360.774,87156.40399999998,0.0,163112.62,0.0,62324.285,0.0,0.0,0.0,0.0
2017-10-01 00:00:00.000,2017,Q4,Customs,1864723.485,308248.74,0.0,59827.97,112586.547,1649593.961,0.0,97085.719,126379.681,29916.0,87936.39,69188.565,0.0,51900.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01 00:00:00.000,2017,Q4,Customs,1963709.138,300421.166,0.0,0.0,47350.0,2794766.034,0.0,,232063.026,85129.6,97675.2,68286.933,0.0,220035.16,0.0,51977.008,0.0,0.0,0.0,0.0
2017-12-01 00:00:00.000,2017,Q4,Customs,2900699.058,145043.863,0.0,0.0,10179.0,3054168.252,0.0,67250.956,548194.966,84264.11999999998,0.0,90634.058,0.0,219600.57,0.0,42695.669,0.0,0.0,0.0,0.0
2018-01-01 00:00:00.000,2018,Q1,Customs,2430884.931,100988.722,0.0,0.0,116249.0,3523203.306,0.0,0.0,387170.461,87162.72,0.0,74581.61199999998,0.0,206985.23,0.0,110407.399,0.0,0.0,0.0,0.0
2018-02-01 00:00:00.000,2018,Q1,Customs,1920920.799,103774.32199999999,0.0,0.0,51202.0,3423240.249,0.0,0.0,350377.28,46248.0,29486.04,59603.595,0.0,59827.5,50000.0,501.92,0.0,0.0,0.0,0.0
2018-03-01 00:00:00.000,2018,Q1,Customs,2697415.39,191915.241,0.0,57816.03,0.0,3632246.49,0.0,0.0,354356.601,91780.14000000001,22145.96,0.0,0.0,174189.0,0.0,49174.086,0.0,0.0,0.0,0.0
2019-05-01 00:00:00.000,2019,Q2,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01 00:00:00.000,2019,Q2,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01 00:00:00.000,2019,Q3,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01 00:00:00.000,2019,Q3,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01 00:00:00.000,2018,Q2,Customs,2619085.522,0.0,0.0,0.0,116422.0,3264422.692,0.0,0.0,790662.332,278432.568,0.0,0.0,0.0,168427.9,0.0,51838.08,0.0,0.0,0.0,0.0
2018-06-01 00:00:00.000,2018,Q2,Customs,2292943.744,145347.638,0.0,0.0,0.0,3292351.689,0.0,210375.09,709493.167,76332.16,35129.7,0.0,0.0,157241.878,0.0,,0.0,0.0,0.0,0.0
2018-07-01 00:00:00.000,2018,Q3,Customs,2605206.2,144690.0,0.0,0.0,107507.4,2959289.0,0.0,172653.1,511049.0,46431.7,52605.9,57741.0,0.0,113535.0,0.0,102672.6,0.0,0.0,0.0,0.0
2018-08-01 00:00:00.000,2018,Q3,Customs,2592672.206,0.0,0.0,0.0,0.0,3448174.7,0.0,113996.509,496821.2,90790.4,107156.756,0.0,0.0,168832.5,0.0,101801.216,0.0,0.0,0.0,27608.7
2018-09-01 00:00:00.000,2018,Q3,Customs,3110392.727,293412.813,0.0,0.0,58491.0,2400823.666,0.0,55320.0,784380.0799999998,41142.0,48530.32,0.0,0.0,111817.2,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01 00:00:00.000,2018,Q4,Customs,2905014.482,146465.471,0.0,0.0,111516.021,2921432.63,0.0,57253.81,1169978.883,48795.0,44228.63,0.0,0.0,160762.62,0.0,87458.208,0.0,0.0,0.0,0.0
2018-12-01 00:00:00.000,2018,Q4,Customs,1690758.336,309494.145,0.0,0.0,0.0,3799356.763,0.0,43268.94,925556.915,59365.0,166750.521,70749.594,0.0,122100.44,0.0,51194.2434,0.0,0.0,0.0,0.0
2019-09-01 00:00:00.000,2019,Q3,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 00:00:00.000,2019,Q4,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01 00:00:00.000,2019,Q4,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01 00:00:00.000,2019,Q4,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01 00:00:00.000,2020,Q1,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01 00:00:00.000,2020,Q1,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01 00:00:00.000,2020,Q1,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01 00:00:00.000,2020,Q2,Customs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
