Year,Month,Date,Country of Origin,Regency,Province,Price Type,Declared Price USD/tonne,Aa%,SiO2%,Fe2O3%,H2O%,Contract Date,Tonnage,Customer,Importing Port,Freight Rate US$/dmt,Insurance Rate US$/dmt
2013,month_4,2013-04-25,indonesia,Bintan,Riau Islands,FOB,32.0967741935484,43.5,13.0,,12.0,20130228.0,56408.0,Weiqiao,Qingdao,,
2013,month_4,2013-04-25,indonesia,,W. Kalimantan,C&F,60.8064516129032,47.5,9.5,,11.58,20130315.0,46906.81,Weiqiao,Longkou,,
2013,month_4,2013-04-26,Australia,Weipa,,CIF,69.9999999940919,53.8,8.13,,12.2,20130225.0,54599.308,Weiqiao,Laizhou,,
2013,month_4,2013-04-26,Australia,Weipa,,CIF,52.843375104311,55.54,8.17,8.64,11.6,20130112.0,69820.088,Xinfa,Qingdao ,,
2013,month_5,2013-05-06,Ghana,Awaso,,FOB,40.5,53.22,,,,20130210.0,33460.0,Bosai,Nantong,,
2013,month_5,2013-05-06,Australia,Weipa,,CIF,52.843375118133494,55.07,8.74,8.79,11.5,20130327.0,62831.46,Xinfa,Qingdao ,,
2013,month_4,2013-04-26,Australia,Weipa,,CIF,57.147791700094395,53.98,7.95,11.29,11.7,20120828.0,55820.611,Nanshan,Longkou,,
2013,month_4,2013-04-26,Australia,Weipa,,CIF,57.12895935075029,54.53,8.16,10.13,11.6,20120828.0,53524.432,Nanshan,Longkou,,
2013,month_4,2013-04-26,indonesia,Bintan,Riau Islands,FOB,32.0967741935484,43.5,13.0,,12.0,20130306.0,48400.0,Weiqiao,Longkou,,
2013,month_4,2013-04-26,indonesia,,,FOB,43.14838709,45.0,8.0,,15.0,20130319.0,47345.0,Weiqiao,Laizhou,,
2013,month_4,2013-04-26,indonesia,Bintan,Riau Islands,C&F,43.14838709,46.0,16.0,,10.0,20130107.0,34185.6,Weiqiao,Yantai,,
2013,month_4,2013-04-27,Ghana,,,C&F,71.0,53.22,,,,20130305.0,22200.0,Bosai,Nantong,,
2013,month_4,2013-04-27,Australia,Gove,,CIF,57.849999993325504,49.4,5.4,16.3,11.2,20130327.0,59929.344,Nanshan,Longkou,,
2013,month_4,2013-04-27,indonesia,Ketapang,W. Kalimantan,FOB,40.670000044358794,46.0,10.26,,13.1,20130327.0,40713.4182,Conrad (Lubei),Cangzhou,,
2013,month_4,2013-04-27,indonesia,Bintan,Riau Islands,FOB,194.000000031025,46.5,15.5,,10.0,20130220.0,128929.484,Weiqiao,Yantai,,
2013,month_4,2013-04-27,indonesia,Bintan,Riau Islands,C&F,39.0,48.4,15.07,8.64,,20130406.0,48707.88,Nanshan,Yantai,,
2013,month_4,2013-04-28,Australia,Weipa,,CIF,52.085365367202996,51.33,6.51,13.26,15.5,20130228.0,55779.295,Xinfa,Qingdao ,,
2013,month_4,2013-04-28,indonesia,,,FOB,42.0,47.0,8.0,,16.0,20130116.0,43184.4,Weiqiao,Qingdao,,
2013,month_5,2013-05-02,India,,Gujarat,CIF,57.741935483871,42.5,6.5,,5.2,20121231.0,70152.0,Weiqiao,Longkou,,
2013,month_5,2013-05-02,Australia,,,CIF,55.6760089390351,55.1,8.279999999999998,8.82,,,57655.887,Nanshan,Longkou,,
2013,month_5,2013-05-02,Australia,Gove,,CIF,57.8500001443777,50.5,5.7,14.3,10.5,20130327.0,60604.925,Nanshan,Longkou,,
2013,month_5,2013-05-02,indonesia,,,FOB,27.8,38.5,3.0,,,20130325.0,48600.0,Chalco Shandong,Qingdao,,
2013,month_5,2013-05-02,indonesia,Singkep,Riau Islands,FOB,34.0,49.14,15.78,,11.88,20130416.0,48715.2,Chalco Zhengzhou,Lianyungang,,
2013,month_5,2013-05-02,indonesia,Bintan,Riau Islands,C&F,48.225806451612904,46.0,16.0,,10.0,20130107.0,105764.4,Weiqiao,Longkou,,
2013,month_5,2013-05-03,Australia,Weipa,,CIF,70.0000000056981,55.54,8.49,,11.7,20130225.0,56612.662,Weiqiao,Laizhou,,
2013,month_5,2013-05-03,India,,Gujarat,CIF,60.8064516129032,42.5,6.5,,5.13,20121231.0,158527.77,Weiqiao,Yantai,,
2013,month_5,2013-05-03,Australia,Weipa,,CIF,51.0719902912217,55.37,8.4,8.62,11.2,20130329.0,57641.856,Xinfa,Qingdao ,,
2013,month_5,2013-05-03,indonesia,,,FOB,45.8064516129032,45.0,8.0,,15.0,20130319.0,47855.0,Weiqiao,Laizhou,,
2013,month_5,2013-05-03,indonesia,,W. Kalimantan,C&F,60.8064516129032,47.5,9.5,,11.89,20130315.0,48019.95,Weiqiao,Longkou,,
2013,month_5,2013-05-03,indonesia,,,FOB,49.0,49.17,4.5,17.53,,20130410.0,37441.01,Bosai,Nantong,,
2013,month_5,2013-05-06,indonesia,,,FOB,27.8,38.5,3.0,,,20130325.0,97400.0,Chalco Shandong,Qingdao ,,
2013,month_5,2013-05-06,India,Kelshi,,CIF,53.5,43.33,4.53,23.2,3.76,20130108.0,49756.08,Xinfa,Laizhou,,
2013,month_5,2013-05-06,indonesia,,W. Kalimantan,FOB,44.5161290348821,47.24,6.44,,16.06,20130307.0,122932.088,Weiqiao,Longkou,,
2013,month_5,2013-05-06,indonesia,,W. Kalimantan,FOB,44.5161290322581,47.24,6.44,,16.06,20130307.0,44367.93,Weiqiao,Yantai,,
2013,month_5,2013-05-06,indonesia,,C. Kalimantan,FOB,38.0,47.15,7.06,15.88,13.8,20130328.0,60340.0,Xinfa,Longkou,,
2013,month_5,2013-05-06,indonesia,Pontianak,W. Kalimantan,FOB,48.5000001029949,48.98,6.46,13.0,13.0,20130416.0,48546.11,Nanshan,Longkou,,
2013,month_5,2013-05-07,Australia,,,CIF,55.9107936029696,55.21,8.81,,,,64402.758,Nanshan,Longkou,,
2013,month_5,2013-05-08,India,,Gujarat,CIF,60.8064516173164,42.5,6.5,,5.49,20121231.0,73094.034,Weiqiao,Yantai,,
2013,month_5,2013-05-09,Ghana,Awaso,,FOB,41.0,52.65,,,,20130325.0,36100.0,Bosai,Nantong,,
2013,month_5,2013-05-09,India,,Gujarat,C&F,50.0,46.0,5.0,12.5,,20130402.0,25.0,Xiamen Xiahongyuan Im&Ex,Xiamen,,
2013,month_5,2013-05-09,indonesia,,W. Kalimantan,FOB,44.5161290357529,47.35,6.49,,15.22,20130307.0,92300.05300000001,Weiqiao,Longkou,,
2013,month_5,2013-05-10,indonesia,Karimun,Riau Islands,FOB,23.5,36.15,2.55,36.8,,20130325.0,45090.0,Chalco Shandong,Longkou,,
2013,month_5,2013-05-10,indonesia,,W. Kalimantan,FOB,40.0,46.0,10.0,,15.0,20130315.0,46308.38,Weiqiao,Longkou,,
2013,month_5,2013-05-10,indonesia,Bintan,Riau Islands,FOB,24.6774193548387,37.6,5.0,,11.34,20130228.0,126342.0,Weiqiao,Longkou,,
2013,month_5,2013-05-10,indonesia,Bintan,Riau Islands,FOB,24.6774193548387,37.6,5.0,,11.34,20130228.0,42648.0,Weiqiao,Yantai,,
2013,month_5,2013-05-10,indonesia,,W. Kalimantan,FOB,41.5,46.0,8.0,,14.5,20130406.0,46323.9,Weiqiao,Longkou,,
2013,month_5,2013-05-10,indonesia,,W. Kalimantan,FOB,39.981777848047294,49.5,9.0,,10.0,20130405.0,51345.198,Weiqiao,Laizhou,,
2013,month_5,2013-05-10,indonesia,,C. Kalimantan,FOB,38.9,46.29,6.21,19.57,13.32,20130307.0,47674.0,Xinfa,Weihai,,
2013,month_5,2013-05-10,indonesia,,C. Kalimantan,FOB,38.9000000413484,46.12,7.05,19.24,13.78,20130307.0,48369.42,Xinfa,Weihai,,
2013,month_5,2013-05-10,indonesia,Singkep,Riau Islands,FOB,39.0,48.95,9.73,12.09,13.0,20130415.0,63858.0,Nanshan,Longkou,,
2013,month_5,2013-05-13,Australia,Gove,,FOB,34.003125071734,49.4,6.0,16.0,10.8,20130409.0,59246.64,Xinfa,Rizhao,,
2013,month_5,2013-05-13,Australia,Weipa,,CIF,57.0354330708661,54.96,8.5,9.340000000000002,11.1,20120828.0,58674.0,Nanshan,Longkou,,
2013,month_5,2013-05-13,indonesia,,W. Kalimantan,FOB,41.500000102315,47.5,9.5,,12.89,20130405.0,48868.71,Weiqiao,Laizhou,,
2013,month_5,2013-05-14,Australia,Weipa,,CIF,69.9999999899344,54.71,8.519999999999998,,12.1,20130225.0,64095.801,Weiqiao,Qingdao,,
2013,month_5,2013-05-13,Australia,Weipa,,CIF,57.0540540540541,54.63,8.64,9.63,11.2,20120828.0,59793.48,Nanshan,Longkou,,
2013,month_5,2013-05-14,India,,Gujarat,C&F,65.9677419354839,46.0,5.75,,9.08,20130324.0,50642.44,Weiqiao,Laizhou,,
2013,month_5,2013-05-14,Australia,Gove,,CIF,54.410311428429395,49.6,5.5,16.0,9.9,20130406.0,60367.0,Xinfa,Qingdao,,
2013,month_5,2013-05-14,indonesia,,W. Kalimantan,FOB,38.95880653453149,49.0,,,17.96,20130315.0,47073.0,Chalco Shandong,Yantai,,
2013,month_5,2013-05-14,indonesia,,,FOB,42.0,46.97,,,10.0,20130105.0,50583.16,Chalco Shandong,Qingdao ,,
2013,month_5,2013-05-14,indonesia,,,FOB,42.0,47.82,,,10.0,20130105.0,31361.13,Chalco Shandong,Qingdao,,
2013,month_5,2013-05-14,indonesia,,,FOB,42.0,47.0,8.0,,16.0,20130116.0,46620.0,Weiqiao,Laizhou,,
2013,month_5,2013-05-15,indonesia,,W. Kalimantan,FOB,35.5,49.01,4.79,,17.96,20130315.0,121057.08,Chalco Shandong,Longkou,,
2013,month_5,2013-05-15,indonesia,,W. Kalimantan,FOB,38.09793441107231,47.69,5.93,,14.92,20130328.0,73600.07499999998,Weiqiao,Longkou,,
2013,month_5,2013-05-15,indonesia,,,FOB,41.5,46.0,8.0,,14.5,20130406.0,47025.0,Weiqiao,Qingdao,,
2013,month_5,2013-05-16,Australia,Weipa,,CIF,61.0,54.95,8.279999999999998,,12.0,20130225.0,59546.96,Weiqiao,Longkou,,
2013,month_5,2013-05-16,Australia,Weipa,,CIF,60.999999966202296,54.59,8.279999999999998,,12.4,20130225.0,59175.552,Weiqiao,Qingdao,,
2013,month_5,2013-05-16,India,,Gujarat,CIF,55.0,42.5,6.5,,4.58,20130329.0,46469.54,Weiqiao,Longkou,,
2013,month_5,2013-05-16,India,,Gujarat,CIF,55.0,42.5,6.5,,4.58,20130329.0,75249.13,Weiqiao,Longkou,,
2013,month_5,2013-05-16,indonesia,,,FOB,42.0,47.0,8.0,,10.0,20130116.0,46696.52,Weiqiao,Longkou,,
2013,month_5,2013-05-17,Australia,Weipa,,CIF,61.000000071404,55.09,8.439999999999998,,11.7,20130225.0,56019.28599999999,Weiqiao,Qingdao,,
2013,month_5,2013-05-17,Australia,Weipa,,CIF,61.000000037145995,54.78,8.48,,12.4,20130225.0,53841.588,Weiqiao,Laizhou,,
2013,month_5,2013-05-17,Australia,,,CIF,54.02,55.2,8.88,8.33,,,74281.515,Nanshan,Longkou,,
2013,month_5,2013-05-18,Australia,Weipa,,CIF,61.0000000713558,54.37,8.189999999999998,,12.7,20130225.0,56057.076,Weiqiao,Longkou,,
2013,month_5,2013-05-20,indonesia,,C. Kalimantan,FOB,38.90000010204509,47.05,6.51,16.0,13.66,20130517.0,48997.95,Xinfa,Weihai,,
2013,month_5,2013-05-20,indonesia,Pontianak,W. Kalimantan,FOB,48.5,49.31,6.7,13.0,13.0,20130416.0,47059.54,Nanshan,Longkou,,
2013,month_5,2013-05-21,Guinea,Boke,,CIF,70.59621686181798,51.37,1.63,17.13,6.96,20130417.0,50653.767,Lubei,Yantai,,
2013,month_5,2013-05-21,indonesia,Kubu Raya,W. Kalimantan,FOB,39.0,48.0,7.0,12.0,,20130424.0,53550.36,Chalco Zhengzhou,Rizhao,,
2013,month_5,2013-05-21,indonesia,Singkep,Riau Islands,FOB,37.0,47.0,12.5,,12.0,20130513.0,44055.0,Chalco Zhengzhou,Lianyungang,,
2013,month_5,2013-05-21,Malaysia,Telukramunia,Johor,FOB,27.0,45.0,3.2,,11.3,20130325.0,63045.0,Chalco Zhengzhou,Lianyungang,,
2013,month_5,2013-05-21,indonesia,,Riau Islands,FOB,35.0,37.8,3.0,34.4,10.8,20121029.0,88843.19999999998,Xinfa,Qingdao ,,
2013,month_5,2013-05-21,indonesia,,C. Kalimantan,FOB,38.900000078366496,47.05,7.26,15.98,13.78,20121207.0,51042.24,Xinfa,Qingdao ,,
2013,month_5,2013-05-21,indonesia,,C. Kalimantan,FOB,38.9000000905626,47.02,7.08,15.85,13.7,20121207.0,44168.34,Xinfa,Longkou,,
2013,month_5,2013-05-21,indonesia,,Riau Islands,FOB,35.0,37.8,7.08,15.85,10.8,20121029.0,42370.0,Xinfa,Qingdao,,
2013,month_5,2013-05-22,indonesia,,W. Kalimantan,C&F,39.5,38.35,3.2,,11.3,20130515.0,40500.0,Chalco Shandong,Qingdao,,
2013,month_5,2013-05-22,indonesia,,,FOB,45.8064516129032,45.0,8.0,,15.0,20130417.0,19507.5,Weiqiao,Weihai,,
2013,month_5,2013-05-22,indonesia,,,FOB,45.8064516129032,45.0,8.0,,15.0,20130417.0,28075.5,Weiqiao,Weihai,,
2013,month_5,2013-05-22,indonesia,,W. Kalimantan,FOB,36.1683416063433,42.64,7.4,,12.99,20130402.0,169267.091,Weiqiao,Yantai,,
2013,month_5,2013-05-22,indonesia,,W. Kalimantan,FOB,40.0,46.0,10.0,,15.0,20130411.0,45154.609,Weiqiao,Qingdao,,
2013,month_5,2013-05-23,Australia,Weipa,,CIF,61.0,54.85,8.439999999999998,,11.9,20130225.0,58692.22,Weiqiao,Laizhou,,
2013,month_5,2013-05-23,India,,Gujarat,CIF,53.0,42.5,6.5,,4.72,20121231.0,164262.72,Weiqiao,Yantai,,
2013,month_5,2013-05-23,Australia,Gove,,CIF,56.8,49.4,5.0,16.5,9.7,20130415.0,59462.55,Nanshan,Longkou,,
2013,month_5,2013-05-23,indonesia,Ketapang,W. Kalimantan,FOB,40.8000000980814,46.39,9.32,,13.48,20130327.0,44860.707,Conrad (Lubei),Cangzhou,,
2013,month_5,2013-05-23,indonesia,,W. Kalimantan,FOB,37.84,47.0,,,17.02,20130325.0,80000.0,Weiqiao,Qingdao,,
2013,month_5,2013-05-23,indonesia,,W. Kalimantan,FOB,47.58064516129029,47.5,9.5,,11.36,20130415.0,46039.616,Weiqiao,Laizhou,,
2013,month_5,2013-05-24,Australia,Weipa,,CIF,60.99999992380629,54.37,7.98,,12.4,20130225.0,52497.804,Weiqiao,Longkou,,
2013,month_5,2013-05-24,Guinea,Kamsar,,CIF,71.0005399543383,52.32,1.7,16.24,6.96,20130118.0,65709.26,Xinfa,Longkou,,
2013,month_5,2013-05-24,indonesia,,W. Kalimantan,FOB,37.8474130177672,47.0,,,17.02,20130325.0,95200.074,Chalco Shandong,Qingdao ,,
2013,month_5,2013-05-24,indonesia,,W. Kalimantan,FOB,47.58064516129029,47.5,9.5,,12.96,20130415.0,43911.68,Weiqiao,Longkou,,
2013,month_5,2013-05-24,indonesia,,W. Kalimantan,FOB,44.5161290322581,47.63,6.14,,15.34,20130307.0,38000.0,Weiqiao,Yantai,,
2013,month_5,2013-05-24,indonesia,,W. Kalimantan,FOB,44.5161290292982,47.63,6.14,,15.34,20130307.0,108984.082,Weiqiao,Longkou,,
2013,month_5,2013-05-24,indonesia,Bintan,Riau Islands,FOB,31.5,46.0,16.0,,10.0,20130403.0,75171.6,Weiqiao,Qingdao,,
2013,month_5,2013-05-24,indonesia,Bintan,Riau Islands,FOB,28.0,43.5,13.0,,10.0,20130228.0,72000.0,Weiqiao,Qingdao,,
2013,month_5,2013-05-27,India,,Gujarat,CIF,55.0,42.5,6.5,,4.37,20130401.0,70766.2,Weiqiao,Longkou,,
2013,month_5,2013-05-24,indonesia,,C. Kalimantan,FOB,38.8999999795778,47.12,6.35,15.88,13.38,20121207.0,48966.29,Xinfa,Laizhou,,
2013,month_5,2013-05-27,Australia,Weipa,,CIF,54.3143250709164,55.42,8.76,8.0,11.8,20130112.0,57362.634,Xinfa,Qingdao ,,
2013,month_5,2013-05-27,Australia,Weipa,,FOB,30.325750053246196,50.97,5.79,14.4,15.6,20130409.0,61262.584,Xinfa,Qingdao,,
2013,month_5,2013-05-27,Australia,Weipa,,CIF,54.3141552150365,54.28,7.769999999999999,10.37,12.4,20100330.0,55393.86,Nanshan,Longkou,,
2013,month_5,2013-05-27,Australia,Weipa,,CIF,54.198744443485495,54.8,8.599999999999998,9.56,10.8,20100330.0,55661.692,Nanshan,Longkou,,
2013,month_5,2013-05-28,indonesia,Karimun,Riau Islands,FOB,23.5,36.4,3.05,36.5,10.0,20130325.0,51300.0,Chalco Shandong,Longkou,,
2013,month_5,2013-05-28,indonesia,,C. Kalimantan,FOB,38.899999965089606,47.08,6.92,15.89,13.46,20121207.0,57289.48,Xinfa,Weihai,,
2013,month_5,2013-05-29,India,,Gujarat,CIF,63.0645161430537,42.5,6.5,,6.46,20130329.0,46012.326,Weiqiao,Laizhou,,
2013,month_5,2013-05-29,indonesia,Bintan,Riau Islands,FOB,24.500000036248004,36.2,5.85,,11.92,20130417.0,110351.028,Weiqiao,Longkou,,
2013,month_5,2013-05-29,indonesia,Bintan,Riau Islands,FOB,24.4999998856521,36.2,5.85,,11.92,20130417.0,34980.972,Weiqiao,Yantai,,
2013,month_5,2013-05-29,indonesia,,W. Kalimantan,FOB,37.901065398363,47.61,6.4,,15.7,20130328.0,109600.037,Weiqiao,Longkou,,
2013,month_5,2013-05-30,indonesia,East Kotawaringin,C. Kalimantan,FOB,40.3,44.65,7.92,13.68,12.0,20130201.0,48136.0,Conrad (Lubei),Cangzhou,,
2013,month_5,2013-05-30,indonesia,,W. Kalimantan,C&F,63.7,47.5,9.5,,15.0,20130402.0,47090.128,Weiqiao,Longkou,,
2013,month_5,2013-05-31,Australia,Weipa,,CIF,67.741935483871,55.77,9.51,,14.6,20130417.0,57625.308,Weiqiao,Laizhou,,
2013,month_5,2013-05-31,Australia,Weipa,,CIF,67.741935483871,55.62,9.12,,14.6,20130417.0,62935.992,Weiqiao,Longkou,,
2013,month_5,2013-05-31,Australia,Weipa,,CIF,67.741935483871,55.73,9.15,,11.8,20130417.0,56271.6,Weiqiao,Longkou,,
2013,month_5,2013-05-31,Australia,Weipa,,CIF,67.741935483871,54.83,8.279999999999998,,11.9,20130417.0,56321.449,Weiqiao,Qingdao,,
2013,month_5,2013-05-31,India,,Gujarat,C&F,60.8064516129032,46.25,8.75,,3.12,20130422.0,53284.0,Weiqiao,Yantai,,
2013,month_5,2013-05-31,Australia,,,CIF,55.4000000373234,55.84,8.599999999999998,7.1,,,64302.744,Nanshan,Longkou,,
2013,month_5,2013-05-31,indonesia,,W. Kalimantan,FOB,47.580645177625,47.5,9.5,,12.23,20130411.0,49370.625,Weiqiao,Weihai,,
2013,month_5,2013-05-31,indonesia,,W. Kalimantan,FOB,46.12903225178929,49.5,9.0,,10.0,20130405.0,51406.377,Weiqiao,Laizhou,,
2013,month_5,2013-05-31,indonesia,,C. Kalimantan,CIF,50.0,47.21,7.04,18.33,17.72,20130525.0,44735.636,Nanshan,Yantai,,
2013,month_6,2013-06-01,Australia,Gove,,CIF,64.5161290322581,49.8,5.9,,9.7,20130423.0,57913.905,Weiqiao,Longkou,,
2013,month_6,2013-06-02,indonesia,,W. Kalimantan,FOB,34.4999999636364,48.38,4.12,,17.15,20130325.0,110000.032,Chalco Shandong,Longkou,,
2013,month_6,2013-06-03,Australia,Weipa,,FOB,30.1343249041329,55.56,8.83,7.269999999999999,11.4,20130505.0,61903.934,Xinfa,Qingdao,,
2013,month_6,2013-06-03,indonesia,,,C&F,42.6103309977642,44.22,16.63,13.73,,20130415.0,116854.17300000001,Yantai Port Int'l Logistics,Yantai,,
2013,month_6,2013-06-03,indonesia,Bintan,Riau Islands,FOB,31.5,46.0,16.0,,10.0,20130403.0,131868.0,Weiqiao,Yantai,,
2013,month_6,2013-06-03,indonesia,,,FOB,40.0,45.0,8.0,,15.0,20130417.0,46750.0,Weiqiao,Longkou,,
2013,month_6,2013-06-04,indonesia,Bintan,Riau Islands,FOB,28.5,43.5,13.0,,10.0,20130403.0,63000.0,Weiqiao,Yantai,,
2013,month_6,2013-06-05,Australia,Weipa,,CIF,67.741935483871,56.04,9.22,,11.2,20130417.0,55626.984,Weiqiao,Qingdao,,
2013,month_6,2013-06-05,indonesia,,W. Kalimantan,FOB,36.0156310655006,42.79,8.199999999999998,,12.85,20130419.0,74731.054,Weiqiao,Longkou,,
2013,month_6,2013-06-05,indonesia,,W. Kalimantan,FOB,47.5806451781689,47.5,9.5,,12.25,20130423.0,47779.875,Weiqiao,Laizhou,,
2013,month_6,2013-06-05,indonesia,Bintan,Riau Islands,FOB,31.5,46.0,16.0,,10.0,20130403.0,70200.0,Weiqiao,Yantai,,
2013,month_6,2013-06-05,indonesia,,C. Kalimantan,CIF,50.0,49.18,7.16,16.26,18.13,20130525.0,45842.34,Nanshan,Yantai,,
2013,month_6,2013-06-06,Australia,Weipa,,CIF,54.31432494364739,55.6,8.88,7.25,11.3,20130112.0,53918.069,Xinfa,Qingdao ,,
2013,month_6,2013-06-06,indonesia,Ketapang,W. Kalimantan,FOB,40.9750000147343,46.97,8.65,,13.57,20130428.0,49204.789,Conrad (Lubei),Cangzhou,,
2013,month_6,2013-06-06,indonesia,,,FOB,42.0,47.0,8.0,,10.0,20130416.0,50526.0,Weiqiao,Longkou,,
2013,month_6,2013-06-06,indonesia,Bintan,Riau Islands,FOB,32.0,46.5,10.5,,12.0,20130424.0,125488.0,Weiqiao,Qingdao,,
2013,month_6,2013-06-06,indonesia,,,FOB,41.5,46.0,8.0,,15.12,20130329.0,47843.46,Weiqiao,Longkou,,
2013,month_6,2013-06-07,Australia,,,CIF,56.299999950932396,55.98,9.170000000000002,,,,63178.137,Nanshan,Longkou,,
2013,month_6,2013-06-07,Guinea,Kamsar,,CIF,71.52242510829079,53.4,1.13,16.6,6.9,20130118.0,62729.24,Xinfa,Longkou,,
2013,month_6,2013-06-07,indonesia,,W. Kalimantan,FOB,44.516129027142895,47.75,6.25,,16.15,20130407.0,126126.149,Weiqiao,Longkou,,
2013,month_6,2013-06-07,indonesia,,W. Kalimantan,FOB,44.5161290322581,47.75,6.25,,16.15,20130407.0,49073.92,Weiqiao,Yantai,,
2013,month_6,2013-06-08,Malaysia,,,C&F,43.0,47.82,,,,20130520.0,44694.92,Lianyungang Donghong Container Group,Lianyungang,,
2013,month_6,2013-06-08,indonesia,,,CIF,44.0,46.02,12.91,15.32,,20121022.0,48167.12,Yantai Port Int'l Logistics,Yantai,,
2013,month_6,2013-06-08,indonesia,,W. Kalimantan,FOB,36.0000000317996,49.5,9.0,,10.0,20130417.0,50315.0994,Weiqiao,Weihai,,
2013,month_6,2013-06-08,indonesia,,C. Kalimantan,FOB,38.900000071972606,47.18,7.23,18.85,13.79,20130603.0,41682.53,Xinfa,Weihai,,
2013,month_6,2013-06-08,indonesia,Pontianak,W. Kalimantan,FOB,39.0,48.73,9.36,13.0,13.0,20130415.0,43516.58,Nanshan,Longkou,,
2013,month_6,2013-06-09,Australia,Gove,,CIF,60.161290322580605,50.2,5.2,,9.7,20130423.0,57792.0,Weiqiao,Qingdao,,
2013,month_6,2013-06-09,Brazil,Trombetas,,CIF,79.1017999379143,50.21,4.34,,5.29,20130322.0,54763.0,Chalco Shandong,Qingdao,,
2013,month_6,2013-06-09,indonesia,,,FOB,41.5,46.0,8.0,,13.0,20130419.0,44805.0,Weiqiao,Laizhou,,
2013,month_6,2013-06-09,indonesia,,,FOB,41.5000000955929,47.5,9.5,,12.46,20130423.0,52305.15,Weiqiao,Yantai,,
2013,month_6,2013-06-09,indonesia,,W. Kalimantan,FOB,41.5,47.5,9.5,,12.36,20130423.0,48859.3,Weiqiao,Yantai,,
2013,month_6,2013-06-09,indonesia,,,FOB,42.0,47.0,8.0,,10.0,20130516.0,50274.0,Weiqiao,Rizhao,,
2013,month_6,2013-06-09,indonesia,,,FOB,42.0,47.0,8.0,,10.0,20130516.0,49069.81,Weiqiao,Longkou,,
2013,month_6,2013-06-13,Australia,Gove,,CIF,64.5161290322581,49.8,5.9,,9.7,20130423.0,57913.905,Weiqiao,Longkou,,
2013,month_6,2013-06-13,India,,,CIF,55.0,42.5,6.5,,4.99,20130401.0,159996.84,Weiqiao,Yantai,,
2013,month_6,2013-06-13,Australia,Weipa,,CIF,54.31432499442099,55.62,9.12,6.88,11.1,20130112.0,75936.602,Xinfa,Qingdao ,,
2013,month_6,2013-06-13,Australia,Gove,,CIF,54.3480640967013,50.2,5.4,15.0,9.4,20130416.0,60171.084,Xinfa,Qingdao ,,
2013,month_6,2013-06-13,indonesia,,W. Kalimantan,FOB,37.84297575,47.0,,,17.13,20130401.0,80000.0,Chalco Shandong,Qingdao,,
2013,month_6,2013-06-13,indonesia,Darussalam,,FOB,42.0,47.76,4.58,,10.0,20130105.0,38838.8,Chalco Shandong,Qingdao,,
2013,month_6,2013-06-13,indonesia,Pontianak,,FOB,42.0,47.13,3.86,,10.0,20130105.0,49581.49,Chalco Shandong,Lianyungang,,
2013,month_6,2013-06-13,indonesia,,C. Kalimantan,FOB,38.9,47.12,7.28,15.8,13.75,20130605.0,48127.5,Xinfa,Weihai,,
2013,month_6,2013-06-14,India,,Gujarat,CIF,63.0645161290323,42.5,6.5,,4.35,20130329.0,52397.07,Weiqiao,Longkou,,
2013,month_6,2013-06-14,indonesia,Bintan,Riau Islands,FOB,28.25,43.5,13.0,,12.0,20130426.0,95790.64000000001,Weiqiao,Longkou,,
2013,month_6,2013-06-14,indonesia,Bintan,Riau Islands,FOB,28.25,42.75,8.599999999999998,,13.0,20130426.0,29521.36,Weiqiao,Yantai,,
2013,month_6,2013-06-14,indonesia,,W. Kalimantan,FOB,32.5,42.75,8.599999999999998,,13.0,20130419.0,67000.028,Weiqiao,Qingdao,,
2013,month_6,2013-06-14,indonesia,,,FOB,41.5,46.0,8.0,,13.0,20130419.0,46719.0,Weiqiao,Laizhou,,
2013,month_6,2013-06-14,indonesia,,C. Kalimantan,FOB,38.900000103355396,47.08,7.36,15.95,13.69,20121207.0,48376.75,Xinfa,Laizhou,,
2013,month_6,2013-06-14,indonesia,,Riau Islands,FOB,30.8,37.0,3.4,35.1,10.03,20130429.0,90900.0,Xinfa,Longkou,,
2013,month_6,2013-06-17,Australia,Weipa,,CIF,54.314324911438,55.88,8.98,5.92,11.5,20130112.0,54621.315,Xinfa,Qingdao,,
2013,month_6,2013-06-17,India,Maheswari,,CIF,30.0,44.35,7.42,23.32,4.77,20130506.0,120.0,Xiamen Zhongzhao Trading,Xiamen,,
2013,month_6,2013-06-17,indonesia,,W. Kalimantan,FOB,37.84297603364129,47.0,,,17.13,20130401.0,66563.011,Chalco Shandong,Qingdao ,,
2013,month_6,2013-06-17,indonesia,Bintan,Riau Islands,FOB,28.0645161260184,36.2,5.7,,9.6,20130417.0,107030.888,Weiqiao,Longkou,,
2013,month_6,2013-06-17,indonesia,Bintan,Riau Islands,FOB,28.0645161371416,36.2,5.7,,9.6,20130417.0,39778.712,Weiqiao,Yantai,,
2013,month_6,2013-06-17,indonesia,,C. Kalimantan,FOB,38.900000082280606,47.07,7.66,15.83,13.82,20121207.0,48614.14,Xinfa,Qingdao,,
2013,month_6,2013-06-18,Australia,,,CIF,55.999999973440104,55.59,9.46,6.4,,,75301.512,Nanshan,Longkou,,
2013,month_6,2013-06-18,indonesia,,W. Kalimantan,FOB,43.0000000214739,48.0,7.0,,12.0,20130530.0,46568.213,Chalco Zhengzhou,Lianyungang,,
2013,month_6,2013-06-18,indonesia,,,FOB,39.906952110887396,46.5,9.5,,13.0,20121222.0,48506.85,Weiqiao,Longkou,,
