Year,Month,Date,Country of Origin,Regency,Province,Price Type,Declared Price USD/tonne,Aa%,SiO2%,Fe2O3%,H2O%,Contract Date,Tonnage,Customer,Importing Port,Freight Rate US$/dmt,Insurance Rate US$/dmt
2015,month_5,2015-05-25,Malaysia,Kuantan,,FOB,35.5000001316589,41.41,4.39,,17.09,20150301.0,37976.93,Xinfa,Liaocheng,"天然开采|颗粒|AL2O3：53.01%,SIO2:10.25%，水:13%,其他:23.74%|澳大利亚/WEIPA|20150318",
2015,month_5,2015-05-26,Australia,Weipa,,C&F,59.341375889884205,54.78,10.63,,12.4,20150320.0,59838.684,Weiqiao,Binzhou,"天然开采|颗粒|AL2O3：40%,SIO2:4.5-5%，水:15%,其他:40%|马来西亚/关丹|20150330",
2015,month_5,2015-05-26,Australia,Weipa,,CIF,57.6189000806289,55.41,10.28,,11.5,20150417.0,56208.12,Xinfa,Liaocheng,"天然开采|颗粒|AL2O3：42-43%,SIO2:6-7%，水:5.86%,其他:44.14%|印度/古吉拉特邦|20141210",
2015,month_5,2015-05-26,Australia,Weipa,,CIF,54.908800057255895,53.89,11.07,,12.1,20150417.0,57621.96599999999,Xinfa,Liaocheng,开采破碎水洗|粉末与颗粒的混合物红褐色|Al2O3:41.67% Si02:4.51% 水份:17.59%|开采KUANTAN MALAYSIA铝矿山|签约日期:2015.03.16,
2015,month_5,2015-05-26,Malaysia,Kuantan,,FOB,35.5,40.43,3.14,,17.4,20150301.0,45686.06,Xinfa,Liaocheng,"加工方法:天然原矿|外观:天然砖红颗粒|成分:AL2O3:50%,SiO2:5.5%,水分:11.6%|来源:GOVE NORTHERN TERRITORY,AUSTRALIA|签约日期:2015.1.1",
2015,month_5,2015-05-27,Malaysia,Kuantan,,CIF,42.5,40.0,4.75,,15.0,20150414.0,40502.5,Weiqiao,Binzhou,"加工方法:天然原矿|外观:天然砖红颗粒|成分:AL2O3:49.3%,SiO2:5.2%,水分:12.3%|来源:GOVE NORTHERN TERRITORY,AUSTRALIA|签约日期:2015.1.1",
2015,month_5,2015-05-27,Malaysia,Kuantan,,CIF,42.5,40.0,4.75,,15.0,20150414.0,35870.0,Weiqiao,Binzhou,开采破碎水洗|粉末与颗粒的混合物红褐色|Al2O3:41.88% Si02:3.32% 水份:16.53%|开采KUANTAN MALAYSIA铝矿山|签约日期:2014.11.10,
2015,month_6,2015-06-12,Australia,,,CIF,59.576415273100004,,,,,,93173.095,Nanshan,Longkou,,
2015,month_6,2015-06-12,Australia,,,CIF,62.7626322765645,,,,,,96278.865,Nanshan,Longkou,,
2015,month_6,2015-06-16,Malaysia,,,FOB,42.3146485519521,,,,,,77014.36999999998,Chalco Shandong,Laizhou,,
2015,month_6,2015-06-16,Ghana,Awaso,,C&F,60.0150958635411,52.97,,,,20141217.0,52001.0,Bosai,Nantong,,
2015,month_5,2015-05-27,Malaysia,Kuantan,,FOB,37.1698728542392,40.0,4.75,,15.0,20150508.0,124227.5,Weiqiao,Binzhou,"水洗破碎|红褐色|AL2O3:52.53%,SIO2:1.5%,FE2O3:16.31%,TIO2:1.82%,MOISTURE:5.57%|AWASO矿区|2015.2.11",
2015,month_5,2015-05-27,Australia,Gove,,FOB,46.625366729867295,49.0,6.4,,8.9,20150318.0,63132.3,Weiqiao,Binzhou,"天然开采|颗粒|AL2O3：50%,SIO2:5.6%，水:10.9%,其他:33.5%|澳大利亚/戈夫|20150318",
2015,month_5,2015-05-27,Australia,Gove,,CIF,57.0,49.9,5.7,15.5,9.4,20150320.0,57395.1,Nanshan,Longkou,"天然开采|颗粒|AL2O3：40%,SIO2:4.5-5%，水:15%,其他:40%|马来西亚/关丹|20150330",
2015,month_5,2015-05-27,Malaysia,Kuantan,,FOB,32.5,40.23,5.89,,17.760000000000005,20150225.0,54771.84,Conrad (Lubei),Yantai,"加工方法：天然原矿|外观:天然砖红色颗粒|成分含量：AL2O3：41.26%,SIO2：2.79/%,水份:15.36%|矿区名称：KUANTAN,MALAYSIA|签约日期：2015.1.31",
2015,month_5,2015-05-27,Jamaica,,,CIF,10000.0,50.0,5.0,20.0,,,0.01,Conrad (Lubei),Qingdao,"加工方法：天然原矿|外观:天然砖红色颗粒|成分含量：AL2O3：40.53%,SIO2：2.76/%,水份:17.56%|矿区名称：KUANTAN,MALAYSIA|签约日期：2015.1.31",
2015,month_5,2015-05-27,Malaysia,Rengit,,CIF,47.0,46.5,13.5,15.0,12.0,20150418.0,35640.0,Henan Shengxiang Trading,Lianyungang,"加工方法:天然原矿|外观:天然砖红颗粒|成分:AL2O3:49.62%,RSiO2:4.76%,水分:9.02%|来源:PORTO TROMBETAS,BRAZIL|签约日期:2014.12.2",
2015,month_5,2015-05-27,Ghana,Awaso,,C&F,55.0,53.19,1.5,14.31,,20150324.0,31282.0,Bosai,Nantong,"天然开采|颗粒|AL2O3：39-39.5%,SIO2:4.5-5%,水:16.84%,其他:38.66%|马来西亚/关丹|20150206",
2015,month_5,2015-05-28,Malaysia,Kuantan,,CIF,56.2,46.49,3.38,19.94,,20150428.0,34435.8,Xiamen Suchuan Logistis Development,Lianyungang,"天然开采|颗粒|AL2O3：39-39.5%,SIO2:4.5-5%,水:17.6%,其他:37.9%|马来西亚/关丹|20150206",
2015,month_5,2015-05-28,Solomon Is,Rennell Island,,C&F,68.1447669589564,48.0,0.55,,25.0,20150414.0,42680.25,Weiqiao,Binzhou,"天然原矿|天然红色颗粒|成分含量:AL2O3:45.90%,FE2O3:19.92%,水份:18.05%|关丹|签约日期:2015年01月31日",
2015,month_5,2015-05-28,India,Gujarat,,C&F,63.5800456915347,42.5,6.5,,10.0,20141210.0,52745.0,Weiqiao,Binzhou,"加工方法:天然原矿|外观:天然砖红颗粒|成分:AL2O3:49.9%,RSiO2:4.78%,水分:9.5%|来源:PORTO TROMBETAS,BRAZIL|签约日期:2014.12.2",
2015,month_5,2015-05-28,Australia,Weipa,,CIF,56.974099956962995,55.06,10.6,,11.4,20150419.0,61542.446,Xinfa,Liaocheng,"天然开采|颗粒|AL2O3：39-39.5%,SIO2:4.5-5%,水:16.93%,其他:38.57%|马来西亚/关丹|20141210",
2015,month_5,2015-05-29,Australia,Gove,,CIF,59.200000060423896,49.1,6.0,,9.7,20150101.0,66198.93,Chalco Shandong,Longkou,"天然开采|颗粒|AL2O3：52.95%,SIO2:10.52%,水:13.1%,其他:23.43%|澳大利亚/WEIPA|20150320",
2015,month_5,2015-05-29,Malaysia,Kuantan,,CIF,42.5,40.0,4.75,,15.0,20150414.0,46240.0,Weiqiao,Binzhou,"天然开采|颗粒|AL2O3：42-43%,SIO2:6-7%,水:5.04%,其他:44.96%|印度/古吉拉特邦|20141210",
2015,month_5,2015-05-29,Malaysia,Kuantan,,FOB,37.1698728146409,40.0,4.75,,15.0,20150519.0,94714.125,Weiqiao,Binzhou,开采破碎水洗|粉末与颗粒的混合物红褐色|Al2O3:53.32% Si02:11.06% TiO2:2.46% 水份:13.7%|开采AUSTRALIA WEIPA铝矿山|签约日期：2015.03.17,
2015,month_6,2015-06-02,Malaysia,,,C&F,41.2662104133119,40.3,,,,,37260.0,Binzhou Yellow River Delta Energy Trading,Qingdao,,
2015,month_6,2015-06-04,Malaysia,,,FOB,40.99510254304591,40.96,,,,,36896.7,Zhongji Ningbo Group,Cangzhou,,
2015,month_6,2015-06-04,Malaysia,Kuantan,,CIF,42.50001850001849,42.0,4.0,,17.0,20150327.0,27027.0,Lubei,Yantai,,
2015,month_6,2015-06-05,India,,,C&F,60.57867480001799,,,,,,75791.308,Weiqiao,Dongying,,
2015,month_5,2015-05-29,Australia,Weipa,,FOB,46.625366790274896,55.11,10.79,,11.6,20150212.0,59933.432,Weiqiao,Binzhou,"加工方法:天然原矿|外观:天然砖红颗粒|成分:AL2O3:49.9%,SiO2:5.5%,水分:10.1%|来源:GOVE NORTHERN TERRITORY,AUSTRALIA|签约日期:2015.1.1",
2015,month_5,2015-05-29,Malaysia,Kuantan,,FOB,36.5000001305016,42.53,4.31,,16.89,20141119.0,38313.71,Xinfa,Liaocheng,"加工方法：筛选|外观：天然粉红色粉末|成分含量：AL2O3:49.4%,FE2O3:16.3%,SIO2:5.5%,水分：9.5%|来源：澳大利亚，高夫|签约日期：20141212|数量为干重",
2015,month_5,2015-05-29,Malaysia,Kuantan,,FOB,35.5000000028811,41.49,2.82,,17.91,20150316.0,34709.2938,Xinfa,Liaocheng,开采破碎清洗|红褐色颗粒状|三氧化二铝40.3%，二氧化硅4.77%，三氧化二铁27.7%，水分17.21%|马来西亚，KUANTAN MALAYSIA|2015.04.24,
2015,month_5,2015-05-29,Australia,Gove,,CIF,57.0,49.9,6.0,15.2,9.3,20150320.0,65594.24,Nanshan,Longkou,破碎，研磨，煅烧|灰白色|氧化铝89%，二氧化硅2.5%，二氧化碳3%，氧化铁1.25%|矿山采矿得来|2015.02.06,
2015,month_6,2015-06-19,India,Gujarat,,C&F,57.5033044536601,46.0,9.0,,9.96,20141117.0,104117.06,Weiqiao,Dongying,,
2015,month_6,2015-06-19,Australia,,,CIF,50.6815754661681,,,,,,75290.122,Xinfa,Liaocheng,,
2015,month_6,2015-06-19,Australia,,,CIF,50.8859379263196,,,,,,100386.83,Xinfa,Liaocheng,,
2015,month_6,2015-06-19,Australia,,,CIF,51.551109841799004,,,,,,120464.196,Xinfa,Liaocheng,,
2015,month_6,2015-06-19,Australia,,,CIF,52.5821298803173,,,,,,150580.245,Xinfa,Liaocheng,,
2015,month_6,2015-06-19,Australia,,,CIF,55.3942862033065,,,,,,155599.586,Xinfa,Liaocheng,,
2015,month_6,2015-06-19,Malaysia,,,FOB,45.1972271100631,,,,,,47334.01,Xinfa,Liaocheng,,
2015,month_6,2015-06-19,Malaysia,,,FOB,45.3794740253417,,,,,,63112.014,Xinfa,Liaocheng,,
2015,month_6,2015-06-19,Malaysia,,,FOB,45.9726658485094,,,,,,75734.41599999998,Xinfa,Liaocheng,,
2015,month_6,2015-06-19,Malaysia,,,FOB,46.89211787790521,,,,,,94668.021,Xinfa,Liaocheng,,
2015,month_6,2015-06-19,Malaysia,,,FOB,49.39997058583629,,,,,,97823.62100000001,Xinfa,Liaocheng,,
2015,month_6,2015-06-22,Australia,,,CIF,59.1700047115565,,,,,,66198.93,Chalco Shandong,Longkou,,
2015,month_6,2015-06-24,India,Gujarat,,C&F,60.02360215901339,44.0,7.0,,5.0,20150120.0,35267.96,Weiqiao,Dongying,,
2015,month_6,2015-06-24,India,Gujarat,,C&F,59.782571300787794,44.0,7.0,,5.0,20150120.0,26450.97,Weiqiao,Dongying,,
2015,month_6,2015-06-24,India,Gujarat,,C&F,62.0243983490965,44.0,7.0,,5.0,20150120.0,52901.94,Weiqiao,Dongying,,
2015,month_6,2015-06-24,India,Gujarat,,C&F,60.8082378453418,44.0,7.0,,5.0,20150120.0,42321.552,Weiqiao,Dongying,,
2015,month_6,2015-06-24,India,Gujarat,,C&F,65.3415332399481,44.0,7.0,,5.0,20150120.0,54665.338,Weiqiao,Dongying,,
2015,month_6,2015-06-25,Brazil,,,CIF,23675.0,,,,,,0.04,JFE Trading,Airport,,
2015,month_6,2015-06-26,India,Gujarat,,CIF,62.02439650744739,42.0,8.0,,5.32,20141230.0,50622.0,Weiqiao,Dongying,,
2015,month_6,2015-06-27,Malaysia,,,FOB,41.26620717529809,40.23,5.89,,17.760000000000005,20150225.0,30085.44,Conrad (Lubei),Yantai,,
2015,month_6,2015-06-27,Malaysia,,,FOB,41.6666301515523,40.23,5.89,,17.760000000000005,20150225.0,54771.84,Conrad (Lubei),Yantai,,
2015,month_6,2015-06-27,Malaysia,,,CIF,52.196785672834395,46.5,,,,,70564.69,Henan Shengxiang Trading,Lianyungang,,
2015,month_6,2015-06-27,Vietnam,,,CIF,21.2444348700273,50.0,,,,,278.52,Guangxi Qinzhou Shuntian Mining,Qinzhou,,
2015,month_6,2015-06-28,Malaysia,Kuantan,,CIF,56.198984777469995,46.49,3.38,19.94,,20150428.0,34435.8,Xiamen Suchuan Logistis Development,Lianyungang,,
2015,month_6,2015-06-28,Solomon Is,Rennell Island,,C&F,68.5761212738913,48.0,0.55,,25.0,20150414.0,42680.25,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Malaysia,Kuantan,,CIF,42.711247027648795,40.0,4.75,,15.0,20150414.0,49276.646,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Malaysia,,,CIF,42.883468352921795,40.0,4.75,,15.0,20150414.0,65702.195,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Malaysia,,,CIF,43.44403308494229,40.0,4.75,,15.0,20150414.0,78842.634,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Malaysia,,,CIF,44.312918087881606,40.0,4.75,,15.0,20150414.0,98553.293,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Malaysia,,,CIF,46.6828318849701,40.0,4.75,,15.0,20150414.0,101838.40199999999,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Malaysia,,,FOB,47.4658364828456,40.0,4.75,,15.0,20150519.0,173045.049,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Malaysia,,,FOB,46.5351367067068,40.0,4.75,,15.0,20150519.0,138436.039,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Malaysia,,,FOB,45.75020257152921,40.0,4.75,,15.0,20150519.0,86522.524,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Malaysia,,,FOB,45.934677391434604,40.0,4.75,,15.0,20150519.0,115363.366,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Australia,Weipa,,FOB,57.7491069814252,55.11,10.79,,11.6,20150212.0,67542.828,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Malaysia,Kuantan,,FOB,50.0043685249508,40.0,4.75,,15.0,20150519.0,178813.217,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Australia,Weipa,,FOB,54.8173989522188,55.11,10.79,,11.6,20150212.0,65364.028,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Australia,Weipa,,FOB,52.836064509365904,55.11,10.79,,11.6,20150212.0,32682.014,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Australia,Weipa,,FOB,53.0491106369563,55.11,10.79,,11.6,20150212.0,43576.018,Weiqiao,Dongying,,
2015,month_6,2015-06-29,Australia,Weipa,,FOB,53.7425574028467,55.11,10.79,,11.6,20150212.0,52291.222,Weiqiao,Dongying,,
2015,month_7,2015-07-01,Malaysia,Kuantan,,FOB,34.3000001304664,43.1,5.71,23.9,18.9,20150507.0,38324.05,Lubei,Weihai,,
2015,month_7,2015-07-01,India,Gujarat,,C&F,58.3296,43.0,7.0,,10.0,20150608.0,47520.0,Weiqiao,Yantai,,
2015,month_7,2015-07-01,Malaysia,Kuantan,,C&F,41.0,41.19,3.5,,16.4,20150604.0,37737.04,Zouping Ruichi Im&Ex,Yantai,,
2015,month_7,2015-07-02,Australia,Gove,,CIF,60.370000015208305,49.8,4.7,,10.6,20150101.0,65753.7,Chalco Shandong,Longkou,,
2015,month_7,2015-07-02,Malaysia,Kuantan,,FOB,49.7400000100529,25.63,3.42,,17.62,20150416.0,39789.54,Chalco Shandong,Yantai,,
2015,month_7,2015-07-02,India,Gujarat,,C&F,56.76159998984771,42.0,8.0,,10.0,20150529.0,61779.172,Weiqiao,Yantai,,
2015,month_7,2015-07-02,Solomon Is,Rennell Island,,C&F,65.5423999916729,48.0,0.55,,25.0,20150426.0,37659.924,Weiqiao,Yantai,,
2015,month_7,2015-07-03,Australia,Weipa,,FOB,41.999999972466796,54.71,9.41,,12.1,20150418.0,72639.68099999998,Weiqiao,Yantai,,
2015,month_7,2015-07-06,Malaysia,Kuantan,,C&F,45.472,40.0,4.75,,15.0,20150608.0,42585.0,Weiqiao,Yantai,,
2015,month_7,2015-07-06,Malaysia,Kuantan,,C&F,45.472,40.0,4.75,,15.0,20150608.0,37952.5,Weiqiao,Yantai,,
2015,month_7,2015-07-07,Malaysia,Kuantan,,C&F,45.472,40.0,4.75,,15.0,20150608.0,39440.0,Weiqiao,Penglai,,
2015,month_7,2015-07-07,Australia,Weipa,,FOB,42.0000000639626,52.88,6.24,,16.1,20150520.0,62536.543,Weiqiao,Yantai,,
2015,month_7,2015-07-07,Australia,Weipa,,FOB,42.0,54.79,9.12,,12.5,20150418.0,64695.75,Weiqiao,Yantai,,
2015,month_7,2015-07-07,Australia,Weipa,,FOB,41.9999999391876,55.33,9.79,,11.8,20150418.0,65776.032,Weiqiao,Longkou,,
2015,month_7,2015-07-07,India,Gujarat,,C&F,61.152,42.5,6.5,,10.0,20141210.0,51714.15,Weiqiao,Longkou,,
2015,month_7,2015-07-08,Vietnam,Lang Son,,CIF,20.384,56.55,6.61,,,20150418.0,598.55,Pingxiang Jingya Mining,Pingxiang,,
2015,month_7,2015-07-09,South Africa,Saldanha,,CIF,8571.42857142857,90.0,1.3,0.73,,20150402.0,0.0105,Zhongcai Construction,Xingang,,
2015,month_7,2015-07-09,India,Gujarat,,C&F,61.152,42.5,6.5,,10.0,20141210.0,29312.725,Weiqiao,Yantai,,
2015,month_7,2015-07-09,India,Gujarat,,C&F,61.152,42.5,6.5,,10.0,20141210.0,21539.0,Weiqiao,Yantai,,
2015,month_7,2015-07-10,Malaysia,Kuantan,,C&F,45.472,40.0,4.75,,15.0,20150608.0,45526.0,Weiqiao,Laizhou,,
2015,month_7,2015-07-10,Malaysia,Kuantan,,C&F,45.472,40.0,4.75,,15.0,20150608.0,39270.0,Weiqiao,Longkou,,
2015,month_7,2015-07-10,Australia,Weipa,,FOB,41.9999999468206,54.88,9.88,,11.9,20150418.0,75217.137,Weiqiao,Yantai,,
2015,month_7,2015-07-10,Malaysia,Kuantan,,C&F,45.472,40.0,4.75,,15.0,20150608.0,27200.0,Weiqiao,Yantai,,
2015,month_7,2015-07-14,Malaysia,Kuantan,,C&F,45.472,40.0,4.75,,15.0,20150608.0,38590.0,Weiqiao,Yantai,,
2015,month_7,2015-07-14,Malaysia,Kuantan,,C&F,45.472,40.0,4.75,,15.0,20150608.0,42415.0,Weiqiao,Yantai,,
2015,month_7,2015-07-14,Malaysia,Kuantan,,C&F,45.472,40.0,4.75,,15.0,20150608.0,101575.0,Weiqiao,Longkou,,
2015,month_7,2015-07-15,Australia,Gove,,FOB,42.0,49.7,5.1,,10.7,20150418.0,64206.7,Weiqiao,Yantai,,
2015,month_7,2015-07-15,Vietnam,Lang Son,,CIF,20.384,56.55,6.61,,,20150418.0,402.66,Pingxiang Jingya Mining,Pingxiang,,
2015,month_7,2015-07-16,India,Gujarat,,C&F,61.152,42.5,6.5,,10.0,20150608.0,24736.635,Weiqiao,Yantai,,
2015,month_7,2015-07-16,India,Gujarat,,C&F,61.152,42.5,6.5,,10.0,20150608.0,25936.763,Weiqiao,Yantai,,
2015,month_7,2015-07-16,Australia,Weipa,,C&F,57.0751999948925,55.22,10.01,,11.8,20150420.0,61399.548,Weiqiao,Laizhou,,
2015,month_7,2015-07-16,Malaysia,Gujarat,,C&F,45.472,40.0,4.75,,15.0,20150608.0,46155.0,Weiqiao,Longkou,,
2015,month_7,2015-07-17,Malaysia,Gujarat,,C&F,44.2176,40.0,4.75,,15.0,20150710.0,148662.45,Weiqiao,Yantai,,
2015,month_7,2015-07-17,Solomon Is,Rennell Island,,C&F,65.5424,48.0,0.55,,25.0,20150414.0,38067.0,Weiqiao,Longkou,,
2015,month_7,2015-07-17,Malaysia,Kemaman,,FOB,34.6528,40.0,4.75,,15.0,20150701.0,47600.0,Weiqiao,Yantai,,
2015,month_7,2015-07-17,Malaysia,Rengit,,CIF,47.0,46.5,13.0,,12.0,20150521.0,51656.0,Henan Shengxiang Trading,Lianyungang,,
2015,month_7,2015-07-20,Malaysia,Kuantan,,C&F,44.2176,40.0,4.75,,15.0,20150701.0,46142.25,Weiqiao,Weihai,,
2015,month_7,2015-07-21,Malaysia,Kuantan,,FOB,35.5,42.59,3.82,22.96,17.37,20141110.0,35572.22,Xinfa,Cangzhou,,
2015,month_7,2015-07-22,Australia,Weipa,,C&F,57.0752,55.28,10.04,,11.5,20150320.0,56537.34,Weiqiao,Yantai,,
2015,month_7,2015-07-22,Malaysia,Kuantan,,C&F,44.2176,40.0,4.75,,15.0,20150701.0,42942.0,Weiqiao,Yantai,,
2015,month_7,2015-07-23,Malaysia,Kuantan,,C&F,44.8448,40.0,4.75,,15.0,20150701.0,39100.0,Weiqiao,Yantai,,
2015,month_7,2015-07-23,Malaysia,Kuantan,,C&F,44.2176,40.0,4.75,,15.0,20150701.0,44535.75,Weiqiao,Yantai,,
2015,month_7,2015-07-23,India,Gujarat,,FOB,46.7264,42.0,6.5,,10.0,20150521.0,156783.44,Weiqiao,Yantai,,
2015,month_7,2015-07-24,Malaysia,Kuantan,,C&F,44.8448,40.0,4.75,,15.0,20150701.0,36720.0,Weiqiao,Penglai,,
2015,month_7,2015-07-24,Australia,Gove,,FOB,42.0000000312465,49.1,5.8,,10.3,20150601.0,64007.229,Weiqiao,Yantai,,
2015,month_7,2015-07-27,Malaysia,Kuantan,,FOB,34.6528,40.0,4.75,,15.0,20150701.0,29968.45,Weiqiao,Yantai,,
2015,month_7,2015-07-27,Malaysia,Kuantan,,C&F,44.2176,40.0,4.75,,15.0,20150701.0,97325.0,Weiqiao,Longkou,,
2015,month_7,2015-07-27,Malaysia,Kuantan,,C&F,44.2176,40.0,4.75,,15.0,20150701.0,26010.0,Weiqiao,Yantai,,
2015,month_7,2015-07-28,Malaysia,Kuantan,,C&F,44.8448,40.0,4.75,,15.0,20150701.0,30714.75,Weiqiao,Longkou,,
2015,month_7,2015-07-28,Dominican Republic,Cabo Rojo,,FOB,32.928,46.5,4.75,,18.0,20150108.0,147325.0,Weiqiao,Qingdao,,
2015,month_7,2015-07-29,Malaysia,Kuantan,,C&F,44.8448,40.0,4.75,,15.0,20150701.0,40749.1,Weiqiao,Yantai,,
2015,month_7,2015-07-29,Malaysia,Kuantan,,C&F,44.8448,40.0,4.75,,15.0,20150701.0,38309.5,Weiqiao,Yantai,,
2015,month_7,2015-07-30,India,Gujarat,,C&F,61.152,42.5,6.5,,10.0,20150608.0,51086.758,Weiqiao,Laizhou,,
2015,month_7,2015-07-31,India,Gujarat,,C&F,61.152,42.0,6.5,,10.0,20150621.0,50938.65,Weiqiao,Longkou,,
2015,month_7,2015-07-31,Malaysia,Kuantan,,FOB,34.6528,40.0,4.75,,15.0,20150701.0,96936.55,Weiqiao,Longkou,,
2015,month_7,2015-07-31,Malaysia,Kuantan,,C&F,44.8448,40.0,4.75,,15.0,20150701.0,46594.45,Weiqiao,Penglai,,
2015,month_7,2015-07-31,Ghana,Takoradi,,C&F,87.024,51.0,2.0,,11.0,20150707.0,37328.4,Weiqiao,Longkou,,
2015,month_8,2015-08-03,Dominican Republic,Cabo Rojo,,FOB,32.93,46.5,5.0,,18.0,20150108.0,132468.0,Weiqiao,Qingdao,,
2015,month_8,2015-08-03,Malaysia,Kuantan,,C&F,44.84,40.0,4.75,,15.0,20150701.0,38823.75,Weiqiao,Yantai,,
2015,month_8,2015-08-04,Malaysia,Kuantan,,C&F,44.84,40.0,4.75,,15.0,20150715.0,39015.0,Weiqiao,Yantai,,
2015,month_8,2015-08-04,Malaysia,Kuantan,,C&F,44.84,40.0,4.75,,15.0,20150701.0,38632.5,Weiqiao,Qingdao,,
2015,month_8,2015-08-04,Australia,Weipa,,FOB,42.0,55.04,9.840000000000002,,11.9,20150418.0,59148.578,Weiqiao,Yantai,,
2015,month_8,2015-08-04,Australia,Weipa,,C&F,57.08,55.01,9.88,,11.9,20150320.0,67318.091,Weiqiao,Yantai,,
2015,month_8,2015-08-04,Turkey,,,CIF,37.1,55.0,3.5,23.5,,20150601.0,23.88,Henan Chunsheng Industrial,Xingang,,
2015,month_8,2015-08-05,India,Gujarat,,C&F,61.15,42.5,6.5,,10.0,20150608.0,52988.92,Weiqiao,Laizhou,,
2015,month_8,2015-08-05,Malaysia,Kuantan,,C&F,44.84,40.0,4.75,,15.0,20150715.0,39270.0,Weiqiao,Longkou,,
2015,month_8,2015-08-05,Malaysia,Kemaman,,FOB,34.65,40.0,4.75,,15.0,20150701.0,46750.0,Weiqiao,Yantai,,
2015,month_8,2015-08-05,Ghana,Takoradi,,C&F,87.01999999999998,51.0,2.0,,11.0,20150707.0,19835.1,Weiqiao,Longkou,,
2015,month_8,2015-08-07,Malaysia,Kuantan,,CIF,56.5,46.01,4.4,20.96,,20150612.0,35155.61,Xiamen Suchuan Logistics,Lianyungang,,
2015,month_8,2015-08-07,Malaysia,Kuantan,,C&F,44.84,40.0,4.75,,15.0,20150715.0,45815.0,Weiqiao,Yantai,,
2015,month_8,2015-08-07,Malaysia,Kuantan,,C&F,44.84,40.0,4.75,,15.0,20150715.0,37782.5,Weiqiao,Penglai,,
2015,month_8,2015-08-07,Dominican Republic,Cabo Rojo,,FOB,32.93,46.5,5.0,,18.0,20150108.0,146661.0,Weiqiao,Yantai,,
2015,month_8,2015-08-07,Australia,Weipa,,C&F,57.08,55.14,9.13,,11.7,20150320.0,53727.018,Weiqiao,Yantai,,
2015,month_8,2015-08-07,Australia,Weipa,,FOB,42.0,54.64,9.68,,12.2,20150618.0,61557.458,Weiqiao,Yantai,,
2015,month_8,2015-08-10,Malaysia,Kuantan,,C&F,44.84,40.0,4.75,,15.0,20150715.0,31025.0,Weiqiao,Penglai,,
2015,month_8,2015-08-10,Malaysia,Kuantan,,C&F,44.84,40.0,4.75,,15.0,20150701.0,26732.5,Weiqiao,Yantai,,
2015,month_8,2015-08-11,Malaysia,Kuantan,,C&F,44.22,40.0,4.75,,15.0,20150701.0,28050.0,Weiqiao,Yantai,,
2015,month_8,2015-08-11,Australia,Weipa,,FOB,42.0,54.77,10.19,,11.7,20150618.0,72066.928,Weiqiao,Yantai,,
2015,month_8,2015-08-11,Australia,Weipa,,FOB,42.0,54.51,9.82,,12.4,20150618.0,62542.02,Weiqiao,Qingdao,,
2015,month_8,2015-08-12,India,Gujarat,,C&F,59.27,43.0,5.5,,10.0,20150710.0,48754.0,Weiqiao,Longkou,,
2015,month_8,2015-08-12,Malaysia,Kuantan,,C&F,44.22,40.0,4.75,,15.0,20150701.0,95965.0,Weiqiao,Longkou,,
2015,month_8,2015-08-13,Malaysia,Kuantan,,FOB,49.0,46.5,4.5,21.5,17.0,20150109.0,21588.0,Xiamen Huilin (Lubei),Xiamen,,
2015,month_8,2015-08-13,Malaysia,Kuantan,,C&F,44.22,40.0,4.75,,15.0,20150710.0,28560.0,Weiqiao,Yantai,,
2015,month_8,2015-08-13,Malaysia,Kuantan,,C&F,44.84,40.0,4.75,,15.0,20150701.0,38686.05,Weiqiao,Laizhou,,
2015,month_8,2015-08-14,Malaysia,Kuantan,,C&F,44.84,40.0,4.75,,15.0,20150701.0,37710.25,Weiqiao,Yantai,,
2015,month_8,2015-08-14,Malaysia,Kuantan,,C&F,44.84,40.0,4.75,,15.0,20150701.0,38518.6,Weiqiao,Yantai,,
2015,month_8,2015-08-14,Vietnam,Dong Dang,,CIF,20.38,53.0,,,,20150715.0,448.95,Pingxiang Jingya Mining,Pingxiang,,
2015,month_8,2015-08-17,Malaysia,Kuantan,,C&F,44.22,40.0,4.75,,15.0,20150710.0,96730.0,Weiqiao,Longkou,,
2015,month_8,2015-08-17,Malaysia,Kuantan,,C&F,44.22,40.0,4.75,,15.0,20150701.0,146115.0,Weiqiao,Yantai,,
2015,month_8,2015-08-17,Malaysia,Kuantan,,C&F,44.84,40.0,4.75,,15.0,20150701.0,42840.0,Weiqiao,Weihai,,
2015,month_8,2015-08-17,Malaysia,Kuantan,,CIF,41.0,40.0,4.5,25.0,16.0,20150731.0,35826.0,Binzhou Yellow River Delta Energy Trading,Cangzhou,,
