Date,Year,Quarter,"Imports by Source, kt Aa",Australia,India,Vietnam,Other,Total Import,Unnamed: 9,"Export, kt Aa - Total",Unnamed: 11,"Production, Mt Aa",Production - Shandong,Production - Henan,Production - Shanxi,Production - Guizhou,Production - Guangxi,Production - Chongqing,Production - Other
2004-10-01 00:00:00.000,2004,Q4,0.0,0.0,0.0,0.0,0.0,424.52854699999995,,0.0,,CNIA,0.090418,0.240879,0.122,0.074454,0.078193,0.007505999999999999,0.0
2004-11-01 00:00:00.000,2004,Q4,0.0,0.0,0.0,0.0,0.0,568.73,,0.0,,CNIA,0.087532,0.248039,0.122,0.072342,0.065441,0.006864,0.0
2004-12-01 00:00:00.000,2004,Q4,0.0,0.0,0.0,0.0,0.0,436.976,,0.0,,CNIA,0.086111,0.252954,0.1235,0.071515,0.066045,0.002714,0.0
2005-01-01 00:00:00.000,2005,Q1,Customs,214.644,23.449,0.0,198.486,0.0,,0.0,,CNIA,0.08799999999999998,0.23,0.12,0.069,0.07499999999999998,0.0,0.0
2005-02-01 00:00:00.000,2005,Q1,Customs,264.715,109.211,0.0,333.715,0.0,,0.0,,CNIA,0.089825,0.23700900000000003,0.1106,0.06991500000000002,0.078194,0.004601,0.0
2005-03-01 00:00:00.000,2005,Q1,Customs,520.225,111.995,0.0,154.006,0.0,,0.0,,CNIA,0.100096,0.280409,0.12300000000000001,0.08093799999999998,0.089664,0.003619,0.0
2009-01-01 00:00:00.000,2009,Q1,Customs,329.5,0.0,0.0,1.238,0.0,,0.0,,CNIA,0.435927,0.550783,0.21239699999999997,0.10496400000000002,0.300037,0.011055,0.0
2018-06-01 00:00:00.000,2018,Q2,Customs,50.0,0.0,0.0,0.0,0.0,,118.0,,CM,2.023,0.948,1.731,0.375,0.644,0.067,0.182
2018-09-01 00:00:00.000,2018,Q3,Customs,30.0,0.0,0.0,0.0,0.0,,165.83900000000003,,CM,2.04,0.948,1.712,0.382,0.648,0.07,0.185
2005-04-01 00:00:00.000,2005,Q2,Customs,465.28,89.15,0.0,200.641,0.0,,0.0,,CNIA,0.105806,0.286279,0.105,0.0773,0.07237499999999998,0.004744,0.0
2005-05-01 00:00:00.000,2005,Q2,Customs,277.995,61.223,0.0,181.457,0.0,,0.0,,CNIA,0.11051400000000002,0.290995,0.125,0.085818,0.079615,0.004696,0.0
2005-06-01 00:00:00.000,2005,Q2,Customs,307.413,89.046,0.0,190.701,0.0,,0.0,,CNIA,0.119745,0.278929,0.1185,0.081669,0.078142,0.003348,0.0
2005-07-01 00:00:00.000,2005,Q3,Customs,291.3570000000001,77.44,0.0,156.876,0.0,,0.0,,CNIA,0.10885999999999998,0.287687,0.118,0.085436,0.07754,0.003348,0.0
2005-08-01 00:00:00.000,2005,Q3,Customs,339.875,62.982,0.0,105.933,0.0,,0.0,,CNIA,0.133466,0.298,0.126,0.085485,0.077812,0.008771,0.0
2005-09-01 00:00:00.000,2005,Q3,Customs,359.936,62.903,0.0,147.942,0.0,,0.0,,CNIA,0.124338,0.287217,0.116,0.08321399999999998,0.076657,0.007079,0.0
2005-10-01 00:00:00.000,2005,Q4,Customs,270.743,67.352,0.0,73.388,0.0,,0.0,,CNIA,0.165739,0.313956,0.12,0.082799,0.078783,0.00984,0.0
2005-11-01 00:00:00.000,2005,Q4,Customs,355.7850000000001,110.987,0.0,172.97099999999998,0.0,,0.0,,CNIA,0.175046,0.309433,0.1638,0.078841,0.06640400000000002,0.013008,0.0
2005-12-01 00:00:00.000,2005,Q4,Customs,240.495,131.226,0.0,131.692,0.0,,0.0,,CNIA,0.175288,0.31171,0.1607,0.081098,0.069043,0.008711,0.0
2006-01-01 00:00:00.000,2006,Q1,Customs,305.723,114.918,0.0,358.748,0.0,,0.0,,CNIA,0.170369,0.360356375,0.1651,0.086902,0.081275,0.01111,0.0
2006-02-01 00:00:00.000,2006,Q1,Customs,413.058,0.0,0.0,140.161,0.0,,0.0,,CNIA,0.201735,0.353318375,0.1612,0.080416,0.075243,0.011246,0.0
2006-03-01 00:00:00.000,2006,Q1,Customs,288.337,119.34899999999999,0.0,134.662,0.0,,0.0,,CNIA,0.240658,0.391880375,0.193,0.088192,0.081377,0.010987,0.0
2006-04-01 00:00:00.000,2006,Q2,Customs,203.356,88.92199999999998,0.0,217.024,0.0,,0.0,,CNIA,0.274016,0.402201375,0.1883,0.085714,0.08089699999999998,0.011878,0.0
2006-05-01 00:00:00.000,2006,Q2,Customs,369.96,81.534,0.0,115.384,0.0,,0.0,,CNIA,0.292941,0.420201375,0.193,0.091311,0.08211799999999998,0.020735,0.0
2006-06-01 00:00:00.000,2006,Q2,Customs,329.115,29.406999999999996,0.0,265.516,0.0,,0.0,,CNIA,0.298283,0.414587375,0.195297,0.089386,0.08082699999999998,0.024126,0.0
2018-10-01 00:00:00.000,2018,Q4,Customs,50.0,0.0,0.0,0.0,0.0,,460.0,,CM,2.112,0.944,1.729,0.375,0.65,0.07,0.185
2019-01-01 00:00:00.000,2019,Q1,Customs,80.0,0.0,0.0,0.0,0.0,,142.864,,CM,2.059,0.8359999999999999,1.768,0.37200000000000005,0.655,0.07,0.187
2019-05-01 00:00:00.000,2019,Q2,Customs,60.0,0.0,0.0,0.0,0.0,,7.535999999999999,,CM,2.117,0.848,1.57,0.375,0.625,0.115,0.18899999999999997
2006-07-01 00:00:00.000,2006,Q3,Customs,361.806,72.69,0.0,223.509,0.0,,0.0,,CNIA,0.327049,0.454398375,0.231913,0.093002,0.078811,0.022558,0.0
2006-08-01 00:00:00.000,2006,Q3,Customs,419.842,32.562,0.0,252.086,0.0,,0.0,,CNIA,0.32965,0.470649375,0.225711,0.093746,0.07718999999999998,0.022865,0.0
2006-09-01 00:00:00.000,2006,Q3,Customs,327.197,29.459,0.0,180.463,0.0,,0.0,,CNIA,0.326228,0.463884,0.249905,0.088898,0.07430499999999998,0.021476,0.0
2006-10-01 00:00:00.000,2006,Q4,Customs,185.504,58.862,0.0,158.985,0.0,,0.0,,CNIA,0.361807,0.491575,0.263152,0.092678,0.07792799999999998,0.023612,0.0
2006-11-01 00:00:00.000,2006,Q4,Customs,451.831,30.916,0.0,169.694,0.0,,0.0,,CNIA,0.382607,0.501636,0.2435,0.092218,0.07792799999999998,0.027807,0.0
2006-12-01 00:00:00.000,2006,Q4,Customs,275.585,79.804,0.0,152.484,0.0,,0.0,,CNIA,0.460721,0.506577,0.237927,0.093764,0.074991,0.024167,0.0
2007-01-01 00:00:00.000,2007,Q1,Customs,520.544,30.598,0.0,5.443,0.0,,0.0,,NBS,0.4274934,0.5712566,0.27312,0.105395,0.083335,0.023284,0.0023390000000000897
2007-02-01 00:00:00.000,2007,Q1,Customs,391.673,87.659,0.0,49.763,0.0,,0.0,,NBS,0.450025216129032,0.62431084516129,0.24684312903225797,0.095517,0.074198,0.025512,0.00202400000000003
2007-03-01 00:00:00.000,2007,Q1,Customs,255.12,30.598,0.0,35.107,0.0,,0.0,,HL,0.5776519,0.600194,0.265503,0.104827,0.081732,0.026274,0.00174099999999999
2007-04-01 00:00:00.000,2007,Q2,Customs,424.06,126.103,0.0,30.826,0.0,,0.0,,HL,0.6518511,0.606025,0.256605,0.101017,0.080662,0.025927999999999996,0.002799
2007-05-01 00:00:00.000,2007,Q2,Customs,230.639,61.194,0.0,6.167,0.0,,0.0,,CNIA,0.497557,0.619431,0.285282,0.104249,0.082942,0.028193,0.0
2007-06-01 00:00:00.000,2007,Q2,Customs,302.379,30.596,0.0,7.787,0.0,,0.0,,CNIA,0.510976,0.615669,0.271156,0.10553599999999999,0.079973,0.029366000000000003,0.0
2007-07-01 00:00:00.000,2007,Q3,Customs,335.394,73.796,0.0,31.398000000000003,0.0,,0.0,,CNIA,0.5424293,0.63605492,0.240771,0.103414,0.080852,0.0243787,0.0
2007-08-01 00:00:00.000,2007,Q3,Customs,341.962,30.59,0.0,29.883,0.0,,0.0,,CNIA,0.57474,0.676204,0.263126,0.11018,0.077683,0.029591,0.0
2019-06-01 00:00:00.000,2019,Q2,Customs,50.0,0.0,0.0,0.0,0.0,,3.756,,CM,2.125,0.87,1.592,0.364,0.64,0.125,0.18
2019-07-01 00:00:00.000,2019,Q3,Customs,200.0,0.0,0.0,0.0,0.0,,4.4,,CM,2.177,0.883,1.555,0.385,0.645,0.115,0.184
2019-08-01 00:00:00.000,2019,Q3,Customs,120.0,0.0,0.0,0.0,0.0,,3.555,,CM,2.257,0.787,1.4680000000000002,0.365,0.665,0.105,0.19
2007-09-01 00:00:00.000,2007,Q3,Customs,414.23,31.605,0.0,3.907,0.0,,0.0,,CNIA,0.5490304,0.65623131,0.26434,0.112782,0.081905,0.021962,0.0
2007-10-01 00:00:00.000,2007,Q4,Customs,435.82,30.6,0.0,5.01,0.0,,0.0,,CNIA,0.570049,0.66417699,0.266804,0.11430599999999999,0.082967,0.015418,0.0
2007-11-01 00:00:00.000,2007,Q4,Customs,369.725,0.0,0.0,4.244,0.0,,0.0,,CNIA,0.578247,0.615552,0.268518,0.110577,0.07781699999999998,0.016063,0.0
2007-12-01 00:00:00.000,2007,Q4,Customs,294.338,30.597,0.0,4.342,0.0,,0.0,,CNIA,0.582354,0.625016,0.257187,0.114944,0.080942,0.030806,0.0
2008-01-01 00:00:00.000,2008,Q1,Customs,569.27,86.691,0.0,3.471,0.0,,0.0,,CNIA,0.60154478,0.64730448,0.265321,0.093106,0.083878,0.024747,0.0
2008-02-01 00:00:00.000,2008,Q1,Customs,208.379,86.686,0.0,3.4560000000000004,0.0,,0.0,,CNIA,0.5711038,0.71769936,0.286094,0.08079799999999998,0.07870499999999998,0.022075,0.0
2008-03-01 00:00:00.000,2008,Q1,Customs,163.214,30.597,0.0,4.327,0.0,,0.0,,CNIA,0.593477,0.685268,0.2705,0.124438,0.083217,0.025744,0.0
