Date,Year,Quarter,"by Source, Mt Bx",Australia,India,Indonesia,Malaysia,Guinea,Other
1999-07-01 00:00:00.000,1999,Q3,,,,,,,
1999-08-01 00:00:00.000,1999,Q3,,,,,,,
1999-09-01 00:00:00.000,1999,Q3,,,,,,,
1999-10-01 00:00:00.000,1999,Q4,,,,,,,
1999-11-01 00:00:00.000,1999,Q4,,,,,,,
1999-12-01 00:00:00.000,1999,Q4,,,,,,,
2000-01-01 00:00:00.000,2000,Q1,,,,,,,
2000-02-01 00:00:00.000,2000,Q1,,,,,,,
2000-03-01 00:00:00.000,2000,Q1,,,,,,,
2000-04-01 00:00:00.000,2000,Q2,,,,,,,
2000-05-01 00:00:00.000,2000,Q2,,,,,,,
2000-06-01 00:00:00.000,2000,Q2,,,,,,,
2000-07-01 00:00:00.000,2000,Q3,,,,,,,
2000-08-01 00:00:00.000,2000,Q3,,,,,,,
2000-09-01 00:00:00.000,2000,Q3,,,,,,,
2000-10-01 00:00:00.000,2000,Q4,,,,,,,
