Date,Year,Quarter,Longkou,Qingdao,Rizhao,Yantai,Lianyungang,Laizhou,"Other（Weihai, Caofeidian, Qinzhou, Jingtang, Caofeidian, Huanghua）",Unnamed: 10,"CM Port, Million DMT"
2016-10-01 00:00:00.000,2016,Q4,6.6,1.85,0.06,4.5,0.07,,0.0,,0.0
2016-11-01 00:00:00.000,2016,Q4,7.1,2.0,0.05,3.6,0.1,,0.0,,0.0
2016-12-01 00:00:00.000,2016,Q4,7.5,2.6,0.07,4.4,0.32,,0.0,,0.0
2017-01-01 00:00:00.000,2017,Q1,8.0,2.7,0.6,4.0,0.2,,0.5,,0.0
2017-02-01 00:00:00.000,2017,Q1,6.0,3.0,0.3,3.6,0.08,,1.0,,0.0
2017-03-01 00:00:00.000,2017,Q1,7.0,2.8,0.28,3.0,0.1,,1.5,,0.0
2017-04-01 00:00:00.000,2017,Q2,4.2,1.7,0.17,2.51,0.06,,2.0,,0.0
2017-05-01 00:00:00.000,2017,Q2,6.0,2.0,0.25,3.0,0.07,,2.0,,0.0
2017-06-01 00:00:00.000,2017,Q2,5.7,2.2,0.2,2.8,0.08,,2.0,,0.0
2017-07-01 00:00:00.000,2017,Q3,0.7,2.5,0.3,3.0,0.06,,2.0,,0.0
2017-08-01 00:00:00.000,2017,Q3,6.8,2.4,0.25,3.1,0.08,,2.0,,0.0
2017-09-01 00:00:00.000,2017,Q3,7.1,3.0,0.3,3.4,0.15,,2.0,,0.0
2017-10-01 00:00:00.000,2017,Q4,6.5,2.8,0.28,3.0,0.08,,2.0,,0.0
2017-11-01 00:00:00.000,2017,Q4,,,,,,,,,12.4281818181818
2017-12-01 00:00:00.000,2017,Q4,,,,,,,,,12.5983636363636
2018-01-01 00:00:00.000,2018,Q1,,,,,,,,,12.8536363636364
2018-02-01 00:00:00.000,2018,Q1,,,,,,,,,14.768181818181802
2018-03-01 00:00:00.000,2018,Q1,,,,,,,,,14.3852727272727
2018-04-01 00:00:00.000,2018,Q2,,,,,,,,,13.194
2018-05-01 00:00:00.000,2018,Q2,,,,,,,,,14.2576363636364
2018-06-01 00:00:00.000,2018,Q2,,,,,,,,,14.6830909090909
2018-07-01 00:00:00.000,2018,Q3,,,,,,,,,13.6221818181818
2018-08-01 00:00:00.000,2018,Q3,,,,,,,,,15.2321818181818
2018-09-01 00:00:00.000,2018,Q3,5.49,2.7,0.55,3.6,0.2,4.5,,,0.0
2018-10-01 00:00:00.000,2018,Q4,5.5,3.1,0.6,4.34,0.3,2.46,,,0.0
2018-11-01 00:00:00.000,2018,Q4,5.6,3.6,0.6,3.6,0.49,3.0,,,0.0
2018-12-01 00:00:00.000,2018,Q4,5.5,3.6,0.85,3.7,0.3,3.2,1.1,,0.0
2019-01-01 00:00:00.000,2019,Q1,5.7,3.1,0.7,4.5,0.4,3.0,1.05,,0.0
2019-02-01 00:00:00.000,2019,Q1,5.5,4.0,1.3,6.0,0.3,3.0,1.03,,0.0
2019-03-01 00:00:00.000,2019,Q1,5.7,4.5,1.0,7.0,0.3,3.0,1.0,,0.0
2019-04-01 00:00:00.000,2019,Q2,6.0,4.7,1.1,8.5,0.5,3.0,1.2,,0.0
2019-05-01 00:00:00.000,2019,Q2,5.5,4.0,1.2,8.8,0.5,2.9,1.4,,0.0
2019-06-01 00:00:00.000,2019,Q2,5.6,5.0,1.1,9.5,0.55,3.0,1.2,,0.0
2019-07-01 00:00:00.000,2019,Q3,6.6,4.4,0.9,11.0,0.7,1.69,1.2,,0.0
2019-08-01 00:00:00.000,2019,Q3,6.4,4.4,1.0,10.8,0.6,3.0,1.6,,0.0
2019-09-01 00:00:00.000,2019,Q3,6.5,5.0,0.7,10.0,0.3,3.0,2.2,,0.0
2019-10-01 00:00:00.000,2019,Q4,6.5,4.9,0.5,9.1,0.23,3.1,2.0,,0.0
2019-11-01 00:00:00.000,2019,Q4,5.6,5.15,0.5,9.0,0.2,3.0,1.5,,0.0
2019-12-01 00:00:00.000,2019,Q4,5.6,5.0,0.6,9.5,0.6,2.9,1.6,,0.0
2020-01-01 00:00:00.000,2020,Q1,5.6,5.8,0.9,11.5,0.95,3.1,1.8,,0.0
2020-02-01 00:00:00.000,2020,Q1,5.2,5.6,1.15,12.0,0.9,2.5,2.1,,0.0
2020-03-01 00:00:00.000,2020,Q1,4.0,5.6,1.2,12.0,1.1,2.3,1.6,,0.0
2020-04-01 00:00:00.000,2020,Q2,3.3,5.0,1.1,11.4,0.8,2.0,2.0,,0.0
