bauxite,owner,ownership,technology,category,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
Domestic,Not Available,Not Available ,Not Available,Guangxi,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Domestic,Not Available,Not Available ,Not Available,Guizhou,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Domestic,Not Available,Not Available ,Not Available,Henan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Domestic,Not Available,Not Available ,Not Available,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domestic,Not Available,Not Available ,Not Available,Shanxi,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,,,,137355.76611922812,206699.37704227603,269171.1582308126,335051.7294371545,372289.6578725908,415060.857256391,477535.08807332075,583955.2701064155,671403.3680412376,690738.1714471194,813997.0838031778,822865.9258589866,970282.0249942816,974587.6063106551,868429.6758795757,756596.8564630665,789528.6802141964,748693.0038445571,714092.4483163464,673000.5028076515,674290.3644526878,502223.06744553766,491160.3046355165,325321.65341960883,319392.72665085737,291361.0712565561,284181.2480857781
