Province,Inventry,Geological edowment,deep bauxite,minable_shallow_inventory,refractory_allocation,remaining_inventory_available_to_mining_for_SGA000t,remaining_inventory_available_to_mining_for_SGA_AA,remaining_inventory_available_to_mining_for_SGA_SiO2,remaining_inventory_available_to_mining_for_SGA_AS,extractable_to_SGA,working_stock_prior_to_AA_and_AS_de_rating000t,working_stock_prior_to_AA_and_AS_de_rating_AA,Unnamed: 13,working_stock_prior_to_AA_and_AS_de_rating_AS,de_rated_Al2O3,de_rated_AS,de_rated_SiO2,province_county_000twstockprior,refractory_depletion_end_2009,refractory_depletion_end_2009_000t,SGA_depletion_end_2009,SGA_depletion_end_2009_000t,endowment_end_2009_prov_totals,geol_endowment_end_2009,endowment_end_2009_all,max_extr_inventory_end_2009_1,AA_end_2009_1,SiO2_end_2009_1,AS_end_2009_1,max_extr_inventory_end_2009_2,AA_end_2009_2,AS_end_2009_2,SiO2_end_2009_2,max_extr_inventory_end_2009_3,AA_end_2009_3,SiO2_end_2009_3,AS_end_2009_3,unallocated
0,0,0,24341.0,5318288.1221699985,311133.31739999994,5007154.804769998,0.5953427665078493,0.10722776026268853,5.552132815694068,0.5303317985490281,2655453.413227081,0.5953427665078493,0,5.552132815694068,0.5709059327254442,5.106309302789413,0.11180402495665051,0,0.0,0.0,0.0,0.0,0,0.0,2966.5867306270807,2966586.730627081,0.5780589345873871,0.1082353785206175,5.340757730867768,311133.31739999994,0.7,9.0,0.07777777777777778,2655453.413227081,0.5709059327254442,0.11180402495665051,5.106309302789413,152703.29477630905
