bauxite,owner,ownership,technology,category,province,refinery,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,Alumina Grade
Domestic,East Hope,East Hope,H-B,Guangxi,Shanxi,East Hope Lingshi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.296239682267,4128.310791068736,4610.265546743258,4666.461867959258,2084.0954602174625,2111.943467224435,2139.5741815892616,2167.1973914523255,2194.994176190428,2223.130095609704,2251.764645886238,2281.0588645100183,0.0,0.0,0.0,0.0,0.1460686512131465
Domestic,East Hope,East Hope,H-B,Guizhou,Shanxi,East Hope Lingshi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.296239682267,4128.310791068736,4610.265546743258,4666.461867959258,2084.0954602174625,2111.943467224435,2139.5741815892616,2167.1973914523255,2194.994176190428,2223.130095609704,2251.764645886238,2281.0588645100183,0.0,0.0,0.0,0.0,0.1460686512131465
Domestic,East Hope,East Hope,H-B,Henan,Shanxi,East Hope Lingshi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.296239682267,4128.310791068736,4610.265546743258,4666.461867959258,2084.0954602174625,2111.943467224435,2139.5741815892616,2167.1973914523255,2194.994176190428,2223.130095609704,2251.764645886238,2281.0588645100183,0.0,0.0,0.0,0.0,0.1460686512131465
Domestic,East Hope,East Hope,H-B,Other,Shanxi,East Hope Lingshi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.296239682267,4128.310791068736,4610.265546743258,4666.461867959258,2084.0954602174625,2111.943467224435,2139.5741815892616,2167.1973914523255,2194.994176190428,2223.130095609704,2251.764645886238,2281.0588645100183,0.0,0.0,0.0,0.0,0.1460686512131465
Domestic,East Hope,East Hope,H-B,Shanxi,Shanxi,East Hope Lingshi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.296239682267,4128.310791068736,4610.265546743258,4666.461867959258,2084.0954602174625,2111.943467224435,2139.5741815892616,2167.1973914523255,2194.994176190428,2223.130095609704,2251.764645886238,2281.0588645100183,0.0,0.0,0.0,0.0,0.1460686512131465
Domestic,East Hope,East Hope,"H-B, ODT",Guangxi,Henan,East Hope Mianchi,0.0,455.06667296232183,1746.3119282156126,2379.551444241496,3761.979501756626,4060.1861366154217,3956.766558941878,4175.685054825777,4746.131631923758,4796.839318316277,5275.461845700622,5330.011604079558,6195.87455854048,5842.425183074361,4375.594904782495,3842.8497166689667,4095.0030021038788,4122.754872002666,4150.708925471324,4178.946073810345,4207.548006456618,0.0,0.0,0.0,0.0,0.0,0.0,0.11381624777379985
Domestic,East Hope,East Hope,"H-B, ODT",Guizhou,Henan,East Hope Mianchi,0.0,455.06667296232183,1746.3119282156126,2379.551444241496,3761.979501756626,4060.1861366154217,3956.766558941878,4175.685054825777,4746.131631923758,4796.839318316277,5275.461845700622,5330.011604079558,6195.87455854048,5842.425183074361,4375.594904782495,3842.8497166689667,4095.0030021038788,4122.754872002666,4150.708925471324,4178.946073810345,4207.548006456618,0.0,0.0,0.0,0.0,0.0,0.0,0.11381624777379985
Domestic,East Hope,East Hope,"H-B, ODT",Henan,Henan,East Hope Mianchi,0.0,455.06667296232183,1746.3119282156126,2379.551444241496,3761.979501756626,4060.1861366154217,3956.766558941878,4175.685054825777,4746.131631923758,4796.839318316277,5275.461845700622,5330.011604079558,6195.87455854048,5842.425183074361,4375.594904782495,3842.8497166689667,4095.0030021038788,4122.754872002666,4150.708925471324,4178.946073810345,4207.548006456618,0.0,0.0,0.0,0.0,0.0,0.0,0.11381624777379985
Domestic,East Hope,East Hope,"H-B, ODT",Other,Henan,East Hope Mianchi,0.0,455.06667296232183,1746.3119282156126,2379.551444241496,3761.979501756626,4060.1861366154217,3956.766558941878,4175.685054825777,4746.131631923758,4796.839318316277,5275.461845700622,5330.011604079558,6195.87455854048,5842.425183074361,4375.594904782495,3842.8497166689667,4095.0030021038788,4122.754872002666,4150.708925471324,4178.946073810345,4207.548006456618,0.0,0.0,0.0,0.0,0.0,0.0,0.11381624777379985
Domestic,East Hope,East Hope,"H-B, ODT",Shanxi,Henan,East Hope Mianchi,0.0,455.06667296232183,1746.3119282156126,2379.551444241496,3761.979501756626,4060.1861366154217,3956.766558941878,4175.685054825777,4746.131631923758,4796.839318316277,5275.461845700622,5330.011604079558,6195.87455854048,5842.425183074361,4375.594904782495,3842.8497166689667,4095.0030021038788,4122.754872002666,4150.708925471324,4178.946073810345,4207.548006456618,0.0,0.0,0.0,0.0,0.0,0.0,0.11381624777379985
Domestic,Jinjiang,Jinjiang,H-B,Guangxi,Guangxi,Jinjiang Longzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.3955621743846,2200.6266893711845,2801.597371076214,2839.6345539080216,2868.4375498111726,2892.915769618968,2915.0031399255467,2935.714842396869,0.0,0.0,0.08771390740324164
Domestic,Jinjiang,Jinjiang,H-B,Guizhou,Guangxi,Jinjiang Longzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.3955621743846,2200.6266893711845,2801.597371076214,2839.6345539080216,2868.4375498111726,2892.915769618968,2915.0031399255467,2935.714842396869,0.0,0.0,0.08771390740324164
Domestic,Jinjiang,Jinjiang,H-B,Henan,Guangxi,Jinjiang Longzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.3955621743846,2200.6266893711845,2801.597371076214,2839.6345539080216,2868.4375498111726,2892.915769618968,2915.0031399255467,2935.714842396869,0.0,0.0,0.08771390740324164
Domestic,Jinjiang,Jinjiang,H-B,Other,Guangxi,Jinjiang Longzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.3955621743846,2200.6266893711845,2801.597371076214,2839.6345539080216,2868.4375498111726,2892.915769618968,2915.0031399255467,2935.714842396869,0.0,0.0,0.08771390740324164
Domestic,Jinjiang,Jinjiang,H-B,Shanxi,Guangxi,Jinjiang Longzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1276.3955621743846,2200.6266893711845,2801.597371076214,2839.6345539080216,2868.4375498111726,2892.915769618968,2915.0031399255467,2935.714842396869,0.0,0.0,0.08771390740324164
Domestic,Jinjiang,Jinjiang,H-B,Guangxi,Guangxi,Jinjiang Tiandong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.2801038209157,1183.2083894440473,1909.2881123409616,1686.4244279188554,2424.8479771936272,2321.644780016614,2164.486472522725,2176.242284508207,2187.2060353862944,2197.561428046195,2207.434523070732,2216.916234988159,2226.0747004788122,2234.962580323165,2039.6560158104603,2046.6588775000776,2053.5343764481963,2060.2988381646132,2066.9663144164524,0.060323960997660915
Domestic,Jinjiang,Jinjiang,H-B,Guizhou,Guangxi,Jinjiang Tiandong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.2801038209157,1183.2083894440473,1909.2881123409616,1686.4244279188554,2424.8479771936272,2321.644780016614,2164.486472522725,2176.242284508207,2187.2060353862944,2197.561428046195,2207.434523070732,2216.916234988159,2226.0747004788122,2234.962580323165,2039.6560158104603,2046.6588775000776,2053.5343764481963,2060.2988381646132,2066.9663144164524,0.060323960997660915
Domestic,Jinjiang,Jinjiang,H-B,Henan,Guangxi,Jinjiang Tiandong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.2801038209157,1183.2083894440473,1909.2881123409616,1686.4244279188554,2424.8479771936272,2321.644780016614,2164.486472522725,2176.242284508207,2187.2060353862944,2197.561428046195,2207.434523070732,2216.916234988159,2226.0747004788122,2234.962580323165,2039.6560158104603,2046.6588775000776,2053.5343764481963,2060.2988381646132,2066.9663144164524,0.060323960997660915
Domestic,Jinjiang,Jinjiang,H-B,Other,Guangxi,Jinjiang Tiandong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.2801038209157,1183.2083894440473,1909.2881123409616,1686.4244279188554,2424.8479771936272,2321.644780016614,2164.486472522725,2176.242284508207,2187.2060353862944,2197.561428046195,2207.434523070732,2216.916234988159,2226.0747004788122,2234.962580323165,2039.6560158104603,2046.6588775000776,2053.5343764481963,2060.2988381646132,2066.9663144164524,0.060323960997660915
Domestic,Jinjiang,Jinjiang,H-B,Shanxi,Guangxi,Jinjiang Tiandong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.2801038209157,1183.2083894440473,1909.2881123409616,1686.4244279188554,2424.8479771936272,2321.644780016614,2164.486472522725,2176.242284508207,2187.2060353862944,2197.561428046195,2207.434523070732,2216.916234988159,2226.0747004788122,2234.962580323165,2039.6560158104603,2046.6588775000776,2053.5343764481963,2060.2988381646132,2066.9663144164524,0.060323960997660915
Domestic,Jinjiang,Jinjiang,H-B,Guangxi,Shanxi,Fusheng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0377582409293,1327.8359695011432,1609.8071875850198,1890.8281033184849,1938.3680565304592,1980.9134901693483,2020.9846412966788,2059.87189219409,1836.0940235205444,1599.23985929678,1621.387613156147,1643.992538711758,0.0,0.0,0.0,0.0,0.0,0.0,0.14015748382822002
Domestic,Jinjiang,Jinjiang,H-B,Guizhou,Shanxi,Fusheng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0377582409293,1327.8359695011432,1609.8071875850198,1890.8281033184849,1938.3680565304592,1980.9134901693483,2020.9846412966788,2059.87189219409,1836.0940235205444,1599.23985929678,1621.387613156147,1643.992538711758,0.0,0.0,0.0,0.0,0.0,0.0,0.14015748382822002
Domestic,Jinjiang,Jinjiang,H-B,Henan,Shanxi,Fusheng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0377582409293,1327.8359695011432,1609.8071875850198,1890.8281033184849,1938.3680565304592,1980.9134901693483,2020.9846412966788,2059.87189219409,1836.0940235205444,1599.23985929678,1621.387613156147,1643.992538711758,0.0,0.0,0.0,0.0,0.0,0.0,0.14015748382822002
Domestic,Jinjiang,Jinjiang,H-B,Other,Shanxi,Fusheng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0377582409293,1327.8359695011432,1609.8071875850198,1890.8281033184849,1938.3680565304592,1980.9134901693483,2020.9846412966788,2059.87189219409,1836.0940235205444,1599.23985929678,1621.387613156147,1643.992538711758,0.0,0.0,0.0,0.0,0.0,0.0,0.14015748382822002
Domestic,Jinjiang,Jinjiang,H-B,Shanxi,Shanxi,Fusheng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0377582409293,1327.8359695011432,1609.8071875850198,1890.8281033184849,1938.3680565304592,1980.9134901693483,2020.9846412966788,2059.87189219409,1836.0940235205444,1599.23985929678,1621.387613156147,1643.992538711758,0.0,0.0,0.0,0.0,0.0,0.0,0.14015748382822002
Domestic,Jinjiang,Jinjiang,H-B,Guangxi,Shanxi,Xingan Chemical,0.0,0.0,0.0,0.0,415.8973808241786,855.2530993837785,1787.1842136784528,4512.63356925794,4917.218880646383,5028.291699232584,5124.3175272823255,5791.569227394619,6139.9370514426255,6247.603009380435,6480.556084345844,4652.085017768938,4968.914875657222,5031.318571358,5094.907153670733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14216569388119565
Domestic,Jinjiang,Jinjiang,H-B,Guizhou,Shanxi,Xingan Chemical,0.0,0.0,0.0,0.0,415.8973808241786,855.2530993837785,1787.1842136784528,4512.63356925794,4917.218880646383,5028.291699232584,5124.3175272823255,5791.569227394619,6139.9370514426255,6247.603009380435,6480.556084345844,4652.085017768938,4968.914875657222,5031.318571358,5094.907153670733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14216569388119565
Domestic,Jinjiang,Jinjiang,H-B,Henan,Shanxi,Xingan Chemical,0.0,0.0,0.0,0.0,415.8973808241786,855.2530993837785,1787.1842136784528,4512.63356925794,4917.218880646383,5028.291699232584,5124.3175272823255,5791.569227394619,6139.9370514426255,6247.603009380435,6480.556084345844,4652.085017768938,4968.914875657222,5031.318571358,5094.907153670733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14216569388119565
Domestic,Jinjiang,Jinjiang,H-B,Other,Shanxi,Xingan Chemical,0.0,0.0,0.0,0.0,415.8973808241786,855.2530993837785,1787.1842136784528,4512.63356925794,4917.218880646383,5028.291699232584,5124.3175272823255,5791.569227394619,6139.9370514426255,6247.603009380435,6480.556084345844,4652.085017768938,4968.914875657222,5031.318571358,5094.907153670733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14216569388119565
Domestic,Jinjiang,Jinjiang,H-B,Shanxi,Shanxi,Xingan Chemical,0.0,0.0,0.0,0.0,415.8973808241786,855.2530993837785,1787.1842136784528,4512.63356925794,4917.218880646383,5028.291699232584,5124.3175272823255,5791.569227394619,6139.9370514426255,6247.603009380435,6480.556084345844,4652.085017768938,4968.914875657222,5031.318571358,5094.907153670733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14216569388119565
Domestic,Jinjiang,Jinjiang,"H-B, ODT, Sweetening",Guangxi,Henan,Kaiman,0.0,949.6705101768489,2550.1299122681003,2625.654087984884,3048.0840187781996,3278.998538793426,3189.3341343815996,4096.927160478294,4143.150045919738,4079.1537673834578,3684.977209263052,4152.684301125397,4190.0763130040605,4226.939803766827,4241.093239015185,3168.3353622947147,2846.6594328203123,2862.6314124700884,2993.866867354057,2548.132182266388,2560.847872609309,0.0,0.0,0.0,0.0,0.0,0.0,0.10849459831688875
Domestic,Jinjiang,Jinjiang,"H-B, ODT, Sweetening",Guizhou,Henan,Kaiman,0.0,949.6705101768489,2550.1299122681003,2625.654087984884,3048.0840187781996,3278.998538793426,3189.3341343815996,4096.927160478294,4143.150045919738,4079.1537673834578,3684.977209263052,4152.684301125397,4190.0763130040605,4226.939803766827,4241.093239015185,3168.3353622947147,2846.6594328203123,2862.6314124700884,2993.866867354057,2548.132182266388,2560.847872609309,0.0,0.0,0.0,0.0,0.0,0.0,0.10849459831688875
Domestic,Jinjiang,Jinjiang,"H-B, ODT, Sweetening",Henan,Henan,Kaiman,0.0,949.6705101768489,2550.1299122681003,2625.654087984884,3048.0840187781996,3278.998538793426,3189.3341343815996,4096.927160478294,4143.150045919738,4079.1537673834578,3684.977209263052,4152.684301125397,4190.0763130040605,4226.939803766827,4241.093239015185,3168.3353622947147,2846.6594328203123,2862.6314124700884,2993.866867354057,2548.132182266388,2560.847872609309,0.0,0.0,0.0,0.0,0.0,0.0,0.10849459831688875
Domestic,Jinjiang,Jinjiang,"H-B, ODT, Sweetening",Other,Henan,Kaiman,0.0,949.6705101768489,2550.1299122681003,2625.654087984884,3048.0840187781996,3278.998538793426,3189.3341343815996,4096.927160478294,4143.150045919738,4079.1537673834578,3684.977209263052,4152.684301125397,4190.0763130040605,4226.939803766827,4241.093239015185,3168.3353622947147,2846.6594328203123,2862.6314124700884,2993.866867354057,2548.132182266388,2560.847872609309,0.0,0.0,0.0,0.0,0.0,0.0,0.10849459831688875
Domestic,Jinjiang,Jinjiang,"H-B, ODT, Sweetening",Shanxi,Henan,Kaiman,0.0,949.6705101768489,2550.1299122681003,2625.654087984884,3048.0840187781996,3278.998538793426,3189.3341343815996,4096.927160478294,4143.150045919738,4079.1537673834578,3684.977209263052,4152.684301125397,4190.0763130040605,4226.939803766827,4241.093239015185,3168.3353622947147,2846.6594328203123,2862.6314124700884,2993.866867354057,2548.132182266388,2560.847872609309,0.0,0.0,0.0,0.0,0.0,0.0,0.10849459831688875
Domestic,Jinjiang,"Jinjiang, Yima Coal Group","H-B, CGA",Guangxi,Henan,Yima Yixiang,18.654472136671064,153.1248735067452,383.89481582599524,585.95473188879,893.0600984867136,965.3974496794447,942.3536609952439,996.032983561578,629.9613960530511,1057.3523615372276,1069.282062985901,1080.880832716763,983.0665147445919,661.5081845525895,1109.340370758863,672.4575431352292,676.6204556427567,680.8288140492017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10757864431280081
Domestic,Jinjiang,"Jinjiang, Yima Coal Group","H-B, CGA",Guizhou,Henan,Yima Yixiang,18.654472136671064,153.1248735067452,383.89481582599524,585.95473188879,893.0600984867136,965.3974496794447,942.3536609952439,996.032983561578,629.9613960530511,1057.3523615372276,1069.282062985901,1080.880832716763,983.0665147445919,661.5081845525895,1109.340370758863,672.4575431352292,676.6204556427567,680.8288140492017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10757864431280081
Domestic,Jinjiang,"Jinjiang, Yima Coal Group","H-B, CGA",Henan,Henan,Yima Yixiang,18.654472136671064,153.1248735067452,383.89481582599524,585.95473188879,893.0600984867136,965.3974496794447,942.3536609952439,996.032983561578,629.9613960530511,1057.3523615372276,1069.282062985901,1080.880832716763,983.0665147445919,661.5081845525895,1109.340370758863,672.4575431352292,676.6204556427567,680.8288140492017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10757864431280081
Domestic,Jinjiang,"Jinjiang, Yima Coal Group","H-B, CGA",Other,Henan,Yima Yixiang,18.654472136671064,153.1248735067452,383.89481582599524,585.95473188879,893.0600984867136,965.3974496794447,942.3536609952439,996.032983561578,629.9613960530511,1057.3523615372276,1069.282062985901,1080.880832716763,983.0665147445919,661.5081845525895,1109.340370758863,672.4575431352292,676.6204556427567,680.8288140492017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10757864431280081
Domestic,Jinjiang,"Jinjiang, Yima Coal Group","H-B, CGA",Shanxi,Henan,Yima Yixiang,18.654472136671064,153.1248735067452,383.89481582599524,585.95473188879,893.0600984867136,965.3974496794447,942.3536609952439,996.032983561578,629.9613960530511,1057.3523615372276,1069.282062985901,1080.880832716763,983.0665147445919,661.5081845525895,1109.340370758863,672.4575431352292,676.6204556427567,680.8288140492017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10757864431280081
Domestic,Other,Aokaida,H-B,Guangxi,Shanxi,Aokaida,0.0,0.0,0.0,0.0,0.0,90.5624119450418,101.31781939665085,338.50422299388345,345.8659083915758,351.06748176362635,355.4070077497567,404.17309835017267,408.64350724541714,366.95289887539093,693.942284466812,375.7242333502644,378.6369084337065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10204669705631914
Domestic,Other,Aokaida,H-B,Guizhou,Shanxi,Aokaida,0.0,0.0,0.0,0.0,0.0,90.5624119450418,101.31781939665085,338.50422299388345,345.8659083915758,351.06748176362635,355.4070077497567,404.17309835017267,408.64350724541714,366.95289887539093,693.942284466812,375.7242333502644,378.6369084337065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10204669705631914
Domestic,Other,Aokaida,H-B,Henan,Shanxi,Aokaida,0.0,0.0,0.0,0.0,0.0,90.5624119450418,101.31781939665085,338.50422299388345,345.8659083915758,351.06748176362635,355.4070077497567,404.17309835017267,408.64350724541714,366.95289887539093,693.942284466812,375.7242333502644,378.6369084337065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10204669705631914
Domestic,Other,Aokaida,H-B,Other,Shanxi,Aokaida,0.0,0.0,0.0,0.0,0.0,90.5624119450418,101.31781939665085,338.50422299388345,345.8659083915758,351.06748176362635,355.4070077497567,404.17309835017267,408.64350724541714,366.95289887539093,693.942284466812,375.7242333502644,378.6369084337065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10204669705631914
Domestic,Other,Aokaida,H-B,Shanxi,Shanxi,Aokaida,0.0,0.0,0.0,0.0,0.0,90.5624119450418,101.31781939665085,338.50422299388345,345.8659083915758,351.06748176362635,355.4070077497567,404.17309835017267,408.64350724541714,366.95289887539093,693.942284466812,375.7242333502644,378.6369084337065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10204669705631914
Domestic,Other,BXG,H-B,Guangxi,Inner Mongolia,Xinwang H-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,BXG,H-B,Guizhou,Inner Mongolia,Xinwang H-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,BXG,H-B,Henan,Inner Mongolia,Xinwang H-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,BXG,H-B,Other,Inner Mongolia,Xinwang H-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,BXG,H-B,Shanxi,Inner Mongolia,Xinwang H-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,Bosai,H-B,Guangxi,Chongqing,Bosai Xianfeng domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,Bosai,H-B,Guizhou,Chongqing,Bosai Xianfeng domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,Bosai,H-B,Henan,Chongqing,Bosai Xianfeng domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,Bosai,H-B,Other,Chongqing,Bosai Xianfeng domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,Bosai,H-B,Shanxi,Chongqing,Bosai Xianfeng domestic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,Bosai,H-B,Guangxi,Chongqing,Shuijiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,Bosai,H-B,Guizhou,Chongqing,Shuijiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,Bosai,H-B,Henan,Chongqing,Shuijiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,Bosai,H-B,Other,Chongqing,Shuijiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,Bosai,H-B,Shanxi,Chongqing,Shuijiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Other,Guangdong Guang Al Group Co.Ltd,H-B,Guangxi,Guizhou,Qingzhen Guanglv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.2280237842391,1019.3571650718196,1043.2425966684812,1056.8722849657163,1067.1967499822292,1195.3585629862464,1325.1328553984326,1213.845210296153,1221.5375325797238,1228.7877978202396,1235.7158619336053,1242.4096275851384,1248.937176022021,1255.3539504429668,1261.7073331300508,1268.0397872980136,0.0,0.0,0.0,0.0,0.1088854884197469
Domestic,Other,Guangdong Guang Al Group Co.Ltd,H-B,Guizhou,Guizhou,Qingzhen Guanglv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.2280237842391,1019.3571650718196,1043.2425966684812,1056.8722849657163,1067.1967499822292,1195.3585629862464,1325.1328553984326,1213.845210296153,1221.5375325797238,1228.7877978202396,1235.7158619336053,1242.4096275851384,1248.937176022021,1255.3539504429668,1261.7073331300508,1268.0397872980136,0.0,0.0,0.0,0.0,0.1088854884197469
Domestic,Other,Guangdong Guang Al Group Co.Ltd,H-B,Henan,Guizhou,Qingzhen Guanglv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.2280237842391,1019.3571650718196,1043.2425966684812,1056.8722849657163,1067.1967499822292,1195.3585629862464,1325.1328553984326,1213.845210296153,1221.5375325797238,1228.7877978202396,1235.7158619336053,1242.4096275851384,1248.937176022021,1255.3539504429668,1261.7073331300508,1268.0397872980136,0.0,0.0,0.0,0.0,0.1088854884197469
Domestic,Other,Guangdong Guang Al Group Co.Ltd,H-B,Other,Guizhou,Qingzhen Guanglv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.2280237842391,1019.3571650718196,1043.2425966684812,1056.8722849657163,1067.1967499822292,1195.3585629862464,1325.1328553984326,1213.845210296153,1221.5375325797238,1228.7877978202396,1235.7158619336053,1242.4096275851384,1248.937176022021,1255.3539504429668,1261.7073331300508,1268.0397872980136,0.0,0.0,0.0,0.0,0.1088854884197469
Domestic,Other,Guangdong Guang Al Group Co.Ltd,H-B,Shanxi,Guizhou,Qingzhen Guanglv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.2280237842391,1019.3571650718196,1043.2425966684812,1056.8722849657163,1067.1967499822292,1195.3585629862464,1325.1328553984326,1213.845210296153,1221.5375325797238,1228.7877978202396,1235.7158619336053,1242.4096275851384,1248.937176022021,1255.3539504429668,1261.7073331300508,1268.0397872980136,0.0,0.0,0.0,0.0,0.1088854884197469
Domestic,Other,Private,H-B,Guangxi,Guizhou,Kaisheng,0.0,103.53369400477327,356.57622892647504,410.8089206014501,426.64412423438984,168.14819757767927,132.96990695139644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0965075691131348
Domestic,Other,Private,H-B,Guizhou,Guizhou,Kaisheng,0.0,103.53369400477327,356.57622892647504,410.8089206014501,426.64412423438984,168.14819757767927,132.96990695139644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0965075691131348
Domestic,Other,Private,H-B,Henan,Guizhou,Kaisheng,0.0,103.53369400477327,356.57622892647504,410.8089206014501,426.64412423438984,168.14819757767927,132.96990695139644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0965075691131348
Domestic,Other,Private,H-B,Other,Guizhou,Kaisheng,0.0,103.53369400477327,356.57622892647504,410.8089206014501,426.64412423438984,168.14819757767927,132.96990695139644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0965075691131348
Domestic,Other,Private,H-B,Shanxi,Guizhou,Kaisheng,0.0,103.53369400477327,356.57622892647504,410.8089206014501,426.64412423438984,168.14819757767927,132.96990695139644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0965075691131348
Domestic,Other,Private,H-B,Guangxi,Henan,Jingxin,0.0,69.4902982211565,206.93211130446687,192.90290259913823,164.17398580855632,199.96071909843957,203.19681921141358,206.23939468552538,209.16979473715654,212.04042244500965,214.88932032436986,217.7470761307031,220.64065022379802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12335971958684223
Domestic,Other,Private,H-B,Guizhou,Henan,Jingxin,0.0,69.4902982211565,206.93211130446687,192.90290259913823,164.17398580855632,199.96071909843957,203.19681921141358,206.23939468552538,209.16979473715654,212.04042244500965,214.88932032436986,217.7470761307031,220.64065022379802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12335971958684223
Domestic,Other,Private,H-B,Henan,Henan,Jingxin,0.0,69.4902982211565,206.93211130446687,192.90290259913823,164.17398580855632,199.96071909843957,203.19681921141358,206.23939468552538,209.16979473715654,212.04042244500965,214.88932032436986,217.7470761307031,220.64065022379802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12335971958684223
