bauxite,owner,ownership,technology,category,province,refinery,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,Alumina Grade
Domestic,Chalco,Chalco,H-B,Guangxi,Henan,Chalco Zhengzhou domestic,3054.8823008898926,4334.650674351217,3823.824855079204,3646.372040474389,2473.8344786610623,3220.6764661256534,3277.165628375575,3747.4358702843674,3767.8832867275983,3787.4598588192925,3806.371063472775,1912.3851724856343,3228.4858840020133,3241.162755820578,2440.259767467749,2447.242557737613,2454.1848274281674,2461.096507426299,2467.9868108845835,2062.386977016984,2067.1609772464326,2071.936116286501,2076.7160607717547,1665.2035108007774,1668.2754671508922,1671.3549422028136,1674.4433521310757,0.12806840075532422
Domestic,Chalco,Chalco,H-B,Guizhou,Henan,Chalco Zhengzhou domestic,3054.8823008898926,4334.650674351217,3823.824855079204,3646.372040474389,2473.8344786610623,3220.6764661256534,3277.165628375575,3747.4358702843674,3767.8832867275983,3787.4598588192925,3806.371063472775,1912.3851724856343,3228.4858840020133,3241.162755820578,2440.259767467749,2447.242557737613,2454.1848274281674,2461.096507426299,2467.9868108845835,2062.386977016984,2067.1609772464326,2071.936116286501,2076.7160607717547,1665.2035108007774,1668.2754671508922,1671.3549422028136,1674.4433521310757,0.12806840075532422
Domestic,Chalco,Chalco,H-B,Henan,Henan,Chalco Zhengzhou domestic,3054.8823008898926,4334.650674351217,3823.824855079204,3646.372040474389,2473.8344786610623,3220.6764661256534,3277.165628375575,3747.4358702843674,3767.8832867275983,3787.4598588192925,3806.371063472775,1912.3851724856343,3228.4858840020133,3241.162755820578,2440.259767467749,2447.242557737613,2454.1848274281674,2461.096507426299,2467.9868108845835,2062.386977016984,2067.1609772464326,2071.936116286501,2076.7160607717547,1665.2035108007774,1668.2754671508922,1671.3549422028136,1674.4433521310757,0.12806840075532422
Domestic,Chalco,Chalco,H-B,Other,Henan,Chalco Zhengzhou domestic,3054.8823008898926,4334.650674351217,3823.824855079204,3646.372040474389,2473.8344786610623,3220.6764661256534,3277.165628375575,3747.4358702843674,3767.8832867275983,3787.4598588192925,3806.371063472775,1912.3851724856343,3228.4858840020133,3241.162755820578,2440.259767467749,2447.242557737613,2454.1848274281674,2461.096507426299,2467.9868108845835,2062.386977016984,2067.1609772464326,2071.936116286501,2076.7160607717547,1665.2035108007774,1668.2754671508922,1671.3549422028136,1674.4433521310757,0.12806840075532422
Domestic,Chalco,Chalco,H-B,Shanxi,Henan,Chalco Zhengzhou domestic,3054.8823008898926,4334.650674351217,3823.824855079204,3646.372040474389,2473.8344786610623,3220.6764661256534,3277.165628375575,3747.4358702843674,3767.8832867275983,3787.4598588192925,3806.371063472775,1912.3851724856343,3228.4858840020133,3241.162755820578,2440.259767467749,2447.242557737613,2454.1848274281674,2461.096507426299,2467.9868108845835,2062.386977016984,2067.1609772464326,2071.936116286501,2076.7160607717547,1665.2035108007774,1668.2754671508922,1671.3549422028136,1674.4433521310757,0.12806840075532422
Domestic,Chalco,Chalco,H-B,Guangxi,Shanxi,Chalco Huaxing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.126987306206,1934.1909361609485,3533.204877423331,4329.655504370258,4457.886278310075,2528.014619104555,2806.891446977274,3220.0262612227116,3273.7038863160005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domestic,Chalco,Chalco,H-B,Guizhou,Shanxi,Chalco Huaxing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.126987306206,1934.1909361609485,3533.204877423331,4329.655504370258,4457.886278310075,2528.014619104555,2806.891446977274,3220.0262612227116,3273.7038863160005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domestic,Chalco,Chalco,H-B,Henan,Shanxi,Chalco Huaxing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.126987306206,1934.1909361609485,3533.204877423331,4329.655504370258,4457.886278310075,2528.014619104555,2806.891446977274,3220.0262612227116,3273.7038863160005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domestic,Chalco,Chalco,H-B,Other,Shanxi,Chalco Huaxing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.126987306206,1934.1909361609485,3533.204877423331,4329.655504370258,4457.886278310075,2528.014619104555,2806.891446977274,3220.0262612227116,3273.7038863160005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domestic,Chalco,Chalco,H-B,Shanxi,Shanxi,Chalco Huaxing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.126987306206,1934.1909361609485,3533.204877423331,4329.655504370258,4457.886278310075,2528.014619104555,2806.891446977274,3220.0262612227116,3273.7038863160005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domestic,Chalco,Chalco,H-B,Guangxi,Shanxi,Chalco Xinghua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.2466064330843,665.9372254433184,1184.1921401306029,1977.7996867619358,1463.1199796609005,228.34278180887168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10432449093555274
Domestic,Chalco,Chalco,H-B,Guizhou,Shanxi,Chalco Xinghua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.2466064330843,665.9372254433184,1184.1921401306029,1977.7996867619358,1463.1199796609005,228.34278180887168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10432449093555274
Domestic,Chalco,Chalco,H-B,Henan,Shanxi,Chalco Xinghua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.2466064330843,665.9372254433184,1184.1921401306029,1977.7996867619358,1463.1199796609005,228.34278180887168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10432449093555274
Domestic,Chalco,Chalco,H-B,Other,Shanxi,Chalco Xinghua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.2466064330843,665.9372254433184,1184.1921401306029,1977.7996867619358,1463.1199796609005,228.34278180887168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10432449093555274
Domestic,Chalco,Chalco,H-B,Shanxi,Shanxi,Chalco Xinghua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.2466064330843,665.9372254433184,1184.1921401306029,1977.7996867619358,1463.1199796609005,228.34278180887168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10432449093555274
Domestic,Chalco,Chalco,"H-B (Lime), sinter",Guangxi,Shanxi,Chalco Shanxi,2893.9508462562867,4425.457428709749,4303.4972946015205,4109.706357682421,2725.823606336057,2531.4643217305115,2756.987809906321,4030.255431891838,4641.062410390036,4679.533694055169,4716.841916625272,3961.1487029794043,4429.142915435761,4459.902455032092,2918.8982520488407,2255.3200049284646,1810.44157187175,1815.4092594988847,1820.3961576839156,1825.405588388648,1830.4408775995687,1147.1908581354114,459.6721677756935,0.0,0.0,0.0,0.0,0.13147624323634877
Domestic,Chalco,Chalco,"H-B (Lime), sinter",Guizhou,Shanxi,Chalco Shanxi,2893.9508462562867,4425.457428709749,4303.4972946015205,4109.706357682421,2725.823606336057,2531.4643217305115,2756.987809906321,4030.255431891838,4641.062410390036,4679.533694055169,4716.841916625272,3961.1487029794043,4429.142915435761,4459.902455032092,2918.8982520488407,2255.3200049284646,1810.44157187175,1815.4092594988847,1820.3961576839156,1825.405588388648,1830.4408775995687,1147.1908581354114,459.6721677756935,0.0,0.0,0.0,0.0,0.13147624323634877
Domestic,Chalco,Chalco,"H-B (Lime), sinter",Henan,Shanxi,Chalco Shanxi,2893.9508462562867,4425.457428709749,4303.4972946015205,4109.706357682421,2725.823606336057,2531.4643217305115,2756.987809906321,4030.255431891838,4641.062410390036,4679.533694055169,4716.841916625272,3961.1487029794043,4429.142915435761,4459.902455032092,2918.8982520488407,2255.3200049284646,1810.44157187175,1815.4092594988847,1820.3961576839156,1825.405588388648,1830.4408775995687,1147.1908581354114,459.6721677756935,0.0,0.0,0.0,0.0,0.13147624323634877
Domestic,Chalco,Chalco,"H-B (Lime), sinter",Other,Shanxi,Chalco Shanxi,2893.9508462562867,4425.457428709749,4303.4972946015205,4109.706357682421,2725.823606336057,2531.4643217305115,2756.987809906321,4030.255431891838,4641.062410390036,4679.533694055169,4716.841916625272,3961.1487029794043,4429.142915435761,4459.902455032092,2918.8982520488407,2255.3200049284646,1810.44157187175,1815.4092594988847,1820.3961576839156,1825.405588388648,1830.4408775995687,1147.1908581354114,459.6721677756935,0.0,0.0,0.0,0.0,0.13147624323634877
Domestic,Chalco,Chalco,"H-B (Lime), sinter",Shanxi,Shanxi,Chalco Shanxi,2893.9508462562867,4425.457428709749,4303.4972946015205,4109.706357682421,2725.823606336057,2531.4643217305115,2756.987809906321,4030.255431891838,4641.062410390036,4679.533694055169,4716.841916625272,3961.1487029794043,4429.142915435761,4459.902455032092,2918.8982520488407,2255.3200049284646,1810.44157187175,1815.4092594988847,1820.3961576839156,1825.405588388648,1830.4408775995687,1147.1908581354114,459.6721677756935,0.0,0.0,0.0,0.0,0.13147624323634877
Domestic,Chalco,Chalco,H-B-ODT-Sweet,Guangxi,Henan,Chalco Zhongzhou Dom. Bayer,0.0,1413.867305427008,1991.3061553181071,2270.858667747336,2315.1901413921487,2351.206326653026,4050.966840872996,4133.36776506808,4210.417743518012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1310075198793137
Domestic,Chalco,Chalco,H-B-ODT-Sweet,Guizhou,Henan,Chalco Zhongzhou Dom. Bayer,0.0,1413.867305427008,1991.3061553181071,2270.858667747336,2315.1901413921487,2351.206326653026,4050.966840872996,4133.36776506808,4210.417743518012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1310075198793137
Domestic,Chalco,Chalco,H-B-ODT-Sweet,Henan,Henan,Chalco Zhongzhou Dom. Bayer,0.0,1413.867305427008,1991.3061553181071,2270.858667747336,2315.1901413921487,2351.206326653026,4050.966840872996,4133.36776506808,4210.417743518012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1310075198793137
Domestic,Chalco,Chalco,H-B-ODT-Sweet,Other,Henan,Chalco Zhongzhou Dom. Bayer,0.0,1413.867305427008,1991.3061553181071,2270.858667747336,2315.1901413921487,2351.206326653026,4050.966840872996,4133.36776506808,4210.417743518012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1310075198793137
Domestic,Chalco,Chalco,H-B-ODT-Sweet,Shanxi,Henan,Chalco Zhongzhou Dom. Bayer,0.0,1413.867305427008,1991.3061553181071,2270.858667747336,2315.1901413921487,2351.206326653026,4050.966840872996,4133.36776506808,4210.417743518012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1310075198793137
Domestic,Chalco,Chalco,Series & Sinter (95:25),Guangxi,Guizhou,Chalco Guizhou,1692.790133497688,2063.723327522762,2205.774212596966,2309.3406007779968,2381.1556441744538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1113933565752305
Domestic,Chalco,Chalco,Series & Sinter (95:25),Guizhou,Guizhou,Chalco Guizhou,1692.790133497688,2063.723327522762,2205.774212596966,2309.3406007779968,2381.1556441744538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1113933565752305
Domestic,Chalco,Chalco,Series & Sinter (95:25),Henan,Guizhou,Chalco Guizhou,1692.790133497688,2063.723327522762,2205.774212596966,2309.3406007779968,2381.1556441744538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1113933565752305
Domestic,Chalco,Chalco,Series & Sinter (95:25),Other,Guizhou,Chalco Guizhou,1692.790133497688,2063.723327522762,2205.774212596966,2309.3406007779968,2381.1556441744538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1113933565752305
Domestic,Chalco,Chalco,Series & Sinter (95:25),Shanxi,Guizhou,Chalco Guizhou,1692.790133497688,2063.723327522762,2205.774212596966,2309.3406007779968,2381.1556441744538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1113933565752305
Domestic,Chalco,Chalco,Sinter,Guangxi,Henan,Chalco Zhongzhou Dom. Sinter,2891.8039731627723,2005.6911802774869,2039.8615336066391,2069.000917589972,1362.1430309012055,1267.2792291659148,1276.2209842288971,1177.9414581827584,1185.2770598335815,1084.1669423988023,981.1860443653065,986.0935782720503,880.9122793414515,995.4424424112026,444.6459520638866,445.64508844578967,446.6497491844968,447.6603902356628,448.67747598651926,449.7014808693908,450.73289103124586,0.0,0.0,0.0,0.0,0.0,0.0,0.13401589736729586
Domestic,Chalco,Chalco,Sinter,Guizhou,Henan,Chalco Zhongzhou Dom. Sinter,2891.8039731627723,2005.6911802774869,2039.8615336066391,2069.000917589972,1362.1430309012055,1267.2792291659148,1276.2209842288971,1177.9414581827584,1185.2770598335815,1084.1669423988023,981.1860443653065,986.0935782720503,880.9122793414515,995.4424424112026,444.6459520638866,445.64508844578967,446.6497491844968,447.6603902356628,448.67747598651926,449.7014808693908,450.73289103124586,0.0,0.0,0.0,0.0,0.0,0.0,0.13401589736729586
Domestic,Chalco,Chalco,Sinter,Henan,Henan,Chalco Zhongzhou Dom. Sinter,2891.8039731627723,2005.6911802774869,2039.8615336066391,2069.000917589972,1362.1430309012055,1267.2792291659148,1276.2209842288971,1177.9414581827584,1185.2770598335815,1084.1669423988023,981.1860443653065,986.0935782720503,880.9122793414515,995.4424424112026,444.6459520638866,445.64508844578967,446.6497491844968,447.6603902356628,448.67747598651926,449.7014808693908,450.73289103124586,0.0,0.0,0.0,0.0,0.0,0.0,0.13401589736729586
Domestic,Chalco,Chalco,Sinter,Other,Henan,Chalco Zhongzhou Dom. Sinter,2891.8039731627723,2005.6911802774869,2039.8615336066391,2069.000917589972,1362.1430309012055,1267.2792291659148,1276.2209842288971,1177.9414581827584,1185.2770598335815,1084.1669423988023,981.1860443653065,986.0935782720503,880.9122793414515,995.4424424112026,444.6459520638866,445.64508844578967,446.6497491844968,447.6603902356628,448.67747598651926,449.7014808693908,450.73289103124586,0.0,0.0,0.0,0.0,0.0,0.0,0.13401589736729586
Domestic,Chalco,Chalco,Sinter,Shanxi,Henan,Chalco Zhongzhou Dom. Sinter,2891.8039731627723,2005.6911802774869,2039.8615336066391,2069.000917589972,1362.1430309012055,1267.2792291659148,1276.2209842288971,1177.9414581827584,1185.2770598335815,1084.1669423988023,981.1860443653065,986.0935782720503,880.9122793414515,995.4424424112026,444.6459520638866,445.64508844578967,446.6497491844968,447.6603902356628,448.67747598651926,449.7014808693908,450.73289103124586,0.0,0.0,0.0,0.0,0.0,0.0,0.13401589736729586
Domestic,Chalco,Chalco,Sintering,Guangxi,Shandong,Chalco Shandong sinter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Chalco,Chalco,Sintering,Guizhou,Shandong,Chalco Shandong sinter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Chalco,Chalco,Sintering,Henan,Shandong,Chalco Shandong sinter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Chalco,Chalco,Sintering,Other,Shandong,Chalco Shandong sinter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Chalco,Chalco,Sintering,Shanxi,Shandong,Chalco Shandong sinter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Chalco,"Chalco, Guangxi Investment Group, Minmetal",H-B,Guangxi,Guangxi,Huayin,0.0,0.0,152.5567672950417,1234.6034187443577,3939.8043077284474,4232.697696993203,3771.206134461853,3795.097114034902,4832.207007418079,4859.325380145936,5139.964163548869,5679.719367244561,5705.392767659472,5624.792539958649,6011.870625132274,5772.00504920383,5791.481454356904,5810.053438069517,5827.858803468144,5313.642751936663,5327.366298266875,5340.71297377135,5353.725396592776,5366.440099009055,5378.888700157233,5391.098808684244,5403.094727391581,0.07076786031431388
Domestic,Chalco,"Chalco, Guangxi Investment Group, Minmetal",H-B,Guizhou,Guangxi,Huayin,0.0,0.0,152.5567672950417,1234.6034187443577,3939.8043077284474,4232.697696993203,3771.206134461853,3795.097114034902,4832.207007418079,4859.325380145936,5139.964163548869,5679.719367244561,5705.392767659472,5624.792539958649,6011.870625132274,5772.00504920383,5791.481454356904,5810.053438069517,5827.858803468144,5313.642751936663,5327.366298266875,5340.71297377135,5353.725396592776,5366.440099009055,5378.888700157233,5391.098808684244,5403.094727391581,0.07076786031431388
Domestic,Chalco,"Chalco, Guangxi Investment Group, Minmetal",H-B,Henan,Guangxi,Huayin,0.0,0.0,152.5567672950417,1234.6034187443577,3939.8043077284474,4232.697696993203,3771.206134461853,3795.097114034902,4832.207007418079,4859.325380145936,5139.964163548869,5679.719367244561,5705.392767659472,5624.792539958649,6011.870625132274,5772.00504920383,5791.481454356904,5810.053438069517,5827.858803468144,5313.642751936663,5327.366298266875,5340.71297377135,5353.725396592776,5366.440099009055,5378.888700157233,5391.098808684244,5403.094727391581,0.07076786031431388
Domestic,Chalco,"Chalco, Guangxi Investment Group, Minmetal",H-B,Other,Guangxi,Huayin,0.0,0.0,152.5567672950417,1234.6034187443577,3939.8043077284474,4232.697696993203,3771.206134461853,3795.097114034902,4832.207007418079,4859.325380145936,5139.964163548869,5679.719367244561,5705.392767659472,5624.792539958649,6011.870625132274,5772.00504920383,5791.481454356904,5810.053438069517,5827.858803468144,5313.642751936663,5327.366298266875,5340.71297377135,5353.725396592776,5366.440099009055,5378.888700157233,5391.098808684244,5403.094727391581,0.07076786031431388
Domestic,Chalco,"Chalco, Guangxi Investment Group, Minmetal",H-B,Shanxi,Guangxi,Huayin,0.0,0.0,152.5567672950417,1234.6034187443577,3939.8043077284474,4232.697696993203,3771.206134461853,3795.097114034902,4832.207007418079,4859.325380145936,5139.964163548869,5679.719367244561,5705.392767659472,5624.792539958649,6011.870625132274,5772.00504920383,5791.481454356904,5810.053438069517,5827.858803468144,5313.642751936663,5327.366298266875,5340.71297377135,5353.725396592776,5366.440099009055,5378.888700157233,5391.098808684244,5403.094727391581,0.07076786031431388
Domestic,Chalco,"Chalco, Jinjiang",H-B,Guangxi,Guizhou,Huajin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3418.0900542307418,3393.4766972809607,3837.1726439759213,3889.402116446782,3931.528219632311,3968.039522323781,4001.0128121929242,4031.606132034825,4060.5475401347207,4088.33723039671,4115.3448481019595,4141.861963048643,4168.133226407091,0.0,0.0,0.0,0.0,0.12219314964934037
Domestic,Chalco,"Chalco, Jinjiang",H-B,Guizhou,Guizhou,Huajin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3418.0900542307418,3393.4766972809607,3837.1726439759213,3889.402116446782,3931.528219632311,3968.039522323781,4001.0128121929242,4031.606132034825,4060.5475401347207,4088.33723039671,4115.3448481019595,4141.861963048643,4168.133226407091,0.0,0.0,0.0,0.0,0.12219314964934037
Domestic,Chalco,"Chalco, Jinjiang",H-B,Henan,Guizhou,Huajin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3418.0900542307418,3393.4766972809607,3837.1726439759213,3889.402116446782,3931.528219632311,3968.039522323781,4001.0128121929242,4031.606132034825,4060.5475401347207,4088.33723039671,4115.3448481019595,4141.861963048643,4168.133226407091,0.0,0.0,0.0,0.0,0.12219314964934037
Domestic,Chalco,"Chalco, Jinjiang",H-B,Other,Guizhou,Huajin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3418.0900542307418,3393.4766972809607,3837.1726439759213,3889.402116446782,3931.528219632311,3968.039522323781,4001.0128121929242,4031.606132034825,4060.5475401347207,4088.33723039671,4115.3448481019595,4141.861963048643,4168.133226407091,0.0,0.0,0.0,0.0,0.12219314964934037
Domestic,Chalco,"Chalco, Jinjiang",H-B,Shanxi,Guizhou,Huajin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3418.0900542307418,3393.4766972809607,3837.1726439759213,3889.402116446782,3931.528219632311,3968.039522323781,4001.0128121929242,4031.606132034825,4060.5475401347207,4088.33723039671,4115.3448481019595,4141.861963048643,4168.133226407091,0.0,0.0,0.0,0.0,0.12219314964934037
Domestic,Chalco,Yunnan Aluminium Companuy,H-B,Guangxi,Yunnan,YMG - Wenshan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Chalco,Yunnan Aluminium Companuy,H-B,Guizhou,Yunnan,YMG - Wenshan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Chalco,Yunnan Aluminium Companuy,H-B,Henan,Yunnan,YMG - Wenshan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Chalco,Yunnan Aluminium Companuy,H-B,Other,Yunnan,YMG - Wenshan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic,Chalco,Yunnan Aluminium Companuy,H-B,Shanxi,Yunnan,YMG - Wenshan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
