2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,ind
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Existing and Planned Merchant Refiners
2.3929999999999993,4.713019399999999,7.7274,8.270320000000002,8.522664392600001,11.0286077144,12.984030931000001,16.4572,17.725,19.238100000000003,22.2161,24.2391,28.798000000000002,29.224,33.4104,36.806000000000004,38.5,40.001999999999995,41.392,42.17999999999999,42.459999999999994,43.812,44.84000000000001,45.94,46.46,46.64,46.64,Maximum Potential bauxite imports by inland refinery reserves depletion
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Most likely uptake of imports BX by inland refineries
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Demand flowign into rest of model
