bauxite,owner,ownership,technology,category,province,refinery,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,Factor X,Alumina Grade,A/S,open stock
Domestic,Chalco,Chalco,H-B,Guangxi,Guangxi,Chalco Pingguo,0.9928669234909901,0.9851547513140612,0.9777147704802536,0.9673328264069987,0.950641533607168,0.9363728728862457,0.9195222417268256,0.8983797971297125,0.8771532045305251,0.8558535780956622,0.8344888022328293,0.8130647838156845,0.791586123876685,0.7709176966600352,0.7493420232153247,0.7277208586231781,0.7060563574893192,0.6843503660993921,0.6626044822635755,0.6408201002030318,0.618998444904632,0.5971405988774561,0.575247523309822,0.5533200750219845,0.5339943467867692,0.5146430934412567,0.4952667407369776,3.0,0.5646465098642404,8.121922264078984,265653.6602500511
Domestic,Chalco,Chalco,H-B,Guizhou,Guangxi,Chalco Pingguo,0.9928669234909901,0.9851547513140612,0.9777147704802536,0.9673328264069987,0.950641533607168,0.9363728728862457,0.9195222417268256,0.8983797971297125,0.8771532045305251,0.8558535780956622,0.8344888022328293,0.8130647838156845,0.791586123876685,0.7709176966600352,0.7493420232153247,0.7277208586231781,0.7060563574893192,0.6843503660993921,0.6626044822635755,0.6408201002030318,0.618998444904632,0.5971405988774561,0.575247523309822,0.5533200750219845,0.5339943467867692,0.5146430934412567,0.4952667407369776,3.0,0.5646465098642404,8.121922264078984,265653.6602500511
Domestic,Chalco,Chalco,H-B,Henan,Guangxi,Chalco Pingguo,0.9928669234909901,0.9851547513140612,0.9777147704802536,0.9673328264069987,0.950641533607168,0.9363728728862457,0.9195222417268256,0.8983797971297125,0.8771532045305251,0.8558535780956622,0.8344888022328293,0.8130647838156845,0.791586123876685,0.7709176966600352,0.7493420232153247,0.7277208586231781,0.7060563574893192,0.6843503660993921,0.6626044822635755,0.6408201002030318,0.618998444904632,0.5971405988774561,0.575247523309822,0.5533200750219845,0.5339943467867692,0.5146430934412567,0.4952667407369776,3.0,0.5646465098642404,8.121922264078984,265653.6602500511
Domestic,Chalco,Chalco,H-B,Other,Guangxi,Chalco Pingguo,0.9928669234909901,0.9851547513140612,0.9777147704802536,0.9673328264069987,0.950641533607168,0.9363728728862457,0.9195222417268256,0.8983797971297125,0.8771532045305251,0.8558535780956622,0.8344888022328293,0.8130647838156845,0.791586123876685,0.7709176966600352,0.7493420232153247,0.7277208586231781,0.7060563574893192,0.6843503660993921,0.6626044822635755,0.6408201002030318,0.618998444904632,0.5971405988774561,0.575247523309822,0.5533200750219845,0.5339943467867692,0.5146430934412567,0.4952667407369776,3.0,0.5646465098642404,8.121922264078984,265653.6602500511
Domestic,Chalco,Chalco,H-B,Shanxi,Guangxi,Chalco Pingguo,0.9928669234909901,0.9851547513140612,0.9777147704802536,0.9673328264069987,0.950641533607168,0.9363728728862457,0.9195222417268256,0.8983797971297125,0.8771532045305251,0.8558535780956622,0.8344888022328293,0.8130647838156845,0.791586123876685,0.7709176966600352,0.7493420232153247,0.7277208586231781,0.7060563574893192,0.6843503660993921,0.6626044822635755,0.6408201002030318,0.618998444904632,0.5971405988774561,0.575247523309822,0.5533200750219845,0.5339943467867692,0.5146430934412567,0.4952667407369776,3.0,0.5646465098642404,8.121922264078984,265653.6602500511
Domestic,Chalco,Chalco,H-B,Guangxi,Guizhou,Chalco Zunyi,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9874910458389967,0.9542389482023023,0.9132846656716817,0.8716308511289191,0.8294609192095691,0.77621453305486,0.7164119792127532,0.6559810613965006,0.5949782188266826,0.5334419342470469,0.4713993041938111,0.4088695780359993,0.3458662213695271,0.2823981802744277,0.21847067365321174,0.16696268187515134,0.1151612415622578,0.07608882764197249,0.07608882764197249,0.07608882764197249,0.07608882764197249,0.07608882764197249,2.0,0.5421079867106143,4.691135907068015,43786.878262363985
Domestic,Chalco,Chalco,H-B,Guizhou,Guizhou,Chalco Zunyi,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9874910458389967,0.9542389482023023,0.9132846656716817,0.8716308511289191,0.8294609192095691,0.77621453305486,0.7164119792127532,0.6559810613965006,0.5949782188266826,0.5334419342470469,0.4713993041938111,0.4088695780359993,0.3458662213695271,0.2823981802744277,0.21847067365321174,0.16696268187515134,0.1151612415622578,0.07608882764197249,0.07608882764197249,0.07608882764197249,0.07608882764197249,0.07608882764197249,2.0,0.5421079867106143,4.691135907068015,43786.878262363985
Domestic,Chalco,Chalco,H-B,Henan,Guizhou,Chalco Zunyi,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9874910458389967,0.9542389482023023,0.9132846656716817,0.8716308511289191,0.8294609192095691,0.77621453305486,0.7164119792127532,0.6559810613965006,0.5949782188266826,0.5334419342470469,0.4713993041938111,0.4088695780359993,0.3458662213695271,0.2823981802744277,0.21847067365321174,0.16696268187515134,0.1151612415622578,0.07608882764197249,0.07608882764197249,0.07608882764197249,0.07608882764197249,0.07608882764197249,2.0,0.5421079867106143,4.691135907068015,43786.878262363985
Domestic,Chalco,Chalco,H-B,Other,Guizhou,Chalco Zunyi,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9874910458389967,0.9542389482023023,0.9132846656716817,0.8716308511289191,0.8294609192095691,0.77621453305486,0.7164119792127532,0.6559810613965006,0.5949782188266826,0.5334419342470469,0.4713993041938111,0.4088695780359993,0.3458662213695271,0.2823981802744277,0.21847067365321174,0.16696268187515134,0.1151612415622578,0.07608882764197249,0.07608882764197249,0.07608882764197249,0.07608882764197249,0.07608882764197249,2.0,0.5421079867106143,4.691135907068015,43786.878262363985
Domestic,Chalco,Chalco,H-B,Shanxi,Guizhou,Chalco Zunyi,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9999977162107698,0.9874910458389967,0.9542389482023023,0.9132846656716817,0.8716308511289191,0.8294609192095691,0.77621453305486,0.7164119792127532,0.6559810613965006,0.5949782188266826,0.5334419342470469,0.4713993041938111,0.4088695780359993,0.3458662213695271,0.2823981802744277,0.21847067365321174,0.16696268187515134,0.1151612415622578,0.07608882764197249,0.07608882764197249,0.07608882764197249,0.07608882764197249,0.07608882764197249,2.0,0.5421079867106143,4.691135907068015,43786.878262363985
