bauxite,owner,ownership,technology,category,province,refinery,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031
Imported,Weiqiao,Weiqiao,H-B,Other,Shandong,Weiqiao-Wudi-Zhanhua H-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.8,3.0,2.0,2.8,2.0,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Imported,Weiqiao,Weiqiao,L-B,Other,Shandong,Weiqiao - Binzhou L-B,0.0,0.6,2.1,1.8,1.8,2.92,3.52,5.2,5.4,3.0,3.0,3.6,4.0,4.0,3.8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Imported,Weiqiao,Weiqiao,L-B,Other,Shandong,Weiqiao-Wudi-Zhanhua L-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,3.0,4.5,4.5,6.0,7.0,7.2,8.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
Imported,Xinfa,Xinfa,H-B,Other,Shandong,Chiping Xinfa H-B,0.3,0.8,0.8,1.0,1.0,1.2,0.8,0.8,0.8,2.0,2.0,2.0,2.0,1.6,1.26,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
Imported,Xinfa,Xinfa,L-B,Other,Shandong,Chiping Xinfa L-B,0.0,0.6,1.8,1.8,1.8,1.8,2.4,3.25,3.2,1.0,1.7,2.0,2.9,3.1,3.3,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
Imported,spare,spare,H-B,Guangxi,Guangxi,Guangxi - blending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imported,spare,spare,H-B,Guizhou,Guizhou,Guizhou - blending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imported,spare,spare,H-B,Henan,Henan,Henan - blending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imported,spare,spare,H-B,Other,Chongqing,Other - blending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imported,spare,spare,H-B,Shanxi,Shanxi,Shanxi - blending,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
