Bx Origin Cty / Mine,Bx origin Prov,Country,Destination,Refiney Prov,Bx Prov category,Self Supply,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Yu,Shanxi,China,Xinfa - Xiaoyi,Shanxi,Shanxi,0,74.15839364,117.9379113,0,0,0,0,0,0,0,0,0,0,0
Yu,Shanxi,China,Xingan Chemical,Shanxi,Shanxi,0,60.81017845,0,0,0,0,0,0,0,0,0,0,0,0
Yu,Shanxi,China,Yangquan Zhaofeng,Shanxi,Shanxi,1,203.7659332,105.2774403,135.5089222,182.3283527,0,0,0,0,0,0,0,0,0
Yu,Shanxi,China,General 3rd Party Domestic Supply,Shanxi,Shanxi,0,0,18.53988286,0,0,0,0,0,0,0,0,0,0,0
Yu,Shanxi,China,General 3rd Party Domestic Supply,Shanxi,Shanxi,0,0,16.28023474,44.13696275,101.45075,0,0,0,0,0,0,0,0,0
Yuanping,Shanxi,China,Chalco Lvliang (Xing),Shanxi,Shanxi,0.8,859.05558,495.8416928,465.508351,0,0,0,0,0,0,0,0,0,0
Yuanping,Shanxi,China,SPIC Shanxi,Shanxi,Shanxi,1,546.6704692,360.4830593,183.3929439,186.168116,168.5733389,172.3778707,177.1177215,0,0,0,0,0,0
Yuanping,Shanxi,China,Yangquan Zhaofeng,Shanxi,Shanxi,0,115.2148738,59.52676586,76.6204788,103.093475,0,0,0,0,0,0,0,0,0
Yuanping,Shanxi,China,General 3rd Party Domestic Supply,Shanxi,Shanxi,0,0,91.61160695,179.7697341,0,0,0,0,0,0,0,0,0,0
Yuanping,Shanxi,China,General 3rd Party Domestic Supply,Shanxi,Shanxi,0,0,64.5696891,70.02134819,125.7399597,167.5203318,351.2903268,137.8349668,0,0,0,0,0,0
Yuanping,Shanxi,China,General 3rd Party Domestic Supply,Shanxi,Shanxi,0,0,9.205293352,24.95625502,57.36304974,0,0,0,0,0,0,0,0,0
Yuzhou,Henan,China,Chalco Zhengzhou domestic,Henan,Henan,0.8,123.9255457,93.52639065,101.9243628,110.4995689,111.2585803,95.99851255,80.58917609,81.47182457,82.43273556,83.18884029,67.04295209,67.45698562,67.90474915
Yuzhou,Henan,China,Zhongmei,Henan,Henan,0,64.97148258,78.51196546,52.68448365,52.96685695,0,0,0,0,0,0,0,0,0
Yuzhou,Henan,China,General 3rd Party Domestic Supply,Henan,Henan,0,38.21876617,9.521115672,4.143584035,0,6.703254615,62.13813001,114.1272964,42.33001721,21.42839588,0,0,0,0
Yuzhou,Henan,China,General 3rd Party Domestic Supply,Henan,Henan,0,17.92958454,7.146631477,1.913975315,0,0,0,0,0,0,0,0,0,0
Zheng'an,Guizhou,China,SPIC - Wuchuan,Guizhou,Guizhou,1,0,0,49.03874844,60.58836362,61.34299455,61.86750626,62.30358681,62.68133421,63.00692612,63.31470669,63.63267237,63.96792992,64.26671198
Zheng'an,Guizhou,China,General 3rd Party Domestic Supply,Guizhou,Guizhou,0,0,0,15.1031338,17.14235135,20.82375388,24.55101981,24.88978118,20.17104391,33.68473335,45.41648571,58.00075297,29.19802134,0
Zhijin,Guizhou,China,Huafei,Guizhou,Guizhou,0,92.37079146,24.79479997,62.28033007,62.7483035,63.26777102,63.80148369,64.36830698,64.96709168,65.58110864,66.2664305,67.11778452,68.25098624,69.62054705
Zhijin,Guizhou,China,Qingzhen Guanglv,Guizhou,Guizhou,0,176.1244737,161.4729636,162.7079351,164.0591651,165.5403549,268.0326003,272.2749966,277.1375384,354.7517106,0,0,0,0
Zhijin,Guizhou,China,Huajin,Guizhou,Guizhou,0,80.60747739,81.58683192,82.48428781,83.4436059,84.48530704,85.55532421,86.71727854,88.008101,89.45462698,91.34425613,0,0,0
Zhijin,Guizhou,China,General 3rd Party Domestic Supply,Guizhou,Guizhou,0,1.711534804,0,14.8153096,14.71370711,17.87354659,21.07275177,21.36351909,17.31330937,28.91244559,38.98210083,49.78349083,25.06138892,0
Zhijin,Guizhou,China,General 3rd Party Domestic Supply,Guizhou,Guizhou,0,3.409575823,0,40.24611125,39.97010588,48.55387865,91.59134274,92.85514395,75.25117126,157.0825764,0,0,0,0
Zhijin,Guizhou,China,General 3rd Party Domestic Supply,Guizhou,Guizhou,0,1.557301986,0,20.22036977,20.08169971,24.39434145,28.76071067,29.15755845,23.62971324,39.46055509,53.20391637,0,0,0
Zhongyang,Shanxi,China,Xinfa - Jiaokou,Shanxi,Shanxi,0,155.6878741,64.4477258,72.01607805,139.2629869,0,0,0,0,0,0,0,0,0
Zhongyang,Shanxi,China,Xinfa - Xiaoyi,Shanxi,Shanxi,0,216.7780289,344.7532597,0,0,0,0,0,0,0,0,0,0,0
Zhongyang,Shanxi,China,Xingan Chemical,Shanxi,Shanxi,0,355.5176959,0,0,0,0,0,0,0,0,0,0,0,0
Zhongyang,Shanxi,China,General 3rd Party Domestic Supply,Shanxi,Shanxi,0,0,11.33904924,26.80617867,88.32451349,0,0,0,0,0,0,0,0,0
Zhongyang,Shanxi,China,General 3rd Party Domestic Supply,Shanxi,Shanxi,0,0,54.19533872,0,0,0,0,0,0,0,0,0,0,0
Zunyi,Guizhou,China,Chalco Zunyi,Guizhou,Guizhou,1,2275.789187,2340.703334,0,0,0,0,0,0,0,0,0,0,0
Zunyi,Guizhou,China,General 3rd Party Domestic Supply,Guizhou,Guizhou,0,37.0753832,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
Amrun,,Australia,General Imports,,,,0,6525.194,10880,10880,10880,10880,10880,10880,10880,10880,10880,10880,10880
Gove,,Australia,General Imports,,,,8281,7564,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600,7600
Huntly,,Australia,General Imports,,,,1474,1740,2000,2000,2000,2000,2000,4500,7000,7000,7000,7000,7000
Metro BH1,,Australia,General Imports,,,,2134,3007,2070,2070,0,0,0,0,0,0,0,0,0
Metro Blend,,Australia,General Imports,,,,0,0,1530,3330,5400,5400,5400,5400,5400,5400,5400,5400,5400
Weipa,,Australia,General Imports,,,,18443,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200
Juruti,,Brazil,General Imports,,,,1120,1314,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
MRN,,Brazil,General Imports,,,,462,558,2850,2850,2850,2850,0,0,0,0,0,0,0
Aurum Xinfa-Fiji,,Fiji,General Imports,,,,57.816,0,0,0,0,0,0,0,0,0,0,0,0
Awaso,,Ghana,General Imports,,,,557.672,282,300,300,300,300,300,300,300,300,300,300,300
AGB2A,,Guinea,General Imports,,,,0,0,1000,3500,4500,5400,8100,8100,8100,8100,8100,9000,9000
Alufer (Bel Air),,Guinea,General Imports,,,,328,3307,5265,5265,8343,8343,8343,8343,8343,9270,9270,9270,9270
AMC,,Guinea,General Imports,,,,0,0,0,0,2250,4500,9000,9000,9000,10000,10000,10000,10000
AMR,,Guinea,General Imports,,,,8000,5000,5000,5000,0,0,0,0,0,0,0,0,0
Ashapura Guinea,,Guinea,General Imports,,,,200,0,0,0,0,0,0,0,0,0,0,0,0
CBG,,Guinea,General Imports,,,,420,1114,3700,3700,3700,8200,8200,8200,8200,8200,10500,10500,10500
Chalco Boffa,,Guinea,General Imports,,,,0,0,7000,10800,10800,10800,10800,22800,22800,22800,22800,22800,34800
Dian Dian,,Guinea,General Imports,,,,0,0,0,0,0,2000,3000,3000,3000,3000,3000,3000,3000
Dynamic,,Guinea,General Imports,,,,0,0,0,1000,4860,7290,8100,8100,9000,9000,9000,9000,9000
GAC,,Guinea,General Imports,,,,0,0,5000,6800,6800,5750,3000,3000,3000,3000,3000,3000,3000
GDM,,Guinea,General Imports,,,,2000,300,0,1000,2000,2000,2000,2000,2000,2000,2000,2000,2000
Henan-Chine,,Guinea,General Imports,,,,5000,6600,5000,7500,10000,10000,10000,10000,10000,10000,10000,10000,10000
Rundi,,Guinea,General Imports,,,,0,0,0,1473.920651,4500,6323.556429,9000,0,0,0,4037.888789,3484.922717,0
SMB Dabiss S,,Guinea,General Imports,,,,16170,13682.00498,7742.912122,9107.200127,7809.895615,6026.592963,2727.673212,0,0,0,0,0,0
SMB Kaboye,,Guinea,General Imports,,,,500,0,0,0,0,0,0,0,0,0,0,0,0
SMB Malapouya-Boké,,Guinea,General Imports,,,,4745,14400,15000,15000,15000,11000,7000,0,0,0,0,0,0
SMB Santou-Houda,,Guinea,General Imports,,,,0,0,0,0,9000,18000,27000,36000,36000,36000,36000,36000,35756.65201
SPIC,,Guinea,General Imports,,,,0,0,0,1000,6750,6750,6750,6750,7500,7500,7500,7500,7500
Gujarat & Maharashtra,,India,General Imports,,,,652.918,327,219.6178888,0,1931.860898,0,8000,6354.838916,0,5519.762222,8000,8000,0
West Kalimantan,,Indonesia,General Imports,,,,7543.824,14436,15000,11100,1200,0,0,0,0,0,0,0,0
Discovery Bay,,Jamaica,General Imports,,,,954.3554495,411,0,0,0,2500,2500,2500,2314.369286,2500,2500,2500,0
Kuantan & Johor,,Malaysia,General Imports,,,,554.711,753,0,0,0,0,0,0,0,0,0,0,0
Other,,Other,General Imports,,,,547.79,766,500,500,500,500,500,500,500,500,500,500,500
Mokanji,,Sierra Leone,General Imports,,,,0,50,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,,Solomon Islands,General Imports,,,,1608.647,1188,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
Vietnam Others,,Vietnam,General Imports,,,,605.475,139,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
