2018_10,2018_11,2018_12,2019_1,2019_10,2019_11,2019_12,2019_2,2019_3,2019_4,2019_5,2019_6,2019_7,2019_8,2019_9
3.0586900000000004,2.424862,2.370596,2.655455,3.459577,4.10473,0.0,2.134893,2.897893,3.18771,3.1523339999999997,3.003709,3.377608,3.526135,3.782943
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71473976,0.9449256599999999,1.2688047900000001,0.654014704,0.667270714,0.375041522,0.536844675,0.719407051,0.72298825,0.39110303,0.38056085200000006,0.50864323,0.9372202749999999,0.4770494,0.7349053080000002
0.001301771,0.00133,8.742e-06,0.0021122650000000003,0.0,0.0,0.0,0.000665,0.000514,0.001818,0.001053,0.021654,0.022656,0.0,0.00010499999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002838,0.00209825,0.00255975,0.00514095,0.002106075,0.0024850000000000002,0.01998947,0.0023265,0.011039850000000002,0.0100697,0.0044734499999999995,0.0020889999999999997,0.0017950000000000002,0.00402963,0.00232485
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0032199999999999998,0.000783,0.000563,0.011986,0.007533999999999999,0.00082,0.0,0.002037,0.013974,0.006477999999999999,0.010407999999999999,0.016679,0.008589999999999999,0.006832,0.0066960000000000006
0.0017369999999999998,0.0016740000000000004,0.005564,0.001941,0.001363,0.0,0.0,0.0017130000000000001,0.003995,0.0018420000000000003,0.0016479999999999997,0.0013850000000000002,0.001568,0.0011740000000000001,0.0017380000000000002
0.000119408,0.0,0.0,0.000224317,0.0,0.001555913,0.0,6.175e-05,0.00010276,0.058550475000000005,8.810400000000001e-05,0.00019600000000000002,0.00022234,0.0005600000000000001,0.000448
0.032776,0.024469,0.025282999999999996,0.017004,0.032111,0.028002,0.0,0.022888,0.022522,0.032476,0.029258,0.021412999999999998,0.032788,0.02576,0.032541
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021726004999999996,0.103822,0.005607719999999999,0.282087104,0.013987669999999999,0.0,0.0,0.22101299999999993,0.04369810000000001,0.17128364999999995,0.128018,0.018699375,0.014071646000000002,0.016550475000000002,0.008813
0.954618491,1.146510699,0.947709474,1.30550094,1.559703582,1.62442129,0.0,1.351073435,1.1115499420000001,1.134373908,1.166951611,0.9056933659999999,1.4324209739999998,1.2223408409999998,0.844038908
0.00093887,0.00060355,0.0,0.00152137,0.0,0.0,0.0,0.00540989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
