Mine,RMB per US$,AU$ per US$,US$ per US$,IMF Special Drawing Rights to US Dollar
Juruti,7.064020000000001,0.687539,1,1.37746
Juruti,7.064020000000001,0.687539,1,1.37746
Juruti,7.064020000000001,0.687539,1,1.37746
Juruti,7.064020000000001,0.687539,1,1.37746
Juruti,7.064020000000001,0.687539,1,1.37746
Juruti,7.064020000000001,0.687539,1,1.37746
Juruti,7.064020000000001,0.687539,1,1.37746
Juruti,7.064020000000001,0.687539,1,1.37746
